"gene_id","length"
"LOC112268472",2685
"LOC112268474",5129
"LOC112268475",761
"LOC112543491",2793
"LOC112577516",892
"LOC112577592",772
"LOC112694756",2569
"LOC114108591",4257
"LOC114108592",13331
"LOC114224",2087
"LOC114841035",1655
"LOC115308161",1345
"LOC116435278",5495
"LOC117779438",6355
"LOC118142757",2275
"LOC118567325",758
"LOC119746555",2120
"LOC121296",1043
"LOC121627959",505
"LOC121676924",18884
"LOC121725015",2862
"LOC121725057",1483
"LOC122319436",6008
"LOC122319696",443
"LOC122394732",670
"LOC122394733",652
"LOC122405565",1182
"LOC122455338",1315
"LOC122455339",619
"LOC122455340",823
"LOC122455341",2079
"LOC122455342",875
"LOC122513141",1868
"LOC122526776",1159
"LOC122526777",612
"LOC122526780",3537
"LOC122526782",2119
"LOC122539212",13151
"LOC122539213",1770
"LOC122539214",4220
"LOC123862",609
"LOC124865",876
"LOC126860",1170
"LOC126987",752
"LOC127011",1415
"LOC128136",1657
"LOC129026",2482
"LOC132386",762
"LOC133332",1256
"LOC143666",4155
"LOC145474",1854
"LOC145783",3017
"LOC145845",2987
"LOC146253",2088
"LOC147004",11170
"LOC148430",950
"LOC148696",4218
"LOC149684",414
"LOC149844",1743
"LOC149935",1817
"LOC150417",2030
"LOC150935",2038
"LOC151760",6135
"LOC152594",1698
"LOC152845",1847
"LOC153684",2260
"LOC153893",1203
"LOC153910",2530
"LOC154449",1330
"LOC154761",5054
"LOC154937",2609
"LOC155060",3154
"LOC157273",6884
"LOC158434",2662
"LOC158435",2422
"LOC162137",1116
"LOC171391",992
"LOC171417",320
"LOC196469",1333
"LOC202181",2857
"LOC202319",742
"LOC203930",1529
"LOC204800",1404
"LOC220077",1889
"LOC221946",1826
"LOC254028",2031
"LOC254896",1242
"LOC260339",1122
"LOC260421",1513
"LOC260422",1990
"LOC268276",1201
"LOC283028",4020
"LOC283038",3149
"LOC283045",2621
"LOC283172",1237
"LOC283194",2603
"LOC283299",7509
"LOC283335",2863
"LOC283387",3507
"LOC283683",2890
"LOC283710",3140
"LOC283731",2566
"LOC283788",3662
"LOC283804",4008
"LOC284009",576
"LOC284191",2201
"LOC284240",5912
"LOC284269",2981
"LOC284344",1721
"LOC284379",1225
"LOC284412",2344
"LOC284441",5235
"LOC284581",3061
"LOC284600",3858
"LOC284620",915
"LOC284685",2183
"LOC284788",1684
"LOC284798",3356
"LOC284898",1212
"LOC284912",1355
"LOC284930",1815
"LOC284933",1408
"LOC284950",3108
"LOC285097",14415
"LOC285191",2106
"LOC285232",3667
"LOC285303",1925
"LOC285422",634
"LOC285442",2703
"LOC285453",699
"LOC285591",1248
"LOC285593",3023
"LOC285626",1580
"LOC285638",5457
"LOC285762",3469
"LOC285766",2050
"LOC285804",2289
"LOC285819",2904
"LOC285847",1732
"LOC285889",2698
"LOC286059",2636
"LOC286083",6098
"LOC286177",5938
"LOC286178",2459
"LOC286297",2591
"LOC286359",2018
"LOC286437",2328
"LOC317727",3669
"LOC338694",1472
"LOC338963",1362
"LOC339059",2137
"LOC339166",1821
"LOC339260",2831
"LOC339298",2794
"LOC339352",1022
"LOC339539",2365
"LOC339593",2274
"LOC339666",1558
"LOC339685",4362
"LOC339862",2355
"LOC339902",627
"LOC339966",1162
"LOC339975",2432
"LOC340089",690
"LOC340090",2359
"LOC340184",677
"LOC340268",2217
"LOC340357",2494
"LOC340512",2277
"LOC341056",2046
"LOC341378",2334
"LOC342443",2005
"LOC342784",2106
"LOC343052",1320
"LOC343165",1473
"LOC343508",1750
"LOC344065",10100
"LOC344382",1434
"LOC344593",1540
"LOC344967",1613
"LOC345471",1602
"LOC345571",1355
"LOC345576",2307
"LOC346296",2934
"LOC346329",1871
"LOC347097",3483
"LOC347381",2000
"LOC347674",739
"LOC348210",2510
"LOC348958",1742
"LOC349160",1538
"LOC353007",3213
"LOC353008",1166
"LOC353009",1173
"LOC353010",2355
"LOC359819",480
"LOC374443",3402
"LOC375196",1058
"LOC387770",17258
"LOC387869",667
"LOC388104",4209
"LOC388242",1479
"LOC388248",1646
"LOC388282",1441
"LOC388436",1793
"LOC388572",891
"LOC388780",835
"LOC388996",1926
"LOC389199",1296
"LOC389249",935
"LOC389473",1926
"LOC389602",5440
"LOC389705",923
"LOC389765",1764
"LOC389768",3800
"LOC389831",8806
"LOC389834",8205
"LOC389895",1234
"LOC389906",1791
"LOC390029",1443
"LOC390250",833
"LOC390251",860
"LOC390255",1109
"LOC390282",542
"LOC390308",646
"LOC390314",884
"LOC390332",5026
"LOC390358",587
"LOC390586",1725
"LOC390600",1628
"LOC390614",990
"LOC390618",907
"LOC390638",3349
"LOC390705",435
"LOC390739",2526
"LOC390846",371
"LOC390876",449
"LOC390877",602
"LOC390933",3530
"LOC391092",1546
"LOC391136",1154
"LOC391239",1083
"LOC391247",1162
"LOC391322",943
"LOC391556",1282
"LOC391562",1416
"LOC391578",1126
"LOC391600",1384
"LOC391636",978
"LOC391674",975
"LOC391707",598
"LOC391710",658
"LOC391711",1300
"LOC391713",1378
"LOC391741",1123
"LOC391768",596
"LOC391771",1347
"LOC391798",1671
"LOC391813",1006
"LOC392145",1172
"LOC392180",1200
"LOC392187",1201
"LOC392196",1440
"LOC392226",1481
"LOC392232",2626
"LOC392264",1474
"LOC392266",2542
"LOC392268",1801
"LOC392334",1141
"LOC392364",1014
"LOC392435",480
"LOC392436",1163
"LOC392440",1008
"LOC392555",1388
"LOC392787",1605
"LOC399783",3882
"LOC399900",1573
"LOC399975",3610
"LOC400026",2445
"LOC400036",2693
"LOC400174",1172
"LOC400212",2340
"LOC400347",3174
"LOC400464",557
"LOC400499",14126
"LOC400541",571
"LOC400553",414
"LOC400622",737
"LOC400627",3133
"LOC400682",6995
"LOC400710",1891
"LOC400748",2873
"LOC400867",3823
"LOC400940",3463
"LOC401021",1783
"LOC401040",3700
"LOC401127",1651
"LOC401218",1246
"LOC401261",2744
"LOC401312",2592
"LOC401324",3629
"LOC401357",3613
"LOC401442",3654
"LOC401463",2877
"LOC401471",552
"LOC401478",4518
"LOC401557",3729
"LOC401589",2093
"LOC401677",931
"LOC401703",957
"LOC401767",1968
"LOC401770",965
"LOC401777",664
"LOC401805",4044
"LOC401864",655
"LOC401875",632
"LOC401913",561
"LOC401957",1989
"LOC402192",823
"LOC402221",1488
"LOC402229",2054
"LOC402230",1387
"LOC402279",434
"LOC402329",1195
"LOC402634",765
"LOC402641",988
"LOC402715",1202
"LOC403312",3554
"LOC407835",1884
"LOC408186",7397
"LOC414300",1104
"LOC439933",1780
"LOC440059",3222
"LOC440084",721
"LOC440180",1854
"LOC440181",1035
"LOC440300",15538
"LOC440311",1704
"LOC440313",664
"LOC440489",1770
"LOC440568",1374
"LOC440570",2563
"LOC440700",1216
"LOC440742",841
"LOC440792",1613
"LOC440864",1731
"LOC440895",858
"LOC440896",5117
"LOC440910",1739
"LOC440982",661
"LOC441052",1470
"LOC441081",10565
"LOC441086",1383
"LOC441087",1183
"LOC441098",4631
"LOC441155",4772
"LOC441179",2720
"LOC441204",9519
"LOC441228",3886
"LOC441239",1839
"LOC441241",478
"LOC441242",3416
"LOC441320",742
"LOC441455",1647
"LOC441644",2053
"LOC441666",6661
"LOC441711",6066
"LOC441722",925
"LOC441750",1932
"LOC441768",886
"LOC441784",1026
"LOC441806",895
"LOC441862",1083
"LOC441880",1383
"LOC441887",1671
"LOC441914",198
"LOC441996",2548
"LOC442028",3330
"LOC442041",3326
"LOC442064",1294
"LOC442087",1523
"LOC442113",866
"LOC442132",1278
"LOC442155",1435
"LOC442161",1280
"LOC442172",1351
"LOC442225",574
"LOC442244",780
"LOC442263",1398
"LOC442272",718
"LOC442292",1294
"LOC442293",1071
"LOC442382",2437
"LOC442427",1465
"LOC442443",13336
"LOC442445",533
"LOC442497",2247
"LOC442517",2130
"LOC442603",3541
"LOC497256",573
"LOC503540",2039
"LOC541473",1013
"LOC550113",2787
"LOC553139",2601
"LOC554206",1037
"LOC554249",1424
"LOC574080",735
"LOC574538",5814
"LOC606724",571
"LOC613038",1479
"LOC613206",360
"LOC613266",2408
"LOC641381",656
"LOC641695",1413
"LOC641708",1174
"LOC641746",1142
"LOC642131",1314
"LOC642204",559
"LOC642249",8505
"LOC642355",11494
"LOC642361",1701
"LOC642381",3980
"LOC642414",585
"LOC642474",758
"LOC642484",2558
"LOC642487",796
"LOC642490",712
"LOC642496",1788
"LOC642502",1183
"LOC642550",933
"LOC642554",1081
"LOC642579",412
"LOC642590",1668
"LOC642677",1063
"LOC642696",1558
"LOC642791",2001
"LOC642846",3499
"LOC642897",983
"LOC642929",1482
"LOC642943",5053
"LOC642969",1717
"LOC643014",675
"LOC643015",2456
"LOC643067",1449
"LOC643168",6241
"LOC643172",2513
"LOC643201",4292
"LOC643307",1078
"LOC643327",674
"LOC643339",578
"LOC643342",2699
"LOC643348",19482
"LOC643367",4324
"LOC643381",2153
"LOC643406",3799
"LOC643438",419
"LOC643441",2172
"LOC643454",1261
"LOC643494",1537
"LOC643554",2979
"LOC643562",7011
"LOC643576",1738
"LOC643634",2207
"LOC643709",2408
"LOC643855",1850
"LOC644006",2833
"LOC644051",1785
"LOC644060",3490
"LOC644090",2535
"LOC644110",6343
"LOC644135",1570
"LOC644169",1041
"LOC644189",1724
"LOC644203",1238
"LOC644215",784
"LOC644249",872
"LOC644269",3974
"LOC644277",618
"LOC644285",5214
"LOC644303",1156
"LOC644335",4324
"LOC644383",746
"LOC644387",2293
"LOC644456",1863
"LOC644462",2195
"LOC644525",779
"LOC644554",1058
"LOC644584",764
"LOC644634",1344
"LOC644656",1143
"LOC644661",2011
"LOC644667",1840
"LOC644669",2097
"LOC644681",501
"LOC644721",962
"LOC644746",2038
"LOC644893",15201
"LOC644909",1053
"LOC644936",1394
"LOC645086",1452
"LOC645135",3326
"LOC645139",1373
"LOC645163",2815
"LOC645181",763
"LOC645188",690
"LOC645202",4306
"LOC645261",224
"LOC645266",3299
"LOC645272",270
"LOC645324",526
"LOC645397",2679
"LOC645405",484
"LOC645433",1822
"LOC645468",3732
"LOC645481",4275
"LOC645482",1406
"LOC645485",1552
"LOC645544",1144
"LOC645749",3173
"LOC645763",1052
"LOC645852",1272
"LOC645853",935
"LOC645877",500
"LOC645937",948
"LOC645965",3660
"LOC645967",1276
"LOC646012",659
"LOC646029",1845
"LOC646030",821
"LOC646044",1676
"LOC646058",1143
"LOC646071",4008
"LOC646112",2437
"LOC646120",1123
"LOC646140",919
"LOC646197",898
"LOC646203",895
"LOC646214",23792
"LOC646216",1196
"LOC646274",1314
"LOC646347",1387
"LOC646358",1905
"LOC646388",1076
"LOC646408",601
"LOC646430",597
"LOC646471",3653
"LOC646506",1200
"LOC646517",854
"LOC646548",2977
"LOC646588",6569
"LOC646616",1379
"LOC646629",1909
"LOC646652",9245
"LOC646665",7147
"LOC646666",814
"LOC646674",1149
"LOC646700",1518
"LOC646708",2730
"LOC646709",1386
"LOC646736",935
"LOC646762",5784
"LOC646797",1150
"LOC646801",1356
"LOC646804",1838
"LOC646813",608
"LOC646828",1278
"LOC646853",1183
"LOC646870",1514
"LOC646903",1964
"LOC646927",456
"LOC646934",6174
"LOC646938",481
"LOC646970",1026
"LOC646995",1162
"LOC646999",2484
"LOC647070",4543
"LOC647077",382
"LOC647086",642
"LOC647132",3668
"LOC647150",987
"LOC647208",147
"LOC647211",3817
"LOC647253",2285
"LOC647264",693
"LOC647299",1130
"LOC647481",1987
"LOC647503",576
"LOC647996",2757
"LOC648442",910
"LOC648771",593
"LOC648774",1220
"LOC648934",1692
"LOC648987",3507
"LOC649133",2128
"LOC649166",2347
"LOC649352",1569
"LOC650024",595
"LOC650226",1667
"LOC651337",3086
"LOC651644",654
"LOC652276",2714
"LOC652549",1785
"LOC652608",1660
"LOC653071",3743
"LOC653303",1106
"LOC653503",1078
"LOC653513",870
"LOC653631",2168
"LOC653653",1160
"LOC653698",1236
"LOC653712",1104
"LOC654338",203
"LOC654780",2551
"LOC677762",1022
"LOC692246",859
"LOC724060",2437
"LOC724065",602
"LOC724084",764
"LOC724085",1355
"LOC724104",688
"LOC724105",782
"LOC727681",1006
"LOC727709",1347
"LOC727751",3232
"LOC727803",843
"LOC727838",1772
"LOC727884",3500
"LOC727947",462
"LOC727978",3434
"LOC727980",1613
"LOC728024",1493
"LOC728098",1087
"LOC728138",4639
"LOC728158",2971
"LOC728196",1142
"LOC728307",6338
"LOC728376",1398
"LOC728392",1500
"LOC728416",403
"LOC728417",5927
"LOC728424",9531
"LOC728452",2070
"LOC728470",2138
"LOC728485",2079
"LOC728488",10390
"LOC728499",690
"LOC728506",7729
"LOC728526",690
"LOC728533",1409
"LOC728540",1380
"LOC728554",5481
"LOC728575",690
"LOC728587",1251
"LOC728660",582
"LOC728667",364
"LOC728673",2259
"LOC728688",2792
"LOC728715",892
"LOC728739",622
"LOC728743",4093
"LOC728755",674
"LOC728807",1542
"LOC728811",846
"LOC728853",2850
"LOC728877",412
"LOC728975",1812
"LOC728989",1076
"LOC729033",1202
"LOC729080",1070
"LOC729086",2923
"LOC729126",525
"LOC729141",1446
"LOC729200",957
"LOC729217",795
"LOC729218",5853
"LOC729254",774
"LOC729291",5114
"LOC729296",1259
"LOC729316",9733
"LOC729334",8716
"LOC729369",1910
"LOC729451",2457
"LOC729496",1045
"LOC729532",1628
"LOC729557",777
"LOC729558",1898
"LOC729609",628
"LOC729654",4027
"LOC729681",1815
"LOC729683",2348
"LOC729707",1829
"LOC729732",7955
"LOC729737",5474
"LOC729774",699
"LOC729815",1958
"LOC729839",1109
"LOC729856",468
"LOC729867",1578
"LOC729870",1124
"LOC729900",2666
"LOC729930",1105
"LOC729941",660
"LOC729945",1956
"LOC729960",1718
"LOC729966",997
"LOC729968",1412
"LOC729973",562
"LOC729998",1412
"LOC729999",3235
"LOC730021",1925
"LOC730076",19660
"LOC730098",2235
"LOC730100",3939
"LOC730101",3784
"LOC730110",3867
"LOC730129",1065
"LOC730183",741
"LOC730234",540
"LOC730257",1032
"LOC730338",1947
"LOC730668",4162
"LOC731075",3486
"LOC731157",475
"LOC731631",1492
"LOC731755",2259
"LOC732229",712
"LOC751602",1137
"LOC751603",2071
"LOC751837",1433
"LOC777650",4850
"LOC780529",3498
"LOC780780",3189
"LOC791091",2749
"LOC791092",1500
"LOC791093",3471
"LOC791095",3812
"LOC791096",2786
"LOC791097",2718
"LOC791098",1836
"LOC791126",1503
"LOC84214",2692
"LOC89844",968
"LOC90246",2761
"LOC91450",993
"LOC93429",1635
"LOC93463",2231
"LOC93622",1973
"LOH12CR2",3076
"LONP1",3436
"LONP2",9856
"LONRF1",7867
"LONRF2",15138
"LONRF2P1",774
"LONRF2P2",769
"LONRF2P3",1528
"LONRF2P4",2292
"LONRF2P5",666
"LONRF3",10522
"LORICRIN",1298
"LOX",5298
"LOXHD1",9662
"LOXL1",2975
"LOXL1-AS1",2844
"LOXL2",3721
"LOXL3",5131
"LOXL4",4469
"LPA",6431
"LPAL2",2504
"LPAR1",6997
"LPAR2",2534
"LPAR3",4279
"LPAR4",5879
"LPAR5",2748
"LPAR6",4365
"LPCAT1",8675
"LPCAT2",5624
"LPCAT2BP",1314
"LPCAT3",2339
"LPCAT4",3189
"LPEQ6126",2043
"LPGAT1",10279
"LPGAT1-AS1",1472
"LPGAT1P1",1052
"LPIN1",6815
"LPIN2",6796
"LPIN3",5384
"LPL",3565
"LPO",3426
"LPP",27212
"LPP-AS1",495
"LPP-AS2",2883
"LPXN",5556
"LRAT",5270
"LRATD1",9223
"LRATD2",5522
"LRBA",12454
"LRCH1",8071
"LRCH2",6215
"LRCH3",12559
"LRCH4",3177
"LRCOL1",2590
"LRFN1",3769
"LRFN2",30622
"LRFN3",4690
"LRFN4",2869
"LRFN5",8750
"LRFN5-DT",9141
"LRG1",2605
"LRGUK",20575
"LRIF1",3787
"LRIG1",9645
"LRIG2",12109
"LRIG2-DT",4753
"LRIG3",4345
"LRIG3-DT",8165
"LRIT1",2948
"LRIT2",3187
"LRIT3",3890
"LRMDA",4409
"LRP1",14923
"LRP1-AS",879
"LRP10",7043
"LRP11",5878
"LRP12",4378
"LRP1B",22932
"LRP2",15766
"LRP2BP",10652
"LRP3",4103
"LRP4",10354
"LRP4-AS1",1540
"LRP5",6089
"LRP5L",10045
"LRP6",20504
"LRP8",7704
"LRP8-DT",567
"LRPAP1",12523
"LRPPRC",6770
"LRR1",1830
"LRRC1",10948
"LRRC10",2344
"LRRC10B",2270
"LRRC14",5740
"LRRC14B",2570
"LRRC15",5938
"LRRC17",2688
"LRRC18",5317
"LRRC19",3588
"LRRC2",4890
"LRRC2-AS1",633
"LRRC20",3318
"LRRC23",1698
"LRRC24",1762
"LRRC25",2559
"LRRC26",1209
"LRRC27",11106
"LRRC28",13755
"LRRC29",1598
"LRRC2P1",980
"LRRC3",5845
"LRRC3-DT",784
"LRRC30",956
"LRRC31",3971
"LRRC32",4963
"LRRC34",4631
"LRRC34P1",824
"LRRC34P2",628
"LRRC36",4153
"LRRC37A",10354
"LRRC37A10P",1905
"LRRC37A11P",3580
"LRRC37A12P",1244
"LRRC37A13P",287
"LRRC37A14P",462
"LRRC37A15P",3448
"LRRC37A16P",4028
"LRRC37A17P",4860
"LRRC37A2",17418
"LRRC37A3",17605
"LRRC37A4P",11663
"LRRC37A5P",1095
"LRRC37A6P",6454
"LRRC37A7P",1460
"LRRC37A8P",13608
"LRRC37A9P",2194
"LRRC37B",3982
"LRRC37BP1",761
"LRRC38",2168
"LRRC39",1929
"LRRC3B",11510
"LRRC3B-AS1",5994
"LRRC3C",1391
"LRRC4",4288
"LRRC40",2940
"LRRC41",5885
"LRRC42",1930
"LRRC43",2761
"LRRC45",2825
"LRRC46",2077
"LRRC47",4303
"LRRC49",7230
"LRRC4B",5901
"LRRC4C",15776
"LRRC51",2591
"LRRC52",1372
"LRRC52-AS1",1803
"LRRC53",8178
"LRRC55",5204
"LRRC56",7230
"LRRC57",7273
"LRRC57P1",998
"LRRC58",7918
"LRRC58-DT",1964
"LRRC59",2880
"LRRC61",2769
"LRRC63",10972
"LRRC66",3435
"LRRC69",2009
"LRRC7",29770
"LRRC7-AS1",5404
"LRRC70",2163
"LRRC71",3207
"LRRC72",1164
"LRRC73",1782
"LRRC74A",3739
"LRRC74B",6537
"LRRC75A",3878
"LRRC75B",1993
"LRRC77P",2680
"LRRC8A",5269
"LRRC8B",13035
"LRRC8C",9299
"LRRC8C-DT",789
"LRRC8D",4674
"LRRC8E",4557
"LRRC9",11874
"LRRCC1",4216
"LRRD1",4061
"LRRFIP1",12253
"LRRFIP1P1",4308
"LRRFIP2",5087
"LRRFIP2P1",1060
"LRRIQ1",11174
"LRRIQ3",3735
"LRRIQ4",2716
"LRRK1",18336
"LRRK2",9589
"LRRK2-DT",778
"LRRN1",6242
"LRRN2",5853
"LRRN3",3607
"LRRN4",5619
"LRRN4CL",2212
"LRRTM1",2758
"LRRTM2",6064
"LRRTM3",6179
"LRRTM4",4858
"LRRTM4-AS1",997
"LRSAM1",4653
"LRTM1",1589
"LRTM2",8008
"LRTOMT",4828
"LRWD1",2178
"LSAMP",16322
"LSAMP-AS1",548
"LSG1",3450
"LSINCT5",2647
"LSM1",1102
"LSM10",860
"LSM11",6567
"LSM12",3771
"LSM12P1",2003
"LSM14A",11636
"LSM14B",4070
"LSM1P1",496
"LSM1P2",322
"LSM2",5148
"LSM3",3359
"LSM3P1",507
"LSM3P2",667
"LSM3P3",723
"LSM3P4",561
"LSM3P5",567
"LSM4",1704
"LSM5",2802
"LSM6",5019
"LSM6P1",439
"LSM6P2",240
"LSM7",706
"LSM8",12384
"LSMEM1",6784
"LSMEM2",2766
"LSP1",6746
"LSP1P1",137
"LSP1P2",270
"LSP1P3",444
"LSP1P4",605
"LSP1P5",1528
"LSR",2198
"LSS",9341
"LST1",6461
"LTA",12227
"LTA4H",3356
"LTB",7152
"LTB4R",9234
"LTB4R2",3112
"LTBP1",6912
"LTBP2",8816
"LTBP3",4833
"LTBP4",5449
"LTBR",2750
"LTC4S",1602
"LTF",3504
"LTK",3559
"LTN1",8438
"LTO1",2485
"LTO1P1",395
"LTV1",1992
"LTV1P1",1213
"LUADT1",453
"LUARIS",2916
"LUC7L",3213
"LUC7L2",2855
"LUC7L3",7467
"LUC7L3P1",945
"LUCAT1",1009
"LUM",2671
"LUNAR1",484
"LURAP1",1849
"LURAP1L",3088
"LURAP1L-AS1",944
"LUZP1",9526
"LUZP2",9450
"LUZP4",1746
"LUZP6",757
"LVRN",4604
"LXN",1412
"LY6D",749
"LY6E",2262
"LY6E-DT",1614
"LY6G5B",19915
"LY6G5C",9940
"LY6G6C",6251
"LY6G6D",3675
"LY6G6E",5544
"LY6G6F",7161
"LY6G6F-LY6G6D",9135
"LY6H",2359
"LY6K",3292
"LY6L",2570
"LY75",6932
"LY75-CD302",8919
"LY86",1342
"LY86-AS1",2023
"LY9",4237
"LY96",1318
"LYAR",2028
"LYARP1",943
"LYG1",2477
"LYG2",5783
"LYL1",1481
"LYN",9859
"LYNX1",4893
"LYNX1-SLURP2",941
"LYPD1",4000
"LYPD2",592
"LYPD3",1642
"LYPD4",5176
"LYPD5",2594
"LYPD6",7149
"LYPD6B",1961
"LYPD8",1162
"LYPD9P",398
"LYPLA1",2788
"LYPLA1P1",982
"LYPLA1P2",961
"LYPLA1P3",2477
"LYPLA2",2309
"LYPLA2P1",8130
"LYPLA2P2",1614
"LYPLA2P3",773
"LYPLAL1",16840
"LYPLAL1-AS1",687
"LYPLAL1-DT",1629
"LYRM1",2992
"LYRM2",5578
"LYRM4",7617
"LYRM4-AS1",4470
"LYRM7",6219
"LYRM9",7201
"LYSMD1",2939
"LYSMD2",1581
"LYSMD3",4727
"LYSMD4",8229
"LYST",20561
"LYVE1",3247
"LYZ",1490
"LYZL1",1332
"LYZL2",1298
"LYZL4",1655
"LYZL6",2148
"LZIC",5241
"LZTFL1",7151
"LZTR1",4282
"LZTS1",6797
"LZTS1-AS1",892
"LZTS2",3541
"LZTS3",6062
"M1AP",3518
"M6PR",2586
"M6PRP1",1144
"MAB21L1",2901
"MAB21L2",2543
"MAB21L3",6564
"MAB21L4",2769
"MACC1",9153
"MACC1-AS1",639
"MACC1-DT",848
"MACF1",30026
"MACIR",3861
"MACO1",4084
"MACORIS",785
"MACROD1",3616
"MACROD2",5292
"MACROD2-AS1",1784
"MACROD2-IT1",665
"MACROH2A1",13096
"MACROH2A2",1932
"MAD1L1",3355
"MAD2L1",5227
"MAD2L1-DT",1791
"MAD2L1BP",1621
"MAD2L1P1",1403
"MAD2L2",2205
"MADCAM1",1541
"MADCAM1-AS1",456
"MADD",7755
"MADD-AS1",536
"MAEA",4720
"MAEL",2672
"MAF",33616
"MAF1",1715
"MAFA",2669
"MAFA-AS1",417
"MAFB",3389
"MAFF",2469
"MAFG",5175
"MAFG-DT",1895
"MAFIP",5342
"MAFK",3811
"MAFTRR",685
"MAG",2458
"MAGEA1",1711
"MAGEA10",2743
"MAGEA11",3488
"MAGEA12",1965
"MAGEA13P",1597
"MAGEA2",2272
"MAGEA2B",2108
"MAGEA3",2574
"MAGEA4",2757
"MAGEA4-AS1",420
"MAGEA5P",1664
"MAGEA6",1746
"MAGEA6-DT",845
"MAGEA7P",667
"MAGEA8",2321
"MAGEA8-AS1",596
"MAGEA9",2004
"MAGEA9B",1959
"MAGEB1",1978
"MAGEB10",1953
"MAGEB16",1954
"MAGEB17",2541
"MAGEB18",1812
"MAGEB2",1654
"MAGEB3",2178
"MAGEB4",2188
"MAGEB5",1216
"MAGEB6",1949
"MAGEB6B",1810
"MAGEC1",4300
"MAGEC2",1994
"MAGEC3",3957
"MAGED1",3835
"MAGED2",2282
"MAGED4",2618
"MAGED4B",2683
"MAGEE1",3633
"MAGEE2",2268
"MAGEF1",1701
"MAGEH1",1440
"MAGEL2",8638
"MAGI1",10888
"MAGI1-AS1",591
"MAGI1-IT1",2568
"MAGI2",34706
"MAGI2-AS2",476
"MAGI2-AS3",9311
"MAGI3",9429
"MAGIX",3666
"MAGOH",656
"MAGOH-DT",1181
"MAGOH2P",640
"MAGOH3P",1069
"MAGOHB",3234
"MAGT1",4639
"MAILR",884
"MAIP1",1646
"MAJIN",2082
"MAK",8227
"MAK16",3561
"MAL",1084
"MAL2",2826
"MAL2-AS1",1471
