gene_name,BJ_sgNT_Ras,BJ_sg69_Ras,BJ_sg71_Ras,BJ_sg_FOXF1_Ras
HSF1,1746,1164,1136,1435
C6orf120,644,491,490,526
PURA,650,354,295,231
H2BC13,3,5,4,2
INPP5J,17,1,6,12
NPY2R,0,0,0,0
MIXL1,0,0,0,0
MFSD6L,0,0,0,0
LRRC37B,65,45,58,53
DDX51,345,287,302,317
NOMO2,8323,4671,4179,4512
AQP12B,1,0,0,0
ZNF479,0,0,0,0
GOLGA8EP,0,0,0,0
LINC00313,0,0,0,0
SIGIRR,94,85,118,106
NRBP2,650,348,330,323
PRSS57,0,0,0,0
IFITM2,3049,2186,1939,3748
WASIR1,0,0,0,0
TNFAIP2,895,710,742,971
PGBD2,52,22,35,22
TCEAL9,334,299,344,262
MC2R,0,0,0,1
RAB11B,1228,681,789,992
PRMT3,119,89,87,84
GP1BA,0,1,0,0
PRPF39,101,58,10,39
MAGEA11,0,0,0,0
PPIL6,4,19,8,25
ZNF74,217,162,157,184
KIAA0825,19,9,16,15
UBALD2,698,560,831,647
TEX33,0,0,0,0
CDNF,19,18,19,23
NOTUM,0,0,0,0
KLHL33,3,0,1,1
RBM11,0,0,0,0
GALNT17,0,0,0,0
ZBTB37,98,60,21,52
NUPR2,0,0,0,0
IL3RA,6,8,9,6
SPPL2C,0,0,0,0
LOC646012,0,0,0,0
CCDC137,1482,1398,1412,1375
SFTPA2,1,0,0,1
RGPD2,56,7,18,5
ARL15,67,38,70,47
C12orf56,0,1,0,5
SCN10A,0,1,0,0
CDK10,483,329,372,447
TMEM105,2,0,0,0
SOCS1,82,77,218,194
TCN2,199,112,95,182
GAS2L1,1672,916,800,1429
ATP6V0A2,179,83,278,178
PRKN,3,7,9,20
TEDC1,124,80,151,158
HS6ST3,1,0,2,0
HGS,3441,2749,3368,3128
TNFAIP8L1,283,141,182,241
OR2V1,0,0,0,0
RAD51D,234,283,279,271
OR7A17,0,0,0,0
MAPK11,619,509,737,608
SP140L,350,234,283,206
MRPL30,663,568,738,535
TARS3,88,40,50,35
SMYD3,398,490,553,618
METTL7A,30,34,56,87
LINC00158,0,1,0,0
IFNLR1,32,16,26,23
SH3BGR,88,40,75,33
FAM174B,5,5,9,3
FAM47A,0,0,0,0
ZSWIM9,270,126,170,196
KPNA7,1,2,0,0
TMEM179B,761,600,649,839
GPRIN3,3,2,0,1
KRT6B,0,0,0,0
PARPBP,36,41,50,58
STAC3,2,0,3,3
ROR1,91,40,13,23
SDHAP1,122,74,60,68
MUC1,54,7,7,16
FAAP100,951,599,415,879
IRF7,0,0,0,0
L3MBTL1,63,37,23,26
BRCC3,198,145,106,105
SV2B,7,4,4,5
FAM131C,47,24,22,47
LMNTD2,7,1,2,1
SPATA45,1,2,1,1
PDE6G,24,9,10,26
PRKG1,132,92,23,12
NR2F2,1622,1972,1442,2034
DLK1,0,0,0,0
LSAMP,1,0,1,3
AHNAK2,4485,1656,1195,1638
OLFML2A,10,8,9,34
SP1,1041,659,801,593
SPATA8,0,0,0,0
MRPL40,907,1068,1116,857
DBX2,0,0,0,0
INKA1,65,48,65,70
PDIA2,0,0,0,1
PCGF3,933,750,785,761
LMLN,295,72,105,94
P4HB,45830,27084,28510,38916
PSMD13,3157,3362,4519,3633
PBX1,105,122,182,233
RPL14P6,0,0,0,0
NDUFA4L2,14,19,9,10
SHC4,150,76,81,44
KRT79,1,0,0,0
ZFP36L1,3304,1244,1331,2239
UBE2L3,2733,2135,2273,2058
NTF3,6,6,13,2
BRWD1,235,154,187,88
SMIM23,0,0,0,0
PMEL,5,5,5,6
SYN3,1,0,0,0
POU3F1,0,1,0,0
SNAI3,2,0,2,1
ZBTB3,43,16,11,48
LYG2,0,0,0,0
MORN5,1,1,0,2
EP400P1,205,107,113,160
PRAME,0,2,2,0
C6orf201,0,0,0,0
MYBL1,289,138,72,80
TTTY8B,0,0,0,0
OR5M5P,0,0,0,0
SMG1P4,17,9,0,0
MOSMO,537,317,313,214
DRG1,1168,1248,1688,1117
ANKFY1,1870,1070,1275,963
YTHDF3,767,435,366,307
ZNF696,124,66,51,80
ADARB2,0,0,0,0
NRG3,1,1,0,0
SRL,1,0,2,0
C11orf87,1,1,2,5
IFIT1,107,232,261,305
CXorf38,336,293,367,259
CLDN24,0,0,0,0
KCNQ5,171,87,34,52
ADAMTSL5,202,94,46,107
KCNIP4,0,0,2,0
SPATA31A6,0,0,0,0
MORF4L1,3449,3019,4665,3123
NLRP9,0,0,0,0
WDR53,84,115,104,38
DMWD,800,459,415,574
SLC52A2,1824,1361,1441,1699
PIGP,216,250,251,204
IKZF1,0,0,0,0
PCYT2,1929,1884,1859,1815
NAT8L,75,35,41,51
OR6C76,0,0,0,0
NPAP1,2,0,1,0
BCAP31,5793,5824,6760,5776
ARL17A,116,22,38,120
HDHD5-AS1,1,2,0,1
GNB1L,188,166,223,175
DNAH14,8,1,9,4
LINC01405,0,0,0,0
CCDC190,0,0,1,0
EVI2B,4,3,6,5
TMEM210,0,0,0,0
NPIPB4,29,14,10,12
ZNF829,56,19,24,21
TMPRSS11B,1,0,0,0
THNSL1,71,53,37,30
TRIM69,132,102,103,121
ATP6V0C,3487,1929,1811,2411
IFITM1,914,944,1033,1034
PRSS38,0,0,0,0
LAMP1,9339,4433,3439,5097
FFAR3,0,0,0,0
TAS2R60,0,0,0,0
POMK,60,20,30,22
OR11N1P,0,0,0,0
LINC00839,7,4,5,6
C16orf54,0,0,0,0
KLHDC8B,439,485,515,516
KLHL34,1,0,0,0
SETD4,167,148,168,165
PTCH1,49,45,25,60
RTN4RL1,12,12,13,24
OR4C46,0,0,0,0
CALHM1,0,2,3,1
KRTAP5-5,0,0,0,0
NKAIN3,0,0,0,0
RNPC3,47,32,14,37
ZNF267,46,33,76,49
IRS2,97,59,20,58
C7orf61,10,5,6,7
FAM186A,3,0,0,0
SHOX,129,99,68,59
LCE3A,2,0,2,9
BICD2,1647,768,1020,712
LCE3E,0,0,0,0
CCIN,0,0,1,9
TMLHE,135,160,213,116
GRK1,0,0,0,0
DEFB128,0,0,0,0
SLITRK2,0,0,0,0
PLK5,0,0,0,0
LRCH3,945,341,285,465
LEMD1,0,0,0,0
RPS4XP21,0,1,0,0
ATP4B,0,0,0,0
NDUFA13,3345,3887,4536,3771
ZNF566,42,29,17,20
LOC100379224,19,19,8,6
ZNF529,124,22,40,15
ZNF284,39,15,14,12
HTR3E,0,0,0,1
DLEU7,0,1,0,0
KRT73,0,0,0,0
TAL2,0,0,0,0
MATN1-AS1,10,16,14,10
AIDA,1159,678,1046,737
CDIN1,218,180,259,251
CD300LF,0,0,0,0
ZPBP2,0,0,0,0
KRT5,2,2,2,4
KRT18P14,0,0,0,0
NBPF6,0,0,0,1
GSAP,105,26,62,40
HTR3D,0,0,0,0
OR4F5,0,0,0,0
AGBL4,0,0,1,1
ARGFX,0,0,0,0
CYP2R1,58,72,89,41
LRRC70,1,1,0,0
ANKRD46,130,58,79,67
PIP5K1C,1350,545,425,649
OR5D14,0,0,0,0
CYP4F2,0,0,0,0
TEX38,4,0,1,0
OR5D18,0,0,0,0
ZBTB6,57,60,46,41
C2orf76,57,63,52,51
TAS2R42,0,0,0,0
POLR3C,629,537,627,470
PRR30,0,0,0,0
DEFB131A,0,0,0,0
LOC440895,31,26,2,7
UBL4B,87,115,155,142
WWOX,61,68,70,86
CYP4Z1,0,0,0,0
CIDECP1,220,150,192,151
TRY2P,0,0,0,0
BCL9L,3103,917,539,1580
POLR1D,886,942,1034,882
KIF18B,390,212,245,363
ZNRF1,360,340,423,375
FFAR4,0,0,0,0
BPIFB3,0,0,0,0
BPIFB4,0,0,0,0
SAPCD2,141,108,126,185
EDARADD,0,1,0,0
SLC51B,0,1,0,0
CYP4F12,0,0,0,0
MTARC1,18,23,21,14
LCE5A,0,0,0,0
SOWAHB,1,1,1,0
BLOC1S4,421,313,361,415
LCE1E,27,16,7,70
ZNF749,167,178,176,185
KLHL32,0,0,3,0
LINC02610,0,0,0,0
RPL21P124,0,0,0,0
MRTFB,160,35,86,109
BTLA,1,0,0,0
ZNF17,49,30,28,22
KDM4D,16,23,22,26
GPAT2,0,3,0,1
TOR3A,803,699,802,883
PABPC1L2A,0,0,0,0
GABRA5,0,0,1,0
PPP1CC,1316,930,1154,823
ZNF555,11,28,38,12
OR10T2,0,0,0,0
NAP1L3,48,63,41,51
CA5BP1,128,86,79,86
PRELID2,34,37,58,25
BACE1,2646,1657,1614,1817
RGS9BP,11,7,11,14
TMEM212,33,5,9,3
SLC36A3,7,2,1,7
SLC36A2,0,1,0,1
THBS2,1999,1701,2185,2993
RXRA,1059,578,624,786
ANKRD37,33,22,50,24
NUDT17,29,38,48,42
MINAR2,3,0,0,1
ZNF75D,91,62,69,40
CYP4X1,0,0,0,0
KRT26,0,0,0,0
KRT10,586,628,751,644
GOLGA8R,5,2,1,2
CD300E,0,0,0,0
CCDC30,14,12,9,4
NKRF,172,95,98,86
GLDN,1,3,0,0
KPNA4,1459,566,882,508
TRDN,0,0,0,0
OR6P1,0,0,0,0
KRT3,0,0,0,0
SPATA12,1,1,0,3
TMPRSS12,0,0,0,1
FAM228A,0,0,1,0
DEFB132,0,0,0,0
NAP1L2,0,1,0,0
RPS23,10131,12137,16199,10810
GNG2,402,351,436,366
BTN3A2,825,702,1407,1040
AKAP14,0,0,0,0
PCLO,4,1,0,26
KLK12,0,0,0,0
RGS7BP,0,0,0,0
INSIG1,803,636,884,569
MYT1L,7,2,3,7
C5orf38,105,96,78,120
ZNF396,10,6,4,5
TMEM222,946,683,774,925
OR9Q1,0,0,0,0
CLCNKA,0,0,0,0
OR9Q2,0,0,0,0
ARHGAP30,4,12,8,3
SEPTIN10,1053,711,705,686
FAM86B1,93,68,71,147
CYP4F8,4,1,2,2
CYP4F3,1,0,0,0
SMYD4,303,219,252,260
DEFB105A,0,0,0,0
FOXD2,1,1,1,5
GPATCH8,1205,419,405,458
CEACAM19,88,35,29,44
NF2,2726,2002,1914,1770
SMIM29,670,583,643,805
DEFB106A,0,0,0,0
SPATC1,0,0,0,0
UBE2H,3754,2207,2820,1886
MIR22HG,0,0,0,0
DEFB105A,0,0,0,0
HPDL,2,1,5,7
KTN1-AS1,44,25,30,38
KATNA1,143,85,139,132
FSD2,1,2,0,0
ARAP1,2250,1221,1387,1511
KIF24,46,40,54,68
PDE2A,6,7,7,7
SPDYE17,0,0,0,0
CARMIL3,0,0,1,0
PRG2,0,0,0,0
PRR5,265,205,230,258
ZFP91,1434,886,1289,799
C17orf58,132,89,160,142
BCDIN3D,101,107,108,127
MAGEE2,0,0,0,0
LOC101060042,0,0,0,0
CYP27C1,10,13,14,18
LYRM7,183,58,114,95
CFAP73,0,0,0,0
CCDC73,0,0,1,0
MST1L,11,2,1,1
BCR,2802,1528,1528,1538
OR10H1,0,0,0,0
MPPED1,0,0,0,0
FSCN2,20,8,8,19
FOXI2,0,0,0,0
SPIN4,58,41,47,56
ZNF732,0,0,0,0
SPIN2B,119,124,123,89
SPATA31D3,0,0,0,0
FOXE3,1,1,1,1
HYAL3,269,250,272,344
KCNK18,0,0,0,0
IFNA10,0,0,0,0
VSIG10L,27,16,13,21
CXCR3,0,0,0,0
ZNF397,168,96,118,52
ZSCAN30,253,153,131,111
TPCN1,2247,1486,2245,2168
LILRB4,0,0,0,0
CDRT15P3,0,0,0,0
TNFRSF4,4,0,0,0
KRT16,1,3,0,1
HEXIM1,1772,1393,1384,1178
SELENOV,0,0,0,0
LCE1A,0,1,0,0
KRT14,0,0,0,0
TRABD2A,59,42,82,59
KRTAP17-1,0,0,0,0
PDZD7,35,35,36,25
POFUT2,3061,1857,1638,2631
QRFPR,0,0,0,1
MAPT,4,13,8,82
ERCC6L,40,23,26,18
OR13F1,0,0,0,0
TMEM17,49,34,44,22
TNFRSF18,0,1,0,0
FGF3,0,0,0,0
C1QL4,1,3,2,2
RTN4RL2,18,9,13,17
ZDHHC17,121,58,58,59
SERPINA11,0,0,0,0
P2RY4,0,0,0,0
ZNF395,684,527,927,764
ZACN,2,1,0,3
KRTAP22-1,0,0,0,0
KRTAP19-6,0,0,0,0
KRTAP6-2,0,0,0,0
OR13C8,0,0,0,0
PPARA,479,204,370,174
TMEM232,0,3,2,2
LINC01551,3,0,4,1
KRTAP19-2,0,0,0,0
KRTAP19-4,0,0,0,0
KRTAP15-1,0,0,0,0
KRTAP13-4,0,0,0,0
FAM183A,1,3,2,2
EFCAB6,11,8,9,7
KRTAP19-5,0,0,0,0
KRTAP23-1,0,0,0,0
KANK3,0,2,1,1
EMID1,0,0,0,0
ACTL7A,0,0,0,0
KRTAP21-1,0,0,0,0
RHD,1,3,0,0
LINC00207,0,0,0,0
LINC02875,15,14,14,5
ESPN,0,0,0,1
PNLIPRP1,0,0,0,0
PTRH1,259,210,197,227
KRTAP21-2,0,0,0,0
SAMD7,0,0,0,0
GPR141,1,0,0,0
TMPRSS6,0,0,0,0
CYP4A11,0,0,0,0
TMEM216,88,104,127,113
RPS19BP1,2070,2132,2414,2122
TMPRSS11A,0,0,0,0
TMEM262,0,0,0,0
C3orf70,35,22,36,31
TEAD1,2221,659,617,494
OR2AK2,0,0,0,0
DEFB106B,0,0,0,0
PLCD1,200,283,464,278
CCK,0,0,0,0
ENTPD5,319,221,161,162
MITF,591,166,121,87
HEATR4,9,0,2,2
NAP1L1,3261,1832,1708,1939
LILRA5,0,0,0,0
CMC1,268,226,285,262
SLIT1,3,2,0,0
LYPD6,123,107,115,82
AKR1C1,112,194,231,211
VSTM2B,0,0,0,0
FOXD3,1,0,0,0
SPATA21,2,0,0,0
RNF220,615,605,824,780
ANGPTL5,0,0,0,0
SHTN1,32,20,21,12
H1-7,0,0,0,0
LCE4A,7,8,11,5
BAGE2,0,0,1,0
LCE2A,498,463,402,441
KRTAP12-1,0,0,0,0
LCE2C,2,3,7,1
LOC388282,0,0,0,0
LOC730098,29,30,47,35
TSPYL4,1244,1085,1013,980
DAZ3,0,0,0,0
MT1X,78,56,21,20
GCNT1,28,21,42,39
LCE2D,0,1,0,0
SESTD1,53,36,55,34
LCE3B,0,0,0,0
FNBP1,881,325,355,433
DYNC2H1,110,80,51,80
MAGED4B,386,733,785,754
BCAM,105,36,31,71
RSBN1L,89,68,58,76
NPSR1,0,0,0,0
WDR86,0,2,0,0
EPOR,93,65,106,115
FAM9C,2,0,1,0
KRTAP9-8,0,0,0,0
CIDEC,2,0,2,0
DCC,0,0,0,0
TAF9B,127,97,90,110
PCDHB13,62,29,38,37
MAGI2,211,95,65,76
LUZP2,0,0,1,0
LHFPL3,0,0,0,0
CHP1,2534,1917,1949,2018
FPR3,0,0,0,0
H1-6,0,1,0,0
C11orf96,3,1,0,4
SERPINA13P,0,0,0,0
KCNJ11,2,0,0,2
CDHR4,10,3,0,4
COL4A1,8525,2708,2450,1534
RPL7P48,1,0,1,0
PLEKHG7,1,5,0,0
GJA4,0,0,0,0
PTMA,6865,6880,10216,8967
H2AP,2,1,1,0
HSPA14,290,216,287,207
ATP13A5,0,0,0,0
SIRT7,659,395,421,442
IFT140,393,223,281,288
POTEG,2,1,0,0
AGMO,0,1,0,0
SBK2,0,0,0,0
CYP26C1,0,0,0,0
TLR5,0,4,5,0
USP7,1349,579,707,531
NANOS3,8,5,11,4
FOXD4L3,2,0,0,0
NHLRC1,7,9,14,9
DPPA3,0,0,0,0
COX8C,0,0,1,0
PLEKHN1,218,102,80,94
ZNF385C,1,4,1,0
LINC02583,0,0,0,0
MAGEH1,337,337,480,420
TET3,265,69,85,82
ZNF286A,114,105,149,73
ISG15,492,615,962,516
EXD3,151,85,69,84
OR5W2,0,0,0,0
MYMK,0,0,0,0
C17orf97,37,28,18,41
ZKSCAN4,55,67,79,60
RGPD1,10,16,0,9
DHRS4L2,315,368,475,342
SAMD11,18,12,6,11
PERM1,2,0,0,0
VMAC,26,28,28,21
TSPY13P,0,0,0,0
C5orf52,0,0,0,0
HAPLN4,0,0,0,0
ERC2,1,4,0,1
B3GLCT,119,81,104,78
SPRY4,8167,3116,3133,2699
ERAS,0,0,0,0
KRT18P59,2,0,2,1
TRPV2,3684,2993,3109,3401
AMTN,0,0,0,0
EZHIP,0,0,0,0
C2orf88,1,1,11,12
OR2T27,0,0,0,0
TMEM203,884,772,853,822
SLC18A3,0,0,0,0
KBTBD12,15,3,6,6
THSD4,4295,1562,1768,1184
GTF2IP3,0,0,0,0
DNAJB13,1,1,0,0
GABRD,0,0,0,0
AMY1C,0,0,0,0
TCEA1,687,471,688,437
NHEJ1,170,137,195,183
FANCA,331,276,300,276
SECISBP2,279,153,162,158
OR52B6,0,0,0,0
C9orf153,0,0,0,1
SSX7,0,0,0,0
ADH1A,0,0,0,0
OR2B7P,0,0,0,0
SEMA4D,52,24,28,44
KRTAP10-8,0,0,0,0
LIN28B,0,0,0,0
DIPK1C,0,0,0,0
DNAH17,3,1,13,3
MCRS1,878,869,1099,1083
TMEM72,0,0,0,0
FANCM,25,22,41,14
FAM205C,0,0,0,0
ZNF70,140,45,44,105
CARD9,91,73,62,108
PEAR1,130,53,67,137
ZFP69B,54,19,20,22
TMEM202,0,0,0,0
SOWAHD,4,5,18,7
ZFP69,39,23,22,28
HELT,0,0,0,0
RTL4,0,0,0,0
TMEM220,29,60,58,54
C2orf78,0,0,0,0
H1-2,331,353,333,330
PLSCR3,1883,1373,1226,1589
EIF4EBP1,810,784,1207,1099
P2RX2,0,0,0,0
ASCL4,0,0,0,0
OR6C75,0,0,0,0
CCDC157,91,39,50,51
TTC24,0,0,0,0
FAM122A,247,194,178,175
PALM3,5,18,31,36
GFRAL,0,0,0,2
FYB2,1,0,1,0
CXXC1P1,0,0,0,0
OR5H7P,0,0,0,0
SHISA7,1,0,0,0
LRRC74B,0,2,7,4
DMBT1,0,2,0,0
CLEC17A,0,0,0,0
OR51I2,0,0,0,0
LCN10,0,0,0,0
LDLRAD2,0,0,0,0
C2orf66,0,0,0,0
OVCH1,1,0,0,0
LOC100288637,27,12,27,14
PMS2CL,226,132,136,167
CYHR1,1150,793,894,983
COL14A1,18,4,4,17
DNER,7,3,5,12
CPSF4L,3,0,0,1
KLHL17,278,148,171,250
ZCCHC13,0,0,0,0
PLA2G2C,0,0,0,0
ANKRD19P,0,0,0,0
ZSCAN23,13,3,0,3
C17orf99,0,0,1,0
OR7D2,3,0,4,1
TPRG1,0,0,5,4
SNHG28,29,17,23,38
MORN2,215,251,314,181
RTP5,0,0,0,0
S100A3,68,110,189,88
UBQLN2,1207,644,671,646
RILPL1,516,356,403,476
CTSL3P,0,0,0,0
C19orf67,0,0,0,0
ZNF490,67,28,13,27
CLCN1,0,0,0,0
NRN1L,2,1,0,5
NWD1,4,2,0,1
ARL4C,646,373,407,307
RNF133,0,0,0,0
TMEM221,2,7,4,5
TREML4,0,0,0,0
RAB42,5,1,10,5
WNT7B,5,5,11,13
C11orf95,703,281,313,519
SCGB1C1,0,0,0,0
PRSS45P,0,1,0,0
PLA2G4E,3,0,1,0
GPR89B,165,117,184,78
MESP2,0,2,3,0
FAM25A,0,0,0,0
ALOX15P2,0,0,0,0
EYS,6,5,8,6
C6orf132,11,13,11,16
DAZ1,0,0,0,0
OR2AG2,0,0,1,0
MAPK12,800,625,707,721
TMEM215,0,0,0,0
NUTM2G,0,0,0,0
COL4A5,268,228,298,338
KRTAP10-6,0,0,0,0
AGRN,6709,1415,992,2366
NHS,41,17,14,16
OTOG,0,0,0,0
FAM166A,0,0,0,0
TMPPE,59,21,23,22
ZNF626,54,39,27,45
HEPACAM2,0,0,0,1
SMTNL2,0,0,0,0
ZC3H6,91,7,46,17
LAMTOR4,1272,1348,1576,1261
PRKAR1B,259,259,262,269
NUTM2B,3,3,9,20
NCR3LG1,108,62,58,67
DCUN1D3,885,592,755,655
POTEE,0,0,0,0
ZNF793,194,73,63,81
TUBB4B,13539,13590,15531,14008
AGAP4,34,27,36,23
PP7080,171,118,121,136
COMMD6,921,1240,1529,1266
PLA2G2A,0,0,0,0
IL17REL,0,0,0,0
HYKK,24,28,32,17
OR7A5,0,0,0,0
C15orf62,0,1,0,2
RUFY4,0,0,0,0
ZNF383,79,27,50,38
HES4,11,10,16,10
IGFL1,0,0,0,0
ZNF669,83,54,53,33
PEAK3,15,9,3,5
LRRIQ4,1,1,2,1
CENPP,56,64,84,59
PLSCR1,137,109,189,93
C3orf62,154,99,98,133
ENO4,2,5,3,4
ZNF559,58,45,35,20
SBK1,2,0,0,1
OR6C6,0,0,0,0
BSPH1,0,0,0,0
SLC38A3,0,1,0,0
OR6N2,0,0,0,0
GTF2F2,327,290,312,337
CIBAR1,168,240,280,328
FOCAD,394,356,517,290
PRR19,53,45,53,62
ZP3,6,10,9,13
C10orf99,0,0,0,0
H3-5,0,0,0,1
IFNA2,0,0,0,0
JAKMIP3,9,13,10,6
PPP3R2,0,0,0,0
GOLGA6L3,0,0,0,0
CLEC2A,0,0,0,0
GPR21,0,0,0,0
TCTEX1D4,1,0,1,0
IGHV1OR15-9,0,0,0,0
SELL,1,0,2,2
MAGEB5,0,0,0,0
CHM,294,134,126,117
NANOS2,0,0,0,0
BLOC1S5,98,62,96,99
DEFB108F,0,0,0,0
OR4P1P,0,0,0,0
SRP72P2,0,0,0,0
CERKL,2,4,2,2
SLC24A5,0,0,0,0
IER5L,438,279,308,335
H2AX,1183,989,1027,1321
INSC,108,40,23,38
SERPINA5,1,0,0,1
C19orf54,107,63,37,86
LCTL,0,0,0,0
NCCRP1,3,0,0,0
KRTDAP,0,0,0,0
C22orf34,1,2,0,0
CYCSP3,0,0,0,0
COL25A1,0,0,1,1
FAM83G,1026,666,552,849
CFAP77,0,1,0,0
SRSF10,617,405,609,402
HBA2,0,0,0,0
DUSP28,44,49,80,50
CCDC9B,1984,1349,1315,1310
NBR1,5364,3244,4359,2641
OR2G6,0,0,0,0
RALGAPA2,156,66,102,109
NDOR1,207,91,72,138
FBLL1,2,0,3,0
NKAIN2,0,0,0,0
KRTAP1-1,4,5,1,8
PAQR9,0,0,0,0
CLEC20A,0,0,0,0
CFAP54,51,21,43,22
NPIPP1,39,19,14,10
CLN3,459,332,364,333
FAM72B,24,8,28,19
ASAH2,22,8,13,22
SUMO2,3421,3695,4643,3232
NANOS1,6,6,7,3
HMX3,0,0,0,0
IGFL3,0,0,0,0
GOLGA8M,0,0,1,0
ZNF177,38,14,34,11
RTL6,1119,788,795,764
DPYD,184,134,150,117
S100A16,7380,7595,10726,10254
PTAR1,692,348,304,291
CC2D2B,0,0,0,0
RNASE9,0,0,0,0
TSPY7P,0,0,0,0
SAXO2,2,4,18,17
LINC00319,0,0,0,0
OR7E90P,0,0,0,0
RHCE,6,17,7,13
C2orf80,0,0,0,0
IDO2,1,1,0,0
PARVB,746,764,719,828
TEKT4P2,6,4,1,6
SLC4A5,42,2,17,3
UROS,1601,1922,1915,1620
OR56A5,0,0,0,0
CYP51A1-AS1,2,0,0,1
KRTAP24-1,0,0,0,0
ZDHHC9,1609,1385,1496,1644
ZBED6CL,0,0,0,0
QRFP,0,0,0,0
OR13D3P,0,0,0,0
SMIM15,410,272,284,187
OSTN,0,0,1,0
VWC2,0,0,0,0
FAM221A,10,11,6,6
TMEM120B,918,429,498,662
FSIP2,41,9,5,10
RBM34,310,273,278,312
NOXA1,6,0,0,1
TBC1D3P2,0,0,0,0
TMEM198,27,20,22,31
BCL2L15,3,0,2,2
FZD9,3,3,4,4
SPRED3,710,264,231,399
OPTC,0,0,0,0
PLET1,0,0,0,0
ADRB3,0,0,0,0
SKOR1,1,0,1,1
CATSPER4,0,0,0,0
PRELP,115,82,51,149
PLA2G2E,0,0,0,0
ZNF548,87,52,97,48
MTF1,660,294,337,340
TMCO2,0,0,1,0
SHISA6,0,0,0,0
TMEM201,414,220,204,250
NHLRC3,144,66,86,60
HMX2,0,0,0,0
SNTN,0,0,0,0
ZDHHC11,53,16,3,14
CALHM6,7,16,21,13
CNR2,8,2,9,13
LINC00910,40,32,39,24
SLX4,469,240,227,261
DPPA3P2,0,0,0,0
ENTPD8,0,1,0,0
RPL14,8887,11682,15055,7540
BEND4,0,0,0,0
RPSAP47,1,1,0,5
FAM78B,3,2,1,5
ZNF563,14,23,20,14
TMC3,0,0,1,1
RPL10AP2,0,1,1,0
POTEA,0,0,0,0
FBF1,233,174,203,212
KLRG2,0,0,0,0
ASTL,0,0,0,0
MSL1,1584,969,1195,993
LOC400499,13,6,1,25
LRRK2,10,7,1,7
BSX,0,0,0,0
GJB3,9,11,5,29
INSYN2A,1,3,0,3
TRMT2B,658,356,365,323
HACD4,181,200,233,199
CFAP126,0,0,0,0
USP32P1,26,3,8,8
NYX,0,0,0,0
FAM120AOS,531,473,517,398
UTS2B,24,9,5,1
C9orf152,1,1,2,0
NOC2L,3696,3040,3480,3243
MSANTD1,6,3,2,2
AADACL3,0,0,0,0
NELFB,1210,1111,1307,1371
SLC15A5,0,0,0,0
LIPI,0,0,0,0
LRRC66,3,0,2,1
ZNF292,129,46,27,41
HUS1B,1,2,1,1
KCTD21,511,451,457,397
SBSN,2,1,8,6
ADAT2,60,29,31,19
KIR2DL4,0,0,0,0
MAGEB16,0,0,0,0
VHLL,0,0,0,0
DUSP21,0,0,0,0
ZNF567,41,53,31,18
NDUFA4,1960,2362,3078,2414
ANKDD1B,1,2,0,0
ALKBH2,161,115,183,181
RNFT1,81,69,57,71
RNF222,3,1,2,3
CGB5,0,0,0,0
RELN,1,2,0,1
FAM111B,24,34,22,25
APOD,277,84,56,115
H1-0,6115,4311,6259,4782
GAGE2B,0,0,0,0
LITAF,2355,2314,3018,2334
VSTM1,0,0,0,0
TMEM120A,889,954,886,892
ARID2,115,40,52,38
FAM25G,0,0,0,0
SF3B3,4054,3229,3978,4093
PRSS48,0,0,0,0
IL1RAPL2,0,0,0,0
BLOC1S3,252,104,130,125
SP6,14,14,13,19
ANKRD34B,0,0,0,0
PLAC9,12,8,9,21
FAM47B,0,0,0,0
NKAPL,0,0,0,0
UBE2Q2P1,14,9,7,2
FSCB,0,0,0,0
CLDN4,12,15,9,8
ZNF573,35,19,13,11
GRAPL,0,0,0,0
FAM47E,10,24,29,18
JPT1,3669,3196,3267,3471
ZNF527,50,34,22,28
ZAR1L,0,0,0,0
KRTAP10-12,0,0,0,0
S100A13,1998,1990,2610,2144
ZNF33A,55,58,57,41
OR14I1,0,0,0,0
KRT77,0,0,0,0
PCDH18,3342,1126,1511,614
DCAF8L2,0,0,0,0
ZNF600,38,30,19,32
BTBD8,9,5,8,0
LINC00994,1,1,0,0
MAOA,1,3,16,2
PAX8-AS1,1035,1061,1536,1440
C15orf61,85,61,64,65
NUGGC,6,11,3,2
LINC00943,0,0,0,0
TSPYL1,2193,1274,1221,1283
SPANXN3,0,0,0,0
TRIM64B,0,0,0,0
PNRC2,454,322,343,264
DRICH1,1,0,0,0
LINC01164,1,1,1,2
GJB5,9,7,5,12
FHIT,2,1,4,6
ALKAL2,0,0,0,0
ZKSCAN3,83,62,62,60
FOXR2,0,0,0,0
RRP7A,1754,1858,2336,2062
LIN54,92,48,67,50
LOC441239,0,0,0,0
FAM53B,591,481,385,457
FAM180A,283,90,104,150
BNIP5,0,0,0,0
SPANXN4,0,0,0,0
SLC25A51P4,34,11,8,23
S100A14,0,2,0,2
KAZN,136,88,70,112
SLC35E2B,2150,1201,1224,1472
RPS2P46,2,0,8,0
FAM90A27P,0,0,0,0
TOGARAM2,15,7,8,5
SPATA31D4,0,0,0,0
NEMP2,96,81,114,46
ALG1L,4,10,15,8
KIAA0408,44,30,47,12
GSPT2,223,197,203,173
TBC1D28,0,0,0,0
C8orf76,282,238,297,176
CXCL17,0,0,0,0
OR7E12P,0,0,0,0
OTUD6A,0,0,1,0
HMGB1,1562,1686,2618,1892
