gene_name,HepG2_RNA_KO_ADRplus_rep1_TP53,HepG2_RNA_KO_ADRplus_rep2_TP53,HepG2_RNA_WT_ADRminus_rep1,HepG2_RNA_WT_ADRminus_rep2,HepG2_RNA_WT_ADRplus_rep1,HepG2_RNA_WT_ADRplus_rep2
LINC00222,2,8,2,0,3,1
ADAMTSL4-AS1,75,53,52,74,112,87
PLPP4,1,7,0,0,22,8
BVES-AS1,23,2,0,1,0,0
LIN28B-AS1,45,44,7,19,15,5
H2AC18,0,0,0,0,0,0
H2BC18,2804,2110,7323,5472,1661,844
PNLIPRP3,3,2,0,0,2,1
H3C15,21460,13114,26367,16931,13204,6292
HSD3B1,2,3,0,0,30,34
HSD3B2,1,1,4,6,0,0
LINC02868,0,0,0,0,0,0
ATP1A1-AS1,66,42,12,14,59,47
RBM20,61,28,42,45,62,28
SMIM9,0,9,0,0,0,1
C6orf163,38,44,25,31,67,83
SNHG5,1735,2882,2223,1976,2173,1891
ADD3-AS1,82,73,7,12,76,31
RIPPLY2,10,20,1,0,0,1
CHIAP2,0,3,0,0,1,0
GDI1,2287,1143,1652,1611,2149,1467
PCMTD2,1994,1948,1010,1129,2090,2389
SOX18,336,135,367,434,465,261
LIME1,297,157,2040,1349,231,131
SPATA42,0,0,0,0,0,4
LOC100130587,1,1,0,0,12,3
OOEP,0,0,0,0,1,1
KHDC3L,0,1,0,0,2,1
DPPA5,2,0,0,0,0,1
C1orf146,0,0,0,0,2,1
HSP90B3P,0,2,0,0,0,0
SPANXN1,0,1,0,0,1,0
SPANXA2,0,0,0,1,1,3
LINC00632,2,2,0,2,5,4
CXorf66,1,0,0,0,1,2
C10orf62,53,26,43,54,80,62
SAMD13,4,3,3,0,13,19
RTL8A,0,2,2,0,0,0
CCDC160,6,4,0,0,5,5
C1orf141,1,14,0,0,3,4
EFCAB7,165,148,84,192,79,114
DEFB110,0,0,0,0,0,0
GLYATL3,3,3,1,0,2,8
LDLRAD1,136,58,47,43,1627,1137
LOC100133077,6,0,0,0,1,0
RHOXF2B,0,0,0,0,0,0
ARRDC1-AS1,696,401,433,379,487,280
ZYG11A,27,20,17,20,35,30
LINC01270,243,177,106,89,375,275
LCN8,0,0,0,1,0,3
C1orf185,0,1,0,0,0,1
GLT6D1,0,0,0,0,0,0
IFIT1B,2,0,0,0,0,0
CT83,0,1,0,0,0,0
LIPN,0,0,0,0,0,0
LIPK,1,0,0,0,0,0
LIPJ,0,5,0,0,9,5
TRPC5OS,8,2,0,0,2,5
LRIT2,0,0,0,0,0,0
SLC12A5-AS1,39,39,14,10,5,4
LRRC73,21,23,7,7,78,33
FOXO6,0,2,1,4,0,0
TCEAL5,0,3,0,0,3,1
SYS1,2027,1349,1856,1365,1641,880
TCEAL6,2,0,0,0,0,0
INPP5B,463,443,582,535,1213,930
RPA4,24,21,19,14,10,12
TDRG1,0,1,0,0,2,2
MAFB,52,54,5,9,532,487
TRAF3IP1,1013,476,1005,1112,1042,659
BMP2KL,1,0,0,0,0,0
CHIC1,15,13,1,7,7,10
LOC100287792,7,6,1,2,12,6
NAP1L6P,1,1,2,2,0,0
GIGYF2,4364,4153,3885,4136,5403,5542
C2orf72,1660,908,3477,3335,1079,815
RUFY2,407,485,516,512,619,599
NHSL2,16,19,0,0,20,13
GGTA1,1,2,0,0,6,10
PHACTR4,3147,3422,2794,2846,3648,3208
CLPSL1,0,0,0,0,1,0
ASAH2B,508,621,223,268,290,352
LINC00474,0,0,0,0,0,1
AGAP6,750,432,592,774,571,414
TIMM23B,1056,739,818,822,870,729
ZDHHC18,1282,505,1779,1447,809,689
TMEM273,1,3,0,0,2,9
CXorf65,0,0,0,0,1,1
AGAP9,371,203,342,401,343,262
LRRC37A5P,0,0,1,2,1,0
NPY4R,2,7,0,1,2,0
GPRIN2,0,0,0,0,1,0
SYT15,409,235,303,350,220,201
BMS1P1,899,826,713,970,945,1144
MACO1,1650,1635,1154,1148,1301,1210
PTPN20,5,17,0,0,5,19
GGNBP1,0,0,0,0,4,1
TXNDC8,1,0,0,0,0,0
AWAT1,0,0,0,0,8,1
KIFC1,62,0,0,18,79,0
DAXX,1394,646,780,701,339,296
BMPR2,1966,1789,2331,2375,3221,3194
PFDN6,1607,943,1075,1017,1143,698
WDR46,970,657,1048,735,718,521
RING1,0,0,0,0,0,0
OXLD1,1028,631,449,414,1139,576
LINC02731,43,31,38,33,42,33
OR13C3,0,1,0,0,2,0
LINC00587,0,0,0,0,0,0
BRD2,2651,2101,2349,1794,1369,1461
HLA-DMA,0,0,0,0,0,0
PSMB8-AS1,18,8,7,3,0,0
COL5A2,104,75,39,29,262,244
TAP2,0,246,81,0,0,55
SPIN3,396,394,317,363,247,287
NBDY,73,33,29,12,19,23
LINC01993,20,14,25,22,31,28
TMEM235,1,2,0,0,0,0
PAGE3,0,0,0,0,0,0
LINC01973,0,0,0,0,1,0
HLA-DRA,0,0,0,0,0,0
BTNL2,0,0,0,0,0,0
COL15A1,10,13,0,0,34,10
TSBP1,0,3,0,0,0,1
TMEM225,0,1,0,0,0,0
NOTCH4,0,0,0,0,0,0
PBX2,89,171,67,131,56,196
AGER,1,1,0,0,0,2
AGPAT1,5198,3453,3175,2554,4017,2526
PJVK,65,34,17,15,21,25
PRRT1,17,6,0,2,10,2
FKBPL,442,288,291,231,235,144
MRPL38,4167,2628,2988,2412,2816,1677
SMIM5,0,5,2,1,2,2
ERICH2,0,2,0,0,3,3
SP5,5307,3200,5229,5412,2929,2079
CYP21A1P,0,4,0,0,0,4
STK19,42,62,55,40,56,5
CD300LD,4,0,0,0,2,1
BTBD17,0,0,0,0,0,0
DXO,67,11,31,98,9,66
SKIV2L,97,18,26,123,79,58
C9orf129,1,1,0,0,1,0
NELFE,1687,1049,723,653,1063,703
CFB,0,0,0,0,0,0
NXPE2,3,11,0,1,6,3
SPANXN5,1,0,0,0,0,0
C2,2,0,0,0,2,6
ZBTB12,292,206,557,462,50,60
SDHD,3983,4060,2636,2378,2619,2338
EHMT2,0,0,0,0,0,0
XAGE1A,0,2,0,0,0,0
PKP4-AS1,13,8,1,0,36,28
LAYN,30,17,4,9,21,33
XAGE1B,1,0,0,1,0,2
SLC44A4,173,57,156,185,183,126
SNHG32,0,0,0,0,0,0
HSPA1B,0,0,0,0,0,5
HSPA1A,0,0,0,0,0,0
LSM2,752,605,1222,950,1135,917
NOL4L-DT,0,2,0,0,0,0
CARD16,1,6,2,0,1,3
CASP12,0,1,0,0,0,0
MBD5,1122,1453,956,896,1853,2373
MSH5,120,52,144,156,256,153
CSHL1,0,1,0,0,0,0
MPIG6B,0,0,0,0,0,0
ABHD16A,47,25,32,22,45,16
LY6G5C,13,11,6,7,12,6
CSNK2B,5,0,0,0,0,0
GPANK1,135,86,123,118,99,54
C6orf47,0,0,0,0,0,0
FAM155A,1,4,2,0,5,2
APOM,29,21,8,6,16,24
LINC02872,0,1,0,0,1,0
TRIM49C,0,2,0,0,0,3
TRIM64,1,0,0,0,0,0
TRIM51BP,0,0,0,0,1,0
LINC01854,2,1,0,0,3,3
BAG6,13113,8233,11025,10109,10265,6272
PRRC2A,154,156,178,200,63,80
TBC1D3P4,0,0,0,0,0,0
AIF1,0,0,0,0,0,0
PRAMEF20,2,0,0,0,0,0
PRAMEF17,0,2,0,0,1,2
PRAMEF19,0,1,0,0,0,0
PRAMEF14,0,1,0,0,0,1
LST1,0,0,0,0,1,0
NFKBIL1,0,0,6,0,0,0
ZNF814,228,208,142,268,306,259
AADACL4,1,1,0,0,2,0
ZNF551,1401,1067,802,917,466,538
MICA,0,0,34,9,0,0
ZNF805,391,382,370,342,337,289
HLA-C,7,7,2,10,5,6
POU5F1,143,86,194,171,234,177
ZSCAN5C,0,0,0,0,0,0
CCHCR1,354,231,293,179,218,127
PSORS1C2,0,0,0,0,0,0
CDSN,0,5,0,0,0,0
PSORS1C1,2,2,0,0,6,0
MUC21,1,0,0,0,3,0
DEFB122,0,0,0,0,1,0
DEFB121,0,2,0,0,0,0
CFTRP3,0,0,0,0,0,0
DHX16,0,0,2,0,0,0
C6orf136,92,65,15,126,76,95
KRTAP5-11,41,27,13,23,42,23
KRTAP5-10,2,1,3,4,5,1
ABCF1,336,349,398,220,347,281
PRR3,0,0,0,0,0,0
LILRB3,0,0,0,0,0,0
DDR1,1241,781,450,823,2475,2155
ACOXL-AS1,12,0,0,0,9,1
LRCOL1,0,1,0,0,0,0
LINC01123,57,42,15,10,6,5
GNL1,605,965,6,0,756,4
DPRX,0,2,0,0,0,0
LINC01257,1,1,0,0,5,1
ZNF468,827,780,772,608,1803,1460
TRIM15,0,0,0,0,0,0
ZNF616,496,659,505,500,392,449
FOXB2,0,0,0,0,0,0
TRIM10,0,0,0,0,0,0
TRIM40,0,0,0,0,1,0
TRIM31,1,1,0,0,2,2
PPP1R11,0,0,0,0,0,0
HLA-J,4,16,2,3,2,1
ZNRD1ASP,2,0,0,0,0,0
DISP3,21,24,1,1,36,30
HCG9,0,0,0,0,0,0
RACK1,47322,30652,54020,42810,37723,21978
HLA-G,0,1,0,0,0,0
TBC1D8,2713,1584,3039,2997,2341,1672
NMS,1,1,0,0,0,1
HLA-F,9,1,0,1,0,4
SSX9P,0,0,0,0,0,0
LINC02210,26,7,6,4,27,12
ASPDH,22,10,33,13,9,8
MOG,0,0,0,1,0,2
OR2H2,0,0,0,0,0,1
CST9LP2,0,0,0,0,0,0
CBY3,2,0,0,1,0,0
C5orf60,2,3,1,1,12,27
CST13P,0,1,0,0,5,1
LOC400710,0,1,7,2,21,22
C9orf57,24,51,0,0,6,2
IL31,0,1,0,0,0,2
AKT1S1,3450,2038,1962,1927,1119,672
FAM153CP,16,15,28,16,15,11
GABBR1,102,68,10,9,10,5
MIR1915HG,361,203,128,159,183,98
LOC284788,0,2,0,1,9,5
MAS1L,0,0,0,0,0,0
OR2H1,2,0,0,0,3,2
OR12D3,0,0,0,0,0,0
OR11A1,1,3,1,2,5,11
UBTFL3,0,1,0,0,0,0
OR2J2,0,0,1,0,0,1
OR2J3,5,0,2,0,0,0
OR2J1,0,0,1,1,0,0
OR2B3,0,2,0,0,0,1
UBTFL5,3,0,0,0,2,0
MAMDC2-AS1,11,15,3,10,4,24
SPDYC,107,65,15,21,140,85
C9orf135,1,2,0,0,3,0
TRIM27,96,96,80,108,131,85
CNN2P12,0,0,0,0,0,0
MALRD1,372,247,907,777,495,705
LINC01951,5,5,5,9,4,13
LOC100268168,150,103,71,97,102,74
RANBP17,11,19,3,0,26,18
INSYN2B,2,4,0,1,3,2
FOXD4L5,47,27,39,29,44,44
LOC728877,0,0,0,0,0,0
LINC01291,12,5,50,52,13,0
LOC102724238,12,12,1,0,9,5
TTC25,25,22,4,12,46,42
MRPL53,1257,759,834,706,1841,941
ST8SIA6-AS1,2,11,5,11,13,11
ATXN2,2553,2304,2379,2580,2751,2643
DCTN1,11684,7246,7955,6153,8221,5249
SPATA31A1,7,8,0,0,7,10
PNMA8B,3,0,1,1,1,0
TCTN1,726,616,317,328,444,455
FAM216A,495,447,309,330,292,295
ZBTB48,385,229,357,197,556,345
IGFL2,0,2,0,0,7,10
IGFL4,17,14,7,31,9,10
NAT8B,3,0,0,0,1,0
KRTAP9-3,0,0,0,0,0,0
LOC389602,112,48,148,170,133,149
KRTAP4-8,0,0,0,0,0,0
GPR20,1,0,0,0,0,0
KRT25,4,2,0,0,3,4
MZT1,1238,1067,1249,1250,830,830
LINC01545,3,9,1,2,4,7
SPINK9,24,26,9,7,20,60
LRRC3C,0,0,1,0,3,0
PRR20A,3,3,2,1,0,6
ZNF155,83,89,51,63,71,58
UQCC3,505,380,591,418,399,237
FBXO48,238,204,132,106,181,168
GRXCR2,2,2,0,0,4,4
LOC101927533,18,32,2,3,83,67
FAM221B,2,0,0,0,5,4
ATP6V0E2-AS1,51,32,42,51,68,33
CD177,10,7,0,0,2,1
PSG5,1,4,0,0,0,5
ZNF783,442,187,590,576,493,309
ZNF425,77,45,14,26,169,202
FAM83A-AS1,0,3,0,0,0,1
LRRC10B,0,1,0,0,1,0
FBXO47,2,3,0,0,5,0
C12orf73,689,429,461,413,540,471
PCDHGA1,14,16,16,10,17,8
BLACE,0,2,0,0,6,0
PCDHA9,28,26,21,20,29,31
PCDHA8,8,3,10,5,2,4
PCDHA7,28,12,26,27,27,19
PCDHA5,4,2,0,1,5,2
PCDHA4,571,660,406,525,768,965
PCDHA2,4,14,1,0,11,5
PCDHA1,14,3,0,0,3,3
TRIM13,675,987,670,766,462,436
ERICH4,16,16,8,2,23,9
MS4A13,0,0,0,0,0,0
PRSS3P4,0,0,0,0,0,0
PRSS1,0,0,0,0,4,1
OR4D8P,0,0,0,0,0,0
SPIRE2,531,320,529,537,473,351
CRTC1P1,2,0,2,1,54,58
AARD,3,25,4,3,1,7
LINC02138,5,4,0,0,24,5
LOC100129697,0,0,0,0,1,0
PABPN1L,0,0,0,0,0,0
OR5D16,0,0,0,0,0,0
OR5L2,0,0,0,0,2,0
LOC440040,1,2,1,1,3,0
LOC400553,1,0,0,0,23,46
PKHD1L1,42,49,0,0,9,40
SLFN12L,2,3,0,0,7,12
LINC01121,9,8,10,2,7,8
CLLU1-AS1,0,1,0,0,0,1
SLC35B4,1064,969,1225,1150,1689,1255
LGALS7,1,3,1,0,27,9
SYCE1L,34,5,1,2,31,16
TMEM231,212,97,148,154,122,58
FAM71F2,19,0,0,0,4,2
C2orf91,42,71,33,41,78,97
CCNI2,1,1,0,0,2,51
TMEM240,28,10,7,8,20,9
LINC02716,0,0,0,0,1,0
FAM205A,4,2,0,0,8,4
CDKL4,6,20,2,13,9,8
TMEM88B,2,2,10,22,27,22
ACCSL,7,2,1,2,1,0
C4orf47,6,17,0,2,17,20
TRIQK,1192,1223,1220,1145,2151,2008
SDHAF1,403,245,372,363,375,272
ARID3C,1,1,3,0,3,3
PSENEN,1089,721,536,426,730,388
C7orf66,0,0,0,0,0,0
C11orf91,1,0,4,2,2,0
LINC00654,325,248,42,28,310,198
SLC10A5P1,0,3,0,1,1,1
FABP9,0,0,0,0,0,0
ZBTB10,2347,2927,1902,1785,2990,2846
C4orf46,1553,1588,891,847,459,438
SCGB2B2,7,6,7,13,12,12
CCDC144NL,404,333,413,416,397,289
LGR4,2990,2298,5305,5383,5189,4296
PSMB10,766,423,485,310,361,219
VIT,16,13,0,5,2,3
TTLL10-AS1,15,3,9,6,25,10
SPDYE2,5,0,5,4,11,4
OR7E36P,7,4,0,0,4,3
E2F4,3282,2017,3092,2551,2249,1302
DGAT2L7P,5,6,2,2,3,5
PDE7A,832,678,429,504,405,400
TMEM170B,2059,2098,636,678,496,523
TRBV20OR9-2,0,0,0,0,0,2
MUC12,169,70,4,4,44,24
CTXN3,0,1,0,0,1,1
LINC01602,8,1,4,7,10,4
MGAT4D,0,3,0,0,6,1
SNX2,1223,1453,1043,998,2393,2940
SAP25,2,5,0,0,1,0
NT5M,35,9,11,19,10,8
GCNT2P1,0,0,2,3,0,0
SARNP,939,1477,628,630,696,803
OR6C68,0,0,0,0,0,0
OR6C65,0,1,0,0,0,1
OR6C3,0,1,0,0,2,0
OR6C1,0,0,0,0,0,2
OR6C72P,0,1,0,0,1,3
LINC01460,15,13,23,22,147,132
ADGRG1,108,68,381,288,15324,11083
IPO7,16325,20117,12903,13142,12234,13685
PRR13,4093,3529,1811,1752,4209,2975
TECPR1,375,170,668,365,637,507
MT1H,0,0,0,0,2,0
SLCO6A1,4,4,6,9,2,5
MT1A,155,96,34,49,20,15
INSYN1,4,29,1,1,56,8
MT1M,65,40,13,13,7,2
LINC00661,0,10,0,0,2,1
CFI,2926,2934,3971,4455,2052,1859
OR52E6,0,4,0,0,0,1
SAMD9,216,373,35,48,30,60
KRT6A,1,0,1,0,4,0
CNEP1R1,738,734,639,514,916,1055
KRT81,3,0,1,1,1,1
EXOC3L4,270,141,447,472,861,426
KRTAP12-3,0,0,0,0,0,0
IZUMO3,0,0,0,0,0,0
KU-MEL-3,0,0,0,0,0,0
KRTAP10-2,0,0,0,0,4,0
TP53TG3D,0,0,0,0,0,0
TP53TG3C,0,0,0,0,0,0
ATP6AP1L,173,203,137,214,290,222
CCDC85C,2078,1074,4860,4169,1304,665
LOC100133091,683,394,311,565,437,376
OR52J3,1,0,0,0,1,0
OR51A2,0,0,0,0,0,1
OR51A4,0,0,0,0,0,0
MAPRE3-AS1,84,45,53,55,98,89
C2CD4B,6,2,0,0,2,0
RGL3,314,136,159,174,469,263
NAP1L4,5985,4944,4558,4317,6941,5472
TMSB4X,826,770,244,222,293,147
TMEM256,593,425,943,621,648,375
C9orf92,0,0,0,0,0,0
CHKB-DT,54,38,20,11,46,30
CPT1B,203,108,164,155,221,109
SMN1,41,14,56,39,111,187
SERF1A,0,0,0,0,0,0
HMGN1,7935,8237,4419,5788,4540,4960
MUC19,322,27,82,4,9400,10120
DENND6B,58,49,40,44,306,179
EIF3CL,5859,1394,4793,3404,1124,100
LOC107985433,4,6,1,0,9,8
LINC01446,0,1,0,0,0,0
LCMT1,1766,1581,971,1002,1751,1267
LINC01310,3,1,2,5,11,3
LINC00898,4,1,0,0,0,0
LINC00583,0,0,0,0,0,0
MFSD2B,32,17,22,35,94,53
VCX3B,2,0,0,0,0,0
CDPF1,130,64,126,103,114,53
RPS2P23,0,1,0,0,2,0
LIN52,614,502,715,723,503,366
ARSH,1,1,0,0,4,1
ACOT6,0,4,0,1,0,1
SMIM11A,342,218,260,322,153,150
TECRL,3,2,0,0,0,3
DPF3,30,6,47,21,54,13
MANSC4,0,0,0,0,2,0
LOC100129554,0,1,0,0,1,1
ADARB2-AS1,0,0,0,0,0,0
CYP2D7,1,2,2,21,5,4
LINC00634,15,12,5,0,7,1
ETFRF1,263,276,134,117,214,253
C17orf107,73,16,36,40,72,44
MBD3L4,1,0,0,0,0,0
ITSN1,2447,1722,2273,2199,1494,1137
ITPRIPL2,4033,2990,2740,2661,5071,3998
LOC107984285,118,94,56,56,157,132
DENND1C,70,27,15,19,845,487
PKD1P4,2635,1283,3128,3372,3255,2267
SLCO1B7,0,0,0,1,0,1
CRLF2,4,3,2,5,6,9
CRYZL1,347,292,445,390,526,481
RP9P,200,170,126,134,124,71
C5orf51,1778,2203,1658,1500,1498,1804
RPL31P5,0,0,0,0,2,0
CATSPER2P1,85,58,51,51,100,94
GAGE1,4,1,0,0,0,0
ARRDC5,2,0,0,0,0,1
LINC01531,1,0,0,1,0,7
DPP9-AS1,0,0,1,2,2,2
LOC344967,18,8,5,1,24,29
CYS1,9,11,0,0,31,16
PLPP6,864,841,429,380,1398,1428
KLRC2,1,9,0,0,0,2
KLRC3,0,0,0,0,0,4
C16orf96,8,2,2,0,19,11
GMNC,2,7,0,0,3,4
LINC00487,1,0,0,0,8,1
TTC23L,25,31,5,5,31,49
CLEC6A,5,2,0,0,4,3
OR7E91P,1,3,0,0,3,3
RFPL3S,10,1,3,3,4,6
C22orf42,7,0,0,0,1,2
NANOGNB,0,0,0,0,0,0
LRRC72,7,1,0,0,0,0
PCOTH,97,71,12,7,16,8
C1QTNF9B,4,4,0,0,6,1
FAM99A,29,29,15,16,18,5
RPS3AP47,0,0,3,1,4,3
DEFB134,0,1,0,0,1,0
DEFB135,0,0,0,0,0,0
DEFB136,0,0,0,0,0,0
C1RL-AS1,425,266,262,282,359,254
LOC100128770,0,0,0,0,0,1
OR7E136P,16,12,0,0,2,0
LOC100420864,0,0,0,0,0,0
BHLHA9,0,0,0,1,0,0
ZNF316,830,662,871,886,1124,789
SRRM2-AS1,100,40,71,57,420,294
DAZ4,1,5,0,0,8,4
PDPK2P,86,82,197,146,147,73
ONECUT3,2,3,0,4,2,2
CEMP1,1,0,3,6,4,2
OLIG2,0,1,0,0,0,0
C21orf62,2,0,0,0,2,1
PPP1R12BP2,0,0,0,0,0,0
RNPS1,8615,5286,8058,6586,6379,3948
HSP90AB2P,14,20,7,12,16,15
DAZ2,1,3,0,0,1,0
USP17L6P,1,0,1,2,2,0
NYNRIN,302,182,64,62,117,98
DNAJC19,523,397,963,620,610,471
IFITM5,1,0,0,0,0,0
SMIM21,2,2,0,0,0,1
DEFB109B,0,0,0,0,0,0
DEFA7P,0,0,0,0,0,0
C18orf63,5,10,0,0,11,12
DEFA1,0,0,0,0,0,0
DOK6,749,587,2043,1862,561,272
JPT2,7660,4337,7370,5947,6129,3477
TMEM211,1,0,0,0,0,0
SERPINB11,0,0,0,0,0,1
SERPINB4,0,0,0,0,0,1
SERPINB5,7,7,1,2,190,238
ZDHHC11B,12,4,8,4,16,11
KRTAP19-8,0,0,0,0,0,0
KRTAP20-3,0,0,0,0,0,0
KRTAP20-4,0,0,0,0,0,0
KRTAP22-2,0,0,0,0,0,0
KRTAP27-1,1,0,0,0,0,0
CFAP99,31,13,1,1,19,4
GOLGA8O,8,1,0,2,31,2
LOC642484,0,0,0,0,0,0
TMEM191C,63,24,37,38,158,130
FAM230H,10,12,0,0,20,27
RPL23AP57,0,1,0,0,1,1
HERC2P9,781,648,725,805,868,895
RNASE13,11,12,3,6,2,3
GYG2P1,80,59,80,57,47,41
HBA1,123,76,89,79,192,131
HBM,2,0,1,0,0,0
HBZP1,0,0,0,0,0,0
ELOA2,4,0,0,0,2,0
LINC02346,0,0,0,0,0,3
ATP10A,3,2,6,6,10,1
DUXAP8,3073,1721,3317,3429,5190,3651
ANKUB1,11,11,0,0,118,117
TSSK2,2,0,0,0,1,0
DAXX,1498,1387,1012,816,498,303
TAPBP,9451,4493,3670,3155,4623,2768
TAP2,0,0,0,0,0,0
HLA-DRB1,6,5,6,4,32,27
TSBP1,0,0,0,0,0,0
PPT2,0,0,0,0,0,0
TNXB,40,17,42,30,40,34
PRR23A,0,0,0,0,2,3
FOXL2NB,28,6,4,0,9,7
NELFE,2523,1611,1756,1330,2153,1138
DAXX,336,501,124,186,240,0
ZBTB22,10,0,0,0,0,8
TAPBP,407,384,208,75,298,123
RGL2,3148,1979,1321,1180,1594,992
PFDN6,0,24,0,9,0,13
WDR46,408,267,267,211,213,163
B3GALT4,1,4,0,8,2,0
VPS52,0,0,0,0,0,0
RING1,0,0,0,0,0,0
RXRB,9,0,3,3,16,0
COL11A2,56,20,0,0,0,4
HLA-DPA1,11,6,0,0,1,1
HLA-DOA,0,1,0,0,243,234
TAP2,352,0,194,214,134,0
HLA-DQA1,0,0,0,0,0,0
HLA-DQB1,0,0,1,0,1,0
HLA-DQA1,0,1,1,1,0,0
TSBP1,0,0,0,0,0,0
NOTCH4,9,1,9,10,7,1
PBX2,4555,2720,3764,3556,2649,1717
PRRT1,0,0,0,1,0,0
HCP5,164,92,18,20,69,0
CYP21A2,10,0,6,13,33,15
C4A,6014,3194,10807,10113,10858,7748
STK19,357,252,206,290,491,306
HCG27,51,49,21,26,57,29
DXO,71,29,44,51,45,26
CCHCR1,277,177,238,201,236,127
LOC100652833,4,2,0,0,1,4
ZBTB12,0,0,0,0,0,0
EHMT2,2047,873,2003,1601,900,497
SLC44A4,0,0,0,0,0,0
FLOT1,3815,2854,2700,1958,2068,1210
COL6A6,37,46,2,0,26,22
CLIC1,0,0,0,2,0,0
DDAH2,469,362,481,335,153,47
MPIG6B,0,1,3,3,6,0
LY6G6C,0,0,0,0,0,0
LY6G6D,2,3,0,0,0,0
ABHD16A,0,0,0,0,0,0
LY6G5C,7,5,1,2,1,1
CSNK2B,289,80,214,243,295,211
GPANK1,761,442,306,251,366,246
GNL1,577,355,216,155,237,188
RAB12,1293,1303,785,857,842,875
LRRC30,0,1,1,0,0,0
TMEM200C,1,1,0,0,1,4
LST1,0,0,0,0,0,0
HLA-C,229,42,0,0,0,0
HLA-V,0,0,0,0,0,4
ATP6V1G2,6,34,1,9,3,3
HLA-F-AS1,37,36,41,35,4,3
PPIAP30,3,3,14,10,18,7
MICB,0,6,0,0,0,0
HLA-B,1015,1098,186,144,996,683
HLA-C,1619,950,681,537,1112,579
TCF19,527,387,458,414,198,88
CCHCR1,442,209,375,343,232,165
PSORS1C1,1,0,0,0,2,11
PSORS1C2,0,0,0,0,0,0
CDSN,2,0,0,0,3,0
C6orf15,0,0,0,0,0,0
MUC21,0,0,0,0,0,0
GABBR1,0,0,0,0,0,0
OR2H2,0,0,0,0,0,0
UBD,34,71,14,0,34,4
VARS2,37,17,62,87,33,6
IER3,12110,6469,7440,6158,10005,5218
MDC1,2205,1409,1855,1764,1602,1117
PPP1R18,548,0,284,0,0,0
DHX16,2971,2178,2162,1880,2867,1820
C6orf136,0,0,26,0,26,0
PPP1R10,0,2,0,0,0,0
GNL1,676,390,0,0,0,252
TRIM39,1114,764,514,440,496,340
RNF39,0,0,0,0,2,0
PPP1R11,0,0,0,0,1,1
POLR1H,0,0,0,1,0,0
HLA-A,5954,3448,2172,1804,2664,1552
HCG9,0,0,0,0,0,0
HLA-A,296,221,116,103,160,72
HLA-G,0,0,0,0,0,0
HLA-V,0,0,0,0,0,0
GABBR1,0,0,0,0,0,0
OR2H2,0,0,0,0,0,0
MAS1L,0,0,0,0,0,0
OR2H1,0,0,0,0,0,0
OR2B3,0,0,0,0,0,0
HACD2,3503,3440,4109,4065,2220,2404
CFAP44,327,384,232,291,336,341
CD200R1L,1,2,0,0,2,0
LNP1,312,244,245,256,96,96
OR5K3,1,0,0,0,2,0
VGLL3,56,31,34,42,70,66
KRBOX1-AS1,0,0,0,0,0,1
TRIM71,8283,7118,14913,14792,7417,6600
ZCWPW2,19,17,4,7,11,15
ANKRD28,1111,1007,1505,1458,1496,1437
COLQ,55,17,14,11,48,17
METTL6,693,613,380,419,453,525
THUMPD3-AS1,1637,2385,633,882,862,1145
XKR4,75,53,63,46,65,71
RNU6-1292P,0,0,0,0,0,0
RNVU1-7,0,2,10,6,8,9
RNU6-46P,0,0,0,0,0,0
RNU1-28P,117,80,295,189,217,133
RNU6-132P,0,0,0,0,0,0
RNU6-47P,0,0,0,0,0,0
RNU6-877P,0,0,0,0,0,0
SNORA57,0,0,0,0,0,0
RNU6-1286P,0,0,0,0,0,0
RNU6-841P,0,0,0,0,0,0
RNU6-25P,0,0,0,0,0,0
RNU6-431P,0,0,0,0,0,0
SNORD58A,0,0,0,0,0,0
SNORA22B,16,9,2,1,4,5
RNU6-425P,0,0,0,0,0,0
RNU6-946P,0,0,0,0,0,0
RNU6-1296P,0,0,0,0,0,0
SNORD116-11,0,0,0,0,0,0
SNORA2A,0,0,0,0,0,1
RNU6-1336P,0,0,0,0,0,0
RNU6-477P,0,0,0,0,0,0
RNU6-338P,0,0,0,0,0,0
RNU6-741P,0,0,0,0,0,0
RNY1P5,0,0,0,0,0,0
RNU6-1264P,0,0,0,0,0,0
SNORD45C,0,0,0,0,0,0
SNORD116-14,0,0,0,0,0,0
SNORA69,0,0,1,0,0,1
RNU6-979P,0,0,0,0,0,0
RNU1-39P,0,0,0,0,0,0
RNU6-969P,0,0,0,0,0,0
RNU1-63P,0,0,0,0,0,2
SNORD60,0,0,0,0,0,0
RNU6-657P,0,0,0,0,0,0
SNORA80B,6,1,2,2,0,0
SNORA22,1,75,65,124,56,75
RNU6-1062P,0,0,0,0,0,0
SNORA70H,0,0,0,0,0,0
RNU6-672P,0,0,0,0,0,0
RNU6-449P,0,0,0,0,0,0
RNU6-1279P,0,0,0,0,0,0
SNORA70G,0,0,0,0,0,0
RNU6-608P,0,0,0,0,0,0
RNU6-1039P,0,0,0,0,0,0
RNU6-573P,0,0,0,0,0,0
RNU6-471P,0,0,0,0,0,0
RNU6-945P,0,0,0,0,0,0
RNU6-144P,0,0,0,0,0,0
SNORD21,0,0,0,0,0,0
RNU6-730P,0,0,0,0,0,0
RNU6-157P,0,0,0,0,0,0
RNU6-1189P,0,0,0,0,0,0
RNU6-1036P,0,0,0,0,0,0
RNU1-109P,2,5,1,2,12,10
