gene_name,WT_A,WT_B,SMARCB1_Null-A,SMARCB1_Null-B,SMARCA4_Null-A,SMARCA4_Null-B,,,,,,,
C19orf18,4,0,1,0,1,0,,,,,,,
DEAF1,5223,4218,4307,4449,4251,3896,,,,,,,
MTX3,29,25,15,19,21,24,,,,,,,
TMEM80,2473,2025,2529,2713,3031,2446,,,,,,,
SIX5,2718,2450,2648,2881,4527,3367,,,,,,,
IFNW1,12,14,17,3,14,18,,,,,,,
FBXO46,3421,2236,2463,2079,4013,3712,,,,,,,
ZDHHC13,3703,3212,2444,2830,4114,3233,,,,,,,
SLC38A9,2704,2139,2102,1903,2525,2238,,,,,,,
ACER2,94,58,135,95,183,142,,,,,,,
WDR73,7235,6994,5487,7179,8964,4818,,,,,,,
POLE,24065,19189,16884,16446,23927,19554,,,,,,,
FAM109B,28,22,22,16,24,30,,,,,,,
SCN4B,85,39,3,11,44,72,,,,,,,
DSCAML1,0,0,0,0,1,0,,,,,,,
RHOG,1901,1758,1778,2201,2391,1936,,,,,,,
EPS8L2,95,97,107,82,313,234,,,,,,,
ZDHHC22,80,54,365,136,229,159,,,,,,,
MRVI1-AS1,2,0,2,1,1,1,,,,,,,
ANO6,8007,6103,5870,5335,8439,6435,,,,,,,
ZBTB34,4476,3518,3218,3491,3769,3057,,,,,,,
LINC00982,125,90,210,174,146,110,,,,,,,
FAM9B,35,20,24,28,25,25,,,,,,,
CETN1,0,0,0,0,0,0,,,,,,,
FAM210A,3187,2587,3519,3975,4058,3323,,,,,,,
OR2T35,0,0,0,0,0,0,,,,,,,
TALDO1,14941,13957,10799,12120,16115,12639,,,,,,,
ULK1,5283,3812,4536,3783,5733,4771,,,,,,,
OR14C36,0,0,0,0,0,0,,,,,,,
RIMKLA,1747,1612,1392,1334,2750,2430,,,,,,,
CLVS1,15,10,32,6,9,18,,,,,,,
OR2M7,0,0,0,0,0,0,,,,,,,
RPS6KA3,9479,7363,11232,9758,12695,9321,,,,,,,
B3GNT8,14,12,13,8,17,20,,,,,,,
PUS1,6602,6583,6232,7522,7217,4647,,,,,,,
CHD9,10821,8337,7685,7044,11005,9533,,,,,,,
OR2T12,0,0,0,0,0,0,,,,,,,
SPACA4,25,21,36,43,28,16,,,,,,,
OR2T33,9,5,0,6,6,12,,,,,,,
GATD1,11420,9358,9357,10117,11242,8364,,,,,,,
LINC01561,7,2,0,0,0,0,,,,,,,
TRIM72,416,259,320,330,412,369,,,,,,,
MAN1B1,5695,4310,6040,6847,7863,6245,,,,,,,
DEFB103B,0,0,0,0,0,0,,,,,,,
DEFB4B,0,0,0,0,0,0,,,,,,,
KCNA3,0,0,0,0,0,0,,,,,,,
FZD8,738,531,143,101,204,147,,,,,,,
GJD4,31,12,26,23,22,20,,,,,,,
FBXO39,0,0,0,0,0,0,,,,,,,
CLDN22,0,0,0,0,0,0,,,,,,,
KCNA2,39,11,141,38,40,69,,,,,,,
TOP3A,8031,6853,6098,6744,7806,5327,,,,,,,
CASKIN2,3088,2509,2564,2846,3177,2409,,,,,,,
ZBTB38,1504,1310,2021,2065,3341,2411,,,,,,,
BEND2,65,39,43,43,67,58,,,,,,,
C8orf31,17,8,10,3,25,9,,,,,,,
FLJ13224,21,10,16,15,6,10,,,,,,,
RPL13AP3,16,6,15,14,7,10,,,,,,,
CCDC71,2252,2018,1784,1950,2677,1952,,,,,,,
C10orf71,3,0,0,0,0,1,,,,,,,
OVOS2,0,0,0,0,0,17,,,,,,,
LRRN4CL,62,53,71,83,88,72,,,,,,,
FLJ40194,65,36,51,51,67,45,,,,,,,
TIMM22,978,1012,952,1324,1310,828,,,,,,,
HIC1,1054,785,1419,1450,1333,1095,,,,,,,
PPFIA3,2447,2022,2229,2203,3254,2330,,,,,,,
MAGEF1,6240,5366,4166,4729,6452,4465,,,,,,,
UMODL1,0,0,0,0,0,0,,,,,,,
LOC100049716,248,211,271,199,383,365,,,,,,,
SAMD9L,3,1,3,4,3,5,,,,,,,
ZFAS1,8702,7579,7072,8015,9128,7460,,,,,,,
UBE2U,0,0,0,0,0,0,,,,,,,
PAWR,16587,10293,11343,9106,13171,11178,,,,,,,
TGIF1,1591,1212,897,888,1878,1495,,,,,,,
MIEF2,845,736,588,553,973,857,,,,,,,
NAP1L5,2864,2467,2200,2292,3286,2468,,,,,,,
NIM1K,122,71,63,59,98,105,,,,,,,
CD19,92,50,30,40,37,36,,,,,,,
ERICH5,207,178,502,589,904,598,,,,,,,
OR2T8,19,21,12,13,24,20,,,,,,,
NR2C2,15689,10548,10597,8575,14413,10883,,,,,,,
GPR4,41,19,32,12,74,68,,,,,,,
ACOT4,5,7,2,4,7,4,,,,,,,
OLIG3,117,59,0,0,3,1,,,,,,,
CAVIN1,6270,5242,4674,4499,27201,23289,,,,,,,
OR2G3,0,0,0,0,0,0,,,,,,,
ARIH2,14776,12452,15495,17407,19036,13027,,,,,,,
RBM44,63,53,139,67,123,137,,,,,,,
ZBTB33,13012,10810,9140,9139,13492,9017,,,,,,,
OR2G2,0,0,0,0,0,0,,,,,,,
ZBED2,0,0,0,0,0,0,,,,,,,
VCX2,0,0,0,0,0,0,,,,,,,
IRX3,2483,2034,3586,3121,2166,1213,,,,,,,
ST8SIA3,0,41,0,8,5,4,,,,,,,
RPRM,116,102,86,137,156,67,,,,,,,
OR2B11,0,0,0,0,0,0,,,,,,,
SLC25A22,3784,3657,4477,4923,4740,3624,,,,,,,
RABEP2,792,825,820,957,1193,869,,,,,,,
NHLH2,8,11,0,5,1,0,,,,,,,
LOC102724659,0,3,6,0,5,12,,,,,,,
ATOX1,1947,1741,2147,2457,3258,2623,,,,,,,
FAM187B,2,0,1,0,0,0,,,,,,,
TBL1XR1,18375,10239,11621,9151,14182,13743,,,,,,,
SAMD12,306,286,248,316,365,284,,,,,,,
CD163,130,66,99,57,117,99,,,,,,,
C18orf32,1202,924,1191,774,1268,1356,,,,,,,
PIDD1,4531,4162,4056,4236,3982,3363,,,,,,,
ZNF491,2,3,17,26,6,7,,,,,,,
RPLP2,47119,50432,41034,54705,58507,42537,,,,,,,
GSG2,2917,2166,2174,2295,3113,2473,,,,,,,
JUN,318,274,707,562,3350,2662,,,,,,,
CSTF2T,5072,4778,3107,3384,4478,2827,,,,,,,
PGBD5,896,871,124,172,270,148,,,,,,,
C12orf54,5,3,4,4,3,3,,,,,,,
GBA,2909,2608,2654,3117,4255,3396,,,,,,,
CASC2,248,171,273,220,251,241,,,,,,,
ACAD9,6605,5682,5431,5950,7356,5415,,,,,,,
IL17RA,4540,3124,3824,3327,5542,4213,,,,,,,
PNPLA2,5057,4084,4114,4109,5561,4231,,,,,,,
MBOAT4,10,10,6,14,6,7,,,,,,,
TEX44,0,0,3,1,2,2,,,,,,,
AGTRAP,1985,1680,1859,2134,3090,2379,,,,,,,
CD163L1,2,10,1,0,4,0,,,,,,,
SRRM3,1717,1471,1260,1196,1889,1561,,,,,,,
THAP5,4799,3657,3251,3136,4873,3881,,,,,,,
DEFB114,0,0,0,0,0,0,,,,,,,
CRACR2B,182,114,86,64,446,303,,,,,,,
SUMO4,31,14,19,18,21,24,,,,,,,
MAGEB10,48,47,35,48,36,42,,,,,,,
DNAJC28,36,22,52,33,60,54,,,,,,,
OR4F4,0,0,0,0,0,0,,,,,,,
NAALADL2,88,100,89,82,66,60,,,,,,,
CD151,5387,5318,4842,5431,7699,6170,,,,,,,
POLR2L,7234,6709,5380,7253,8760,6092,,,,,,,
FAM20C,2056,1720,1190,859,877,954,,,,,,,
NECTIN3,3684,2895,2488,2205,2778,2059,,,,,,,
SLC35G5,40,15,29,21,25,55,,,,,,,
ANXA2R,364,389,324,442,553,407,,,,,,,
TMEM94,8631,5617,8400,7802,11227,9524,,,,,,,
FLII,11659,11366,10043,12215,17711,13433,,,,,,,
SOX12,13234,10675,12718,12621,16703,12675,,,,,,,
HNRNPA0,30136,25852,20058,21829,28661,19067,,,,,,,
LOC648987,733,590,746,692,1027,852,,,,,,,
YIPF7,0,2,3,0,0,1,,,,,,,
FAM87B,21,14,12,6,14,29,,,,,,,
MYOZ1,1,5,4,239,2,1,,,,,,,
KCNJ10,43,46,7,25,26,32,,,,,,,
CHID1,4471,4274,4404,5094,5398,4122,,,,,,,
PCDHB9,134,106,75,40,166,147,,,,,,,
ZNF620,1730,1342,1208,1256,1401,937,,,,,,,
ZNF518A,5781,4278,4354,3987,6209,5197,,,,,,,
TMEM187,859,636,622,599,1712,1398,,,,,,,
SVBP,661,634,439,525,736,564,,,,,,,
ZNF619,1050,691,546,449,707,591,,,,,,,
CCDC184,129,93,106,112,333,261,,,,,,,
AP3S1,4872,4247,4758,5277,6255,5194,,,,,,,
GRB2,11685,9692,11277,12093,15008,11535,,,,,,,
ZBTB41,2408,1696,2462,1888,2433,1942,,,,,,,
UBE2N,19080,17279,14301,16310,20236,14945,,,,,,,
ARL6IP6,4667,3817,2429,2835,3496,3100,,,,,,,
ZNF354C,5,10,7,14,16,10,,,,,,,
CAPZA3,0,0,0,0,0,0,,,,,,,
MAMDC4,1458,1034,1403,1280,2118,1985,,,,,,,
CENPBD1,579,535,414,468,592,382,,,,,,,
ODF3,0,2,4,2,1,1,,,,,,,
BET1L,3408,3165,3470,4237,5186,3730,,,,,,,
RPS27,37090,35669,24658,29464,45175,33184,,,,,,,
RIC8A,7776,7480,6456,9034,11063,7232,,,,,,,
IMP3,10711,11184,9479,12445,12632,8274,,,,,,,
ASB8,2932,2506,2790,3080,3448,2504,,,,,,,
LCN15,70,40,60,40,90,133,,,,,,,
ODF3B,164,131,135,123,301,183,,,,,,,
DPY19L2,1311,977,1129,1258,1357,1263,,,,,,,
SPATA31E1,0,0,0,0,0,0,,,,,,,
ZNRF3-AS1,36,20,26,18,30,36,,,,,,,
C2orf73,1,4,0,0,6,3,,,,,,,
GPR150,0,0,1,0,0,0,,,,,,,
TSPYL6,1,6,3,1,5,1,,,,,,,
LRRC75B,511,378,371,273,557,618,,,,,,,
DMAP1,3657,3470,2712,3043,4109,2914,,,,,,,
ADAMTSL1,2654,2027,1764,726,1214,1021,,,,,,,
FAM26E,11,4,52,75,10,10,,,,,,,
IMPDH2,33511,31128,26417,31476,36817,26380,,,,,,,
ALS2CL,431,316,227,118,1551,765,,,,,,,
MLF1,648,511,11,633,15,1099,,,,,,,
PRSS42,0,0,0,1,0,0,,,,,,,
NDUFAF3,3105,2586,2772,3053,4341,3363,,,,,,,
C2orf69,3079,2315,2299,2265,3562,2561,,,,,,,
GRAMD1C,379,268,473,361,908,871,,,,,,,
STAP2,150,101,418,282,245,381,,,,,,,
ULK4P3,228,108,201,148,297,246,,,,,,,
HTR3C,0,0,0,0,0,0,,,,,,,
TSSK6,138,107,160,142,157,166,,,,,,,
BOLA1,13,24,23,13,20,34,,,,,,,
PDE4DIP,3865,3306,2772,2784,7515,4993,,,,,,,
DDX10,6066,6196,5218,6722,11483,6575,,,,,,,
GOLGA8O,14,10,17,15,20,22,,,,,,,
PPP1R42,18,13,26,25,26,13,,,,,,,
NDUFV2,10661,10385,10090,12331,12082,9046,,,,,,,
FAM27E5,0,0,0,0,0,0,,,,,,,
DALRD3,1485,1312,1289,1488,1813,1582,,,,,,,
ZNF114,933,724,771,954,1300,955,,,,,,,
ZNF518B,260,231,9,49,12,51,,,,,,,
AMER3,27,32,14,23,26,30,,,,,,,
SPINK6,0,0,0,0,0,0,,,,,,,
ZNF366,34,21,37,17,27,20,,,,,,,
LCORL,4253,3296,3562,2772,4564,3978,,,,,,,
PARD6G,2328,1784,1732,1304,2046,1405,,,,,,,
ZNF454,12,8,8,6,8,13,,,,,,,
SH2B1,4663,4338,3412,4283,4869,3483,,,,,,,
ZC3H12D,149,99,92,77,104,114,,,,,,,
VN1R1,71,53,76,65,47,59,,,,,,,
KDELC2,9903,8291,11895,11143,13169,9324,,,,,,,
PLEC,14597,10618,6666,5440,13778,12729,,,,,,,
SH2D4B,2,3,2,1,3,1,,,,,,,
RNF212,17,9,16,7,13,9,,,,,,,
PRSS36,21,29,32,24,28,27,,,,,,,
ZNF543,658,469,524,532,629,504,,,,,,,
TMEM151B,147,98,91,67,108,87,,,,,,,
GALNT11,2821,2464,4926,5128,5379,4236,,,,,,,
SLITRK1,50,27,74,21,2,4,,,,,,,
LINC01658,0,0,0,2,0,0,,,,,,,
WDR6,17679,16228,10782,12394,17434,12623,,,,,,,
PRM3,0,0,0,0,1,0,,,,,,,
TNP2,0,5,0,0,2,0,,,,,,,
SPAG11A,0,0,0,0,0,0,,,,,,,
GEN1,8652,6256,6148,5638,8087,6175,,,,,,,
TMPRSS9,57,43,93,75,86,96,,,,,,,
AQP11,358,253,336,346,423,356,,,,,,,
TMEM11,2617,2518,2429,3143,3214,2075,,,,,,,
ZNF354B,1800,1493,1658,1834,2297,1845,,,,,,,
KCNG2,41,26,39,34,53,57,,,,,,,
SHISA3,5726,4170,2418,2262,11819,8829,,,,,,,
OR2D3,3,3,2,2,6,4,,,,,,,
CALML3,0,0,0,0,0,1,,,,,,,
CALML5,0,0,0,0,0,0,,,,,,,
ZFAND2A,249,310,247,343,322,215,,,,,,,
PLEKHM3,1977,1616,1993,1816,1935,1596,,,,,,,
ZNF223,22,14,31,9,17,18,,,,,,,
HTR1A,0,0,2,0,0,0,,,,,,,
CCDC185,0,0,0,0,0,0,,,,,,,
FAM220A,1846,1799,1960,2175,2943,2182,,,,,,,
DNAJC22,745,803,203,235,864,518,,,,,,,
NEUROG2,1446,1454,4459,3700,873,425,,,,,,,
CEP295NL,16,9,22,8,16,17,,,,,,,
BEND3,4444,3867,4670,5809,5226,4703,,,,,,,
LOC284241,5,5,3,2,5,1,,,,,,,
NT5DC1,2837,2147,3349,3084,3841,2802,,,,,,,
GLDC,8,10,0,8,6,11,,,,,,,
COX14,1246,1372,1185,1545,1846,1370,,,,,,,
LINC00314,28,14,22,24,32,37,,,,,,,
MCMDC2,315,287,267,249,278,177,,,,,,,
TUBAL3,0,0,1,0,0,5,,,,,,,
P4HTM,2943,2850,3284,3613,4882,3412,,,,,,,
UCN3,0,0,0,0,0,0,,,,,,,
DTX3,3,7,7,11,3,7,,,,,,,
KLHL11,1815,1059,1328,939,1567,1448,,,,,,,
AMBN,6,10,675,530,0,0,,,,,,,
CTXN1,3099,2632,2798,2427,4284,3157,,,,,,,
SLC25A20,1699,1609,1788,2322,3021,2158,,,,,,,
CA8,1069,801,11,8,3,5,,,,,,,
CD28,50,49,37,37,40,39,,,,,,,
EPM2AIP1,8035,6062,5606,4702,6885,5146,,,,,,,
ERBB4,144,17,1546,1605,844,780,,,,,,,
MAF,524,396,1095,2256,66,155,,,,,,,
CTNNBIP1,2677,2150,1922,1958,3269,2434,,,,,,,
OR6B3,0,0,12,7,0,0,,,,,,,
DEFB125,0,0,0,0,0,0,,,,,,,
PSAPL1,3,3,3,2,0,3,,,,,,,
OTOS,5,1,14,16,11,10,,,,,,,
GTPBP6,5853,5684,5895,7250,6533,5099,,,,,,,
ERN1,2026,1342,1709,1544,2154,1771,,,,,,,
GPR35,64,54,55,64,63,65,,,,,,,
C10orf53,7,6,2,0,9,8,,,,,,,
CSRNP3,460,400,96,41,7,7,,,,,,,
ZNF713,484,436,476,498,615,482,,,,,,,
PARP10,236,227,87,78,134,113,,,,,,,
DYNAP,105,80,84,63,116,94,,,,,,,
SUZ12,11440,9050,9189,9961,13190,9567,,,,,,,
NSUN3,1322,981,899,863,1280,1042,,,,,,,
KCTD12,2688,2004,3776,2971,6094,4187,,,,,,,
DHFR2,1042,823,1108,1149,1179,1102,,,,,,,
RPP25,2188,1875,1940,1513,3383,2600,,,,,,,
GRINA,19678,17259,7782,8608,14330,10451,,,,,,,
C5orf64,74,77,37,50,58,74,,,,,,,
THBD,0,0,0,1,0,2,,,,,,,
GP5,2,2,5,3,10,8,,,,,,,
LMO7DN,4,1,4,0,5,4,,,,,,,
COX5A,26963,24108,23847,27366,35255,26562,,,,,,,
STX19,16,2,10,5,7,13,,,,,,,
ERFE,2394,1819,2227,2168,2063,1711,,,,,,,
FAM219B,14226,11514,10790,10683,17023,12846,,,,,,,
ZHX2,2051,1416,890,872,1374,847,,,,,,,
CPN2,58,33,36,38,61,34,,,,,,,
CPNE7,10530,8244,8214,7818,8980,6879,,,,,,,
C5orf46,0,0,0,0,0,0,,,,,,,
CD300LB,1,2,0,0,0,0,,,,,,,
GDPD4,0,0,1,1,3,0,,,,,,,
RIIAD1,1,4,3,1,2,1,,,,,,,
MPI,5480,4499,6526,6174,8234,6394,,,,,,,
ADORA2A-AS1,89,67,65,63,67,68,,,,,,,
H1FOO,1,0,0,0,0,0,,,,,,,
TRIM73,417,308,315,301,563,346,,,,,,,
OPLAH,1945,1451,1305,1179,2568,1864,,,,,,,
TMEM52,277,226,217,365,407,297,,,,,,,
TMEM139,33,18,25,12,35,40,,,,,,,
RNF186,0,0,1,0,0,1,,,,,,,
LOC100286922,0,0,0,0,0,0,,,,,,,
EFCAB13,424,292,384,208,348,442,,,,,,,
MSC,0,0,0,0,0,0,,,,,,,
APOLD1,1061,639,281,235,1076,987,,,,,,,
RFLNA,537,439,55,470,766,649,,,,,,,
EXOSC4,2788,2848,2174,2908,2829,1654,,,,,,,
DPY19L3,7715,5654,6475,5870,5718,4766,,,,,,,
TAF7,8635,8504,7240,8209,9885,7003,,,,,,,
ZNF852,393,222,296,223,384,335,,,,,,,
FOXE1,333,251,248,227,493,338,,,,,,,
PFAS,22989,19332,20422,23325,27432,20298,,,,,,,
HYI,627,507,581,704,716,487,,,,,,,
C17orf62,7905,6114,5591,5294,8864,6740,,,,,,,
TPRX1,8,3,7,2,5,9,,,,,,,
LGALS7,0,0,0,0,1,1,,,,,,,
ZNF552,876,851,813,859,955,811,,,,,,,
SMIM10L2A,5394,4426,7929,7245,29388,18659,,,,,,,
GAK,9371,8120,7701,8452,11570,8927,,,,,,,
ZBTB7A,5905,4150,4525,4399,5320,4294,,,,,,,
TUFM,24951,24988,27505,35608,38613,26433,,,,,,,
ERICH3,0,0,3,0,5,4,,,,,,,
RMI1,5348,4236,3206,3230,3791,2891,,,,,,,
CTC1,2346,1769,2312,1926,4148,3212,,,,,,,
FBXO34,2652,2303,3144,2866,3573,2528,,,,,,,
LINC00324,78,72,68,58,69,38,,,,,,,
SELENOW,9544,9155,9439,10504,15868,12627,,,,,,,
EIF3K,6031,6140,5301,7163,8598,6128,,,,,,,
MRFAP1L1,5315,5141,4279,4756,5966,3845,,,,,,,
SNX18,3134,2412,3398,3451,4210,3074,,,,,,,
EXD1,37,27,53,28,37,57,,,,,,,
AURKB,9310,7478,5675,6064,11313,9215,,,,,,,
TAS1R2,0,0,2,0,0,0,,,,,,,
C14orf39,78,50,17,25,45,34,,,,,,,
MRFAP1,33172,31927,27348,32987,37848,26995,,,,,,,
C3orf38,1960,1793,1735,1971,2185,1453,,,,,,,
KLHDC7A,2,1,1,0,1,2,,,,,,,
TMEM107,1248,1049,889,782,1678,1720,,,,,,,
RRS1,5012,4924,4531,6531,6139,3533,,,,,,,
EXOC3L1,21,37,21,18,19,29,,,,,,,
TRIML2,62,63,45,26,514,947,,,,,,,
RCC2,25102,19452,15550,15601,35624,29138,,,,,,,
OR13D1,0,0,0,0,0,0,,,,,,,
IGSF22,2,8,11,8,17,4,,,,,,,
C9orf50,4,5,11,2,18,16,,,,,,,
ZFP42,99,74,56,57,83,91,,,,,,,
CCDC89,1,0,1,0,0,0,,,,,,,
TAAR3P,0,0,1,0,0,0,,,,,,,
FAM133A,18,15,326,236,9,8,,,,,,,
DPM3,820,845,738,916,1050,948,,,,,,,
C12orf42,0,0,2,0,0,0,,,,,,,
CYC1,15500,14747,15938,18362,21868,15152,,,,,,,
PER1,2918,2493,3081,2767,4457,4222,,,,,,,
HTR1F,0,0,0,0,1,0,,,,,,,
TMTC2,4038,3060,1999,1227,6324,4567,,,,,,,
HES7,1789,1429,1420,1258,2809,2895,,,,,,,
FARSA,11872,11228,11060,15617,15452,10349,,,,,,,
SPTY2D1,3845,3234,3608,3742,4641,3368,,,,,,,
C10orf67,31,30,23,10,23,23,,,,,,,
SAMD4B,12661,10516,10076,10625,14576,11194,,,,,,,
LINC00670,373,251,224,196,280,262,,,,,,,
CYP11B2,0,0,0,0,0,0,,,,,,,
GIMAP7,0,0,0,0,0,0,,,,,,,
ALOXE3,256,154,145,96,129,142,,,,,,,
EDC3,11481,10133,8565,10196,12221,8637,,,,,,,
TCAIM,2307,2075,1698,1885,2517,1993,,,,,,,
FUCA1,1605,1364,1638,1782,2447,1958,,,,,,,
PXT1,9,11,20,20,2,11,,,,,,,
GGN,69,44,61,39,92,70,,,,,,,
HNRNPCL1,1,0,0,1,0,1,,,,,,,
TMEM125,1,3,1,1,2,0,,,,,,,
ZNF664,31605,26782,24293,25179,31986,21976,,,,,,,
SIGLECL1,0,0,1,0,0,0,,,,,,,
CALR,54855,50088,47432,58524,70793,53109,,,,,,,
LINC00311,26,33,22,39,30,28,,,,,,,
MAGED1,44794,37959,32055,29921,43182,32074,,,,,,,
LOC100506127,1375,731,961,776,1265,1097,,,,,,,
LDLRAD3,2157,1632,3031,3027,3844,2845,,,,,,,
CDH4,18,6,16,15,26,23,,,,,,,
SMCO3,14,12,11,13,19,22,,,,,,,
RAD23A,12417,9509,10528,11274,13875,12088,,,,,,,
C2orf71,1,0,1,1,2,1,,,,,,,
GADD45GIP1,6449,6468,6376,8296,8309,6195,,,,,,,
DAND5,68,36,56,39,94,88,,,,,,,
TMEM151A,68,45,157,140,512,337,,,,,,,
PTPN11,29406,21999,23306,22348,34017,25732,,,,,,,
NSUN7,18,9,12,9,10,11,,,,,,,
RTL3,0,0,1,0,0,0,,,,,,,
FAM156B,2183,3203,2244,3357,2935,2037,,,,,,,
WSCD1,3788,3023,4020,4087,3909,2651,,,,,,,
RAB39A,394,256,537,450,633,475,,,,,,,
CLK3,8902,7883,7579,8338,11510,10536,,,,,,,
HLA-DQB1,8,8,9,3,5,0,,,,,,,
GATA2,3083,2357,1955,1983,2995,2357,,,,,,,
ARID3B,7834,6337,8056,7577,8837,6904,,,,,,,
TMEM31,22,31,16,12,15,8,,,,,,,
PACS2,8008,6415,7327,7299,9777,7322,,,,,,,
ELMOD2,5474,4104,3623,3480,4648,3676,,,,,,,
EGR3,110,60,389,275,504,516,,,,,,,
CATSPERE,19,31,20,20,21,26,,,,,,,
GPC5,13,13,11,10,11,12,,,,,,,
VWA1,4770,4704,3464,3461,7205,6396,,,,,,,
LINC00174,2053,1249,1556,1211,1549,1753,,,,,,,
DNAJB8,2,0,2,0,3,0,,,,,,,
GEMIN4,9676,8367,8881,10448,11507,8643,,,,,,,
HNRNPCL4,1,0,0,0,0,0,,,,,,,
LOC541472,1,0,0,0,1,1,,,,,,,
FJX1,1491,1396,1717,1852,1872,1236,,,,,,,
LOC100130264,0,1,1,2,0,1,,,,,,,
LINC01699,1,0,0,0,1,0,,,,,,,
KLHL28,1657,1001,1280,1045,1410,1079,,,,,,,
MKRN3,60,48,43,50,70,43,,,,,,,
ZBTB18,5668,4541,2269,2360,2915,2306,,,,,,,
OR9A2,1,0,1,0,0,1,,,,,,,
C14orf28,324,166,144,148,277,303,,,,,,,
ALOX12B,166,103,101,86,148,99,,,,,,,
SLC17A8,2,12,211,235,2731,784,,,,,,,
SHARPIN,2410,2084,1590,2079,2819,2005,,,,,,,
LBX2,40,26,25,20,38,49,,,,,,,
DNHD1,1935,1340,1352,1047,1781,1473,,,,,,,
SLITRK4,433,243,335,210,271,380,,,,,,,
HTR1D,300,172,139,112,660,512,,,,,,,
GCC1,2412,2157,1899,2178,2741,1739,,,,,,,
LSMEM2,22,17,14,21,22,16,,,,,,,
RNF151,15,13,24,27,27,26,,,,,,,
CIITA,469,300,374,218,435,204,,,,,,,
ZFPM1,604,532,634,401,636,550,,,,,,,
ALOX15B,11,15,27,22,27,33,,,,,,,
PLD6,6585,5362,6327,6588,7159,5667,,,,,,,
GPHB5,0,1,1,0,0,0,,,,,,,
GRM8,549,394,1295,1176,116,110,,,,,,,
CDC42EP4,4267,3476,1633,1363,2539,2403,,,,,,,
OR2AP1,0,0,0,0,0,0,,,,,,,
OR6C4,0,0,0,0,0,0,,,,,,,
ZBTB42,455,296,430,259,647,404,,,,,,,
LACC1,66,37,29,5,194,233,,,,,,,
MAF1,7950,7231,6040,6657,7864,5801,,,,,,,
TPPP2,4,3,0,1,3,0,,,,,,,
FCER1A,0,0,0,0,0,0,,,,,,,
RPRML,159,107,916,838,306,226,,,,,,,
ARL14,0,0,0,0,0,0,,,,,,,
LINC00305,7,11,0,0,0,0,,,,,,,
OR6C2,0,0,0,0,0,0,,,,,,,
WDR97,211,185,190,151,205,151,,,,,,,
NLRP8,14,11,11,16,21,18,,,,,,,
PCED1B,0,0,1,0,0,0,,,,,,,
FLJ37453,330,221,143,139,276,260,,,,,,,
APOBEC3B,113,88,66,33,430,425,,,,,,,
SYCN,0,0,0,0,0,1,,,,,,,
PIPOX,49,66,57,25,101,100,,,,,,,
ATP8B5P,17,24,51,28,29,19,,,,,,,
FOXS1,0,0,1,0,0,0,,,,,,,
ATOH7,1,0,0,0,1,0,,,,,,,
CDH5,12,9,15,7,7,11,,,,,,,
LRRC3B,0,2,2,9,4,0,,,,,,,
FAM216B,7,5,1,1,4,2,,,,,,,
MRGPRX4,0,0,0,1,0,0,,,,,,,
PCBP1-AS1,2297,1759,1704,1685,1678,1362,,,,,,,
MYADM,3449,2207,3029,2200,4143,4065,,,,,,,
MRGPRX3,36,28,32,41,28,29,,,,,,,
MROH1,2446,2684,2166,3553,3575,2208,,,,,,,
SERTAD2,2751,1998,3411,3401,4282,3632,,,,,,,
PIK3CD-AS1,0,0,0,2,0,0,,,,,,,
AKAP5,881,801,950,853,902,611,,,,,,,
NKPD1,30,28,36,33,29,24,,,,,,,
GIPC3,573,377,927,711,1332,1326,,,,,,,
LOC284023,413,309,390,313,562,454,,,,,,,
CITED4,1591,1143,618,703,1499,1234,,,,,,,
ABCA13,440,366,49,38,62,59,,,,,,,
NLRP11,30,31,88,121,47,28,,,,,,,
TIGD5,1039,942,752,903,910,521,,,,,,,
PDXDC1,4057,3498,3702,4256,5665,4121,,,,,,,
C1orf194,3,7,5,12,6,4,,,,,,,
ZNF154,254,129,228,175,203,198,,,,,,,
R3HDM2,7101,4606,5534,4065,8118,7040,,,,,,,
B3GNT3,0,0,2,0,4,2,,,,,,,
ITLN1,0,0,1,0,0,0,,,,,,,
NRXN1,45,28,5,37,36,12,,,,,,,
SEPHS2,6904,6098,3722,4627,7185,9698,,,,,,,
OR10A7,0,0,0,0,0,0,,,,,,,
GPBAR1,17,15,14,13,11,16,,,,,,,
ZNF784,470,402,353,375,492,374,,,,,,,
ZNF648,4,1,0,0,20,6,,,,,,,
C14orf119,2989,3044,2979,3587,4251,3029,,,,,,,
CCR8,1,1,0,1,1,2,,,,,,,
GOLGA8J,98,79,98,70,147,121,,,,,,,
BBS10,2518,1991,2116,1882,2180,1759,,,,,,,
FIZ1,2109,1972,1637,1883,2464,1687,,,,,,,
PUF60,4164,2578,2964,2563,3127,2537,,,,,,,
SSC5D,106,82,150,115,135,85,,,,,,,
DCTPP1,7916,8404,5472,7653,8794,5864,,,,,,,
ZNF771,1258,1279,1337,1340,1703,1109,,,,,,,
CRIPAK,1424,1081,1359,1483,1669,1263,,,,,,,
TSHZ1,2404,1608,1690,1415,1925,1558,,,,,,,
PSTK,291,343,339,439,358,263,,,,,,,
SPDYE7P,12,3,19,2,9,11,,,,,,,
SOCS4,8571,6404,5780,5432,8304,5321,,,,,,,
ZADH2,6026,4260,4366,3999,6298,4467,,,,,,,
OR1E1,0,0,0,0,0,0,,,,,,,
ZNF48,1651,1841,1333,1346,1969,1175,,,,,,,
