gene_name,dH1f_sgControl_Rep1,dH1f_sgControl_Rep2,dH1f_sgControl_Rep3,dH1f_sg_AF10_Rep1,dH1f_sg_AF10_Rep2,dH1f_sg_AF10_Rep3
CPLX3,2,2,0,0,0,1
VDAC1,3909,4739,2963,3713,3316,3531
ZBTB9,1,0,0,1,0,0
TMX2,1668,2034,1265,1727,1587,1712
RPL31P4,5,7,4,2,5,5
SLX1A-SULT1A3,102,84,50,135,191,59
OR4A45P,0,0,0,0,0,0
RPL7AP50,9,6,2,3,1,6
HEXA,2771,3070,2478,2125,1946,2001
NDUFS3,929,1088,606,806,740,788
RPSAP54,3,11,5,1,4,6
LEPROT,1711,1486,1224,1608,1177,1213
LBH,568,654,530,766,723,747
ADAT3,39,36,38,41,31,27
PPP1CB,3005,3209,2399,3223,2181,2686
RPL7AP4,1,0,1,0,0,2
VN1R37P,0,0,0,0,0,0
SULT1A4,237,269,192,280,209,282
HMGB3P30,0,0,0,0,0,0
RPL31P44,2,3,1,1,4,2
LAT,74,129,24,66,59,27
RSU1P3,0,0,0,0,0,0
RPL18P3,0,0,0,0,0,0
RPL21P58,0,0,0,0,0,0
RPS16P8,0,0,0,0,0,0
RPL21P86,0,0,0,0,0,0
OLA1P2,13,13,2,8,7,5
NCKIPSD,254,393,303,294,327,252
ATF6B,699,896,522,681,297,300
TREX1,129,191,122,107,134,96
SEC14L1P1,5,11,8,11,10,6
S1PR3,241,362,221,369,345,309
RPS7P14,3,2,0,2,0,0
CAPZA1P3,0,0,0,0,0,0
SLC35F6,799,1047,673,899,746,692
RHOG2P,2,1,0,1,0,0
SLC16A14P1,0,0,0,0,0,0
PHBP7,0,1,1,0,0,0
FAM209B,1,5,0,3,0,3
FABP5P5,0,0,0,0,0,0
RPL18AP10,0,0,0,0,0,1
CLIC1,4075,5091,4403,5253,4500,2548
DDAH2,0,0,0,0,0,0
RPS2P52,0,0,0,0,0,1
LOC100132723,0,0,0,0,0,0
RPS16P2,2,1,0,0,1,1
BRI3P2,0,1,0,0,0,0
RPS29,5393,5287,3619,4030,3947,4116
ZNF337-AS1,55,32,26,34,52,20
RPS10P14,1,5,2,2,5,1
RPS2P33,1,1,2,0,0,1
RPS10P31,0,1,0,0,0,0
CENPBD1P1,536,497,523,490,426,430
KPNA4P1,0,0,0,0,0,0
RPS3AP20,6,6,3,1,4,12
UGT2B11,0,0,0,0,0,0
ATP6V1G2,4,6,4,14,2,4
ZNF134,251,297,335,362,240,297
KRT8P37,9,6,10,9,8,7
VN1R103P,0,0,1,0,0,1
PSMC1P2,8,10,6,8,9,9
DDX47,1132,1466,841,1027,895,944
RPL7AP38,0,0,0,0,0,0
RPS5P5,2,1,2,0,1,4
ZNF888,3,7,1,7,2,0
RPL7AP41,0,3,0,0,3,1
ZNF845,103,125,119,175,106,114
ZNF321P,21,57,33,26,29,31
KLRK1,7,13,6,4,5,6
RPL13P2,1,1,1,0,1,1
CEACAM18,0,0,0,0,0,0
SUGT1P2,0,0,0,0,0,4
RPL31P18,1,0,0,1,2,3
RPS2P21,0,6,3,1,0,6
EMP2,1058,1357,844,1973,1692,1615
CNN2P6,1,0,0,0,0,1
KCTD11,250,344,306,256,242,247
RPL21P75,0,0,0,0,0,0
RPL7AP62,1,4,1,4,4,8
EEF1B2P2,7,11,5,10,7,5
RPL27P1,0,2,0,0,0,1
PPIAP86,1,0,0,0,0,0
RPL7AP64,0,0,0,0,0,0
UBD,0,0,0,0,0,0
PPM1N,30,40,17,26,25,25
RPL3P6,3,5,2,0,2,1
CEACAM16,0,0,0,0,0,1
RPL31P8,0,0,0,0,0,0
SLC23A3,18,39,17,16,8,10
LTB4R,348,253,137,205,168,114
LIPE-AS1,14,29,27,7,23,28
LTB4R2,46,77,30,90,42,34
CYP2A7P1,0,0,0,0,0,0
RPL5P8,8,6,1,2,4,4
DNASE1,142,257,186,192,142,149
MDP1,148,110,99,110,105,119
CSNK1E,1534,1525,1025,1356,1047,1079
HNRNPH1P2,0,1,0,0,0,0
CCL27,0,0,1,0,3,0
IRF9,619,1111,359,581,599,537
GALT,143,220,142,197,106,143
HBE1,0,0,0,1,0,0
HBG1,0,0,0,0,0,0
RPL22P16,1,0,0,0,0,0
CLDN9,2,0,0,0,1,1
SEPHS1P6,0,0,0,0,0,0
RPS12P29,8,5,3,3,4,3
RPL13AP13,3,7,2,1,2,2
RPL31P10,3,8,3,3,1,4
KRT18P17,2,0,0,0,0,1
ITGA1,1192,1143,826,1998,1337,1490
RPS10P2,1,1,0,2,1,0
ATP5PDP3,1,0,0,0,0,1
KRT18P29,1,0,0,1,0,0
LOC100130691,51,112,47,48,60,29
NUDT19,193,235,154,222,158,166
ZNF726,28,39,29,26,16,16
RPS15P7,0,0,0,0,1,0
ZNF99,5,15,4,4,3,5
TAX1BP3,2482,2798,1872,2248,1956,1992
RPL7AP14,0,1,4,1,2,1
AP1G2,494,663,347,474,344,332
ZNF90,49,108,37,143,81,123
NAXD,605,776,509,664,567,615
TM6SF2,8,7,8,7,9,13
BORCS8-MEF2B,23,12,1,11,5,2
KRT18P38,0,0,1,0,0,0
GANC,185,154,118,208,139,185
RPL32P23,0,0,0,0,0,0
RPSAP61,13,24,12,6,14,9
RBM39P1,0,0,0,1,0,0
TTLL3,339,476,184,273,194,155
REPIN1,641,677,489,818,554,594
RPL23AP29,0,0,0,0,0,0
ATP5PBP4,0,0,0,0,0,0
MRPL23,344,390,336,281,282,255
ZNF891,116,133,85,96,66,55
LINC02418,3,4,2,3,0,2
IFNA7,0,0,0,0,0,0
LINC02347,1,3,2,0,0,1
SMIM7,819,1015,531,653,704,635
RPS11P7,0,0,0,0,1,1
UCA1,18,8,4,12,9,7
FBXO16,16,17,16,25,19,21
RPL7P17,1,0,0,0,0,0
TSPAN4,1250,1518,1122,936,865,844
RPL6P5,0,0,0,0,0,0
MANEALP1,0,0,0,0,0,0
LOC442445,0,0,0,0,0,0
RPL21P17,0,3,1,0,0,1
RPL23AP39,0,0,0,0,1,0
CPSF1P1,4,4,3,4,2,2
CPNE1,1699,2232,1257,1772,1524,1270
CYP4F30P,4,0,2,5,6,0
ARL16,604,655,362,431,407,395
RPL9P21,5,2,4,2,2,0
RPS18P14,1,4,3,0,2,7
SMCO1,0,0,1,1,0,0
PLAC9P1,1,1,2,6,6,0
WEE2,0,0,0,0,0,0
MAGEB1,0,0,0,0,0,0
TPT1P5,0,0,0,0,0,1
LYRM4,764,885,594,605,679,652
MYCBP,258,395,279,360,438,291
SNRPEP9,0,0,0,0,0,0
TMEM213,10,20,6,12,10,11
LOC220729,199,210,98,186,138,141
PRCD,29,22,19,26,21,18
RPL7P60,2,0,1,0,2,0
LINC00887,21,18,12,11,10,8
LINC02026,0,0,2,0,1,0
LOC100131685,0,0,0,1,0,0
ALG3,626,830,530,664,634,573
AMZ2P1,117,126,83,86,82,64
PTMAP5,11,21,9,5,22,11
GCC2-AS1,5,9,5,11,2,3
XPOTP1,2,2,7,10,1,10
ST7-OT4,1,4,6,2,3,3
SH3D21,56,42,36,103,42,35
SMIM30,836,881,639,687,571,731
TTC41P,10,6,2,17,7,9
RPS4XP1,4,4,3,1,2,0
KRT18P10,0,2,1,2,4,1
CTAGE14P,0,0,0,0,1,0
C19orf38,8,5,2,4,4,2
IQCJ,1,0,1,0,0,0
HNRNPA1P10,0,7,6,0,0,9
C17orf67,22,21,16,21,18,20
MINDY4B,0,0,0,0,0,0
PUDPP3,0,0,0,0,0,0
CTAGE11P,8,10,6,11,12,8
AZGP1P2,1,1,4,2,2,1
FIS1,1289,1336,1079,1054,1100,1032
LOC100420466,0,0,0,0,0,0
RPS2P6,2,3,0,0,2,2
RPL10AP12,0,0,0,0,0,0
ANKRD36BP1,3,1,0,1,0,0
RPSAP53,4,1,1,4,2,1
ANG,42,31,31,25,31,22
LOC100310782,0,0,0,0,0,0
SCART1,19,37,10,25,25,23
KRT8P14,0,2,0,1,1,0
NPS,0,0,0,0,0,0
COLCA2,1,2,0,1,0,1
APTR,101,150,98,104,83,100
FOXO1B,0,0,0,0,0,0
SPDYE3,0,0,2,1,2,1
MBLAC1,27,10,12,13,8,12
AZGP1P1,3,6,0,3,7,1
CXADRP1,0,0,0,0,0,0
C3orf56,0,0,0,1,0,0
RPL31P1,0,0,0,0,0,0
SLC9B1P2,0,0,0,0,0,0
LOC283922,29,64,32,38,53,30
CTAGE16P,1,0,0,0,0,0
FOXI3,4,4,2,4,2,3
SOGA3,11,0,15,26,11,5
ATP5PBP2,0,1,0,0,1,0
OR4F13P,1,0,0,1,0,0
LOC390877,0,0,0,0,0,0
OR1X5P,0,0,0,0,0,0
VAC14-AS1,6,14,4,8,9,5
NEURL1B,13,21,9,18,20,11
RPL18P10,1,1,0,0,0,1
EFCAB9,2,0,1,0,0,1
RPS3AP36,6,8,4,4,4,3
HAUS3,343,362,198,336,229,261
RPLP2P1,0,1,2,0,0,0
VSTM5,1,2,1,3,0,1
LINC00488,0,4,3,0,2,0
RPS3AP26,10,23,11,2,17,8
TUBAP2,9,7,6,7,3,2
KANSL1-AS1,0,1,2,2,0,0
LCNL1,67,75,25,114,62,46
LINC02085,24,0,9,16,26,14
BBIP1,446,540,385,468,433,418
TRIM77,0,0,0,0,0,0
GNAT3,0,0,0,2,0,0
KRT18P13,0,0,1,0,1,1
FAM149B1P1,0,0,0,0,0,0
VPS33B-DT,16,22,14,9,14,3
NIFKP1,0,0,0,0,0,0
AS3MT,135,118,70,79,94,129
FAM187A,38,13,19,30,30,49
PLIN5,14,8,3,7,8,7
RPL7P29,0,0,0,0,0,0
RPSAP28,0,0,0,0,0,1
RPL7P1,103,271,141,121,240,229
OR7E148P,0,0,0,0,0,0
SEC14L6,22,21,16,21,12,16
SPINK13,0,1,0,0,1,0
HIGD1C,0,0,0,0,0,0
NOTO,1,3,1,5,1,4
KRT42P,4,23,11,11,14,5
PPME1,595,845,515,635,598,600
KRTAP2-2,0,0,0,0,0,0
RPS10P30,1,1,0,0,0,1
STARD10,179,204,185,131,117,89
ZNF705E,3,2,0,0,1,0
RPS15AP1,2,0,2,0,0,6
RPS4XP3,0,2,1,0,2,3
GTF2IRD2P1,11,2,2,2,2,2
MEG3,0,6,3,0,0,1
LRRC37A11P,7,2,0,6,1,2
RBBP4P4,2,1,0,0,3,0
NUTM2D,58,37,44,37,31,40
GAPDHP15,1,0,0,0,0,0
CPEB1,30,33,45,67,21,28
EML6,62,42,25,58,98,25
NPM1P36,1,1,1,0,0,0
ADAM24P,0,0,0,0,0,0
RPS19P1,1,3,0,1,0,2
SLC6A10P,3,7,8,5,3,2
POLR3DP1,0,1,0,0,0,0
NDUFB5P2,0,0,0,0,0,0
RPSAP6,4,0,2,0,4,0
RPS15AP20,0,0,1,1,0,0
DEFB113,0,0,0,0,0,0
DEFB133,0,0,0,0,0,0
LOC645482,0,0,0,0,0,0
ZNF727,0,0,0,1,0,0
HNRNPA3P3,3,0,1,0,0,2
ZSWIM8,1032,1406,628,1150,781,697
SLC29A4P1,0,0,0,0,0,0
RPL6P12,1,0,0,0,0,0
RPL9P16,1,1,0,0,2,2
IQCF5,0,0,0,0,0,0
IQCF6,0,0,0,0,0,0
C10orf105,393,465,346,436,402,427
LINC01913,3,3,0,0,0,0
ARHGEF33,14,7,6,11,12,10
C12orf71,0,0,0,0,0,0
IFRD2,1315,1401,856,1056,1018,921
LOC105371730,3,7,2,7,4,6
CAPN14,3,5,1,0,1,2
ZBED1,466,572,323,377,483,326
KRT18P49,0,0,0,0,0,0
CDIPTOSP,1,0,1,1,2,1
GUCA1ANB,0,0,0,0,0,0
TOMM6,1476,1579,1031,1348,1290,1298
GOT2P6,0,0,0,0,0,0
HNRNPUL2,2062,2412,1481,2068,1659,1891
CSKMT,83,92,53,92,75,36
RPL21P1,4,2,2,6,2,7
SEPTIN7P2,158,164,151,159,137,146
MS4A18,0,0,0,0,0,0
POLR2J4,15,74,46,63,92,118
RPS3AP21,3,7,6,9,12,7
MS4A4E,16,14,3,4,11,7
KRT18P42,0,0,1,0,0,0
LOC101927588,2,6,1,4,4,1
FER1L6,0,1,2,0,1,1
CDRT15L2,0,0,0,0,0,0
KRT16P3,11,13,7,13,18,6
MTCP1,88,114,48,54,52,50
RPL23AP6,2,0,0,0,0,0
LINC01347,14,21,6,23,9,10
RAD51AP2,5,6,3,4,3,2
RPL10AP7,0,1,0,2,0,2
LINC00612,2,2,0,1,0,0
APOC1P1,8,8,2,1,0,0
EVPLL,0,3,9,0,2,1
DCDC2C,0,2,0,0,0,0
LOC441204,6,4,3,2,5,2
SMTNL1,0,0,0,0,0,0
RPL5P31,0,0,0,0,0,0
TRIM64C,0,0,0,0,0,0
USP8P1,0,0,0,0,0,0
LINC00243,3,2,1,14,9,2
RPSAP55,4,2,0,0,1,3
PNMA6E,0,0,0,0,0,0
LINC01588,36,58,16,55,56,28
RPS15AP3,0,0,0,0,1,0
RPL23AP3,2,3,0,3,2,5
LOC105377213,0,0,0,0,0,0
RPS15AP35,0,0,0,0,0,0
HLA-F-AS1,12,4,8,0,2,5
RPL36AP52,0,1,0,0,1,2
SPATA31D1,0,0,0,0,0,0
KRT8P6,0,0,0,0,0,0
NPIPA8,8,27,37,0,3,17
ZSWIM7,265,259,201,211,205,189
GPR33,0,0,0,0,0,0
ARHGEF28,150,170,107,112,64,87
TBC1D26,0,3,0,0,0,0
LRRC69,146,249,99,128,106,145
CRPPA,45,53,41,45,48,47
NT5DC1P2,0,0,0,1,0,0
NPIPA7,122,162,33,138,51,75
GSG1L2,0,0,0,0,0,0
LOC152845,0,0,0,0,0,0
RPL7AP26,3,2,2,0,3,2
CCNB2P1,0,0,0,0,0,0
LOC107985075,0,1,1,0,1,5
ACSM4,0,0,0,0,0,1
RTL10,316,443,233,307,239,235
RPL24P7,0,2,0,1,3,2
COL28A1,13,70,14,9,27,2
PHB2,2902,3408,2385,2701,2638,2543
LOC100130357,15,11,7,27,5,15
TCP11X2,0,0,0,0,0,0
RPL13P12,8,11,13,10,4,9
GNL3LP1,17,7,5,16,7,11
DSTNP4,0,0,0,0,1,1
VENTXP2,1,2,2,7,0,0
CD27-AS1,331,468,229,290,286,221
NEURL4,477,466,294,424,362,266
GLULP6,0,0,0,0,0,0
GRID2IP,0,0,0,1,1,0
HLA-DPB1,0,0,0,0,0,0
HNRNPCP10,0,0,1,0,0,0
RPL21P2,0,1,1,0,0,0
ALOX12-AS1,66,67,46,70,51,47
LOC153684,28,20,18,29,10,13
BRD2,868,1165,696,1261,566,855
GTF3C6P1,0,0,0,0,0,0
KRT18P11,2,1,3,0,0,1
FAM74A1,0,0,0,0,0,0
CXorf49B,0,0,0,0,0,0
UBXN2B,429,434,353,451,251,400
CBWD6,114,116,50,109,70,101
C16orf90,0,0,0,0,0,0
LOC441666,21,17,8,7,4,19
PRSS41,0,0,0,0,0,0
KRT18P32,2,0,0,0,0,1
ABCD1P2,0,0,0,0,0,0
LOC652276,108,93,112,88,83,68
LINC00269,6,14,6,6,3,1
ATXN7L3P1,0,0,0,0,0,0
NLRP2B,0,0,0,0,0,0
IGLV8OR8-1,0,0,0,0,0,0
MSMP,2,0,0,1,1,0
GOLGA6B,3,0,0,0,0,0
FAM166B,0,0,1,1,1,0
GUSBP1,21,17,16,15,17,12
PEX26,893,878,785,893,794,814
BASP1-AS1,2,6,6,5,4,5
GRXCR1,0,0,0,0,0,0
TRBV24OR9-2,0,0,0,0,0,0
KRT18P60,0,0,0,0,0,0
C5orf49,2,3,0,1,3,2
UBE2QL1,0,0,0,0,1,2
NUTF2P5,0,0,0,0,0,0
LINC01020,0,0,0,0,0,0
RPL7P33,0,3,1,2,2,2
LINC02449,13,6,2,7,3,4
LINC02649,8,15,3,9,3,5
LOC100506688,19,28,5,6,12,6
FASTKD5,413,421,296,364,344,382
GOLGA8B,845,1022,341,1115,423,519
DHRS4-AS1,230,206,197,209,191,124
KCNU1,0,1,0,0,0,1
RPL10AP3,5,2,1,2,1,2
AKR1C7P,9,3,2,3,4,2
HOMEZ,171,187,115,136,188,126
GAGE10,0,0,1,0,0,0
RNF212B,0,0,0,0,0,0
RPS7P6,2,0,1,2,1,1
DDX3X,5134,5779,3831,5717,4074,4466
VPS16,569,686,463,525,444,413
LOC646506,0,0,0,0,0,0
RPL6P30,5,5,1,2,5,2
ASS1P10,0,0,0,0,1,1
HSPA1A,181,127,85,0,0,36
KRT18P23,0,1,1,0,0,0
ZNF705D,0,0,0,0,0,0
FAM90A24P,0,0,2,0,0,0
ZNF705B,0,0,0,0,0,0
TMED11P,0,0,1,0,0,0
ZNF705G,0,0,0,0,0,0
FAM66B,16,8,9,18,12,1
MYL5,159,205,122,149,122,114
DEFT1P,0,0,0,0,0,0
MIR99AHG,59,134,56,102,35,61
SCRT2,0,0,0,0,0,0
LL22NC01-81G9.3,5,14,6,0,7,3
MIR17HG,38,59,13,33,34,21
ZNF407,281,256,202,229,220,224
MCM3AP-AS1,21,12,9,22,12,15
DDX39B,414,531,352,625,200,386
NPEPL1,445,487,422,415,330,314
CTAGE12P,0,0,0,0,0,0
LOC100419570,0,0,0,0,0,0
RPS2P54,1,1,0,4,2,1
KRTAP10-4,0,0,0,0,0,0
KRTAP10-1,0,0,0,0,0,0
BCRP4,0,0,0,0,0,0
RPS8P3,0,0,0,0,0,0
AATBC,3,0,0,0,0,0
RPL17-C18orf32,297,332,210,286,189,169
SKOR2,0,0,0,0,0,0
SIAH3,0,1,1,2,1,0
LINC00548,9,30,11,9,11,10
FAM230B,0,0,0,0,0,0
LOC644669,9,10,6,4,2,4
IFIT1P1,0,2,0,1,0,0
RPS4XP4,0,0,0,0,0,0
LINC00243,0,0,0,1,1,0
EFCAB8,1,0,2,0,0,0
LINC00189,0,0,1,2,1,1
BCRP7,1,0,0,0,0,0
DEFB116,0,0,0,0,0,0
DEFB115,0,0,0,0,0,0
KRT18P3,0,1,1,0,3,0
ANKRD20A11P,0,0,0,0,0,0
TTTY5,0,0,0,0,0,0
GAB4,0,0,0,0,0,0
BCORP1,7,8,5,2,2,2
ASS1P6,1,0,0,0,0,0
C20orf202,0,0,0,0,0,0
TSPY24P,0,0,0,0,0,0
ZNF92P1Y,0,0,0,0,0,0
ZNF962P,2,1,0,0,0,3
KRT18P35,0,0,0,0,0,0
HMX1,0,0,0,0,0,0
GUSBP9,7,15,0,22,0,3
TRIM27,55,69,23,29,34,0
GCGR,4,6,1,18,10,12
RSC1A1,0,0,0,0,0,0
CELA2B,0,0,0,0,0,0
TMEM242,443,380,293,320,325,319
TMEM167B,762,773,596,672,590,718
TAF9BP2,0,0,0,0,0,0
ARHGAP27P1-BPTFP1-KPNA2P3,184,259,105,163,63,75
LRRC37A14P,1,0,1,1,0,0
FAM72D,86,41,54,43,31,62
TNFRSF25,342,338,151,259,182,112
SLC35E2A,66,55,38,73,36,51
LOC100131465,0,0,2,2,1,2
LOC100420880,0,0,0,0,0,0
LOC128136,0,0,0,0,0,0
KRT18P65,0,0,0,0,1,1
LINC01139,167,164,93,106,77,107
BTNL10,0,0,0,0,0,0
ZC3H11B,11,6,4,9,7,4
KRT18P12,1,4,0,0,2,0
QRSL1P1,0,0,0,0,0,0
FMO9P,7,1,1,0,0,3
LOC284685,0,1,0,0,0,3
LOC440700,1,0,1,0,4,0
TSTD1,33,17,17,7,8,16
MPTX1,0,0,0,0,0,0
RPTN,23,32,21,19,22,32
NBPF7,0,1,0,0,0,0
LINC01356,13,23,11,26,12,21
KRT18P57,0,0,0,0,0,0
LOC100129138,5,6,3,4,2,6
CAPNS1P1,0,0,0,0,0,0
LINC02337,0,0,0,2,0,0
CYB5RL,151,152,121,117,175,126
HSPA5P1,7,5,8,7,6,4
LOC441880,12,9,5,5,3,4
LACTBL1,0,0,0,0,0,0
CROCCP2,160,143,121,167,108,107
C1orf167,8,17,9,14,12,2
TTC34,0,0,0,0,0,0
MMP23A,0,0,0,0,0,2
ATAD3C,150,215,81,241,143,103
MIR942,0,0,0,0,0,0
MIR190B,0,0,0,0,0,0
MIR873,0,0,0,0,0,0
MIR892A,0,0,0,0,0,0
MIR921,0,0,0,0,0,0
MIR300,0,0,0,0,0,0
MIR297,0,0,0,0,0,0
MIR876,0,0,0,0,0,0
MIR933,0,0,0,0,0,0
MIR208B,0,0,0,0,0,0
MIR450B,0,0,0,0,0,0
MIR888,0,0,0,0,0,0
MIR874,0,0,0,0,0,0
MIR298,0,1,0,0,0,0
MIR938,0,0,0,0,0,0
MIR891A,0,0,0,0,0,0
MIR944,0,0,0,0,0,0
MIR934,0,0,0,0,0,0
MIR891B,0,0,0,0,0,0
MIR875,0,0,0,0,0,0
MIR890,0,0,0,0,0,0
MIR887,0,0,0,0,0,0
MIR892B,0,0,0,0,0,0
MIR889,0,0,0,0,0,0
MIR877,0,0,0,0,0,0
MIR885,0,0,0,0,0,0
MIR513C,0,0,0,0,0,0
MIR541,0,0,0,0,0,0
MIR8485,0,1,0,0,0,0
MIR920,0,0,0,0,0,0
FABP12P1,0,0,0,0,0,0
KRT19P2,0,0,0,0,0,0
LOC100422564,0,0,1,0,0,0
RPL37P15,0,0,0,0,1,0
RPL7AP36,1,0,0,1,0,4
RAET1M,0,0,0,0,0,0
RPSAP43,1,7,3,3,1,5
RPL21P69,0,4,4,1,4,1
IFI30,343,437,300,314,285,300
EEF1GP6,0,0,0,0,0,0
RPS18P10,3,1,1,0,0,1
IGSF23,8,3,13,5,7,3
RPL27AP7,1,2,0,1,0,0
LOC105378052,0,0,0,0,0,0
OR2W4P,0,0,0,0,0,0
RPL7P25,1,6,0,3,0,1
RPL7AP35,0,0,0,0,0,0
RPL31P27,1,0,1,0,0,1
GAGE12E,0,0,0,0,0,0
CIR1P3,0,0,0,0,0,0
MTND4P13,0,0,0,0,0,0
RPL21P68,6,9,2,1,2,6
RPL6P17,1,0,0,0,0,0
VN1R13P,0,0,0,0,0,0
LOC730101,136,180,130,173,169,177
R3HDM2P2,0,0,0,0,0,1
TUBB2BP1,0,14,6,5,5,3
ZNF736P10Y,0,0,0,0,0,0
MTCYBP36,0,0,0,0,0,0
RPL17P26,5,4,3,0,3,4
LY86-AS1,0,0,0,1,0,0
RPS2P55,4,3,0,0,2,0
LOC100506302,69,99,68,61,57,52
ZNF603P,2,0,0,2,0,0
RPL31P32,0,0,0,0,0,0
RPL15P9,2,1,2,1,0,2
FAM240C,0,0,0,0,0,0
CCDC7,22,19,10,9,15,10
RPL21P65,0,1,0,0,0,0
HSPD1P10,2,0,1,0,0,0
CYP2AC1P,0,0,0,0,0,0
RPL10P1,4,4,5,4,6,3
RPS18P8,1,1,0,1,1,3
MTCO3P31,0,0,0,0,0,0
LOC100421093,0,0,0,0,0,0
MTCO2P33,0,0,0,0,0,0
FNIP1,678,701,463,600,441,435
RPS10P13,8,4,1,1,3,1
LOC100129422,0,0,0,0,0,0
MTCO2P31,0,0,0,0,0,0
ANKRD18EP,0,0,0,2,0,0
MTHFD2P2,0,0,0,0,0,0
MTCYBP2,0,0,0,0,0,0
RPL21P63,0,1,0,0,0,2
TFGP1,0,1,0,0,0,0
GSTA12P,0,0,0,0,0,0
LOC100131041,0,0,0,0,0,0
SP9,0,1,0,5,2,1
RPL34P16,4,1,1,3,1,0
RPS10P1,3,3,3,0,5,3
LOC646674,0,0,0,0,0,0
OR2W2P,0,0,0,0,0,0
PRELID1P1,37,52,39,35,39,49
LOC100127917,0,1,1,0,0,0
AK4P5,0,0,0,0,0,0
RPL21P61,0,0,0,0,0,1
PSMC1P11,1,0,1,2,1,2
DDX18P3,0,1,0,0,0,1
SYCE3,0,0,0,0,0,0
LOC442225,0,0,0,0,0,0
HMGB1P17,0,1,0,0,0,0
LOC100422453,0,0,0,0,0,0
LOC100421091,0,0,0,0,0,0
LOC100419073,0,0,0,0,0,0
RPL37AP4,0,0,0,0,0,0
CKLF,264,274,161,231,192,217
RPL18AP4,0,0,0,1,2,3
H2BC16P,0,0,0,0,1,0
LOC100131471,13,10,2,8,9,14
RPS3AP24,2,2,0,1,0,0
SERPINB8P1,0,0,0,0,0,0
RPS10P3,1,1,1,1,0,0
CCT7P1,0,0,0,1,0,0
NDUFAB1P1,0,0,0,0,0,0
FEM1AP3,0,0,0,0,0,0
ASS1P9,0,0,0,0,0,0
LOC100288175,22,33,13,18,5,13
FAT1P1,0,0,0,0,0,0
HNRNPDP2,0,0,0,0,0,0
OR4F7P,0,1,0,1,0,0
KRT18P48,0,0,0,0,0,0
ZNF839P1,0,0,0,0,0,0
PAM16,327,340,301,280,302,284
KRT19P1,2,0,0,0,1,2
ZNF192P2,2,0,0,0,0,0
RBM38-AS1,0,0,0,0,0,0
THAP12P5,0,0,0,0,0,0
RPL31P33,0,0,0,0,0,0
ADAMTS7P4,25,25,24,18,14,14
DNAJA1P4,1,0,0,0,0,0
LOC100132242,0,0,0,0,0,0
KIRREL3-AS3,0,0,0,1,0,0
KRT18P22,0,0,0,0,1,0
KRT8P43,16,19,4,25,22,19
HLFP1,0,0,0,0,0,0
RPS27AP11,9,6,0,4,11,3
RPL19P9,2,4,11,1,3,3
RPS4XP7,0,1,0,0,1,1
H2AC9P,0,0,0,0,0,0
CDC14C,0,0,0,0,0,0
TENM3,1823,2052,1444,2277,1509,1676
RPS3AP23,0,0,0,0,0,0
LINC01644,0,0,0,0,0,0
RAET1K,9,8,4,19,7,16
SUMO2P13,0,0,0,0,1,0
LOC100533723,0,0,0,0,0,0
LOC100130449,0,0,1,3,0,1
NDUFS5P1,0,0,0,0,0,0
RPL27AP6,49,50,50,57,47,35
HNRNPA1P19,0,0,0,0,0,0
RPS25P7,1,0,1,2,1,1
RPL6P18,0,0,0,0,0,0
FCF1P10,0,0,0,0,0,0
LINC00339,174,223,110,126,111,147
LOC100128610,0,0,0,0,0,0
OR4K12P,0,0,0,0,0,0
LOC100129844,1,0,0,0,0,0
LOC100420839,2,6,1,1,0,2
RPL7P28,0,0,0,0,0,0
RPL5P20,0,0,0,0,0,0
RPL5P21,0,0,0,0,0,0
RPL12P23,0,0,0,0,0,0
KRT18P44,0,0,0,0,0,0
CEBPZOS,511,496,366,428,408,457
RPL18AP8,0,2,1,1,1,0
LOC100133102,0,0,0,0,0,1
LOC100422587,0,0,0,0,0,0
TDRD15,0,0,0,0,0,0
PAPOLB,0,1,0,0,1,0
FAM138C,6,0,0,0,3,4
LOC100421246,0,0,0,1,0,0
SLC25A6P6,0,0,0,0,0,0
RPS12P13,0,1,0,0,0,0
ZNF579,213,228,177,222,164,166
SUMO2P12,0,0,0,0,0,0
TUBB8P2,0,0,0,0,0,0
CCNG1P1,0,0,0,0,0,0
RPS15AP19,0,0,1,0,0,0
CELA3B,0,0,0,0,4,0
SOD1P1,0,0,0,0,0,0
MTND4LP19,0,0,0,0,0,0
HNRNPA3P12,0,1,0,0,2,0
RPL21P19,0,3,1,0,3,1
RPL23AP48,1,0,0,1,0,0
TYMSP1,0,0,0,0,0,0
RPS4XP8,0,4,0,0,2,0
CACYBPP3,0,0,0,0,0,0
RNASEK,1445,1701,1117,1276,1162,1148
AMZ2P2,0,0,0,0,0,0
NPM1P38,0,1,0,2,0,0
MRPL42P3,0,0,0,0,0,0
RPL31P52,1,1,0,0,1,0
RPSAP72,0,0,0,0,0,0
LOC100420052,0,0,0,0,0,0
HSPA8P15,4,1,2,4,2,1
LOC100420214,0,0,0,0,0,0
MBL3P,0,0,0,0,0,0
CATSPERZ,0,0,5,7,3,4
TAFA5,0,0,3,2,0,2
LOC101928254,10,6,9,15,14,18
RPL23P8,0,1,0,1,5,2
RPSAP42,1,1,0,0,0,2
RPS2P29,0,4,1,1,2,1
NBPF1,560,660,495,677,387,487
LOC105378242,0,0,0,0,0,0
LOC100652960,0,0,0,0,0,0
UMAD1,304,311,172,235,193,231
