gene_name,WT_-LV_1,WT_-LV_2,WT_-LV_3,WT_+LV_1,WT_+LV_2,WT_+LV_3,ZEB1_+/-_-LV_1,ZEB1_+/-_-LV_2,ZEB1_+/-_-LV_3,ZEB1_+/-_+LV_1,ZEB1_+/-_+LV_2,ZEB1_+/-_+LV_3
ABCG4,60,56,58,26,26,23,112,77,56,61,86,25
CDY1B,0,0,0,0,0,0,0,0,0,0,0,0
GNB2,5255,5093,3786,3621,4556,4373,5549,7051,5159,7109,7316,3020
CFAP53,17,27,23,7,13,7,18,27,32,26,31,9
OR5B12,0,0,0,0,0,0,0,0,0,0,0,0
OR5B2,0,0,0,0,0,0,0,0,0,0,0,0
MCRIP2,177,192,146,73,195,164,158,229,189,243,198,101
PDZD3,4,0,1,0,2,0,0,0,2,0,0,0
C2CD2L,551,470,402,272,612,537,410,621,373,838,508,243
OR9I1,0,0,0,0,0,0,0,0,0,0,0,0
ARNT2,1032,1109,851,559,561,776,874,565,895,1436,1034,557
GNG12,2665,3325,2251,1971,2621,3014,2311,3010,2576,4193,4908,1993
PRSS27,103,54,75,26,41,40,98,126,92,120,118,53
MYOZ2,0,2,0,0,0,0,0,0,0,0,0,0
SYNPO2,51,37,36,37,22,36,76,36,65,134,80,53
DNAJB7,4,14,7,4,4,3,7,9,9,11,11,8
CLP1,479,509,413,277,463,473,435,545,381,734,748,283
INSL5,0,0,0,0,0,1,0,0,0,0,0,0
EFCAB3,24,17,20,11,17,15,18,29,25,33,24,21
TTC36,2,3,3,5,0,5,0,4,1,2,2,0
RSPH9,5,16,14,3,9,12,31,15,16,16,17,9
COPS9,433,568,345,230,400,478,388,520,410,639,879,300
GTPBP2,1923,1860,1357,943,1164,1246,1931,2639,1747,2892,2017,1038
FGGY,69,45,47,34,23,28,110,135,68,80,93,33
IL17D,23,21,22,28,54,32,11,13,18,46,36,16
OR5AR1,0,0,0,0,0,0,0,0,0,0,0,0
PRSS30P,22,22,14,14,6,6,25,71,18,4,47,1
FUT9,215,271,213,132,64,112,164,232,260,282,237,65
OR5AP2,0,0,0,0,0,0,0,0,0,0,0,0
TCEAL1,324,309,182,151,228,206,354,433,292,436,337,159
ZNF24,2834,3262,2210,1456,1934,2013,2486,3081,2413,3483,4197,1843
HSFY1,0,1,0,1,1,0,0,0,1,0,1,0
MANEA,559,992,551,459,399,626,739,883,945,858,1516,459
RAB40A,29,35,30,16,15,14,26,45,34,42,20,18
MAB21L4,1,3,2,1,1,1,6,4,3,3,0,1
AGXT,10,10,11,11,8,11,8,16,15,14,13,10
OR8J1,0,0,0,0,0,0,0,0,0,0,0,0
AFF1,2409,2270,2325,1123,1136,1744,2814,4196,2848,2971,3493,1238
ACOT12,0,0,0,0,0,0,0,0,0,0,0,0
FIBP,2045,1973,1593,1008,1426,1361,2111,2652,1902,2419,2407,922
CARNS1,1,1,10,0,1,1,3,0,0,0,5,0
OR10H5,0,0,0,0,0,0,0,0,0,0,0,0
BANP,478,376,300,238,237,359,441,492,447,586,513,158
PPP1CA,5922,6205,4325,3552,5595,5220,5247,6773,5385,7886,7499,3018
HCFC1,7888,7899,6425,5144,8439,7583,6715,8536,6162,11564,10527,4582
FAM170B,0,0,0,0,0,0,0,0,0,0,0,0
CTSW,2,4,6,0,5,11,7,12,4,4,7,0
NIPAL4,213,166,141,123,425,533,133,185,135,296,253,67
MUCL1,0,0,0,0,0,0,0,0,0,0,0,0
SNTG2,0,0,0,0,1,1,7,0,0,4,9,0
FNDC9,0,0,0,0,0,0,0,0,0,0,0,0
PDE3A,3,0,3,9,4,0,10,2,3,12,3,3
RASGRP1,77,96,77,20,50,66,135,135,84,98,106,39
KLHL6,44,47,46,17,34,39,51,46,43,59,68,19
CHCHD1,894,1169,744,487,713,763,813,1060,947,1276,1712,930
MRPL52,953,945,758,554,1046,1092,876,1253,949,1649,775,590
SMPDL3A,162,230,119,80,83,166,72,112,101,201,199,126
RND1,22,28,22,15,24,29,41,37,22,32,30,11
RAD9A,471,507,435,241,309,313,485,684,489,566,702,253
EFEMP2,1568,1747,1035,957,1165,1346,2210,2662,1776,2555,1644,891
OR10AD1,0,0,1,0,0,0,0,1,0,0,0,0
AGAP5,247,158,216,121,160,133,179,186,208,297,269,243
WASHC2C,1868,1927,1381,1026,1673,1541,2278,2742,2033,2604,2911,1791
TMEM134,286,263,245,173,162,174,427,569,402,348,414,198
ZMAT3,1735,2098,1452,871,1303,1046,2415,2296,2132,1688,3411,1099
ZFAND4,237,360,220,174,165,258,217,290,225,343,381,266
THEMIS,0,0,0,0,1,0,1,0,0,1,1,2
MOS,0,0,0,0,0,0,0,0,0,0,0,0
ZNF738,7,4,22,5,14,13,15,14,16,6,22,3
MS4A10,7,18,10,2,17,12,10,17,17,10,12,5
SLFN11,4958,4870,3506,1957,3074,3435,5919,7615,5772,7100,6969,2853
FAM71D,12,13,12,1,2,5,22,44,22,14,8,12
CCL19,0,0,0,0,0,0,0,0,0,0,0,0
CORO1B,2141,1907,1372,1016,1255,1089,2995,3388,2489,2384,2588,973
FUT10,417,622,560,216,410,363,618,673,515,796,686,236
LRRC20,735,720,537,300,451,459,935,1028,791,988,1031,565
MUS81,873,703,618,412,592,645,699,1008,571,1212,838,365
PURG,79,125,91,62,38,76,91,188,102,113,162,68
TMEM217,30,40,17,15,10,26,11,41,31,69,51,30
OR4D9,0,0,0,0,0,0,0,0,0,0,0,0
ZNF596,83,53,66,39,26,30,72,82,94,85,100,21
COL6A5,0,0,0,4,1,3,0,0,0,0,0,0
CFL1,15314,17473,12314,9001,16359,14602,16254,20837,14533,24452,24412,9940
TMCC1,651,559,460,326,399,434,718,834,691,767,725,340
NAA16,229,332,227,190,230,229,191,244,262,432,439,191
OR5B3,0,0,0,0,0,0,0,0,0,0,0,0
EFCAB12,42,46,28,22,17,44,60,78,43,49,63,16
OR10W1,0,0,0,0,0,0,0,0,0,0,0,0
PSME3IP1,2031,2116,1767,984,1326,1540,2835,3866,2596,3038,2918,1192
RAB43,185,141,127,133,133,65,78,167,212,226,63,134
FADS6,4,24,10,9,15,5,23,14,20,20,16,8
CBWD1,1192,1376,995,669,751,1090,1025,1589,1356,1661,1789,662
HOXC5,53,49,33,48,47,27,38,59,39,68,40,29
RAB37,5,7,4,1,2,3,6,7,2,2,1,2
DCP2,3381,4570,3309,1825,1885,2797,3701,5062,4112,5237,6981,2050
SNX32,38,46,25,1,47,47,40,57,34,44,46,31
RPL38,10335,11992,9282,4650,8388,9443,9625,12328,9441,15253,15218,6459
CYP7B1,170,235,160,67,165,163,149,201,184,313,231,115
OVOL1,0,0,0,0,0,0,0,1,0,0,0,0
RARG,1619,1858,1457,962,1265,1291,1630,2182,1397,2442,1830,862
CES4A,2,2,10,5,1,5,15,13,3,8,6,8
CES3,176,72,110,34,65,18,477,723,411,49,416,70
SSH3,655,655,439,175,171,257,1037,920,624,757,563,374
CES2,1919,1794,1580,1072,1250,1318,2204,2585,1964,2596,2636,1174
PDP2,1478,1135,935,563,760,835,1535,1758,1253,2262,1679,652
SP3,2517,2862,2181,1557,1748,2113,2360,3871,2967,3831,3646,1529
KRT2,0,0,0,0,0,0,0,0,0,0,0,0
DMXL1,2346,2186,2277,1098,1032,1724,2636,3815,3323,3623,3638,1537
METAP1D,439,489,436,314,337,501,258,457,375,705,802,226
ZNF621,1030,1277,1087,630,528,698,922,1387,1068,1643,1583,643
EGFL7,642,570,604,246,393,380,487,546,376,545,385,254
NADSYN1,1177,1317,974,727,1211,860,1075,1367,989,1640,1831,721
DHCR7,5623,7325,4261,2372,3010,3812,4800,7206,4903,10689,8408,3167
ACTE1P,4,16,5,15,9,16,21,3,9,15,9,7
LVRN,6,11,7,3,1,4,1,10,11,6,7,16
NBEA,196,239,192,139,75,148,307,388,311,307,422,145
RNASEH2C,1552,2006,1466,1111,1138,1490,2069,2531,1881,3093,2601,1145
MYEOV,15,50,21,6,28,13,21,38,20,47,41,10
ANKRD13D,590,556,498,327,480,482,512,740,463,753,632,255
MRGPRF,0,0,0,0,0,0,1,0,0,2,0,0
MYD88,14,18,19,9,6,4,16,22,13,15,8,11
MRGPRD,0,0,0,0,0,0,0,0,0,0,0,0
OXSR1,886,1152,790,531,701,892,874,1147,1013,1603,1657,657
SLC22A13,0,0,0,0,0,0,0,2,0,1,1,3
PHF8,1996,2175,1561,1068,2000,2021,2084,2888,2052,3344,2663,1166
LCLAT1,662,882,669,419,473,636,722,1001,714,1134,1146,479
ADH6,0,0,0,0,0,0,0,0,0,0,0,0
MIR4435-2HG,982,888,654,452,730,924,593,862,557,1245,1069,493
XKR3,2,0,1,0,0,5,0,0,1,0,1,1
FRG2C,1,0,0,0,0,0,0,0,0,1,2,0
KAT5,1207,1245,855,490,816,832,1112,1591,1277,1586,1966,613
SH3RF3,502,695,480,261,548,524,760,920,689,1093,793,287
GXYLT2,417,534,345,161,107,217,825,719,596,668,908,203
HPSE2,0,0,0,0,0,0,0,0,0,2,0,0
DCAKD,1031,1074,794,480,394,708,1091,1340,1035,1247,1573,520
ARPP21,0,0,0,0,0,0,0,0,0,1,0,0
TADA2B,1194,1181,879,692,1229,1102,1151,1411,1164,1672,1454,661
CCDC96,46,42,23,27,42,29,32,50,42,48,72,37
GRK2,2691,2514,2110,1326,2920,2559,2142,2915,2250,3192,2906,1144
RELA,2022,2043,1521,1156,1914,1737,1825,2448,1649,2803,2536,1121
EVC2,0,0,0,0,0,0,0,2,0,0,0,0
ZNF680,220,358,198,150,216,224,375,329,346,379,372,192
HECTD4,2921,3404,2969,1468,2030,2232,3869,4980,3687,4139,4531,1632
FAM222B,921,874,704,438,830,756,940,1181,879,1354,1271,472
BNC2,346,506,256,202,322,395,312,512,393,718,589,218
DELEC1,16,13,18,7,11,7,10,11,12,14,33,8
RXFP4,0,0,0,0,0,0,0,0,0,0,0,0
HPSE,570,596,563,130,117,384,517,715,763,854,599,297
COQ2,631,828,518,358,257,511,746,1081,855,859,1130,399
CCDC63,0,0,0,0,1,3,5,10,5,2,1,2
HSPA6,14,9,15,12,20,17,5,3,4,40,35,3
TRMT112,3151,3631,2587,1518,2748,2790,3628,4756,3561,4246,5314,1785
LRRN3,0,0,0,0,0,0,0,0,0,0,0,0
KDM2A,5039,5704,4253,2708,3797,4488,4696,6914,4867,7797,5709,3159
ACSM6,1,1,2,1,0,0,0,2,1,0,1,0
ADCK5,72,74,69,29,39,31,100,176,102,92,135,59
MRPL57,573,579,436,303,442,482,461,599,512,781,753,347
NOC3L,1168,1438,1063,759,1221,1807,1130,1444,1333,2076,2725,1206
ESRRA,592,589,450,333,664,624,436,608,487,918,802,354
RHOD,0,0,0,0,0,0,0,0,0,1,0,0
ADAMTS20,0,0,0,0,0,0,0,0,0,0,0,0
COMMD1,785,954,658,300,650,826,1270,1513,1135,1246,1634,558
RAPH1,1823,1833,1493,927,1449,1570,1612,2313,1770,3151,1955,1208
MTX1,2138,2077,1701,1302,2101,2122,1646,2371,1797,3175,3193,1108
ADCY5,12,4,5,1,5,11,6,14,18,15,17,9
PARP14,1750,2130,1676,1263,849,1274,2476,3033,2389,3206,3220,1978
CYSLTR1,124,177,163,75,58,128,137,172,172,201,236,116
PARP15,35,40,42,32,18,21,24,27,43,39,72,28
CKS1B,4833,4988,4126,2091,3388,3898,4324,6070,4561,6396,6055,2535
ABCD2,40,68,45,40,25,31,79,69,56,62,75,36
AHSA2P,456,579,473,268,284,402,400,522,418,683,719,407
ABLIM3,153,193,150,86,94,68,257,217,89,147,207,104
MAB21L3,28,36,35,19,18,28,27,44,62,61,53,23
TUBB8B,53,61,54,4,9,14,23,25,7,26,12,37
MFSD4B,418,449,367,211,262,313,426,496,405,543,568,258
VANGL1,713,766,504,322,424,493,755,1065,712,1027,920,358
GLRX,2365,2611,1631,682,2282,2238,1924,2652,1823,3356,2581,1191
IQCB1,890,1038,833,433,914,872,724,1080,777,1569,1278,632
SYT12,427,215,164,53,96,143,232,307,252,480,133,150
GOLGB1,4882,5409,4086,1915,2466,3132,5386,7620,5727,6979,5883,2872
C11orf86,0,0,0,0,0,0,0,0,0,0,0,0
LIPM,0,0,0,0,0,0,0,0,0,0,0,0
GPR151,0,0,0,0,0,0,0,0,0,0,0,0
DMRT2,0,0,0,0,0,0,0,0,0,0,0,0
ZNF483,446,460,416,179,242,259,250,318,306,531,420,236
PLAC8L1,7,10,5,4,18,6,5,4,5,7,2,2
SLC2A14,0,4,0,3,3,2,7,17,7,0,15,0
GPR137,1049,942,905,544,697,643,1062,1306,927,1315,1254,640
SNCG,40,18,20,21,42,10,15,22,6,15,26,8
MMRN2,25,67,54,5,7,4,52,60,25,6,27,41
MZT2A,1524,1637,1155,779,1234,1180,1809,2102,1413,1952,1996,815
TNKS,2755,2903,2574,1267,1998,1917,3320,4347,3238,3984,4214,1764
ZNF449,471,605,476,330,299,407,276,393,347,295,493,154
ZBTB21,987,929,954,316,684,799,667,1027,730,1381,870,436
PPP1R3B,546,561,443,276,285,365,685,847,593,699,759,305
OR10K1,0,0,0,0,0,0,0,0,0,0,0,0
FAM86B3P,192,128,112,51,59,104,77,137,81,150,167,59
GPR148,0,0,0,0,0,0,0,0,0,0,0,0
STOX2,1033,857,589,347,234,455,1023,1780,1123,1435,868,434
MAP3K11,2262,2240,1671,1237,1891,1781,1962,2684,1802,2680,2902,1321
TRIB1,143,115,125,56,254,173,143,250,112,233,187,88
CST9,0,0,0,0,0,0,0,0,0,0,0,0
KCNK7,2,2,2,6,4,3,11,3,2,3,6,2
SFT2D3,154,232,127,118,77,91,167,182,172,268,254,133
RBMY2MP,0,0,0,0,0,0,0,0,0,0,0,0
C1QB,0,0,0,0,0,0,0,0,0,0,0,0
C1QA,0,0,0,0,0,0,0,0,0,0,0,0
NDNF,68,112,63,75,22,58,103,135,122,128,214,49
IQCF1,3,1,0,0,0,0,1,0,0,2,1,0
OLR1,24,46,44,8,34,28,635,353,270,23,44,65
GLIPR1L1,0,0,0,0,0,0,0,1,1,0,0,0
DAG1,3259,3823,2598,2065,2437,2464,5670,6680,4574,5160,4777,2108
INSM1,12,7,24,10,5,9,13,9,10,17,25,14
DAB1,0,0,0,0,2,0,0,0,0,25,0,2
ARV1,173,261,190,137,106,155,150,233,207,284,319,102
NAA20,1784,2028,1456,959,1626,2081,1513,2011,1595,1326,3390,1096
IHO1,10,3,7,0,1,2,6,14,6,4,13,7
RNASE8,0,0,0,0,0,0,0,0,0,0,0,0
SAA1,0,0,0,0,0,0,0,0,0,0,0,0
MICOS10,779,1186,749,499,772,919,791,1056,862,1366,1735,638
EHBP1L1,3265,3060,2389,1985,2934,2759,2605,3081,1986,3627,2892,1692
THAP2,77,153,107,90,55,75,69,154,139,165,201,120
TMEM196,0,0,0,0,0,0,0,0,0,0,0,0
RNF26,3195,3073,2741,1842,2253,2182,2847,3606,2581,4525,3753,1884
PPP1R14B,3103,3457,2428,1963,3843,3937,2247,3352,2671,5060,4914,1656
RNASE11,0,0,0,0,0,0,0,0,0,0,0,0
ZNRD2,723,670,522,437,759,756,415,636,412,923,822,342
AGR3,0,0,0,0,0,1,0,0,0,0,0,0
SMARCC1,3865,4358,3792,2049,3399,3761,3473,4973,4064,6675,6602,2399
ZNF417,170,253,257,176,106,126,161,260,213,374,287,160
PTPRM,1650,1854,1275,769,1584,1501,2736,3415,2659,3176,3359,1059
FKBP2,848,861,621,453,638,573,909,1444,1012,1139,1120,446
VEGFB,1519,1760,1310,852,830,1087,2180,2544,1857,2444,1785,981
PEAK1,2142,2119,1728,1080,1200,1731,1952,2933,1944,3255,2984,1540
TNFRSF10D,1149,1128,952,616,844,1202,1016,1182,1066,1168,1620,563
MST1,25,20,14,9,4,4,25,42,39,32,43,8
TNFRSF10C,149,345,144,86,58,202,396,525,357,158,344,47
GMPPB,600,622,418,274,477,437,662,1074,870,895,911,318
MOB1B,797,910,798,507,389,641,660,1083,872,1139,1388,438
ZNF622,1104,1030,813,737,1430,880,774,1240,912,1540,1295,515
CSPG4,6,12,33,55,29,5,5,9,1,9,23,12
SNX33,1155,1048,790,621,1153,849,1056,1531,947,1714,1228,627
FAM166C,0,0,0,0,0,0,0,0,0,0,0,0
NABP1,543,629,394,230,499,585,456,598,438,820,688,289
ADGRF3,1,4,1,0,14,13,0,2,2,3,5,13
NLRP13,0,0,0,0,0,0,0,0,0,0,0,0
CHD2,3561,3688,3020,1273,2263,1927,3593,5017,3882,4867,3085,2163
XCR1,0,0,0,0,0,0,0,0,0,1,0,0
CCDC106,739,819,570,365,376,448,1089,1135,862,1040,1000,480
CCR9,0,0,0,0,0,0,0,0,0,0,0,0
CEP83,355,427,374,229,216,462,258,407,369,547,664,233
SULT1B1,190,297,270,237,68,137,180,214,230,227,476,238
NUDT4,1146,1274,911,696,721,1080,1021,1596,1151,1457,1869,833
PC,740,1051,485,474,675,850,1024,1388,853,1525,1320,467
UGT2A1,3,0,1,1,0,0,1,1,1,2,0,0
SCAI,771,945,908,549,435,708,574,817,631,1127,1018,562
GPRC6A,0,0,0,0,0,0,0,0,0,0,0,0
NMNAT1,244,214,202,90,96,116,208,327,246,287,279,118
LRFN4,602,671,610,513,665,689,657,937,612,874,862,370
TRAPPC3L,5,2,8,3,5,6,4,9,5,7,17,2
APOBEC4,0,0,0,0,0,0,0,0,0,0,0,0
SLC19A1,984,1290,1431,788,1719,2093,811,1263,874,2106,1883,717
HSPB7,3,3,0,0,0,0,0,0,1,0,0,2
RCE1,633,640,535,407,710,639,506,719,551,912,880,336
UQCRH,4962,6387,4235,2832,4537,4743,5157,6530,4736,7588,8809,3610
TAS1R1,0,0,2,0,2,0,0,2,2,0,2,0
HES3,0,0,0,0,0,0,0,0,0,0,0,0
EIF1AX,1412,1680,1253,1156,1089,1785,909,1332,1349,2346,2523,942
SPDYE2B,3,0,4,0,2,4,0,2,6,0,0,0
OR1L1,0,0,0,0,0,0,0,0,0,0,0,0
BCLAF3,242,264,253,136,135,174,234,371,334,333,369,148
PSMD1,3546,4796,3510,2216,3108,3766,3198,4450,3557,5873,6923,2442
ADGRG2,118,152,116,20,35,40,53,28,73,193,80,70
SPATA3,0,0,0,0,0,0,0,0,0,0,0,0
MUC13,1,0,1,0,0,0,0,0,0,0,1,1
SUSD5,270,355,195,226,333,425,221,320,411,468,408,202
HEG1,3203,3411,2210,1631,3971,3027,2244,2038,2348,6108,3841,2865
WFIKKN2,0,0,0,0,0,1,0,1,0,1,0,0
C11orf80,381,395,345,132,115,152,542,755,530,343,306,165
TOMM20,5538,5568,4888,2426,4552,5160,5860,7483,5752,8165,9517,3223
C1orf100,0,0,0,0,0,0,0,0,0,0,0,0
AGFG1,781,1110,723,517,597,897,858,995,928,1460,1695,576
STAT5B,1365,1310,1265,704,871,1260,1336,1601,1063,1628,1668,757
CD7,0,0,0,0,0,0,1,0,1,0,0,0
TOPAZ1,0,0,0,0,0,0,0,0,0,0,0,0
CNP,3923,4389,2920,2766,3765,3555,4492,5333,3813,5722,5805,2392
JUP,2060,2100,1842,287,794,522,2914,4043,2631,2457,2209,1014
HAP1,163,145,114,58,152,79,86,96,88,246,109,84
TDRD12,44,52,47,9,17,25,28,28,39,57,50,26
CCDC13-AS1,0,0,0,0,0,0,0,0,1,0,0,0
EIF1,9439,9591,8063,3506,5893,7108,7689,11675,9737,13629,11208,5121
ENDOV,291,261,209,140,163,161,221,293,289,230,280,103
RNF213,8090,9452,6214,4542,4586,4645,12454,14894,11437,9534,12517,4797
TIGD3,76,72,49,49,37,47,50,97,61,70,67,28
KCNH6,2,2,4,0,1,1,6,9,6,0,9,4
MARCHF10,7,10,9,2,7,0,25,16,11,13,6,2
PLK3,173,90,83,68,218,113,57,86,63,139,98,54
NET1,3470,4062,3110,1861,2891,3109,5603,7472,4522,4023,4885,1520
DPY19L1,1898,2234,1710,842,1033,1594,1841,3088,1731,3340,2897,1156
FLJ20712,0,0,0,0,0,0,0,0,0,0,0,0
DET1,61,51,18,0,63,41,18,0,44,77,108,0
PHOSPHO1,14,11,12,17,4,8,19,32,10,15,46,7
ZNF791,643,828,697,355,575,508,809,1289,732,1324,1214,568
PHC3,1179,1166,912,737,761,886,1429,2118,1218,1890,1872,850
GPR160,128,241,119,61,71,57,82,138,143,154,161,83
CBX2,1341,1244,1124,1333,1444,1250,1160,1203,1048,1819,1943,742
SPTBN2,2910,2333,2252,591,1707,1668,1276,1670,1309,2563,2950,966
GOLIM4,2918,3511,2655,1594,2750,2422,2577,3345,2711,4523,3626,1969
KRT28,0,0,0,0,0,0,0,0,0,0,0,0
RBM4B,864,803,630,449,672,649,680,983,749,1124,941,466
ATP5MD,1343,2149,1407,1077,928,1417,1496,1882,1790,2237,3710,2127
HOXB2,167,207,209,115,152,120,180,473,152,238,238,55
C1QTNF1,53,34,36,15,11,31,13,6,14,27,22,26
MARCHF3,80,145,66,98,142,131,116,175,99,181,206,58
SWSAP1,106,125,97,67,90,93,101,150,97,154,173,63
SLCO4C1,288,635,354,383,63,128,494,888,530,652,292,174
RBM4,2742,3070,2371,1493,2577,2766,2386,3253,2758,4263,4027,1666
PIFO,6,7,2,2,0,0,0,11,1,4,2,2
XXYLT1,972,1070,812,537,577,858,914,1222,926,1295,1670,595
UBXN2A,937,1113,934,547,630,900,924,1165,1080,1417,1406,722
RAX2,6,9,7,3,9,5,17,9,10,13,5,8
LRRC63,1,1,3,4,2,2,6,4,2,6,12,6
TCAP,11,7,17,11,22,9,11,9,11,12,16,9
CCS,231,309,206,174,210,204,416,434,326,411,282,131
NRROS,2,0,6,1,1,2,0,2,6,0,2,0
CEP19,195,222,199,176,108,173,232,315,270,326,329,138
KLHL15,423,767,567,335,290,437,586,741,573,830,918,367
FBXO45,1006,1297,1030,657,703,1058,722,1050,901,1478,1773,777
CBY2,2,0,6,0,0,0,10,14,8,0,1,1
TENT5D,0,0,0,0,0,0,0,0,0,0,0,0
GNG5,1469,1943,1352,1347,1299,1499,1481,1760,1599,2158,3687,1308
SLC25A30,261,393,284,129,283,196,528,505,453,532,472,148
C9orf131,0,0,0,0,4,0,3,0,1,0,0,0
CD34,66,12,17,8,5,12,10,18,20,10,22,4
CTSF,0,0,0,0,0,0,0,0,0,0,0,0
MSRB3,1729,1543,1171,711,667,1154,1171,1571,1107,2544,2160,951
LEMD3,755,1198,860,443,702,762,821,1083,1081,1206,1591,638
C16orf91,271,314,213,145,173,243,215,324,227,404,374,174
TLR10,12,11,4,0,8,6,7,6,4,7,9,7
TLR1,40,42,25,20,4,17,27,44,38,48,71,26
TLR6,162,181,137,56,34,98,184,237,180,187,176,76
FAM174A,287,277,202,157,197,213,261,389,277,383,402,172
RGMB,754,717,536,398,783,697,709,1135,822,1325,638,322
FAM53A,55,64,68,42,37,42,66,100,90,97,108,71
NWD2,0,0,0,0,1,0,0,0,0,2,1,0
CYB561D1,124,165,113,64,113,89,125,147,108,148,137,77
GSTA3,1,0,0,0,0,0,0,0,0,0,0,0
ZDHHC24,459,536,360,289,421,299,568,634,556,732,741,303
LOC105370792,0,2,0,0,3,2,1,2,1,1,2,0
TRMT10C,565,866,534,467,529,736,529,615,612,1058,1214,563
SELP,0,0,0,0,0,0,0,0,0,0,0,0
CTU2,119,191,140,131,253,266,142,212,185,338,346,86
MGA,1722,2009,1464,1029,1629,1712,1609,2244,1769,2593,2771,1244
C12orf66,163,189,198,77,134,147,134,204,174,370,359,102
ARL13A,0,0,0,0,0,0,0,0,0,1,0,0
SNX31,1,1,2,3,1,1,3,4,2,2,2,0
PIGG,992,1300,779,612,940,953,1026,1226,1038,1650,1990,746
PRPF8,34290,35100,26044,17142,32676,29463,30789,41111,29687,48588,50527,18436
ADCY6,1936,1819,1338,1079,1364,1324,2133,2523,1624,3011,2423,1099
REP15,27,21,19,10,11,20,12,19,13,27,10,10
PITPNA,2976,2896,2326,1323,2833,2811,2827,3784,2595,4245,4116,1666
DDX23,4075,4094,3124,2055,4233,3927,3523,4511,3066,6149,5281,2288
ZNF80,15,10,8,18,16,8,5,11,3,9,6,3
ZNHIT2,144,138,111,87,136,172,150,190,179,272,223,70
EVX2,5,3,7,3,1,5,2,9,6,8,9,1
ZBTB4,1787,1861,1302,834,888,1142,2156,2475,1779,2398,1780,1134
TNK1,0,0,0,0,0,0,0,1,0,0,0,0
ZHX3,1381,1643,1122,627,1048,1182,1493,2147,1593,2170,2009,880
PHLDA3,1185,945,803,549,717,566,827,1041,889,711,1627,562
SLC16A11,0,0,1,0,0,0,0,0,0,0,0,0
SLC16A13,279,226,206,169,119,85,336,359,272,337,307,141
GLIS1,0,0,1,0,70,2,0,1,3,8,1,10
OR2Y1,0,0,0,0,0,0,0,0,0,0,0,0
CHRNA9,0,0,4,2,35,0,0,0,0,3,1,1
PODN,3,1,3,0,2,4,2,0,0,2,1,0
TRIM74,1267,1564,1106,639,846,860,1206,1570,1090,1838,1367,683
SLC6A19,0,0,0,0,0,0,0,1,0,0,0,0
SNHG11,235,163,98,74,98,87,207,243,179,246,198,85
C11orf45,210,273,184,55,73,127,191,303,136,107,149,108
EXO1,1781,2007,1571,1025,1620,1669,1788,2477,1751,2785,3052,1295
RALGAPA1,1278,2089,1705,923,1083,1441,1426,2225,1730,2320,1457,1174
LIG4,1113,1739,1255,1150,999,1609,1300,1714,1753,2223,3420,1125
MIR1-1HG,0,3,0,5,0,0,0,0,0,2,2,1
TRHR,0,0,0,0,0,0,0,0,0,0,0,0
RPL35P9,0,0,0,0,0,0,0,0,0,0,0,0
GTF2IRD2B,175,313,229,150,54,125,291,378,218,327,422,76
ABRA,0,0,0,0,0,1,1,0,3,0,1,0
ATP2A2,13424,15486,11279,8279,10673,12729,11849,16892,13107,21641,19030,7620
ZWILCH,998,1194,1113,488,421,754,1216,1799,1429,1656,1702,652
RPL4,45541,47412,36963,21346,38049,39037,47574,60985,47640,64134,63803,26898
SNAPC5,574,553,365,275,472,436,500,685,470,803,894,394
STARD6,1,7,3,2,1,1,6,2,7,1,3,0
GOLGA6L2,0,0,0,0,0,0,0,0,1,0,0,0
VWC2L,0,0,0,0,0,0,0,0,0,1,0,0
C12orf76,369,330,351,169,206,210,325,358,284,395,390,202
ZCCHC12,47,54,47,23,12,9,54,153,61,47,39,25
CNTNAP2,80,19,37,9,3,9,12,42,104,71,46,14
GALNTL6,36,40,29,19,13,26,15,9,5,42,38,13
LINGO2,3,19,4,0,2,0,0,0,0,21,4,18
BBS1,708,698,298,235,300,268,586,1018,671,599,908,338
DENND4A,640,807,619,358,324,531,644,894,812,1132,1263,520
IGDCC3,16,26,12,24,42,23,19,37,26,22,50,21
GCSAM,0,0,3,1,0,1,3,3,0,0,1,1
ANKRD36C,553,504,517,283,216,308,373,598,455,416,559,176
SLC26A9,1,0,0,0,0,1,0,0,0,0,0,0
MFSD4A,9,27,11,5,2,4,31,66,30,31,25,5
PELI3,255,201,183,130,145,151,250,260,209,314,294,143
TTC9B,0,0,0,0,0,0,0,0,0,0,0,0
MYO1H,2,1,0,0,0,0,0,9,0,0,0,5
TMEM81,64,84,47,36,57,69,41,70,48,111,83,39
MRPL11,2245,2317,1652,1083,1830,1847,1999,2627,1863,3205,3041,1172
KLK15,0,0,0,0,0,0,0,0,0,0,0,0
IL20RB,19,11,11,9,11,10,8,13,21,24,16,8
GOLT1A,0,0,0,0,0,0,0,0,0,0,0,0
RPL10P2,0,0,0,0,2,0,0,0,0,0,1,0
AKIRIN1,1892,2608,1837,1387,1710,2102,1939,2500,2162,3542,4083,1547
NPAS4,0,0,0,0,1,0,0,0,0,0,0,0
MSL2,900,1150,948,567,640,872,812,1236,1003,1447,1533,721
ZNF497,18,18,18,15,38,9,25,64,25,25,51,9
TRAM1L1,0,0,0,0,0,0,0,0,0,0,0,0
CMKLR1,0,0,0,0,0,0,0,0,0,0,0,0
