gene_name,DLD1_WT_replicate1,DLD1_WT_replicate2,DLD1_Furin_KO_replicate1,DLD1_Furin_KO_replicate2,HCA7_WT_replicate1,HCA7_WT_replicate2,HCA7_Furin_KO_replicate1,HCA7_Furin_KO_replicate2,HT29_WT_replicate1,HT29_WT_replicate2,HT29_Furin_KO_replicate1,HT29_Furin_KO_replicate2
SNORD35B,0,0,0,0,0,0,0,0,0,0,0,0
SNORA33,16,12,10,7,4,12,9,11,5,6,4,5
RNY4P6,0,0,0,0,0,0,0,0,0,1,0,0
RNU6-137P,0,0,1,0,1,0,0,0,1,0,0,0
RNU6-1020P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-525P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-103P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP429,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-288P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-640P,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-39,0,0,0,0,0,0,0,0,0,0,0,0
RNU5F-7P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1284P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-414P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP514,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-33,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-824P,0,0,0,0,0,0,0,0,0,0,0,0
RNVU1-33,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP50,0,0,0,0,0,0,0,0,0,0,0,0
SNORD114-11,0,0,0,0,0,0,0,0,0,0,0,0
SNORD114-25,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP349,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP447,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1059P,0,0,0,0,0,0,0,0,0,0,0,0
SNORD18A,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP325,0,0,0,0,0,0,0,0,0,0,0,0
RNY1P11,0,0,0,0,0,0,0,0,0,0,0,0
SNORD113-7,0,0,0,0,0,0,0,0,0,0,0,0
SNORD114-27,0,0,0,0,0,0,0,0,0,0,0,0
RNU5F-3P,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-37,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1210P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-226P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP114,0,0,0,0,0,0,0,0,0,0,0,0
RNU4-92P,0,0,0,0,0,0,0,0,0,0,0,0
SNORA5B,0,0,0,0,0,0,0,0,0,0,0,0
SNORD116-10,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1188P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-912P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP174,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP160,0,1,0,0,0,2,1,0,0,0,1,1
SNORD115-4,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-263P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-379P,0,0,0,0,0,0,0,0,0,0,0,0
RNY3P3,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP335,0,0,0,0,0,2,0,0,0,1,0,0
RNU6-674P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-873P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP27,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP28,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-682P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP103,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP260,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-931P,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-8,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-271P,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-124P,0,0,0,0,1,0,0,0,0,0,0,0
RNU6-194P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP472,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-31P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP68,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-236P,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-16,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-884P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP113,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-961P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-478P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-105P,0,0,0,0,0,0,0,0,0,0,0,0
SNORD8,0,0,0,0,1,0,0,0,0,0,0,0
RNA5SP234,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-65P,0,0,0,0,0,0,0,0,0,0,0,0
SNORA80A,0,0,0,0,0,0,0,0,0,0,0,1
RN7SKP250,0,0,0,0,0,0,0,0,0,0,0,0
RNU4-1,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-753P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-770P,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-130P,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-28,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP275,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-32P,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-6,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1091P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-899P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1204P,0,0,0,0,0,0,0,0,0,0,0,0
SNORD114-2,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-324P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP134,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP48,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-82P,1,0,0,0,0,0,0,0,0,0,1,1
RNA5SP499,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-457P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-810P,1,0,0,0,0,0,0,0,0,0,0,0
RNA5SP456,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP399,0,0,0,0,0,1,3,0,1,2,1,0
RNU6-340P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-560P,0,0,0,0,0,0,0,0,0,0,0,0
SNORD14E,2,1,0,0,1,0,0,0,0,0,0,0
RNU6-681P,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-146P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-598P,0,0,0,0,0,0,0,0,0,0,0,0
RNU4-13P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-944P,0,0,0,0,0,0,0,0,0,0,1,1
RNU6-1243P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-627P,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-42P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-854P,0,0,0,0,0,0,0,0,0,0,0,0
SNORD46,1,3,1,1,0,1,0,0,0,2,0,1
RNA5SP435,0,0,0,0,0,0,0,1,0,0,0,0
RNU6-553P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1048P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-960P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1090P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-694P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-501P,0,0,0,0,0,0,2,0,0,0,0,0
SNORD115-32,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-801P,0,0,0,0,0,0,0,0,0,0,0,0
SNORA74A,3,4,0,0,0,3,3,1,4,5,3,1
RNU6-289P,0,0,0,0,0,0,0,0,0,0,0,0
RNU4-87P,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-7P,0,0,0,0,0,0,0,0,0,0,0,0
SNORA3A,0,0,0,0,0,5,0,0,0,0,0,0
RNA5SP493,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-819P,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-30,0,0,0,0,0,0,0,0,0,0,0,0
RNVU1-34,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP516,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-270P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP232,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-374P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-743P,0,0,0,0,0,0,0,0,0,0,0,0
RNY3P11,0,0,0,0,0,0,0,0,0,0,0,0
SNORD74B,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP107,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-151P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-704P,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-96P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP469,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP242,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-268P,0,1,0,0,0,0,0,0,0,0,0,0
RNU6-668P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP336,0,0,0,0,0,0,0,1,0,0,0,0
RNU6-461P,0,0,0,0,0,0,0,0,0,0,0,0
RNU4-84P,0,0,0,0,0,0,0,0,0,0,0,0
RNU4-51P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-188P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-173P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP394,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-266P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP387,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-366P,0,0,0,0,0,0,0,0,0,0,0,0
RNY1,0,0,0,0,0,0,0,0,0,2,0,0
RNU6-11P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP245,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-647P,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-33P,0,0,0,0,0,0,0,0,0,0,0,0
RNY1P12,0,0,0,0,0,0,0,0,0,0,1,2
SNORA58B,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-777P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-353P,0,0,0,0,0,1,0,0,0,0,0,0
RN7SKP128,0,0,1,0,0,0,0,0,0,0,0,0
RNU1-151P,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-42,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP42,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-371P,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-24P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP10,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-454P,0,0,0,0,0,0,0,0,0,0,0,0
RNU4-36P,0,0,0,0,1,0,1,0,0,0,0,0
RNU6-1229P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP368,1,0,1,1,0,6,7,3,0,0,2,0
RNU1-132P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-853P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1322P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-115P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-670P,0,0,0,0,0,0,0,0,0,0,0,0
RNVU1-3,0,0,0,0,0,0,0,0,1,0,0,0
RNU4-68P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP202,4,0,0,0,0,0,0,0,0,1,8,4
RNU4-33P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-879P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP118,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP139,0,0,0,0,0,0,0,0,0,0,0,0
RNU4-40P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1305P,0,0,0,0,0,0,0,0,0,0,0,0
SNORA63D,0,0,0,1,0,0,0,1,0,0,0,0
RNU4-50P,0,0,0,0,0,0,0,0,0,0,0,0
SNORD114-9,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-978P,0,0,0,0,0,0,0,0,0,0,0,0
RNY1P1,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-654P,0,0,0,0,0,0,0,0,0,0,0,0
SNORD114-13,0,0,0,0,0,0,0,0,0,0,0,0
RNU4-10P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-990P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1075P,1,0,0,0,0,0,0,0,0,0,0,0
SNORD114-6,0,0,0,0,0,0,0,0,0,0,0,0
SNORD73B,1,0,0,0,0,1,0,1,1,0,1,0
RNU6-755P,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-112P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-776P,0,0,0,0,0,0,0,1,0,1,0,0
RNA5SP192,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP524,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP171,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1047P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP76,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-34P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-153P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1019P,0,0,0,0,0,0,0,0,0,0,0,0
RNU4-41P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1164P,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-27,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP130,0,0,0,0,1,2,0,0,5,0,0,2
SNORA65,10,1,1,1,1,3,3,2,2,2,3,3
RNA5SP72,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP227,0,0,0,0,0,0,0,0,0,0,0,0
RNU4-59P,0,0,0,0,0,0,0,0,0,0,0,0
SNORD114-30,0,0,0,0,0,0,0,0,0,0,0,0
RNA5S9,0,0,0,0,0,0,0,0,1,0,0,2
RNU6-361P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP142,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-22,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-23,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-421P,0,0,0,0,0,0,0,0,0,0,0,0
RNU4-38P,0,0,0,0,0,0,0,0,0,0,1,0
RNA5SP69,0,0,0,0,0,0,0,0,0,0,0,0
RNU105B,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP500,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP193,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP433,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP37,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-522P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1251P,0,0,0,0,0,0,0,0,0,0,0,0
RNY4P23,0,0,0,1,0,0,0,0,0,0,0,0
RNU4-76P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-558P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1163P,0,0,0,0,0,0,0,0,0,0,0,0
SNORA68B,0,0,0,0,0,1,1,0,0,0,0,0
RNU6-1141P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1078P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP140,0,0,0,0,0,0,0,0,0,0,0,0
SNORD14B,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP141,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP204,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP512,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1277P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-335P,0,0,0,0,0,0,0,0,0,0,0,0
RNU4-24P,1,0,0,0,0,0,0,0,1,0,0,0
RNU6-660P,0,0,0,0,0,0,0,0,0,0,0,0
RNU4-67P,1,0,0,0,2,0,0,0,1,0,0,0
RNA5SP515,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-646P,1,0,2,0,0,0,0,0,0,0,0,0
RNU6-309P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1082P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP509,0,0,0,0,0,0,0,0,0,0,0,0
SNORA63C,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1317P,0,0,0,0,0,0,0,0,0,0,0,0
SNORA55,4,6,0,1,1,2,6,2,5,5,4,0
RNA5SP379,0,0,0,0,0,0,2,0,0,0,0,0
RNY4P7,0,0,0,0,0,0,0,0,0,1,0,0
RNA5SP353,0,0,0,0,0,0,0,0,0,0,0,0
SNORD45B,0,0,0,0,0,0,0,0,0,0,0,0
RNU4-75P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP78,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-141P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP275,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-312P,2,2,3,1,2,1,1,1,6,2,2,1
SNORA71C,5,9,2,3,2,8,1,4,3,6,1,2
RNU6-707P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP513,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-645P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP205,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-450P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP478,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP194,0,0,0,0,0,0,0,0,0,0,0,0
SNORA16B,0,1,0,1,0,2,0,0,0,0,1,1
RNU4-85P,0,0,0,0,0,0,0,0,0,1,0,0
RNU6-726P,0,0,0,0,0,0,0,0,0,0,0,0
SNORD114-15,0,0,0,0,0,0,0,0,0,0,0,0
RNVU1-6,0,1,0,0,0,0,0,0,0,0,0,0
RNU6-973P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP50,0,0,0,0,0,1,1,0,0,0,0,0
RNA5SP510,0,0,0,0,0,0,0,0,0,0,0,0
SNORD114-17,0,0,0,0,0,0,0,0,0,0,0,0
RNU4-56P,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-93P,0,0,0,0,1,0,0,0,0,0,0,0
RNU6-343P,3,0,4,2,0,0,0,2,0,1,0,1
RNU6-593P,0,0,0,0,0,0,0,0,0,0,0,1
RNA5S2,4,0,2,4,0,0,7,0,22,1,8,4
RNU6-99P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP517,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP132,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-219P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-740P,0,0,0,0,0,0,0,0,0,0,0,0
RNU4-16P,0,0,0,0,0,0,0,0,0,0,0,0
RNU4-42P,0,0,3,0,0,0,0,0,0,0,0,0
RNU4-28P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP84,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP15,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-200P,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-91P,2,0,1,1,0,0,0,0,0,0,0,0
RNA5SP505,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP51,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-621P,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-48,0,0,0,0,0,0,0,0,0,0,0,0
RNY4P16,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1187P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-865P,0,0,0,0,0,0,0,0,0,0,0,0
SNORA14A,1,0,0,0,0,0,0,0,0,0,0,0
RNU4-91P,0,0,0,0,0,0,0,0,0,0,0,0
RNY4P34,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-7,0,0,0,0,0,0,0,0,0,0,0,0
RNU12-2P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-60P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP6,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP90,0,0,0,0,0,0,0,0,0,0,0,0
SNORD113-4,0,0,0,0,0,0,0,0,0,0,0,0
SNORD32A,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-15,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP239,0,0,1,1,1,0,1,1,1,1,0,0
RNU6-1107P,0,0,0,0,0,0,0,0,0,0,0,0
SNORD114-29,0,0,0,0,0,0,0,0,0,0,0,0
RNY1P2,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP334,0,0,0,1,0,0,0,0,0,0,0,0
RNVU1-24,0,0,0,0,0,0,0,0,0,0,0,0
SNORD113-3,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP396,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-818P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP359,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-686P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1303P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP125,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-304P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP173,0,0,0,1,0,0,0,0,0,0,0,0
RNA5SP479,0,0,2,0,0,0,0,0,0,0,0,0
RNA5SP160,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-133P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-563P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-34P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-828P,0,0,0,1,0,0,0,0,0,0,2,1
RNU6-534P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-119P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP55,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-336P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP267,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP302,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-384P,0,0,0,0,0,1,0,0,0,0,0,0
SNORA5C,5,2,3,0,2,5,4,4,2,3,2,3
RNU6-1325P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-275P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP226,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP189,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP9,0,0,1,0,0,0,0,0,0,0,1,0
RN7SKP130,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-392P,0,0,0,0,0,0,0,0,0,0,0,0
RNU5E-4P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1180P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP488,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-915P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-526P,0,0,0,0,0,0,0,0,0,0,0,0
RNY4P17,0,0,0,0,0,0,0,0,0,0,0,0
RNU4-9P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP149,0,0,2,0,0,1,0,0,0,0,0,0
SNORD48,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1131P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-867P,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-1,0,0,0,0,0,0,0,0,0,0,0,0
SNORD114-3,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP166,0,0,0,0,0,0,0,0,0,0,0,0
SNORD31B,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-702P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP331,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP298,0,0,0,0,0,0,2,4,0,18,0,0
RNU6-294P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP97,0,0,0,0,0,0,0,0,0,0,0,2
RNU6-967P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP153,0,0,0,0,0,0,0,0,0,0,1,0
SNORD114-24,0,0,0,0,0,0,0,0,0,0,0,0
RNY1P13,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP48,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-38,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-590P,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-140P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1022P,0,0,0,0,0,0,0,1,0,1,0,0
RNA5SP442,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-43P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP485,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP224,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP363,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-10,0,0,0,0,0,0,0,0,0,0,0,0
SNORD113-9,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-673P,0,0,0,0,0,0,0,0,0,0,0,0
RNY3P1,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP126,0,0,0,0,0,0,0,0,0,0,0,0
RNA5-8SP4,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP22,0,0,1,0,0,0,0,0,0,0,1,0
RNA5SP138,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-20,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-35,0,0,0,0,0,0,0,0,0,0,0,0
SNORA23,2,4,1,1,0,0,0,0,1,1,0,2
RNA5SP428,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-36P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-619P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-806P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-934P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1240P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1134P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-580P,0,0,0,0,0,0,0,0,0,0,0,0
SNORD38A,2,2,6,1,0,1,1,3,2,3,2,0
RNU6-399P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-215P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP223,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP324,0,0,0,0,0,0,0,0,0,0,0,0
SNORD114-20,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-391P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-382P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP152,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP19,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP80,2,0,3,0,0,3,3,0,0,0,0,0
RNA5SP455,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP79,0,0,0,0,0,0,0,0,0,0,0,0
RNU4-66P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1175P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-715P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1280P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1306P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP190,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1172P,0,0,0,0,0,0,0,0,0,0,0,0
RNU4-12P,0,0,0,0,0,0,0,0,0,0,0,0
VTRNA1-2,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-690P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-302P,0,0,0,0,0,0,0,0,0,0,0,0
RNY4P3,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-100P,0,0,1,0,0,0,0,0,0,0,0,0
