gene_name,1-D0-Del_PLEC,2-D0-Del_PLEC,3-D0-Del_PLEC,4-D0-Del_PLEC,6-D0-Neg,7-D0-Neg,8-D0-Neg
CLIC1,5,2,2,0,0,0,0
DDAH2,18,0,85,0,0,0,5
MPIG6B,2,2,1,3,0,3,0
LY6G6C,0,0,2,0,0,0,0
LY6G6D,0,0,0,0,0,0,0
ABHD16A,0,0,0,0,0,0,0
LY6G5C,1,2,1,0,3,2,0
CSNK2B,0,0,0,0,0,0,0
GPANK1,0,0,0,0,0,0,0
GNL1,573,1211,544,576,512,467,1
RAB12,2254,2391,2260,2726,2530,2451,31
LRRC30,0,0,0,0,0,0,0
TMEM200C,0,0,0,0,0,0,0
LST1,0,0,0,0,0,0,0
HLA-C,13,86,55,77,0,28,0
HLA-V,0,0,0,0,0,0,0
ATP6V1G2,142,133,143,115,114,109,1
HLA-F-AS1,0,0,0,0,0,0,0
PPIAP30,0,0,1,2,0,0,0
MICB,3,0,0,0,3,0,0
HLA-B,4837,6062,6362,7528,6219,5564,82
HLA-C,44,43,46,47,33,49,0
TCF19,67,88,72,53,88,85,0
CCHCR1,21,0,47,56,0,17,0
PSORS1C1,5,0,10,8,2,0,0
PSORS1C2,0,0,0,0,0,0,0
CDSN,0,0,0,1,0,0,0
C6orf15,0,0,0,0,0,0,0
MUC21,0,0,0,0,0,0,0
GABBR1,0,0,0,0,0,0,0
OR2H2,0,0,0,0,0,0,0
UBD,0,0,0,0,0,0,0
VARS2,3,3,9,11,7,4,0
IER3,0,0,0,0,0,13,0
MDC1,21,10,12,15,23,2,0
PPP1R18,0,0,0,0,0,0,0
DHX16,0,0,0,0,0,0,0
C6orf136,7,0,5,17,5,6,0
PPP1R10,0,0,0,0,0,0,0
GNL1,0,0,0,0,0,0,0
TRIM39,0,0,0,0,0,0,2
RNF39,0,0,0,1,0,0,0
PPP1R11,1533,1453,1510,1562,1488,1339,17
POLR1H,251,256,240,291,261,202,2
HLA-A,16314,19062,19837,21064,19423,17776,287
HCG9,6,0,0,0,0,0,0
HLA-A,20170,21964,23029,23875,23365,19926,297
HLA-G,0,7,0,0,0,7,0
HLA-V,0,0,0,0,0,0,0
GABBR1,0,0,0,0,0,0,0
OR2H2,0,0,0,0,0,0,0
MAS1L,0,0,0,0,0,0,0
OR2H1,0,0,0,0,0,0,0
OR2B3,0,0,0,0,0,0,0
HACD2,3613,3594,3374,3831,3621,3477,37
CFAP44,254,247,214,324,252,179,7
CD200R1L,0,0,0,0,0,0,0
LNP1,118,118,148,177,128,101,2
OR5K3,0,0,0,0,0,0,0
VGLL3,12821,15350,14982,15074,9919,12911,141
KRBOX1-AS1,0,0,0,0,0,0,0
TRIM71,3,1,0,1,1,2,0
ZCWPW2,20,19,30,30,14,25,0
ANKRD28,13418,12720,11972,12994,11438,11232,222
COLQ,138,90,97,131,98,72,4
METTL6,850,712,748,876,778,735,6
THUMPD3-AS1,715,541,438,582,468,490,7
XKR4,18,26,27,32,19,34,0
RNU6-1292P,0,0,0,0,0,0,0
RNVU1-7,0,7,0,0,0,0,0
RNU6-46P,0,0,0,1,0,0,0
RNU1-28P,33,21,31,27,35,32,0
RNU6-132P,0,0,0,0,0,0,0
RNU6-47P,0,0,0,0,0,0,0
RNU6-877P,0,0,0,0,0,0,0
SNORA57,0,0,0,0,0,0,0
RNU6-1286P,0,0,0,0,0,0,0
RNU6-841P,0,0,0,0,0,0,0
RNU6-25P,0,0,0,0,0,0,0
RNU6-431P,0,0,1,1,0,0,0
SNORD58A,0,0,0,0,0,0,0
SNORA22B,1,1,1,1,1,0,0
RNU6-425P,0,0,0,0,0,0,0
RNU6-946P,0,0,0,0,0,0,0
RNU6-1296P,0,0,0,0,0,0,0
SNORD116-11,0,0,0,0,0,0,0
SNORA2A,4,3,1,3,2,2,0
RNU6-1336P,0,0,0,0,0,0,0
RNU6-477P,0,0,0,0,0,0,0
RNU6-338P,0,0,0,0,0,0,0
RNU6-741P,0,0,0,0,0,0,0
RNY1P5,0,0,0,0,0,0,0
RNU6-1264P,0,0,0,0,0,0,0
SNORD45C,0,0,0,0,0,0,0
SNORD116-14,1,0,2,0,0,0,0
SNORA69,1,2,2,5,4,1,0
RNU6-979P,0,0,0,0,0,0,0
RNU1-39P,0,0,0,0,0,0,0
RNU6-969P,0,0,0,0,0,0,0
RNU1-63P,0,0,0,0,0,0,0
SNORD60,0,3,0,4,3,4,0
RNU6-657P,0,0,0,0,0,0,0
SNORA80B,6,1,1,2,1,2,1
SNORA22,2,3,1,3,3,2,0
RNU6-1062P,0,0,0,0,0,0,0
SNORA70H,0,0,0,0,0,0,0
RNU6-672P,0,0,0,0,0,0,0
RNU6-449P,0,0,0,0,0,0,0
RNU6-1279P,0,0,0,0,0,0,0
SNORA70G,0,0,0,0,0,0,0
RNU6-608P,0,0,0,0,0,0,0
RNU6-1039P,0,3,3,0,1,2,0
RNU6-573P,0,0,0,0,0,0,0
RNU6-471P,0,0,0,0,0,0,0
RNU6-945P,0,0,0,0,0,0,0
RNU6-144P,0,0,0,0,0,0,0
SNORD21,0,0,0,0,0,0,0
RNU6-730P,0,0,0,0,0,0,0
RNU6-157P,0,0,0,0,0,0,0
RNU6-1189P,0,0,0,0,0,0,0
RNU6-1036P,0,0,0,0,0,0,0
RNU1-109P,0,0,0,0,0,0,0
SNORD116-18,0,0,0,0,0,0,0
SNORA56,0,0,0,0,0,0,0
RNU6-442P,0,0,0,0,0,0,0
RNY1P8,0,0,0,0,0,0,0
RNU1-73P,0,0,1,2,0,0,0
RNU6-723P,0,0,0,0,0,0,0
RNU6-1040P,0,0,0,0,0,0,0
RNU6-128P,0,1,0,0,0,0,0
RNU6-1227P,0,0,0,0,0,0,0
RNU6-1080P,0,0,0,0,0,0,0
RNU6-147P,0,0,0,0,0,0,0
RNU6-26P,7,5,3,14,2,9,0
RNU6-444P,0,0,0,0,0,0,0
RNU6-133P,0,0,0,0,0,0,0
RNU6-546P,0,0,0,0,0,0,0
RNU6-1074P,0,0,0,0,0,0,0
RNU6-1056P,0,0,0,0,0,0,0
RNU6-756P,0,0,0,0,0,0,0
RNU6-1027P,0,0,0,0,0,0,0
RNU6-259P,0,0,0,0,0,0,0
RNU6-1126P,0,0,0,0,0,0,0
RNU6-468P,0,0,0,0,0,0,0
RNU6-936P,0,0,0,0,0,0,0
RNU6-641P,0,0,0,0,0,0,0
RNU6-484P,0,0,0,0,0,0,0
RNU6-620P,0,0,0,0,0,0,0
RNU6-643P,0,0,0,0,0,0,0
RNU6-142P,0,0,0,0,0,0,0
RNU6-245P,0,0,0,0,0,0,0
RNU6-1083P,0,0,0,0,0,0,0
RNU6-1323P,0,0,0,0,0,0,0
SNORD101,0,2,0,3,2,1,0
SNORA30,0,0,0,0,0,0,0
RNU6-317P,0,0,0,0,0,0,0
SNORA6,0,0,0,0,0,0,0
RNU6-418P,0,0,0,0,0,0,0
RNU6-10P,0,0,0,0,0,0,0
RNU6-152P,0,0,0,0,0,0,0
RNU6-203P,0,0,0,0,0,0,0
RNU6-435P,0,0,0,0,0,0,0
RNU6-949P,0,0,0,0,0,0,0
RNU6-116P,0,0,0,0,0,0,0
RNU6-44P,0,0,0,0,0,1,0
RNU6-211P,0,0,0,0,0,0,0
SNORD37,0,0,0,0,0,1,0
RNU6-637P,0,0,0,0,0,0,0
RNU6-213P,0,0,0,0,0,0,0
SNORA75B,0,0,0,0,0,0,0
RNU6-224P,0,0,0,0,0,0,0
SNORA15B-2,0,0,0,0,0,0,0
RNU6-701P,1,0,0,0,0,0,0
RNU6-629P,0,0,0,0,0,0,0
RNU1-129P,0,0,0,0,0,0,0
RNU6-811P,0,0,0,0,0,0,0
SNORA32,0,0,0,0,0,0,0
RNY3P7,0,0,0,0,0,0,0
RNU6-639P,0,0,0,0,0,0,0
RNU6-926P,0,0,0,0,0,0,0
RNU6-968P,0,0,0,0,0,0,0
RNU6-1293P,0,0,0,0,0,0,0
RNU6-815P,0,0,0,0,0,0,0
SNORA10,0,0,0,0,0,0,0
RNU6-38P,0,0,0,0,0,0,0
RNU6-483P,0,0,0,0,0,0,0
RNU6-849P,0,0,0,0,0,0,0
RNU6-260P,0,0,0,0,0,0,0
RNU1-138P,0,0,0,0,0,0,0
RNU6-974P,0,0,0,0,0,0,0
RNU6-1032P,0,0,0,0,0,0,0
RNU6-20P,0,0,0,0,0,0,0
SNORA1,0,0,0,0,0,0,0
RNU1-74P,0,0,0,0,0,0,0
RNU6-1029P,0,0,0,0,0,0,0
SNORA5A,8,3,3,2,3,1,0
RNU6-746P,0,0,0,0,0,0,0
RNU6-413P,0,0,0,0,0,0,0
RNU6-206P,0,0,0,0,0,0,0
RNU6-209P,0,0,0,0,0,0,0
RNU6-890P,0,0,1,0,0,0,0
RNU6-895P,0,0,0,0,0,0,0
RNU6-571P,0,0,0,0,0,0,0
RNU6-214P,0,0,0,0,0,0,0
RNU6-767P,0,0,0,0,0,0,0
RNU5A-6P,0,0,0,0,0,0,0
RNU6-207P,0,0,0,0,0,0,0
RNU6-187P,0,0,0,0,0,0,0
RNU6-356P,0,0,0,0,0,0,0
SNORA70F,0,0,0,0,0,0,0
RNU6-398P,0,0,0,0,0,0,0
RNU6-533P,0,0,0,0,0,0,0
RNU6-761P,0,0,0,0,0,0,0
RNU6-1103P,0,0,0,0,0,0,0
RNU6-1310P,0,0,0,0,0,0,0
RNU6-190P,0,0,0,0,0,0,0
RNA5SP87,0,0,0,0,0,0,0
SNORA75,14,6,3,11,16,10,2
RNU6-1008P,0,0,0,0,0,0,0
RNU6-48P,1,0,3,2,0,2,0
RNU6-1200P,0,0,0,0,0,0,0
RNU6-217P,0,0,0,0,0,0,0
RNU6-42P,0,0,0,0,0,0,0
RNU6-1124P,0,0,0,0,0,0,0
SNORA9B,1,2,2,3,1,1,0
RNU6-36P,160,0,0,0,0,122,1
RNU6-98P,1,0,0,1,0,0,0
SNORA24B,0,0,0,0,0,0,0
RNU6-1013P,0,0,0,0,0,0,0
RNU1-136P,0,0,0,0,0,0,0
SNORA70J,0,0,0,0,0,0,0
SNORA29,0,0,0,0,0,0,0
RNU6-439P,0,0,0,0,0,0,0
RNU1-52P,0,0,0,0,0,0,0
RNU6-1181P,0,0,0,0,0,0,0
RNY1P6,0,0,0,0,0,0,0
RNU6-481P,0,0,0,0,0,0,0
RNU6-80P,0,0,0,0,1,0,0
RNU6-432P,0,0,0,0,0,0,0
RNU6-689P,0,0,0,0,0,0,0
RNU6-1024P,0,0,0,0,0,0,0
RNU6-1042P,0,0,0,0,0,0,0
RNU6-514P,0,0,0,0,0,0,0
RNU4-52P,0,0,0,0,0,0,0
SNORA70B,0,0,0,0,0,0,0
RNU4-31P,0,0,0,0,0,0,0
RNU6-281P,0,0,0,0,0,0,0
SNORD15A,0,0,0,0,0,0,0
RNU6-708P,0,0,0,0,0,0,0
SNORA20B,0,0,0,0,0,0,0
SNORA36A,19,11,6,10,6,17,0
RNU6-1324P,0,0,0,0,0,0,0
RNU6-1201P,0,0,0,0,0,0,0
RNU6-793P,0,0,0,0,0,0,0
RNU6-74P,0,0,0,0,0,0,0
RNU6-675P,0,0,0,0,0,0,0
RNU6-1316P,0,0,0,0,0,0,0
RNU6-474P,0,0,0,0,0,0,0
RNU6-1145P,0,0,0,0,0,0,0
RNU6-1144P,0,0,0,0,0,0,0
SNORD61,0,0,0,0,0,0,0
RNU6-662P,0,0,0,0,0,0,0
RNU6-40P,0,0,0,0,0,0,0
RNU6-49P,0,0,0,0,0,0,0
RNU6-198P,0,0,0,0,0,0,0
SNORD63,1,2,0,1,0,2,0
RNU6-610P,0,0,0,0,0,0,0
RNU6-574P,4,2,4,3,3,1,0
RNU6-842P,0,0,0,0,0,0,0
RNU6-524P,0,0,0,0,0,0,0
RNU6-622P,0,0,0,0,0,0,0
RNU6-820P,0,0,0,0,0,0,0
SNORD116-2,2,0,0,0,0,2,0
RNU6-611P,0,0,0,1,1,1,0
RNU6-301P,1,1,1,3,4,3,0
RNU6-891P,0,0,0,0,0,0,0
RNU6-804P,0,0,0,0,0,0,0
SNORD116-3,0,0,0,0,0,0,0
SNORA36C,0,0,0,0,0,0,0
RNU6-167P,0,0,0,0,0,0,0
RNU6-975P,0,0,0,0,0,0,0
RNU6-472P,0,0,0,0,0,0,0
RNU6-43P,0,0,0,0,0,0,0
SNORD59A,2,0,7,2,3,2,0
RNU6-154P,0,0,0,0,0,0,0
RNY3P14,0,0,0,0,0,0,0
RNU6-339P,0,0,0,0,0,0,0
RNU6-196P,0,2,0,1,0,0,0
RNU6-1226P,1,0,0,0,0,0,0
RNU6-532P,0,0,0,0,0,0,0
RNU6-886P,0,0,0,0,0,0,0
SNORA27,0,0,0,0,0,0,0
RNU6-378P,0,0,0,0,0,0,0
RNU6-937P,0,0,0,0,0,0,0
RNU1-8P,0,0,0,0,0,0,0
RNU6-784P,0,0,0,0,0,0,0
RNU6-480P,0,0,0,0,0,0,0
SNORD116-1,2,0,1,0,2,0,0
RNU5A-2P,0,0,0,0,0,0,0
SNORA72,0,0,3,1,4,2,0
RNU6-463P,0,0,0,0,0,0,0
RNU6-39P,0,0,0,0,0,0,0
RNU6-1113P,0,0,0,0,0,0,0
RNU6-1119P,0,0,0,0,0,0,0
RNU6-616P,0,0,0,0,0,0,0
RNU6-171P,0,0,0,0,0,0,0
RNU6-22P,0,0,0,0,0,0,0
RNU6-242P,0,0,0,0,0,0,0
SNORA7B,0,1,0,0,0,0,0
RNU6-921P,0,0,0,0,0,0,0
RNU6-517P,0,0,0,0,0,0,0
SNORD116-8,0,0,0,0,0,0,0
RNU6-424P,0,0,0,0,0,0,0
RNU6-614P,0,0,0,0,0,0,0
RNU6-166P,0,0,0,0,0,0,0
RNU6-434P,0,0,0,0,0,0,0
SNORD38C,0,0,0,0,0,0,0
RNVU1-32,41,32,28,34,27,43,2
SNORA25,0,0,0,0,0,0,0
RNU6-16P,0,0,0,0,0,0,0
RNU6-348P,0,0,0,0,0,0,0
RNU6-364P,0,0,0,0,0,0,0
RNU6-31P,0,0,0,0,0,0,0
SNORD14D,0,0,0,0,0,0,0
RNU6-1230P,0,0,0,0,0,0,0
RNU6-591P,0,0,0,0,0,0,0
RNU6-163P,0,0,0,0,0,0,0
RNU6-729P,0,0,0,0,0,0,0
RNA5SP187,0,0,0,0,0,0,0
RNU6-106P,0,0,0,0,0,0,0
RNU6-769P,0,0,0,0,0,0,0
SNORD116-13,2,2,0,0,0,0,0
RNU6-869P,0,0,0,0,0,0,0
RNU6-1297P,0,0,0,0,0,0,0
SNORA18,0,0,0,0,0,0,0
RNU6-185P,0,0,0,0,0,0,0
RNU6-933P,0,0,0,0,0,0,0
RNU1-46P,0,0,0,0,0,0,0
RNY1P14,0,0,0,0,0,0,0
RNU6-505P,0,0,0,0,0,0,0
RNY3P4,0,0,0,0,0,0,0
RNU6-929P,0,0,0,0,0,0,0
RNU6-1289P,0,0,0,0,0,0,0
RNU6-549P,0,0,0,0,0,0,0
RNU6-905P,0,0,0,0,0,0,0
SNORA70,0,0,0,0,0,0,0
SNORA68,0,0,0,0,0,0,0
RNU6-1340P,0,0,0,0,0,0,0
SNORA15,1,0,1,0,1,0,0
RNU6-24P,0,0,0,0,0,0,0
RNU6-1215P,0,0,0,0,0,0,0
RNU6-1162P,0,0,0,0,0,0,0
SNORD116-15,0,0,0,0,0,0,0
RNU1-67P,1,0,1,1,0,0,0
RNU6-1122P,0,0,0,0,0,0,0
RNU6-411P,0,0,0,0,0,0,0
SNORA14B,4,6,3,4,4,2,0
RNU1-44P,0,0,0,0,0,0,0
RNU6-843P,0,0,0,0,0,0,0
RNU6-1157P,0,0,0,1,0,1,0
RNA5SP122,0,0,0,0,0,0,0
SNORA10B,0,0,0,0,0,0,0
RNU6-809P,0,0,0,0,0,0,0
SNORD116-5,0,0,0,0,0,0,0
RNU6-649P,0,0,0,0,0,0,0
RNU6-1026P,0,0,0,0,0,0,0
SNORD116-12,0,0,0,0,0,0,0
RNU6-1195P,0,0,0,0,0,0,0
SNORD38D,0,0,0,0,0,0,0
RNU6-45P,0,0,0,0,1,0,0
RNU1-148P,0,0,0,0,0,0,0
RNU6-800P,0,0,0,0,0,0,0
RNU6-71P,0,0,0,0,0,0,0
RNU6-393P,0,0,0,0,0,0,0
RNVU1-15,2,1,1,6,0,3,0
RNU6-1035P,0,0,0,0,0,0,0
RNU6-790P,0,1,0,0,0,0,0
RNU6-102P,0,0,0,0,0,0,0
SNORD3H,0,0,0,0,0,0,0
SNORA80D,1,0,0,1,0,0,0
RNU1-57P,0,0,0,0,0,0,0
SNORA70E,0,0,0,0,0,0,0
RNU6-456P,0,0,0,0,0,0,0
RNU6-692P,0,0,0,0,0,0,0
RNU6-900P,0,0,0,0,0,0,0
SNORA37,0,0,0,0,0,0,0
RNU6-125P,0,0,0,0,1,0,0
RNU6-110P,0,0,0,0,0,0,0
SNORD45A,0,0,0,0,0,0,0
RNU6-1065P,0,0,0,0,0,0,0
SNORD116-29,0,0,0,0,0,0,0
RNU6-1005P,1,0,2,2,1,2,0
RNU6-342P,0,0,0,0,0,0,0
RNU6-1117P,0,0,0,0,0,0,0
RNU6-880P,0,0,0,0,0,0,0
RNU6-35P,0,0,0,0,0,0,0
RNU6-738P,0,0,0,0,0,0,0
SNORD116-16,1,0,0,0,0,0,0
RNU6-15P,3,0,0,0,0,0,0
RNU6-1241P,0,0,0,0,0,0,0
RNU6-1081P,0,0,0,0,0,0,0
SNORA70C,0,0,0,0,0,0,0
RN7SKP62,0,0,0,0,0,0,0
RNU6-601P,0,0,0,0,0,0,0
SNORA70I,0,0,0,0,0,0,0
RNU6-441P,0,0,0,0,0,0,0
RNU6-1160P,0,0,0,1,0,0,0
RNA5SP284,0,0,0,0,0,0,0
RNU6-831P,0,0,0,0,0,0,0
SNORD116-24,2,2,1,1,1,1,0
SNORD20,5,8,0,2,3,4,0
RNU6-1274P,0,0,0,0,0,0,0
RNU6-1235P,0,0,0,0,0,0,0
RNU6-30P,0,0,0,0,0,0,0
RNU6-851P,0,0,0,0,0,0,0
SNORD7,0,0,0,0,0,0,0
RNU6-83P,0,0,0,0,0,0,0
SNORA8,0,0,0,0,0,0,0
RNU6-1152P,0,0,0,0,0,0,0
RNU6-145P,0,0,0,0,0,0,0
RNU6-878P,0,0,0,0,0,0,0
RNU4-70P,0,0,0,0,0,0,0
RNU6-1127P,0,0,0,0,0,0,0
RNU6-429P,0,0,0,0,0,0,0
SNORA2B,2,0,3,1,1,1,0
RNU6-1184P,0,0,0,0,0,0,0
RNU6-160P,0,0,0,0,0,0,0
RNU1-89P,0,0,0,0,0,0,0
RNU6-901P,0,0,0,0,0,0,0
RNY1P4,0,0,0,0,0,0,0
RNU6-883P,0,0,0,0,0,1,0
RNU6-636P,0,0,0,0,0,0,0
RNU6-73P,0,0,0,0,0,0,0
RNU6-1263P,1,0,1,0,0,3,0
RNU6-146P,0,0,0,0,0,0,0
RNU6-680P,0,0,0,0,0,0,0
RNU6-12P,0,0,0,0,0,0,0
RNU6-658P,0,0,1,0,0,0,0
RNU6-296P,0,0,0,0,0,0,0
RNVU1-1,0,3,3,1,1,1,0
RNA5SP64,0,0,0,0,0,0,0
RNU6-225P,0,0,0,0,0,0,0
SNORA22C,0,0,0,1,0,0,1
RNU6-1222P,1,0,0,0,0,0,0
RNU6-306P,0,0,0,0,0,0,0
RNVU1-17,0,0,0,0,0,0,0
RNU6-540P,0,0,1,0,0,0,0
RNU6-1257P,0,0,0,0,0,0,0
RNU6-925P,0,0,1,0,0,2,0
RNU6-14P,0,1,0,0,0,0,0
RNU6-178P,0,0,0,0,0,0,0
RNU6-422P,0,0,0,0,0,0,0
RNU6-939P,0,0,0,0,0,0,0
RNU6-297P,0,0,0,0,0,0,0
RNU6-29P,0,0,0,0,0,0,0
RNU6-665P,0,0,0,0,0,0,0
SNORD116-23,0,0,0,0,0,0,0
RNU6-748P,0,0,1,0,0,0,0
RNU6-950P,0,0,0,0,0,0,0
RNU6-310P,0,0,0,0,0,0,0
SNORA20,13,10,5,10,15,13,0
RNU6-136P,0,0,0,0,0,0,0
RNU6-1060P,0,0,0,0,0,0,0
RNU6-1179P,0,0,0,0,0,0,0
RNU6-1011P,0,0,0,0,0,0,0
RNU6-959P,0,0,0,0,0,0,0
SNORA64,0,0,0,0,0,0,0
RNU6-455P,0,0,0,0,0,0,0
RNU6-768P,0,0,0,0,0,0,0
RNU6-1151P,0,0,0,0,0,0,0
RNU6-813P,0,0,0,0,0,0,0
RNU6-95P,0,0,0,0,0,0,0
RNU6-246P,0,0,0,0,0,0,0
RNU6-114P,0,0,0,0,0,0,0
RNU6-541P,0,0,0,0,0,0,0
RNU6-21P,0,0,0,0,0,0,0
SNORD116-6,0,1,0,0,2,1,0
RNU6-417P,0,0,0,0,0,0,0
SNORD56B,0,0,0,0,0,0,0
SNORD15B,9,7,7,7,7,3,0
RNU6-520P,0,0,0,0,0,0,0
RNU6-19P,0,0,0,0,0,0,0
RNU6-291P,0,0,0,0,0,0,0
RNU6-606P,0,0,0,0,0,0,0
RNU6-535P,0,0,0,0,0,0,0
RNU6-1104P,0,0,0,0,0,0,0
RNU6-331P,0,0,0,0,0,0,0
RNU6-997P,0,0,0,0,0,0,0
RNU6-476P,0,0,0,0,0,0,0
RNY3P9,0,0,0,0,0,0,0
RNU6-1311P,0,1,0,0,0,0,0
SNORD116-19,0,1,0,0,0,0,0
RNU6-253P,0,0,0,0,0,0,0
RNU6-376P,0,0,0,0,0,0,0
SNORA19,2,0,2,1,0,1,0
RNU6-41P,0,0,0,0,0,0,0
RNY1P7,0,0,0,0,0,0,0
SNORA80E,1,1,0,2,0,0,0
RNU6-1067P,0,0,0,0,0,0,0
RNU6-1044P,0,0,0,0,0,0,0
RNU6-987P,0,0,0,0,0,0,0
RNU6-713P,0,0,0,0,0,0,0
SNORA46,0,1,0,0,0,3,0
RNY3P10,0,0,0,0,0,0,0
SNORA7A,0,0,0,0,0,0,0
SNORD102,0,0,0,0,0,0,0
RNVU1-14,0,0,0,0,0,0,0
RNU6-1031P,0,0,0,0,0,0,0
RNU6-1105P,0,0,0,0,0,0,0
RNU6-1237P,0,0,0,0,0,0,0
RNU6-555P,0,0,0,0,0,0,0
SNORA41B,0,0,0,0,0,0,0
RNU6-59P,0,0,0,0,0,0,0
SNORA66,7,4,4,11,11,9,0
RNU6-33P,0,0,0,0,0,0,1
MIR548C,0,0,0,0,0,0,0
MIR25,1,0,1,4,2,0,0
MIR217,0,0,0,0,0,0,0
MIR521-2,0,0,0,0,0,0,0
MIR99B,0,0,0,0,0,0,0
MIR608,0,0,0,0,0,0,0
MIR633,0,0,0,0,0,0,0
MIR647,2,0,1,2,1,0,1
MIR578,0,0,0,0,0,0,0
MIR635,9,8,7,6,6,5,0
MIR34C,0,0,0,0,0,0,0
MIR23B,0,0,0,0,0,0,0
MIR203A,0,0,0,0,0,0,0
MIR433,0,0,0,0,0,0,0
MIR615,0,0,1,0,0,0,0
MIR550A2,0,0,0,0,0,0,0
MIR661,0,0,0,0,0,0,0
MIR649,0,0,0,0,0,0,0
MIR587,0,0,0,0,0,0,0
MIR583,0,0,0,0,0,0,0
MIR662,0,0,0,0,0,0,0
MIR526B,0,0,0,0,0,0,0
MIR199B,0,0,0,0,0,0,0
MIR30B,0,0,0,0,0,0,0
MIR606,0,0,0,0,0,0,0
MIR181D,0,0,0,0,0,0,0
MIR135A2,0,0,0,0,0,0,0
MIR544A,0,0,0,0,0,0,0
MIR593,1,0,1,1,0,1,0
MIR508,0,0,0,0,0,0,0
MIR215,0,0,0,0,0,0,0
MIR520A,0,0,0,0,0,0,0
MIR181A2,0,0,0,0,0,0,0
MIR490,0,0,0,0,0,0,0
MIR124-3,0,0,0,0,0,0,0
MIR520E,0,0,0,0,0,0,0
MIR598,0,0,0,0,0,0,0
MIR206,0,0,0,0,0,0,0
MIR191,0,0,0,0,0,0,0
MIR554,0,0,0,0,0,0,0
MIR200A,0,0,0,0,0,0,0
MIR127,0,0,0,0,0,0,0
MIR491,0,0,0,0,0,0,0
MIR149,0,0,0,0,0,0,0
MIR604,0,0,0,0,0,0,0
MIR181C,0,0,0,0,0,0,0
MIR193A,0,0,0,0,0,0,0
MIR515-2,0,0,0,0,0,0,0
MIR3074,0,0,0,0,0,0,0
MIR585,0,0,0,0,0,0,0
MIR516A2,0,0,0,0,0,0,0
MIR619,0,1,0,1,0,0,0
MIR194-1,0,0,0,0,0,0,0
MIR128-2,0,0,0,0,0,0,0
MIR562,0,0,0,0,0,0,0
MIR581,0,0,0,0,0,0,0
MIR651,0,0,0,0,0,0,0
MIR526A1,0,0,0,0,0,0,0
MIR7-3,0,0,0,0,0,0,0
MIR641,5,3,2,2,3,0,0
MIR588,0,0,0,0,0,0,0
MIR505,0,0,0,0,0,0,0
MIR521-1,0,0,0,0,0,0,0
MIR499A,0,0,0,0,0,0,0
MIR595,0,0,0,0,0,0,0
MIR99A,0,0,0,0,0,0,0
MIR193B,0,0,0,0,0,0,0
MIR510,0,0,0,0,0,0,0
MIR571,1,0,0,0,0,0,0
MIR512-2,0,0,0,0,0,0,0
MIR512-1,0,0,0,0,0,0,0
MIR655,0,0,0,0,0,0,0
MIR153-1,0,0,0,0,0,0,0
MIR138-2,0,0,0,0,0,0,0
MIR570,7,3,8,5,2,7,0
MIR28,0,0,0,0,0,0,0
MIR621,19,21,13,9,13,12,0
MIR558,0,0,0,0,0,0,0
MIR128-1,0,0,0,0,0,0,0
MIR489,0,0,0,0,0,0,0
MIR548AA2,0,0,0,0,0,0,0
MIR548A2,0,0,0,0,0,0,0
MIR183,0,0,0,0,0,0,0
MIR592,0,0,0,0,0,0,0
MIR602,0,0,0,0,0,0,0
MIR184,0,0,0,0,0,0,0
MIR659,0,0,0,0,1,0,0
MIR573,3,7,4,2,1,6,0
MIR32,2,0,0,0,0,0,0
MIR518A2,0,0,0,0,0,0,0
MIR597,0,0,0,0,0,0,0
MIR211,0,0,0,0,0,0,0
MIR7-2,0,0,0,0,0,0,0
MIR548AA1,0,0,0,0,0,0,0
MIR129-1,0,0,0,0,0,0,0
MIR518F,0,0,0,0,0,0,0
MIR141,0,0,0,0,0,0,0
MIR525,0,0,0,0,0,0,0
MIR627,0,0,0,0,0,0,0
MIR200C,0,0,0,0,0,0,0
MIR584,0,0,0,0,0,0,0
MIR572,0,0,0,0,0,0,0
MIR551B,0,0,0,0,0,0,0
MIR623,1,2,2,0,0,1,0
MIR186,10,8,3,18,9,11,0
MIR520B,0,0,0,0,0,0,0
MIR222,0,0,0,0,1,0,0
MIR455,0,0,0,0,0,0,0
MIR449B,0,0,0,0,0,0,0
MIR556,0,0,0,0,0,0,0
MIR200B,0,0,0,0,0,0,0
MIR506,0,0,0,0,0,0,0
MIR218-1,0,0,0,0,0,0,0
MIR517A,0,0,0,0,0,0,0
MIR520D,0,0,0,0,0,0,0
MIR657,0,0,0,0,0,0,0
MIR181B2,0,0,0,0,0,0,0
MIR520C,0,0,0,0,0,0,0
MIR218-2,0,0,0,0,0,0,0
MIR590,5,10,6,9,2,4,0
MIR487A,0,0,0,0,0,0,0
MIR495,0,0,0,0,0,0,0
MIR10B,0,0,0,0,0,0,1
MIR575,0,0,0,0,0,0,0
MIR299,0,0,0,0,0,0,0
MIR553,0,0,0,0,0,0,0
MIR199A1,0,0,1,0,0,0,0
MIR487B,0,0,0,0,0,0,0
MIR450A2,0,0,0,0,0,0,0
MIR580,0,0,0,0,0,0,0
MIR93,1,0,0,0,0,1,0
MIR532,0,0,0,0,0,0,0
MIR181A1,0,0,0,0,0,0,0
MIR329-1,0,0,0,0,0,0,0
MIR329-2,0,0,0,0,0,0,0
MIR617,0,0,0,0,0,0,0
MIR626,0,0,0,0,0,0,0
