gene_name,1_S5_L003:_RNA-seq_HUDEP2_sgSCR_pre-differentiation_rep1,2_S6_L003:_RNA-seq_HUDEP2_sgSCR_pre-differentiation_rep2,3_S7_L003:_RNA-seq_HUDEP2_sgSCR_pre-differentiation_rep3,4_S8_L003:_RNA-seq_HUDEP2_MBD2_KO_pre-differentiation_rep1,5_S9_L003:_RNA-seq_HUDEP2_MBD2_KO_pre-differentiation_rep2,6_S10_L003:_RNA-seq_HUDEP2_MBD2_KO_pre-differentiation_rep3,7_S11_L003:_RNA-seq_HUDEP2_sgSCR_post-differentiation_rep1,8_S12_L003:_RNA-seq_HUDEP2_sgSCR_post-differentiation_rep2,9_S13_L003:_RNA-seq_HUDEP2_sgSCR_post-differentiation_rep3,10_S14_L003:_RNA-seq_HUDEP2_MBD2_KO_post-differentiation_rep1,11_S15_L003:_RNA-seq_HUDEP2_MBD2_KO_post-differentiation_rep2,12_S16_L003:_RNA-seq_HUDEP2_MBD2_KO_post-differentiation_rep3
EXOSC10,1436,2190,1513,2022,1614,1620,1575,1944,1398,1058,1278,1042
ZNF570,92,189,94,180,83,82,98,134,65,44,66,47
NINJ2,35,74,44,57,59,48,46,71,50,53,42,44
MLLT3,1255,1640,1154,2330,1551,1871,1570,2059,1396,2782,3067,2290
FAM90A1,0,0,0,0,0,1,3,0,1,1,0,0
RRM2,1375,1993,1464,2037,1977,1836,1829,2753,1749,2121,2270,1777
TRAPPC12,215,425,332,371,295,304,368,521,294,219,216,199
IFNB1,0,0,0,0,0,0,0,1,0,1,0,0
RPS21,3538,5895,4371,6204,5711,4810,3579,5190,3504,4201,4726,3628
C3AR1,11,17,15,16,25,16,3,5,2,2,3,2
MRM3,382,432,275,486,459,435,262,368,229,179,195,153
PTEN,559,716,497,721,494,558,525,692,340,498,541,358
RPS7,10167,13455,9110,12916,9136,9530,7858,10339,7266,6770,6869,5318
PRND,4,9,5,9,5,2,7,10,0,4,2,3
RNASEH1,278,396,258,410,365,329,276,393,218,209,237,189
PRNP,147,249,159,262,194,186,266,328,249,249,334,238
KLF17,6,0,2,3,3,1,0,1,2,2,1,2
ADRA1D,0,0,0,1,0,0,0,2,1,0,0,1
FRMD5,3,12,3,1,1,0,1,2,1,1,4,1
AQP4,0,0,0,0,0,0,0,0,0,0,0,0
MIR31HG,0,0,0,0,0,0,0,0,0,0,0,0
CYP4F11,4,10,1,0,1,1,0,0,0,0,0,1
TLN2,197,187,220,543,401,290,469,609,479,612,577,431
LGALS9C,0,0,0,0,3,0,0,2,1,2,5,0
TVP23B,382,499,295,537,353,407,405,534,390,377,469,291
FBXW10,0,5,3,3,0,0,2,2,0,2,0,0
OR10H3,0,0,0,0,0,0,0,0,0,0,0,0
ZNF217,695,1126,834,1118,781,879,837,1082,743,436,675,362
OR10H2,0,0,0,0,0,0,0,0,0,0,0,0
SRGAP2C,149,237,144,199,147,275,200,300,109,206,283,265
OR52A5,0,0,0,1,0,0,0,0,0,1,0,1
SCG2,0,1,0,0,0,0,0,0,1,1,0,0
ATPAF2,181,251,283,313,315,313,282,456,248,322,356,318
CYP4F22,0,0,0,0,0,0,0,0,0,0,0,0
FOXB1,0,0,1,0,0,0,1,0,1,0,0,0
PPIH,662,885,578,842,643,646,545,725,495,372,408,344
DRC3,7,4,2,7,2,8,12,14,2,6,8,10
ZNF57,175,217,150,166,120,111,125,159,100,56,84,51
SHLD1,56,73,56,79,44,51,64,100,62,47,45,35
C11orf40,0,0,0,0,0,0,1,0,0,0,0,0
JMJD1C,1571,2218,1373,1742,1247,1531,1949,2449,1484,1554,1572,1239
LDHAL6B,3,1,0,1,2,0,1,0,1,2,0,0
SYNPO,0,1,0,0,1,0,1,1,0,0,1,0
OR52P2P,0,0,0,0,0,0,0,0,0,0,0,0
ZNF556,54,81,35,49,50,52,51,59,45,37,54,29
MAL,3,11,7,3,6,3,0,3,2,0,1,1
ZNF554,112,122,63,105,81,86,81,108,67,82,62,54
RAB33B,148,222,148,196,151,124,115,132,142,96,142,82
THOP1,730,1142,960,1159,1270,944,823,1074,697,513,688,540
REG3A,0,0,0,0,0,0,0,0,0,0,0,0
GAP43,0,0,0,0,0,0,0,0,0,0,0,0
REG1B,0,0,0,0,0,0,0,0,0,0,0,0
EPHX4,0,1,0,0,1,0,0,0,0,0,0,0
LAMB2,6,4,2,9,15,6,0,0,2,0,0,1
USP19,706,854,751,828,824,824,619,904,578,580,740,406
QARS1,2635,4221,2924,4585,4341,3570,2057,2886,2027,1905,2197,1731
ORMDL3,430,678,445,562,448,367,293,377,251,313,424,224
SERF1A,76,73,43,16,74,20,17,38,50,28,9,8
KLF11,302,367,264,432,365,346,379,579,349,416,541,537
LRRC15,0,0,0,0,0,0,0,0,0,0,0,0
SMN1,184,213,133,73,51,47,30,69,37,49,219,103
EIF2AK3,242,347,277,325,310,270,296,313,265,205,207,166
TEX37,0,0,0,0,0,0,0,0,0,0,0,0
MOB3A,24,37,25,21,52,43,53,30,24,30,42,53
KRCC1,151,187,106,141,72,76,139,177,131,169,184,97
NME6,333,502,336,421,372,314,228,372,210,142,147,112
CYCS,3115,4196,2483,4024,3282,3633,2914,3828,2704,2182,2290,1713
CD8B,0,0,0,0,0,0,0,0,0,0,0,0
SLFN12,11,32,12,32,24,21,31,25,15,18,19,12
SLC9C1,0,0,0,0,0,0,0,0,0,0,0,0
OR1A1,0,0,0,0,0,1,0,0,0,0,0,0
OR1A2,0,0,0,0,0,0,0,0,0,0,0,0
OR8I2,0,0,0,0,0,0,0,0,0,0,0,0
LCE1D,0,0,0,0,0,0,0,0,0,0,0,0
CCL11,0,0,0,0,0,0,0,0,0,0,0,0
FRMD3,8,11,8,3,2,11,20,11,12,9,1,18
SNTB1,0,1,0,0,0,0,0,0,0,3,2,1
MTBP,791,976,697,830,579,580,1021,1254,826,698,618,437
TEFM,172,257,160,182,174,174,139,168,133,92,111,90
MRPL13,1530,2119,1276,1776,1190,1367,1173,1440,961,704,869,548
MALT1,3187,4070,2743,1967,1284,1761,585,716,449,100,107,71
PRL,0,0,0,0,0,0,0,0,0,0,0,0
ISG20,26,26,9,113,77,87,16,32,20,292,263,184
OR4C11,0,0,0,0,0,0,0,0,0,0,0,0
MBOAT1,419,483,360,390,286,310,336,452,282,123,140,116
OR8U1,0,0,0,0,0,0,0,0,0,0,0,0
ID4,200,336,222,2,0,2,90,107,88,1,1,3
OR4X2,0,0,0,0,0,0,0,0,0,0,0,0
GPR22,0,0,0,0,1,0,2,1,0,0,0,0
CXCR6,0,0,0,0,0,0,2,2,1,2,1,2
CEBPB,115,159,123,260,191,135,478,655,399,654,702,579
AZU1,11,21,18,79,107,60,28,30,17,24,19,24
TPSAB1,342,481,390,249,218,186,324,379,276,57,42,46
ATOH1,0,0,0,0,0,0,2,1,0,1,0,0
PAIP1,1028,1377,897,1407,1073,943,988,1388,874,764,861,686
CLEC7A,5,3,4,11,6,8,8,11,6,4,9,5
C5orf34,106,172,117,141,99,130,124,175,114,106,113,80
C1QTNF4,1,0,0,0,2,1,6,1,2,0,4,0
SERHL,0,3,2,2,0,1,0,2,0,0,0,0
NEGR1,86,95,60,78,70,62,80,80,59,53,57,35
ZNF131,1091,1503,921,1399,997,1001,1080,1482,846,808,872,667
MACROD2,12,30,12,17,17,18,27,25,14,11,20,11
DPAGT1,247,339,249,379,339,271,229,293,186,131,192,120
BSG,3123,4927,3687,5738,5192,4272,4194,5700,3563,4975,5349,4599
HINFP,181,192,164,200,204,169,195,242,177,181,188,130
CDY1,0,0,0,0,0,0,0,0,0,0,0,0
OR10V1,0,0,0,0,1,0,0,0,0,0,0,0
CERS6,654,921,619,719,573,720,359,426,284,163,179,129
SPTLC3,26,36,28,45,25,34,63,60,25,38,27,19
COPRS,344,498,347,533,401,444,224,245,180,108,130,97
TP53RK,593,756,527,670,545,591,482,574,449,276,278,204
B3GALT1,15,33,16,19,16,9,21,32,22,15,20,14
OR5A1,0,0,0,0,0,0,0,0,0,0,0,0
CLEC12A,0,0,0,1,1,0,0,0,0,0,0,0
OR5A2,0,0,0,0,0,0,0,0,0,0,0,0
BPGM,136,179,108,300,246,213,183,229,165,641,741,546
POP7,203,292,201,301,298,290,236,296,187,179,188,166
ALG14,189,212,98,180,215,136,164,121,74,88,84,130
SUCLG2,1442,1805,1239,1652,1173,1236,821,1039,707,530,644,408
STARD5,28,46,25,51,31,26,66,93,64,66,83,81
CSDC2,0,0,0,0,0,0,0,0,0,0,1,0
RCAN2,0,0,0,0,0,0,0,1,0,1,1,1
IL16,49,54,45,58,39,34,109,163,123,136,157,116
ABCG4,0,0,0,0,0,0,0,1,0,0,1,0
CDY1B,0,0,0,0,0,0,0,0,0,0,0,0
GNB2,455,687,589,824,829,575,556,824,517,635,730,609
CFAP53,10,9,5,9,3,7,17,21,18,22,27,13
OR5B12,0,0,0,0,0,0,0,0,0,0,0,0
OR5B2,0,0,0,0,0,0,0,0,0,0,0,0
MCRIP2,374,484,292,560,430,387,345,493,315,212,256,215
PDZD3,0,0,0,0,0,2,2,0,1,0,0,0
C2CD2L,48,100,61,108,94,90,61,92,74,34,36,44
OR9I1,0,0,0,0,0,0,0,0,0,1,0,0
ARNT2,0,2,1,4,2,3,1,6,4,7,3,1
GNG12,0,1,0,0,0,0,6,0,0,1,0,0
PRSS27,17,29,25,21,12,28,23,24,17,23,16,13
MYOZ2,0,0,0,0,0,0,0,0,0,0,0,0
SYNPO2,5,2,5,7,2,5,3,9,0,5,6,4
DNAJB7,1,0,0,0,0,0,0,0,1,0,0,0
CLP1,275,330,227,401,309,345,221,265,189,155,138,135
INSL5,0,0,1,0,0,0,0,0,0,0,0,0
EFCAB3,45,54,37,43,24,40,39,54,38,48,26,26
TTC36,1,2,0,1,0,1,0,2,2,0,3,1
RSPH9,2,0,0,2,1,3,6,4,4,0,5,3
COPS9,362,531,334,509,430,461,179,282,175,162,164,132
GTPBP2,308,519,415,637,593,541,638,828,520,1117,1210,1088
FGGY,36,67,17,38,44,22,49,43,27,27,13,14
IL17D,0,6,2,2,1,5,0,1,0,0,1,1
OR5AR1,0,0,0,0,0,0,0,0,0,0,0,0
PRSS30P,0,2,0,0,0,0,0,0,0,0,0,0
FUT9,769,697,486,169,119,154,331,305,275,52,42,19
OR5AP2,0,0,0,0,0,0,0,0,0,0,0,0
TCEAL1,111,188,128,138,120,126,40,43,42,49,40,18
ZNF24,2185,2407,1805,1772,1220,1356,1907,2378,1886,1232,1551,959
HSFY1,0,0,0,0,0,0,1,0,0,0,0,0
MANEA,442,576,431,589,411,465,546,669,379,351,380,223
RAB40A,4,6,2,2,3,3,6,8,1,8,7,3
MAB21L4,0,0,0,1,0,1,1,9,0,0,0,0
AGXT,2,9,8,11,11,9,7,10,2,9,5,9
OR8J1,0,0,0,0,0,0,0,0,0,0,0,0
AFF1,2183,2490,2031,2396,1698,1865,3766,4685,2851,1670,1967,1378
ACOT12,0,0,0,0,0,0,0,0,0,0,0,0
FIBP,384,561,421,505,457,371,268,398,264,197,213,178
CARNS1,0,8,5,17,8,6,23,23,7,45,56,52
OR10H5,0,0,0,0,0,0,0,0,0,0,0,0
BANP,122,199,129,152,133,122,163,186,122,114,158,125
PPP1CA,389,625,490,595,652,516,393,536,403,404,489,414
HCFC1,543,745,554,647,751,607,724,792,520,467,485,450
FAM170B,0,0,0,0,0,0,0,0,0,0,0,0
CTSW,0,0,2,2,2,3,0,3,2,0,1,0
NIPAL4,0,0,0,0,0,0,0,1,0,0,0,0
MUCL1,0,0,0,0,0,0,0,0,0,0,0,0
SNTG2,0,0,0,0,0,0,0,0,0,0,1,0
FNDC9,0,0,0,0,0,0,0,0,0,0,0,0
PDE3A,27,11,4,3,1,2,7,7,4,0,0,2
RASGRP1,0,1,0,0,1,0,0,0,4,6,1,0
KLHL6,322,484,327,263,233,231,259,345,235,78,85,54
CHCHD1,399,613,387,601,403,465,343,476,315,268,255,205
MRPL52,423,608,418,573,511,459,391,593,351,252,279,210
SMPDL3A,0,0,0,1,1,0,0,2,1,0,1,0
RND1,30,24,18,18,20,14,26,44,35,22,34,22
RAD9A,107,173,140,162,147,130,149,205,111,129,147,96
EFEMP2,5,20,8,26,28,12,6,27,9,23,14,7
OR10AD1,0,0,0,0,0,1,0,0,0,0,1,0
AGAP5,12,27,25,29,28,19,45,45,29,20,29,26
WASHC2C,810,1198,747,912,779,987,666,932,562,611,557,356
TMEM134,12,61,19,42,58,36,21,33,31,23,58,37
ZMAT3,427,606,455,453,392,376,450,496,366,242,250,174
ZFAND4,449,654,411,615,430,454,249,425,208,206,214,180
THEMIS,0,0,0,2,0,0,1,0,0,0,0,0
MOS,0,0,0,0,0,0,0,0,1,0,0,0
ZNF738,18,36,26,27,36,30,28,32,22,30,27,21
MS4A10,9,10,9,20,10,9,7,12,3,8,7,7
SLFN11,22,54,18,31,5,9,18,23,10,2,16,2
FAM71D,0,1,0,0,0,0,1,2,0,3,0,0
CCL19,0,0,0,0,0,0,0,0,0,0,0,0
CORO1B,294,396,400,464,436,345,185,204,130,88,109,90
FUT10,336,470,382,477,309,314,336,429,259,147,201,131
LRRC20,68,77,73,40,67,31,48,53,17,26,8,7
MUS81,230,349,216,315,373,278,388,524,311,260,262,319
PURG,0,2,4,4,16,1,6,11,8,11,12,10
TMEM217,22,31,20,28,33,21,18,17,8,33,24,25
OR4D9,0,0,0,0,0,0,0,0,0,0,0,0
ZNF596,62,66,49,38,56,42,38,63,87,44,72,40
COL6A5,0,0,1,2,1,1,0,1,9,1,0,0
CFL1,907,1392,1046,1076,1190,904,931,1218,748,424,513,447
TMCC1,126,213,135,153,119,116,82,112,86,64,55,41
NAA16,529,664,424,599,482,509,493,658,498,234,312,218
OR5B3,0,0,0,0,0,0,0,0,0,0,0,0
EFCAB12,34,37,24,54,44,47,79,34,19,20,20,17
OR10W1,0,0,0,0,0,0,0,0,0,0,0,0
PSME3IP1,559,782,522,742,534,521,528,706,557,487,514,437
RAB43,22,19,40,28,16,34,10,26,20,18,4,6
FADS6,2,9,5,5,1,3,3,2,5,3,6,2
CBWD1,1616,2338,1363,2023,1459,1498,1313,1807,1146,987,1103,733
HOXC5,0,0,0,0,0,0,0,1,0,0,0,0
RAB37,11,10,9,13,14,0,5,12,3,5,7,2
DCP2,2052,2536,1918,2693,1617,1943,2434,2997,2092,1655,1961,1368
SNX32,4,6,3,13,11,5,10,23,6,17,13,11
RPL38,5026,7284,4856,7581,5778,5138,5810,7806,5181,4724,5003,4043
CYP7B1,0,0,0,0,0,0,0,0,1,0,0,0
OVOL1,0,0,0,0,0,0,0,0,2,0,0,0
RARG,23,18,16,20,21,13,17,31,21,7,17,15
CES4A,6,12,13,18,14,24,20,15,7,7,4,3
CES3,11,21,18,32,27,19,20,28,15,35,26,26
SSH3,70,118,58,53,64,61,63,55,30,38,12,13
CES2,138,301,198,202,279,177,200,310,202,122,158,131
PDP2,199,346,221,346,237,315,248,380,246,132,87,120
SP3,1907,2665,1674,2640,1934,1826,2099,2067,1567,1785,1949,1413
KRT2,1,4,0,0,0,1,0,0,0,0,3,0
DMXL1,1557,1566,1236,1824,1177,1131,1776,2553,1683,1709,1843,1294
METAP1D,68,137,69,95,91,59,99,106,94,94,89,52
ZNF621,197,299,206,353,235,214,388,413,300,319,408,237
EGFL7,272,435,345,502,664,527,209,271,195,74,78,84
NADSYN1,473,643,427,462,521,460,583,821,470,333,400,324
DHCR7,349,544,427,492,534,458,501,687,392,445,364,359
ACTE1P,59,86,64,63,55,56,71,90,44,36,49,33
LVRN,0,11,0,3,2,0,1,0,3,1,4,1
NBEA,2,2,2,8,6,4,0,31,0,1,2,0
RNASEH2C,406,437,356,499,391,319,295,402,264,229,215,204
MYEOV,2,2,8,2,0,0,0,3,6,0,0,0
ANKRD13D,88,194,145,144,144,121,93,105,82,37,35,30
MRGPRF,0,0,0,0,0,0,0,0,0,0,0,0
MYD88,122,202,155,206,228,165,76,84,53,51,64,33
MRGPRD,0,0,0,0,0,0,0,0,0,1,0,0
OXSR1,1194,1700,1170,1477,1248,1313,1082,1407,916,975,1078,818
SLC22A13,1,0,0,2,0,4,0,0,1,0,1,0
PHF8,186,332,224,262,197,239,294,399,218,161,285,177
LCLAT1,854,1149,770,928,855,857,1295,1692,1095,693,681,615
ADH6,0,0,0,0,0,0,0,0,0,0,1,0
MIR4435-2HG,794,979,682,895,663,680,538,815,443,411,372,304
XKR3,0,0,0,0,0,0,0,1,0,0,0,0
FRG2C,0,1,0,0,0,0,0,0,0,0,1,0
KAT5,618,758,517,822,658,543,458,593,366,410,519,346
SH3RF3,0,0,0,0,0,0,0,0,0,1,0,0
GXYLT2,1,3,7,39,9,15,2,1,0,1,4,4
HPSE2,3,2,0,8,8,3,3,4,2,6,4,5
DCAKD,104,222,142,169,186,152,138,158,92,129,127,83
ARPP21,80,98,81,50,50,92,13,26,29,1,0,2
TADA2B,261,356,297,398,349,297,293,385,251,271,298,206
CCDC96,4,3,6,1,6,4,5,6,2,3,4,7
GRK2,416,448,362,373,438,301,421,631,513,180,272,182
RELA,71,108,83,98,124,75,84,120,92,61,71,94
EVC2,0,0,0,0,0,0,0,0,0,0,0,0
ZNF680,300,343,186,284,176,177,246,393,221,123,163,76
HECTD4,1773,2305,1603,2771,1659,1899,2566,3604,2197,3215,3173,2351
FAM222B,36,35,14,25,16,33,32,47,44,28,29,23
BNC2,0,0,0,0,0,0,0,0,0,0,1,1
DELEC1,1,4,2,0,2,1,1,2,0,2,3,2
RXFP4,0,0,0,0,1,0,0,0,2,0,0,1
HPSE,3,3,1,4,13,2,6,10,11,4,11,2
COQ2,289,382,287,468,321,334,289,376,250,273,299,221
CCDC63,0,0,0,0,0,0,0,0,1,0,0,0
HSPA6,16,22,16,33,25,18,58,91,45,54,73,39
TRMT112,861,1211,834,1267,994,991,806,1111,736,607,615,522
LRRN3,0,0,0,0,0,0,0,0,0,0,0,0
KDM2A,571,595,443,605,469,424,627,595,484,446,463,308
ACSM6,0,0,0,0,0,0,0,1,0,0,0,0
ADCK5,81,143,126,167,151,113,166,219,175,113,165,84
MRPL57,546,735,468,765,547,602,486,608,402,360,365,286
NOC3L,1900,2367,1649,1804,1442,1595,1506,1880,1407,834,980,601
ESRRA,339,471,373,480,447,404,298,463,289,227,297,202
RHOD,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS20,0,0,0,0,0,0,0,0,1,0,2,0
COMMD1,285,314,200,300,189,216,238,371,279,161,229,133
RAPH1,13,101,8,6,56,20,54,5,5,2,2,29
MTX1,386,546,363,595,518,470,301,428,302,224,235,178
ADCY5,0,0,0,0,0,0,1,0,0,0,0,0
PARP14,979,1184,832,1584,979,1161,1482,1827,1097,746,943,599
CYSLTR1,256,319,199,321,192,204,240,389,181,205,199,124
PARP15,418,493,325,370,241,326,348,420,276,174,210,132
CKS1B,785,1132,860,1106,810,809,942,1278,906,838,932,729
ABCD2,0,0,0,0,0,0,0,0,0,0,1,0
AHSA2P,974,1377,930,1159,861,942,749,1162,674,535,647,371
ABLIM3,1,1,3,10,1,6,9,3,2,0,1,1
MAB21L3,71,92,49,78,47,45,64,86,48,58,44,36
TUBB8B,0,0,0,0,0,0,0,0,0,1,1,1
MFSD4B,592,836,515,766,579,608,727,878,602,495,521,358
VANGL1,278,465,272,370,344,389,289,338,259,163,194,189
GLRX,238,347,317,327,333,293,436,576,320,278,389,168
IQCB1,585,817,523,671,551,558,722,993,710,509,570,392
SYT12,10,15,8,12,14,6,15,21,12,10,12,24
GOLGB1,2395,3477,2219,3100,1966,2665,1891,2364,1797,1333,1428,1321
C11orf86,0,0,0,0,0,0,0,1,0,0,0,0
LIPM,0,0,0,0,0,0,0,0,0,0,0,0
GPR151,0,0,0,0,0,0,0,1,0,0,0,0
DMRT2,0,0,0,0,0,0,0,0,0,0,0,1
ZNF483,10,18,8,26,11,19,17,15,15,9,9,12
PLAC8L1,2,0,1,1,1,2,3,5,1,1,4,3
SLC2A14,4,3,9,119,111,72,20,17,11,79,73,76
GPR137,35,61,42,47,44,28,41,54,51,33,58,27
SNCG,0,0,0,2,0,1,0,1,0,1,0,0
MMRN2,14,16,6,24,20,21,5,13,1,1,1,0
MZT2A,515,783,584,672,644,581,408,564,349,340,359,318
TNKS,1074,1442,1007,1229,830,929,1093,1632,1008,875,1012,785
ZNF449,172,253,160,245,169,147,225,225,183,178,198,116
ZBTB21,188,224,164,156,151,195,254,292,213,203,186,241
PPP1R3B,681,805,590,988,873,747,837,997,706,1049,1244,947
OR10K1,0,0,0,0,0,0,0,0,0,0,0,0
FAM86B3P,54,143,54,70,88,60,97,159,74,55,59,45
GPR148,0,0,0,0,0,0,0,0,1,0,0,0
STOX2,0,0,0,0,0,0,0,0,0,0,4,0
MAP3K11,118,249,166,173,246,157,184,204,109,191,125,133
TRIB1,20,29,18,30,20,39,49,42,31,14,14,25
CST9,0,0,0,0,0,0,0,0,0,0,0,0
KCNK7,0,1,4,1,1,7,3,1,1,0,0,0
SFT2D3,133,165,110,139,109,101,156,207,137,110,99,106
RBMY2MP,0,0,0,0,0,0,0,0,0,0,0,0
C1QB,0,0,0,0,0,0,0,0,0,0,0,0
C1QA,0,0,0,0,0,0,0,0,0,0,0,0
NDNF,1,0,1,0,0,0,0,0,0,1,0,0
IQCF1,0,1,0,0,0,0,0,0,0,1,0,0
OLR1,3,3,2,1,2,1,1,2,2,3,0,1
GLIPR1L1,0,0,0,0,0,0,0,0,1,0,0,2
DAG1,118,250,173,319,160,186,460,417,213,223,188,129
INSM1,0,0,0,0,0,0,0,0,0,0,0,0
DAB1,0,0,0,1,0,0,5,1,1,1,1,0
ARV1,810,1089,740,1154,784,810,1032,1320,967,946,1069,669
NAA20,819,1044,660,932,782,841,528,708,419,357,443,283
IHO1,14,24,10,10,14,12,15,26,14,12,13,6
RNASE8,0,0,0,0,0,0,0,0,0,0,0,0
SAA1,0,0,0,0,0,0,0,0,0,0,0,0
MICOS10,759,1124,676,920,835,781,488,678,433,252,283,204
EHBP1L1,1013,1677,1127,1625,1441,1100,1582,2062,1283,1841,2215,1536
THAP2,92,90,79,135,60,99,83,106,94,77,67,45
TMEM196,0,0,0,0,0,0,1,0,0,0,0,0
RNF26,65,131,78,73,93,90,99,152,82,52,101,73
PPP1R14B,728,1043,772,1088,938,882,750,1021,732,592,559,500
RNASE11,0,1,0,0,0,0,1,0,1,0,0,0
ZNRD2,75,137,119,123,165,120,131,182,116,74,89,84
AGR3,0,0,0,0,0,0,0,0,0,0,0,0
SMARCC1,1808,2969,1631,2314,1927,1704,1472,2236,1452,946,1257,958
ZNF417,230,349,258,328,231,263,370,494,357,283,347,253
PTPRM,0,0,0,0,2,0,3,1,2,0,0,0
FKBP2,131,219,166,251,185,180,150,192,120,114,113,107
VEGFB,32,55,31,39,30,23,20,23,18,19,13,12
PEAK1,1552,1667,1186,1282,883,1109,1871,2177,1414,1245,1084,951
TNFRSF10D,27,59,34,48,43,45,42,50,32,31,32,26
MST1,37,71,50,153,158,115,48,65,70,165,172,184
TNFRSF10C,2,3,7,2,1,1,6,6,2,1,2,1
GMPPB,138,217,176,183,241,182,168,281,133,131,131,120
MOB1B,1368,1871,1095,2300,1692,1875,1688,1789,1454,3165,3606,2417
ZNF622,329,498,344,508,389,398,339,437,328,278,304,242
CSPG4,4,3,2,6,8,5,3,2,2,0,3,0
SNX33,35,72,48,49,39,38,11,33,11,3,3,4
FAM166C,0,0,0,0,0,0,0,0,0,0,0,1
NABP1,629,897,475,927,651,740,503,666,417,611,734,481
ADGRF3,5,7,14,0,6,0,6,11,7,10,11,6
NLRP13,0,0,0,1,0,0,0,2,1,0,0,0
CHD2,2613,3098,1878,3527,2344,2726,4190,6030,4146,4609,5406,3605
XCR1,0,0,0,0,0,0,1,0,0,0,0,0
CCDC106,20,22,28,38,48,25,21,38,21,15,25,28
CCR9,0,1,0,0,0,0,0,0,0,0,0,0
CEP83,806,908,559,702,418,776,521,749,564,392,385,259
SULT1B1,521,659,459,559,329,471,703,782,490,514,486,337
NUDT4,1825,2646,1909,3495,2479,2570,4837,6018,4239,11616,14269,10369
PC,174,268,166,241,199,154,139,188,188,218,127,74
UGT2A1,0,2,0,1,0,1,0,1,3,6,1,0
SCAI,357,573,312,434,293,326,811,846,553,353,394,287
GPRC6A,0,2,0,0,0,0,0,0,0,0,0,0
NMNAT1,145,251,148,206,197,223,135,217,132,82,138,84
LRFN4,378,724,531,668,790,529,530,632,614,245,287,277
TRAPPC3L,3,4,1,0,3,4,5,4,1,2,4,2
APOBEC4,0,0,0,0,0,0,0,0,0,0,0,0
SLC19A1,259,407,280,547,694,513,342,344,231,228,255,266
HSPB7,0,0,0,0,0,0,0,2,1,0,0,1
RCE1,40,63,40,76,55,56,71,106,41,64,64,63
UQCRH,3159,4057,2717,4173,3178,3204,1794,2554,1701,1518,1761,1188
TAS1R1,0,0,0,2,0,0,0,1,1,2,2,3
HES3,0,0,0,0,0,0,1,0,0,0,0,0
EIF1AX,1262,1974,1307,1821,1625,1775,1160,1285,1156,1160,1345,808
SPDYE2B,0,0,0,0,0,0,0,0,0,0,0,0
OR1L1,0,0,0,0,0,0,0,0,0,0,0,0
BCLAF3,137,192,138,155,93,103,154,176,90,103,102,78
PSMD1,2636,3791,2507,3878,3034,3279,2449,3240,2231,2051,2167,1692
ADGRG2,18,25,25,15,13,23,22,32,12,15,19,17
SPATA3,0,0,0,0,0,0,1,0,0,0,0,0
MUC13,0,0,0,0,0,0,0,1,1,0,0,1
SUSD5,5,7,1,2,2,2,4,5,0,1,1,2
HEG1,3,0,0,1,2,2,0,1,1,0,2,1
WFIKKN2,0,0,0,0,0,0,0,3,0,0,0,0
C11orf80,23,37,25,37,36,36,38,51,24,50,34,26
TOMM20,3248,4756,3206,4643,3870,3635,3224,4695,2616,2856,3012,2616
C1orf100,0,0,0,0,0,0,0,0,0,0,0,0
AGFG1,807,1216,937,1293,914,894,816,947,695,978,1012,854
STAT5B,1033,1368,953,1164,983,923,1207,1581,829,996,1049,735
CD7,0,0,0,0,0,0,0,1,0,1,0,0
TOPAZ1,0,0,1,0,0,0,0,0,0,0,0,0
CNP,154,322,261,298,447,261,217,362,213,221,174,198
JUP,169,286,240,226,243,181,212,263,180,109,150,132
HAP1,41,58,45,50,59,51,53,54,41,47,39,28
TDRD12,16,17,14,15,8,9,15,19,6,13,17,5
CCDC13-AS1,0,0,0,0,0,0,0,0,0,0,1,0
EIF1,1673,1982,1258,2026,1349,1350,2070,2586,1596,2004,2150,1939
ENDOV,24,50,29,58,58,29,66,57,29,58,69,40
RNF213,1148,1653,1080,2207,1679,1377,3290,3408,2061,3764,4493,3556
TIGD3,1,6,2,9,9,9,9,8,7,2,3,9
KCNH6,0,1,1,0,2,0,1,3,1,0,2,0
MARCHF10,0,0,0,0,0,0,0,0,0,0,0,0
PLK3,34,41,26,19,34,13,38,60,14,25,37,23
NET1,932,1247,931,2136,1815,1483,923,1146,721,966,1142,822
DPY19L1,809,1066,693,686,464,750,383,629,376,231,207,122
FLJ20712,1,0,0,0,0,2,0,0,0,0,0,0
DET1,0,4,0,3,3,0,0,3,0,2,0,0
PHOSPHO1,17,15,7,48,44,27,86,150,101,274,330,243
ZNF791,590,809,427,645,510,406,817,1133,643,528,549,372
PHC3,1045,1400,828,1144,642,906,1799,2690,1493,1030,1160,1001
GPR160,123,172,87,115,101,95,51,34,31,21,26,13
CBX2,97,172,126,172,196,143,81,129,81,77,64,56
SPTBN2,442,705,478,674,635,520,1004,936,662,388,431,360
GOLIM4,1384,1955,1488,2287,1586,1671,1487,2020,1236,1901,2239,1493
KRT28,0,0,0,0,0,0,0,0,0,0,0,0
RBM4B,148,200,147,196,170,157,152,154,89,87,109,74
ATP5MD,1223,1717,1105,1606,1067,1284,772,1066,768,639,684,426
