gene_name,Wild-type_rep1,Wild-type_rep2,Wild-type_rep3,ATF7IP_KO_rep1,ATF7IP_KO_rep2,ATF7IP_KO_rep3,SETDB1_KO_rep1,SETDB1_KO_rep2,SETDB1_KO_rep3
ABCF3,475,707,680,529,757,441,532,801,545
PCYT1A,609,869,752,557,790,418,517,793,540
FBXO27,53,74,58,58,91,29,62,81,48
DMKN,2,8,13,6,15,6,6,8,7
U2AF1L4,70,73,95,73,83,50,115,81,65
BDH1,6,6,2,5,6,4,4,8,5
NPHS1,0,3,6,1,2,2,3,3,5
THAP8,23,27,35,18,38,17,21,22,24
COX7A1,4,7,10,4,10,2,8,7,12
ZNF382,25,34,42,49,92,54,52,83,64
LRRC56,6,7,2,0,15,8,15,20,12
PLXDC1,37,30,26,44,48,18,27,42,32
PGAP3,45,66,42,70,86,24,55,62,55
IKZF3,62,93,94,83,121,54,71,94,52
GRIN2C,3,8,9,12,22,7,6,10,12
FDXR,147,209,182,230,291,84,200,256,193
SAP30BP,743,922,965,687,955,439,778,903,686
ACOX1,927,1191,999,891,1345,617,881,1232,869
PRPSAP1,561,821,624,500,725,349,630,774,504
CYGB,8,7,6,11,20,6,13,16,16
SRSF2,5148,7046,5328,4979,6873,2905,3945,6548,4480
ZNF577,7,5,5,6,14,9,5,15,12
TMEM143,39,66,63,62,89,43,61,71,50
KLHL10,4,1,2,0,0,0,1,3,0
CCDC155,1,3,0,2,2,2,0,6,0
HCRT,0,0,0,0,0,0,0,0,0
ALDH16A1,389,489,365,383,501,165,320,486,320
DCD,6,3,5,6,11,4,6,5,5
ITGA5,249,339,291,153,158,64,261,237,95
SIGLEC11,11,9,11,8,10,8,7,15,3
ZNF385A,30,48,36,61,80,40,18,57,31
SIGLEC16,2,1,7,2,8,3,2,6,1
MPP3,220,262,224,178,287,133,196,243,161
CD300LG,1,3,4,1,0,0,2,0,2
IZUMO2,4,9,3,7,10,2,1,4,4
NAGS,15,33,16,22,27,11,14,27,15
LSM12,1314,1623,1663,976,1599,753,1322,1391,1046
ASB16,20,32,22,21,27,13,27,24,26
EMC10,479,634,523,509,811,364,485,729,490
JOSD2,38,44,32,70,78,29,52,87,50
SHANK1,1,3,2,4,2,1,1,3,2
FAM171A2,70,131,93,68,90,30,86,119,53
DBF4B,373,489,479,320,526,183,401,543,286
PLCD3,720,900,689,575,1150,591,711,1034,725
FMNL3,223,348,258,219,316,118,239,393,199
AQP5,0,2,2,1,3,0,2,1,1
RACGAP1,3197,4379,4159,2826,4681,2061,3232,4853,2875
OR7G1,0,0,0,0,0,0,0,0,0
LARP4,2355,3442,3239,2289,3200,1525,2404,2974,2198
GRASP,2,5,2,1,5,2,3,1,1
RAVER1,301,391,306,251,385,204,234,380,241
KRT84,0,0,0,0,0,0,0,0,0
KRT82,0,0,0,0,0,0,0,0,0
SYCE2,30,41,38,87,113,47,102,129,85
SPC24,857,1110,1143,782,1166,504,937,1219,765
IP6K3,0,0,0,0,0,0,0,0,0
LEMD2,509,678,596,521,804,346,738,868,503
ALOX15,0,0,0,1,6,0,0,4,6
TREML1,0,0,0,0,0,0,0,0,0
ADCY10P1,10,18,21,13,26,18,11,22,20
ZNF653,49,57,43,38,58,25,41,53,38
MED11,213,293,312,178,318,112,184,319,198
CXCL16,17,38,38,21,35,10,21,32,22
SCIMP,22,22,19,10,29,17,18,19,18
RNASEK-C17orf49,9,6,17,5,7,5,10,25,4
BCL6B,351,529,469,429,557,230,565,470,323
ASGR2,0,1,0,0,0,0,0,0,0
TNFSF13,212,253,223,225,366,117,263,325,182
SENP3,1103,1486,1371,1035,1385,645,1342,1456,846
FGF11,29,38,42,27,55,19,22,27,31
EIF4A1,11431,16072,13943,9443,13348,5879,9604,13081,8792
RPL26,13460,18859,20714,15877,21553,10234,17462,20647,15553
CCDC42,1,0,0,0,0,0,0,0,0
POLR3K,287,458,309,255,426,142,402,416,243
SNRNP25,610,806,620,490,681,323,395,771,401
PRR35,0,0,0,0,0,0,0,0,0
WDR90,482,596,361,444,716,197,455,606,318
JMJD8,291,337,329,274,405,186,234,373,217
CCDC78,74,108,87,95,144,57,108,120,94
SSTR5,7,3,7,8,18,4,10,8,5
SPSB3,172,226,181,184,278,103,281,280,190
MEIOB,1,3,0,142,187,40,29,21,131
HS3ST6,0,0,0,0,0,0,0,0,0
C16orf59,141,173,128,132,234,92,215,187,137
CCNF,1012,1200,1020,816,1294,445,642,1367,688
TBC1D24,213,279,223,198,286,120,259,248,166
AMDHD2,190,230,155,174,232,72,161,277,136
NTN3,12,9,8,18,25,12,12,15,8
BICDL2,5,7,8,4,13,7,8,4,12
PAQR4,549,740,599,602,866,339,851,775,588
FLYWCH2,701,974,965,1002,1450,597,1261,1214,865
ZG16B,18,18,14,18,20,22,14,16,21
ZNF75A,27,35,45,25,43,7,35,38,39
ADCY9,967,1149,1087,831,1441,741,1068,1262,895
SHANK2,7,3,5,30,25,20,1,2,16
CLPB,696,938,901,547,779,362,605,911,561
NEU3,697,883,809,655,911,430,894,993,564
CYB561A3,620,807,547,492,605,251,437,754,427
PPP1R32,0,12,2,14,11,11,10,17,9
ASRGL1,130,167,205,84,123,50,112,107,62
GNG3,3,7,7,1,13,7,8,11,9
UBXN1,803,1049,1323,935,1243,571,1314,1281,926
LBHD1,167,245,155,137,263,112,172,233,133
TTC9C,303,431,395,346,500,206,398,525,340
TAF6L,147,194,157,148,232,94,114,247,131
NXF1,635,827,774,691,918,472,625,958,649
STX5,272,431,421,323,521,218,541,453,357
SLC25A45,140,186,155,153,222,107,201,192,139
RPL29,6905,9127,7634,5694,9684,4369,7957,10338,6674
ITIH3,0,0,0,0,2,0,1,0,0
SYVN1,106,123,110,123,191,72,81,162,88
ZFPL1,136,193,164,125,153,71,175,171,115
RPS6KA4,269,405,317,252,401,188,272,385,285
LRP5,558,666,724,349,574,254,414,559,351
TPCN2,113,125,105,83,141,61,82,108,88
FGF19,0,0,0,0,0,0,0,0,0
CYP4A22,6,17,11,6,18,6,5,6,1
PDZK1IP1,5,3,4,3,1,0,1,0,1
TAL1,11,10,7,11,8,5,7,12,4
CMPK1,1793,2561,2257,1707,2663,1229,1849,2180,1744
BEND5,0,0,0,0,0,0,0,0,0
ELAVL4,0,0,0,0,0,0,0,0,0
COA7,1061,1386,1440,977,1461,650,1196,984,973
ZYG11B,1251,1753,1535,1265,1952,934,1412,1574,1432
SLC1A7,0,0,0,0,0,0,0,0,0
C1orf123,190,247,218,176,246,94,195,237,180
MAGOH,413,532,652,353,510,294,476,437,445
ACOT11,122,140,118,115,198,97,124,163,137
FAM151A,4,3,3,5,6,3,2,3,3
PARS2,70,97,69,65,119,48,96,82,62
LEXM,3,5,2,10,3,4,0,3,3
BSND,10,10,10,9,16,6,7,10,8
USP24,2625,3534,3508,2201,3453,1628,2645,2554,2202
PLPP3,79,105,87,91,124,45,104,107,55
NOL9,1138,1452,1244,842,1256,602,930,1126,794
PRKAA2,829,1107,1127,962,1382,520,1149,945,820
KLHL21,318,429,275,252,418,192,252,411,227
ZSWIM5,90,150,129,100,144,55,134,99,67
GMEB1,176,230,225,154,251,108,160,195,123
SLC45A1,2,2,0,0,1,0,1,0,1
SELENON,164,209,170,181,219,71,159,266,146
AK4,1699,2454,2005,596,1152,316,1496,1159,548
JAK1,5712,8046,8234,5218,7553,4204,5928,6336,5678
RAVER2,1238,1729,1717,1063,1617,724,1688,1419,1007
CTRC,8,7,11,11,14,11,9,13,10
LZIC,263,369,402,314,521,248,322,421,317
RBP7,0,2,1,1,1,3,1,2,1
KNCN,0,0,0,0,0,0,0,0,0
FBLIM1,108,126,132,77,98,48,100,136,55
TMEM82,6,8,3,6,7,1,7,9,7
SLC25A34,16,44,28,21,38,7,11,25,10
AKR7A3,26,19,31,10,16,8,12,21,10
DRAXIN,27,32,26,19,30,11,14,29,19
PDPN,4,3,8,2,2,0,3,6,3
LRRC38,2,0,0,2,0,2,1,2,5
DHRS3,271,403,317,347,553,251,660,549,301
MATN1,7,10,9,3,8,8,8,9,3
LAPTM5,0,0,0,1,1,0,0,0,0
SDC3,323,432,407,643,1040,390,458,469,549
PEF1,532,659,548,413,558,261,512,516,348
SYNC,107,156,160,92,153,77,92,115,128
RBBP4,2682,3839,3667,2401,3800,1787,3071,3159,2586
KIAA1522,378,465,452,300,472,194,313,381,298
TSSK3,13,7,24,11,13,11,8,3,10
TMCO4,156,249,254,133,221,106,249,199,168
UBXN10,0,0,0,0,0,0,0,0,0
CAMK2N1,79,100,94,48,72,62,48,69,48
ALPL,3742,5270,5296,3521,5330,2354,3183,5028,3997
WNT4,8,4,9,7,9,6,1,2,4
TTLL10,1,2,0,0,1,0,4,1,2
SCNN1D,31,34,35,38,61,17,40,41,26
MXRA8,12,18,24,21,26,17,16,27,26
FAAP20,120,188,140,116,201,93,142,197,117
MEGF6,112,138,108,141,219,97,124,221,139
CCDC27,5,7,2,4,0,2,3,9,1
IL23R,1,2,1,1,1,0,3,0,1
DIRAS3,1,6,6,6,2,3,4,5,3
C1orf87,0,0,0,0,0,0,0,1,0
NFIA,2389,3421,3327,2185,3841,1632,3481,2868,2387
OMA1,383,537,592,326,578,189,391,494,328
MYSM1,1185,1700,1679,1372,2063,930,1788,1865,1448
TM2D1,566,729,759,549,817,347,627,687,558
USP1,6275,8599,8945,7056,10795,5598,13484,8977,7608
FUBP1,5296,7454,7945,4891,7253,3251,5798,6251,5323
NEXN,271,317,403,175,285,175,319,216,119
DNAJB4,1373,1961,1990,1672,2842,1510,1213,2509,1931
ADGRL4,0,0,0,0,0,0,0,0,0
LRRIQ3,11,11,15,14,13,4,28,13,12
LRRC53,0,0,0,0,0,0,0,0,0
TYW3,1651,2196,2417,1587,2343,1161,1568,1955,1618
LHX8,0,0,0,0,0,0,1,0,0
SNX7,0,0,0,8,5,0,4,4,6
B3GALT2,18,24,19,21,36,15,30,25,26
NTNG1,4,7,6,0,9,3,6,3,7
FAM102B,3449,4695,4131,3820,5699,3190,3270,4981,3507
HENMT1,492,705,560,549,713,312,540,549,503
AKNAD1,17,18,8,4,11,3,5,5,8
C1orf52,434,604,495,429,650,298,493,617,463
WDR63,0,0,0,0,0,0,0,0,0
GBP2,1,0,0,0,0,0,0,0,0
ATXN7L2,104,163,127,99,140,81,100,143,79
GBP4,61,83,92,76,90,57,55,109,75
ZNF326,1278,1800,1835,1354,2145,1023,1759,1729,1584
HFM1,0,0,0,0,0,0,0,0,0
BRINP3,21,31,34,57,106,31,35,22,65
GFI1,0,4,0,4,3,2,1,4,1
KCNT2,32,47,54,2,7,4,15,29,7
AGL,1595,2302,1889,1504,2141,1038,1290,1859,1320
VCAM1,1,0,0,0,3,0,2,0,0
EXTL2,434,612,497,510,705,270,521,628,444
SLC30A7,1599,2174,1976,1518,2310,1029,1598,1845,1441
ZNF281,975,1294,1453,1026,1724,795,1234,1383,1174
ARPC5,1582,2175,1852,1545,2146,1154,1125,1841,1587
CADM3,0,0,0,0,0,0,0,0,0
NLRP3,2,3,1,4,2,1,2,3,3
ZNF496,714,890,839,635,957,408,975,869,639
TRIM58,7,11,10,7,10,10,7,8,7
SLAMF9,0,0,0,0,0,0,0,0,0
OR2M5,0,0,0,0,0,0,0,0,0
KCNJ9,2,5,3,2,4,5,2,1,6
IGSF8,200,237,183,349,459,158,194,371,262
DDR2,1825,2600,2516,2196,3885,1406,8666,2983,2470
PEA15,586,780,841,473,756,370,776,697,559
PEX19,557,761,662,526,754,297,572,686,494
NCSTN,860,1194,1170,1034,1447,428,872,1196,984
VANGL2,2,2,5,3,6,1,4,0,2
SLAMF6,3,7,5,4,12,7,13,8,7
OLFML2B,0,0,1,0,1,0,0,1,0
FCRLB,2,3,1,0,0,1,4,0,0
FCGR3B,0,0,1,0,0,0,0,0,0
SLC9C2,0,1,2,0,4,1,1,1,1
KLHDC9,3,3,7,1,1,1,2,2,0
C1orf74,60,66,58,67,103,30,141,92,54
LMX1A,0,0,0,0,0,0,0,0,0
LRRC52,0,0,0,0,0,0,0,0,0
FLVCR1,564,823,745,525,784,453,515,615,511
FAM71A,1,0,1,6,2,2,6,0,3
ATF3,2075,2495,2764,966,1486,686,1681,1207,814
RBM15,1534,2083,1871,1741,2955,1309,2019,2528,1837
DENND2D,3,2,2,8,4,2,4,2,4
AXDND1,0,4,3,1,5,2,3,1,3
TDRD5,0,2,0,0,0,1,0,0,0
IER5,490,681,589,582,967,338,569,649,549
SNED1,163,230,175,275,383,188,167,299,235
BPNT1,439,613,531,453,566,286,385,499,408
SPATA17,49,76,66,55,63,41,72,61,48
C1orf115,60,84,97,42,79,32,85,100,57
BROX,1248,1821,1590,1371,2010,978,1429,1563,1511
NBPF20,744,1103,1191,826,1337,577,784,949,781
ACP6,57,64,66,39,61,31,55,65,57
WDR64,3,3,3,3,9,3,4,5,4
KIF26B,3,3,5,3,4,2,2,1,0
TFB2M,428,531,437,312,457,215,405,380,300
CNST,388,502,568,396,577,275,577,446,367
PPP1R21,104,165,169,118,181,68,150,177,144
KLHDC8A,0,0,0,0,1,0,0,0,0
PM20D1,1,0,0,0,0,0,0,0,0
PKDCC,2106,2546,2296,949,1856,962,1843,2219,1163
OXER1,0,0,1,1,1,0,0,2,0
HAAO,18,30,29,19,35,18,21,40,36
B3GALNT2,257,374,353,245,356,166,331,315,253
MAPKAPK2,715,866,822,568,771,390,794,785,513
IL20,0,0,1,0,2,0,0,0,3
IL24,4,1,3,0,2,0,1,2,0
FCMR,0,5,5,4,10,4,4,5,8
PIGR,7,16,23,12,20,6,15,17,10
FCAMR,0,0,0,0,0,0,0,0,0
CAPN2,2732,3662,3646,2125,3439,1684,2155,2979,2514
MRPL55,211,314,210,220,287,127,202,299,177
C1orf145,39,56,50,42,97,32,56,38,50
WDR26,842,1158,1183,783,1305,609,942,983,882
REL,1086,1330,1439,1026,1730,797,1346,1354,1029
PUS10,141,168,152,122,156,86,187,143,110
PEX13,585,780,727,574,870,337,768,839,537
KIAA1841,382,484,474,390,638,287,459,555,353
TRIM17,8,12,9,16,26,9,9,16,11
RFTN2,12,13,16,20,28,10,16,27,15
DISC1,6,2,4,8,20,16,2,6,9
CAPN13,1,0,0,3,0,0,1,0,4
LRRTM1,0,0,0,0,0,0,0,0,0
MEMO1,580,824,701,520,805,377,629,728,450
DPY30,566,774,801,510,745,387,646,764,536
TYW5,252,323,315,249,398,164,336,360,297
MAIP1,179,253,198,170,215,109,244,231,153
KCNF1,0,0,0,0,0,0,0,0,0
PQLC3,129,159,129,146,172,89,123,187,126
ARL5A,1116,1461,1604,966,1400,688,981,1481,1025
FAM84A,0,1,2,1,0,0,1,0,0
KCNJ3,9,14,8,12,18,4,16,22,14
NEUROD1,0,6,0,2,2,1,0,3,2
CLHC1,111,173,161,149,223,84,156,175,143
PRORSD1P,26,26,33,34,23,14,26,21,13
FRZB,0,0,1,2,2,0,0,0,1
DUSP19,72,87,89,62,112,36,65,108,76
CFAP36,406,526,642,377,616,290,502,616,433
NUP35,326,469,456,320,500,203,341,524,307
CCDC138,574,792,750,477,726,356,702,637,502
ZSWIM2,0,0,0,0,0,0,0,0,0
FBXO41,426,601,428,332,553,248,467,568,317
ALMS1P1,2,3,1,0,2,1,1,2,1
ACTG2,2,2,3,0,3,2,0,3,1
WDCP,237,324,279,201,337,153,260,314,237
SMC6,1129,1777,1863,1330,1823,839,1870,1643,1404
VSNL1,7,8,6,5,6,5,5,3,3
CCDC74A,1,3,1,1,4,4,0,1,0
H3F3A,3300,4827,4992,3339,4779,2238,3027,4338,3427
ANKRD30BL,0,2,1,3,8,3,3,10,5
COQ8A,355,413,367,273,360,175,349,302,232
SLC16A14,2,4,2,1,3,0,1,1,1
TEKT4,1,1,0,2,8,4,0,1,2
EN1,0,0,0,0,0,0,0,0,0
SGCB,2,6,1,2,5,1,0,6,1
SPATA18,0,0,0,0,0,0,0,0,0
NOSTRIN,1,2,1,2,3,2,8,11,3
CFAP221,41,39,39,27,36,19,25,36,26
CCDC140,0,0,0,0,0,0,0,0,0
SGPP2,6,12,12,20,25,6,7,13,16
INHBB,8,18,24,7,15,12,1,8,11
XIRP2,0,0,0,1,81,17,4,0,1
BBS5,10,16,13,15,21,9,24,21,19
BIRC8,0,0,0,0,0,0,0,0,0
SMARCAD1,1012,1400,1309,1032,1475,680,1244,1743,972
HPGDS,1,0,0,0,3,3,0,0,0
PDLIM5,2554,3614,3112,1920,3453,2270,1598,5060,3193
PDHA2,0,0,0,0,0,0,0,0,0
STPG2,0,2,2,1,1,0,0,1,2
NEURL3,0,1,1,0,1,0,1,1,0
RPRD2,831,1099,1120,828,1250,599,1057,901,905
ANKRD23,24,42,24,42,46,30,54,41,40
CTSS,10,17,20,11,25,6,9,19,17
MSX1,182,227,176,150,231,163,202,442,178
PACRGL,117,142,159,109,152,72,146,193,130
BNIPL,19,21,24,24,34,19,15,28,22
C1QTNF7,2,1,0,3,2,2,0,1,3
TNFAIP8L2,3,4,2,3,9,2,4,6,4
LYSMD1,165,234,230,193,260,126,221,235,172
SCNM1,287,402,381,289,360,193,424,325,297
TMOD4,5,6,2,4,2,2,3,4,6
VPS72,499,676,677,447,605,291,720,475,424
ERCC3,1137,1476,1445,863,1433,650,1057,1433,851
RNF149,754,983,839,592,936,428,774,946,641
IWS1,1289,1810,1996,1196,1755,893,1568,1657,1270
BOLA3,393,595,485,379,498,250,418,519,300
CDC42EP3,227,260,294,133,269,90,232,229,187
S100A11,1417,1739,1642,1838,2254,1336,1225,1956,1844
LCE3D,0,0,0,0,0,0,0,0,0
SMCP,0,0,0,0,0,0,0,0,0
IVL,0,0,0,1,1,0,0,3,0
SPRR3,0,0,0,0,0,0,0,0,0
DHX57,603,832,795,502,794,388,586,811,527
SPRR2D,0,0,0,0,0,0,0,0,0
BMP10,0,0,0,0,0,0,0,0,0
PGLYRP4,0,0,0,0,1,0,0,0,0
ARHGAP25,0,1,0,2,0,0,1,2,0
S100A9,0,0,0,0,0,0,0,0,0
S100A12,0,0,0,0,0,0,0,0,0
TGFA,0,4,0,0,0,2,0,0,1
TDRD10,0,0,0,0,0,1,0,1,1
CCNYL1,228,341,346,174,325,136,319,297,225
FZD5,237,341,327,194,378,160,282,369,230
CRYGC,0,0,0,0,0,0,2,0,0
DCAF16,742,979,881,717,985,417,919,1239,697
C1orf189,2,0,1,0,3,0,1,0,1
NPPC,0,0,0,0,0,0,0,0,0
GNPDA2,309,417,404,298,372,178,372,477,332
ALPP,571,682,659,241,394,148,164,174,189
GABRG1,0,0,0,0,0,0,0,0,0
ALPPL2,20,23,21,21,37,13,18,11,4
GABRB1,0,0,0,0,0,0,0,0,0
PAQR3,282,359,261,312,376,186,275,407,266
NIPAL1,142,184,214,148,195,79,90,201,156
ALPI,221,356,336,266,304,92,172,95,108
ANTXR2,15,13,10,7,14,8,12,12,9
HELQ,203,256,251,179,325,148,249,327,199
MRPS18C,421,614,614,463,594,333,508,751,467
CGGBP1,1051,1498,1351,920,1674,775,1620,1577,1201
FAM175A,190,242,208,156,246,92,174,248,182
GPR155,544,689,679,129,305,262,241,253,195
DAPL1,0,0,0,0,0,0,0,0,0
PMVK,146,243,234,169,313,113,256,284,190
PBXIP1,199,279,278,264,354,156,268,316,245
CLDN1,13,10,12,1,2,1,5,4,0
PYGO2,499,646,503,484,669,276,612,601,457
HIPK1,1888,2630,2429,1825,3067,1507,2536,2469,1894
LENEP,5,6,1,6,5,3,5,4,3
DCST2,11,8,6,8,20,6,20,11,8
DCST1,14,12,13,15,27,9,14,15,16
COL6A3,172,232,77,147,191,87,93,206,115
C1orf106,7,7,13,10,12,4,9,13,9
YY1AP1,699,899,921,724,1102,499,990,846,691
KBTBD8,32,38,28,32,79,50,21,48,67
FAM19A4,0,0,0,0,0,0,0,0,0
EOGT,338,469,435,365,505,238,348,443,385
LMOD3,5,16,6,1,5,6,7,11,6
NAXE,485,652,624,496,687,282,496,557,481
POGLUT1,336,473,382,270,450,181,344,451,261
SLC22A15,20,29,33,90,125,84,100,93,109
CCKAR,0,0,1,0,0,0,0,0,0
IGFN1,0,0,0,0,0,1,0,0,0
ATP1A1,4715,7595,7110,5051,9223,3257,6831,7366,5505
SLC15A2,19,24,18,20,17,13,17,20,10
EIF4E3,19,34,31,22,39,39,36,66,20
PROK2,0,0,0,0,0,0,0,0,0
C3orf30,0,0,0,0,0,0,0,0,0
LRRC58,3574,4888,4717,3138,4751,2184,3345,4637,3030
FSTL1,9,11,14,11,15,3,19,18,7
LMOD1,26,46,53,19,44,20,34,22,5
ELF3,377,505,483,294,492,263,559,365,313
PDCL2,0,0,0,0,0,0,0,0,0
TMEM183A,1498,2005,1829,1493,2080,1028,1426,1939,1401
TMEM169,8,7,10,9,14,4,7,11,7
IGFBP7,653,927,890,700,1076,579,722,1746,932
TRIM46,1,5,4,1,4,5,6,4,4
KRTCAP2,615,837,693,662,921,505,638,856,667
CXCR1,0,0,0,0,0,0,0,0,0
ARPC2,1411,1951,1930,1322,2140,988,1428,2123,1596
TSACC,18,19,17,11,16,11,9,19,15
CCT3,7124,9606,8661,5964,8232,3911,5327,7039,5348
TMEM79,59,73,66,62,92,34,135,66,51
SSR2,1242,1692,1630,1450,2072,934,1506,1773,1406
RNF25,132,181,174,121,191,67,216,193,125
STK36,259,359,299,265,395,158,305,365,219
ADORA1,41,43,46,11,17,11,39,15,16
NEK10,38,27,39,38,64,49,27,41,49
CCDC141,9,13,15,104,168,90,52,140,90
FEV,0,0,0,0,0,0,0,0,0
CRYBA2,0,0,0,0,0,0,0,0,0
IHH,2,0,3,1,4,0,1,0,0
KIAA1524,997,1360,1296,1045,1602,751,1202,1419,1039
EOMES,2,4,0,7,0,4,3,1,1
CWC22,517,706,851,591,879,434,846,811,643
AZI2,438,716,643,488,839,387,744,793,569
TGFBR2,410,524,449,257,417,179,392,457,229
RETNLB,0,0,0,0,0,0,0,0,0
ANKZF1,350,440,467,367,511,225,523,494,359
HDAC11,63,69,62,55,84,53,69,107,63
FCRL4,0,0,0,0,0,0,0,0,0
TRAT1,0,0,0,0,0,0,0,0,0
FBLN2,452,599,480,1065,1643,612,800,1122,1008
GLB1L,51,50,70,63,86,30,63,68,53
STT3B,3986,5637,5191,3394,6255,2511,4737,5969,4052
CHCHD4,304,432,408,202,342,121,419,348,247
DPPA2,0,3,4,63,71,35,33,43,75
NFASC,12,15,4,11,11,3,9,10,10
FCRL1,17,23,30,15,20,13,18,19,19
SGO2,638,987,1140,602,1099,515,760,986,667
SERPINI1,214,297,313,289,457,205,280,476,253
CLASP2,944,1396,1347,810,1379,667,1168,1169,838
SUCLG1,951,1265,1240,906,1361,715,1181,1304,915
NUAK2,165,162,133,161,218,81,142,158,131
SPTA1,1,0,0,0,1,0,0,0,0
PRKCI,1209,1746,1861,1383,1766,900,1594,1697,1199
MNDA,0,0,0,0,0,0,0,0,0
PYHIN1,6,3,2,4,7,0,3,6,3
IFI16,0,1,3,0,0,0,0,2,5
AIM2,1,0,2,0,0,0,1,1,0
EFHB,4,4,5,9,3,4,7,5,8
EIF5A2,99,137,130,139,192,122,106,164,116
SLC2A2,0,0,0,0,0,0,1,0,0
RPL22L1,1976,2735,2785,1127,2438,893,3030,2556,1779
FABP1,0,0,0,0,0,0,0,0,0
PPM1L,267,321,300,185,542,128,375,383,226
ICA1L,40,62,63,40,78,35,56,61,51
SNHG16,4593,6142,5115,3815,5572,2625,3638,5571,3670
CTLA4,4,4,2,4,5,0,2,3,0
ICOS,0,0,0,0,0,0,0,0,0
RYBP,37,46,50,33,32,17,33,47,41
PPP4R2,2039,2580,2580,1477,2738,1312,2244,2509,1838
CD200R1,0,2,0,0,0,0,2,0,0
GTPBP8,292,380,408,248,349,183,361,346,280
NEPRO,747,1036,892,754,1067,488,1075,1053,701
SPICE1,347,526,539,371,556,227,475,501,390
CCDC191,32,62,69,42,91,22,94,60,52
CADPS,15,16,12,8,11,2,8,7,6
NKX6-1,1,0,0,0,0,0,0,0,0
CDS1,0,0,0,0,1,2,0,0,0
WDFY3,990,1323,1216,1021,1647,728,1078,1771,984
COX18,259,378,343,322,423,178,335,496,260
PTPN13,0,0,0,0,0,0,0,0,0
SYNPR,1,8,8,1,1,1,2,2,2
ALB,0,0,0,0,0,0,0,0,0
C3orf49,23,18,23,18,22,11,13,20,20
C4orf36,162,208,228,124,155,60,140,191,109
THOC7,753,972,1014,584,958,421,679,888,675
ATXN7,821,1072,1085,660,1144,559,973,995,809
PSMD6,1201,1590,1641,972,1619,814,1167,1586,1174
PRICKLE2,0,0,0,0,0,0,0,0,1
ADAMTS9,2,6,5,6,9,6,4,17,6
PPM1K,284,401,351,257,432,240,266,635,220
ERICH6,1,1,0,2,0,0,0,3,0
CLRN1,2,3,0,2,2,0,1,2,1
GMPS,2451,3401,3380,2325,3718,1647,3305,3197,2511
TIPARP,1786,2232,2403,1033,1562,703,861,1459,965
CCNL1,3519,4930,4851,3787,5235,1667,5550,5115,3672
PTX3,0,0,0,0,1,0,0,0,1
HESX1,19,17,11,26,30,18,30,29,21
DCLK3,2,1,1,3,1,0,0,2,2
SLMAP,1419,1905,1996,1044,1895,971,1835,1821,1291
RPL9,5320,7385,5627,6057,8044,3924,6406,8747,5632
SMIM14,313,446,365,349,465,151,356,647,311
RPP14,602,773,742,481,894,467,630,863,593
ABHD6,241,293,284,155,260,116,267,314,156
DNASE1L3,5,9,10,4,9,4,10,9,3
C3orf67,3,2,4,1,8,0,3,4,4
RBM47,987,1365,1337,758,946,496,1041,1178,671
APBB2,479,572,603,325,473,167,476,477,334
IL17RE,11,18,5,10,18,7,16,7,7
IL17RC,205,237,212,187,303,104,271,335,179
CRELD1,148,191,196,129,192,74,131,236,110
PRRT3,26,26,28,17,33,11,33,31,25
FANCD2OS,14,19,10,10,13,8,14,16,6
PCOLCE2,219,323,297,163,236,69,231,245,128
U2SURP,5019,6708,7402,4815,6760,3336,6801,6271,5189
MTMR14,315,426,394,211,391,199,345,436,306
TTC14,544,771,790,682,928,491,927,979,838
CXCL3,1,2,2,3,3,1,4,9,0
CXCL5,0,2,1,2,0,0,0,0,0
PPBP,0,0,0,0,0,0,0,0,0
PF4,0,0,0,0,0,0,0,0,0
MTHFD2L,196,235,201,164,226,115,196,292,178
CXCL1,0,0,0,0,0,1,0,0,0
RCHY1,203,326,251,233,320,155,347,365,206
PLSCR2,1,4,1,4,7,1,6,5,6
CCDC158,14,7,18,12,15,2,12,11,7
CPA3,0,0,0,0,0,0,0,0,0
GYG1,234,347,301,229,277,152,238,341,226
HPS3,474,631,526,447,498,260,423,553,345
TM4SF18,1,0,0,2,1,0,1,2,1
TOPBP1,2070,2874,2897,2211,3568,1610,2735,3250,2419
RYK,982,1247,1393,883,1374,610,1082,1314,843
SNRK,739,979,944,565,1074,600,853,971,700
TCF23,19,19,23,7,17,11,9,18,10
DNAJC5G,1,0,0,0,0,0,0,1,1
UCN,7,7,14,9,12,2,21,14,9
ZNF513,47,59,56,54,72,39,83,56,48
SLC4A1AP,586,814,906,582,813,430,666,762,568
PLB1,0,0,2,3,2,0,1,2,1
SPDYA,34,48,42,30,38,33,36,39,38
KIAA1143,526,712,744,343,500,197,552,551,375
KIF15,501,676,737,410,774,324,793,748,521
TGM4,4,5,5,3,4,3,5,5,2
WDR43,3146,4195,4343,2378,3515,1686,3627,3597,2337
ZDHHC3,358,482,467,281,504,210,326,493,321
CDCP1,6,17,9,7,11,7,13,16,10
CLEC3B,1,3,0,10,7,2,1,8,7
SLC6A20,13,16,16,18,25,14,12,14,18
LZTFL1,349,467,463,235,371,181,409,411,300
FYCO1,397,534,584,225,456,149,418,382,279
CCR1,0,1,1,1,2,0,1,0,0
RTP3,0,0,0,0,0,0,0,0,0
LRRC2,6,9,15,19,21,10,11,17,26
ELP6,421,562,428,348,530,231,479,617,346
