gene_name,WT1,WT2,WT3,KO2_ASH1L,KO1_ASH1L,KO4_ASH1L,KO3_ASH1L
KLHDC7A,93,86,87,1083,3,65,16
TMEM107,474,499,508,615,220,527,234
RRS1,8042,8162,6721,5014,6225,10105,6610
EXOC3L1,1,2,8,15,14,16,7
TRIML2,21,5,7,44,268,70,5
OR13D1,0,0,3,0,0,0,0
IGSF22,1,10,10,27,7,54,5
C9orf50,0,0,0,1,0,1,0
ZFP42,17,24,15,13,17,31,14
CCDC89,3,5,2,1,0,5,1
TAAR3P,28,18,31,80,0,11,15
FAM133A,419,482,433,258,91,504,91
DPM3,775,930,1010,897,449,1250,740
C12orf42,31,36,46,61,7,24,15
CYC1,11735,11545,11447,10593,11931,13928,11485
PER1,1048,1028,1155,1244,1029,1200,979
HTR1F,1,0,2,0,0,0,0
TMTC2,1668,1799,1906,2735,1045,1631,653
HES7,30,87,29,1,242,37,284
FARSA,5516,5598,5077,4437,6356,6178,7245
SPTY2D1,4311,4867,3987,6578,4414,6091,4996
RPL31P38,0,0,0,0,0,0,0
C10orf67,7,2,2,6,10,25,4
SAMD4B,7335,7875,7721,7025,8477,14164,6170
LINC00670,4,9,9,11,2,9,9
CYP11B2,0,0,0,0,0,0,0
GIMAP7,0,0,0,0,0,0,0
ALOXE3,4,4,11,6,10,9,27
EDC3,2652,2897,2760,4067,2745,4264,2432
TCAIM,3552,4457,3709,5032,2093,3553,2024
RPS2P28,1,2,0,0,1,1,1
FUCA1,947,1151,1181,2430,626,1576,661
PXT1,1,2,0,4,5,12,2
GGN,35,56,43,25,50,37,28
OR7E97P,0,0,0,0,0,0,0
TMEM125,3,4,8,9,0,4,0
ZNF664,14026,17316,16369,15901,8826,14455,9203
SIGLECL1,0,0,0,2,0,0,0
CALR,60681,67496,63452,50340,44037,57851,129860
LINC00311,4,6,12,7,14,15,11
MAGED1,7323,7984,8278,8422,1584,6404,2400
GVQW3,58,155,122,143,125,311,163
LDLRAD3,1305,1476,1569,739,2711,2297,1078
CDH4,0,0,0,8,0,0,0
LOC100128310,0,2,0,3,0,1,3
SMCO3,0,0,0,1,0,0,0
RAD23A,6264,6608,7632,6244,6874,7974,4475
PCARE,0,0,0,0,0,2,0
GADD45GIP1,2413,2487,2127,1622,2932,3100,2275
DAND5,9,13,11,14,2,10,9
TMEM151A,0,0,1,0,0,0,0
PTPN11,18795,22452,21388,16550,16721,23063,15280
NSUN7,3,6,9,16,0,3,6
RTL3,7,11,1,2,0,50,2
FAM156B,289,335,360,434,133,288,180
WSCD1,909,990,907,781,637,426,681
RAB39A,1,0,0,0,12,0,0
CLK3,2106,2333,2263,2381,2188,2715,1880
HLA-DQB1,0,0,0,0,0,0,0
GATA2,1377,1238,1104,1253,1150,1506,868
ARID3B,477,376,308,245,801,406,708
TMEM31,3,0,4,0,0,0,1
PACS2,2873,3044,3215,3474,3530,3970,2653
OR4K11P,0,0,0,0,0,0,0
ELMOD2,1242,1588,1369,1482,1635,2380,1537
EGR3,13,14,19,20,10,31,24
CATSPERE,10,6,7,28,19,9,25
GPC5,0,2,0,2,1,1,6
VWA1,2548,2567,2454,3521,955,3612,1155
LINC00174,344,426,408,569,212,428,237
DNAJB8,0,0,0,0,0,0,0
GEMIN4,3899,3865,3646,5140,4426,5092,4676
IL6-AS1,29,39,18,10,6,10,15
FJX1,2791,2898,2090,2226,2808,2713,2193
OR13C6P,0,0,0,0,0,0,0
SLC24A3-AS1,0,0,0,0,0,0,0
LINC01699,0,0,0,0,0,0,1
KLHL28,594,408,565,440,460,540,484
MKRN3,132,197,146,272,113,279,121
ZBTB18,607,688,506,1573,707,777,256
OR9A2,0,0,0,0,0,0,0
C14orf28,87,59,155,75,77,89,35
ALOX12B,0,2,0,3,4,2,1
SLC17A8,1,3,3,0,1,0,2
EIF3J-DT,351,338,371,552,541,608,192
SHARPIN,1572,1450,1727,1597,1382,1684,1354
LBX2,31,34,24,29,41,66,45
DNHD1,662,728,775,734,548,811,434
SLITRK4,3,6,23,3,1558,1409,2102
HTR1D,77,94,82,62,114,188,39
GCC1,2724,3174,3503,2998,1840,3153,2099
LSMEM2,5,2,3,2,0,1,4
NBPF17P,0,1,0,0,0,1,0
RNF151,3,1,1,1,3,0,0
CIITA,29,31,16,75,49,26,51
ZFPM1,558,456,552,507,576,827,758
ALOX15B,6,0,6,1,0,0,1
PLD6,410,367,441,410,209,356,501
GPHB5,0,0,0,0,0,0,0
GRM8,3,2,5,4,0,3,38
CDC42EP4,5427,6337,5602,6772,4960,8486,3116
DGKZP1,2,0,0,0,0,0,0
OR2AP1,0,0,0,0,0,0,0
OR6C4,0,0,0,0,0,0,0
ZBTB42,373,420,394,626,443,610,333
LACC1,495,514,554,588,706,863,391
MAF1,5357,6190,6787,6303,5540,7961,4199
TPPP2,0,0,0,0,0,0,1
FCER1A,0,1,0,0,0,6,0
RPRML,0,0,0,2,4,0,2
ARL14,1013,1050,593,1607,749,804,593
LINC00305,0,0,0,0,0,0,0
OR6C2,0,0,0,0,0,0,0
WDR97,36,31,27,25,35,32,20
NLRP8,2,3,4,3,3,0,0
PCED1B,2554,3067,3963,1132,268,2082,1625
FLJ37453,158,193,122,179,208,324,137
APOBEC3B,2258,2534,2629,3313,1771,1954,1561
SYCN,0,0,0,0,0,0,0
PIPOX,9,22,20,76,12,15,10
ATP8B5P,5,0,10,10,2,11,3
FOXS1,0,0,1,1,9,0,0
ATOH7,0,1,6,0,1,0,0
CDH5,1,0,2,0,0,2,0
LRRC3B,0,0,0,0,0,0,2
FAM216B,0,0,0,0,0,0,5
MRGPRX4,0,2,0,0,0,0,0
PCBP1-AS1,367,389,312,317,291,387,275
MYADM,10801,9566,10322,7081,9291,15318,6197
MRGPRX3,83,70,65,64,57,62,43
MROH1,2144,2157,2600,2717,1519,2062,1766
SERTAD2,3694,3439,3487,2438,2461,3017,3494
PIK3CD-AS1,0,0,0,0,0,0,0
AKAP5,63,67,35,54,48,60,54
NKPD1,35,32,33,23,41,47,30
GIPC3,1,0,4,0,0,0,0
RNF227,171,196,219,246,231,288,215
CITED4,135,110,139,117,28,157,64
ABCA13,18,20,19,26,42,60,30
NLRP11,3,2,5,7,6,20,0
TIGD5,609,576,495,721,801,1035,579
PDXDC1,6,0,4,3,6,3,6
C1orf194,0,0,0,0,0,0,0
ZNF154,35,42,61,36,15,16,11
R3HDM2,2657,2937,4022,4316,2494,3999,3029
B3GNT3,1206,1245,1456,1949,485,1033,441
ITLN1,0,0,0,1,0,0,0
NRXN1,0,4,1,2,0,0,5
SEPHS2,3752,4264,4296,5868,1331,3654,2904
OR10A7,0,0,0,0,0,0,0
GPBAR1,8,6,11,1,5,5,3
ZNF784,310,261,271,335,165,401,173
ZNF648,2,0,5,5,0,0,0
C14orf119,4046,4770,4226,4930,4628,5230,3488
CCR8,0,0,0,0,0,0,0
LINC00652,24,45,49,40,35,58,28
GOLGA8J,3,0,1,3,2,0,1
BBS10,911,1388,1095,1294,864,1265,583
FIZ1,628,692,663,671,521,963,491
PUF60,292,379,819,385,154,71,59
SSC5D,152,240,143,251,332,312,190
DCTPP1,4564,4874,4222,5218,3154,5155,4158
ZNF771,159,191,158,139,123,189,147
TSHZ1,966,1310,1174,1314,1076,1273,593
PSTK,359,480,506,319,464,393,260
SPDYE7P,0,0,0,0,0,0,0
SOCS4,2436,2937,2076,2864,2703,3744,2494
ZADH2,2841,3540,3557,3684,4156,2667,2027
OR1E1,0,0,0,0,0,0,0
ZNF48,296,484,361,312,338,402,277
OR1R1P,0,0,0,0,0,0,0
FAM71E2,3,0,0,2,1,4,0
C3orf80,6,6,6,4,41,37,8
NKX2-6,0,0,0,0,0,0,0
TMEM150B,4,0,7,21,0,0,3
OR3A4P,0,0,0,0,0,0,0
ANKRD18A,466,354,358,675,424,365,343
WFDC11,0,0,0,0,0,0,0
TMEM86B,239,183,205,158,163,170,101
OR3A1,0,0,0,0,0,0,0
SEPTIN1,26,19,10,19,2,17,26
TRNAU1AP,1272,1534,1360,1232,1064,1806,1177
EXOC3,3662,4015,3770,4409,3372,5103,2977
TDRD6,0,1,7,2,0,0,0
C12orf40,9,3,4,9,7,1,0
CSNK1A1L,0,0,0,0,0,0,0
ACTA2-AS1,11,13,15,0,11,3,15
XIAPP3,0,0,0,1,0,0,0
LYNX1,17,12,16,389,13,126,17
TH,0,0,0,0,0,0,0
MED14,5634,5897,5208,6031,2305,6516,2163
FAHD1,2349,2469,2068,2436,1728,2743,2050
TDRP,37,41,27,358,131,61,29
RCC1,11081,11413,9766,11639,11373,12272,11630
WFDC9,0,0,0,0,0,0,0
MYLPF,16,9,8,7,1,0,5
F2,222,284,357,1923,2,62,11
RPL23P6,1,2,0,0,4,0,0
FAM71C,0,0,0,0,0,0,0
PRKRA,1358,1568,1262,1402,1141,1243,1038
HERC2P3,577,810,522,825,654,768,606
NACAP2,0,0,0,0,1,1,1
ZNRF2,741,882,735,641,540,654,309
RRH,7,3,4,3,2,2,3
SLC9A4,33,45,29,38,5,55,22
ZNF816,449,493,450,475,258,529,227
PRNT,0,0,0,0,0,0,0
FGD6,4980,6801,6632,5335,2068,3457,2547
ADGRD2,18,11,26,18,18,27,20
GPR139,0,0,0,0,0,0,0
LINC01869,2,7,2,2,1,4,3
CNEP1R1P1,0,0,0,1,0,0,4
PLD5,0,1,6,29,0,0,13
OAZ2,3539,4138,3555,4484,3958,4096,2856
WFDC10A,0,0,0,0,0,0,0
PNPLA1,39,70,117,183,17,108,17
ALX1,51,62,61,63,80,31,21
CCDC43,1784,1849,1594,2589,1789,2582,1732
KCTD4,0,0,0,0,0,0,0
MEIOC,9,8,11,14,4,14,3
FZD2,32,58,49,208,413,355,110
TIGD2,854,932,804,1776,953,1110,889
ITPRID1,0,0,0,0,0,0,0
HCLS1,17,22,32,4,3,19,7
MTURN,196,176,226,502,1042,875,325
ZNF609,3201,3498,3438,4523,4165,4089,2976
PAK2,13852,15682,14043,16570,13750,17942,10220
CCDC66,818,1031,910,769,1205,1045,558
DEFB124,0,1,7,0,2,1,0
MCFD2,16514,18921,16988,13294,9784,17575,14718
OR10AA1P,0,0,0,0,0,0,0
LINC00304,1,0,3,0,0,0,4
HARBI1,404,467,460,808,513,557,420
DEFB123,0,0,0,0,0,0,0
C11orf71,309,361,368,272,136,201,157
CYP8B1,2,6,0,0,0,1,0
OR6K6,0,0,0,0,0,0,0
OR6K4P,0,0,0,0,0,0,0
TPRXL,9,5,9,5,3,18,3
SERTM1,0,0,0,0,0,0,0
GAS1,5,6,2,12,8,22,2
ARHGAP45,3642,4671,4190,3199,1533,3540,1370
OR10Q1,0,0,0,0,0,0,0
ZNF571,109,182,116,169,97,189,123
GLIPR1L2,65,58,59,64,48,90,45
DEFB119,0,0,0,0,0,0,0
MIGA1,2909,3478,2926,2839,2013,2933,2035
KCNE1,10,16,2,7,14,12,8
DIP2C-AS1,4,1,13,18,1,0,0
NRIP1,7219,7648,6882,10737,4026,8599,2942
ZSCAN4,0,0,0,1,2,0,2
BHLHA15,30,39,28,43,1,19,135
RNF182,1,0,0,5,148,47,0
C9orf139,3,1,2,11,8,17,0
TSPYL5,420,461,434,1269,474,1784,586
FUT7,4,5,3,20,0,0,0
H2AC6,682,873,842,1800,1324,1061,971
EIF2S3B,0,2,0,0,0,1,0
SKIDA1,43,42,42,29,42,19,11
H2BC4,90,90,111,180,125,104,57
MB21D2,86,81,83,44,944,237,411
GSX2,0,1,1,0,0,0,0
SSTR2,72,108,86,109,45,62,244
ZNF594,0,1,0,1,1,0,3
PCGF5,911,919,935,1240,1413,1233,289
SLC47A2,2,0,0,0,2,0,0
PRF1,0,0,1,4,1,87,0
OR2A4,0,0,11,0,1,0,13
MAB21L1,0,0,0,0,0,0,0
VN1R3,0,0,0,0,0,0,0
YOD1,1855,1589,1242,2245,922,1156,1616
EXOC5P1,0,1,1,3,1,0,0
TMEM64,775,955,711,1427,962,1178,748
C3orf22,0,0,0,0,0,0,0
OR10K2,0,0,0,0,0,0,0
LINC02363,1,8,3,8,2,4,10
OR5AZ1P,0,0,0,0,0,0,0
CHRM4,42,47,43,118,98,63,19
OR51A9P,0,0,0,0,0,0,0
SHISA2,550,703,373,735,10,314,59
S1PR5,2,1,0,5,1,3,6
CLRN3,1,8,0,60,0,4,0
SMG1P3,1763,2304,2310,2127,1031,2415,2210
GPR157,556,950,814,1155,302,1297,606
PIPSL,77,87,101,71,70,117,72
CHST13,18,20,6,169,8,15,2
WDFY3-AS2,141,208,211,215,68,207,156
OR7E129P,0,0,0,0,0,0,0
AGTR2,1,0,0,0,0,0,0
SLC36A4,1326,1515,1265,1102,741,1178,744
ZDHHC20,7113,8702,6513,7026,4216,8263,2654
ANKRD30B,7,3,14,15,32,22,5
OR51E1,0,0,0,0,0,0,0
ZFP3,8,11,10,24,2,41,8
ARSJ,1910,2237,1952,1479,1389,1290,1628
HOXC9,0,0,3,5,4,0,0
MAP3K15,23,35,21,23,43,38,20
PPA1,17086,19912,16747,11357,12166,16112,9796
HOXC10,0,0,3,0,5,0,0
PSMG4,1013,1115,1276,899,693,1309,650
BHLHE22,0,0,0,0,0,0,0
MAP6D1,55,51,52,68,127,97,39
CSNK1G2-AS1,0,0,0,0,0,0,0
ZNF443,156,207,128,150,233,209,63
LINC01559,489,626,422,670,1,95,28
LINC01555,1,0,0,0,4,5,0
CXCR2,2,0,0,0,0,0,1
DEFB112,0,0,0,0,0,0,0
GREM2,7,11,8,13,0,11,6
C11orf42,0,0,0,0,0,0,0
SSR4,17946,19431,20904,16190,12263,21231,17225
CAPS2,122,119,104,195,225,268,234
ZNF792,213,234,254,312,191,503,110
CUEDC1,1901,1928,2162,2030,1729,2401,1308
SCRIB,2,3,2,1,1,4,0
KCTD2,2477,2789,2646,3443,2442,3715,2326
D2HGDH,591,769,824,1708,291,410,649
OR52B1P,0,0,0,0,0,0,0
TTTY11,0,0,0,0,0,0,0
OR56B3P,0,0,0,0,0,0,0
OXTR,509,361,272,411,223,321,158
CMTR2,1030,1365,1071,1397,879,1282,1079
OR56B4,0,0,0,0,0,0,0
OR7E18P,0,0,0,0,0,0,0
GPR62,0,0,0,2,0,4,0
OR56A1,0,0,0,0,0,0,0
ZNF572,134,178,166,201,268,368,258
ST20,191,273,215,184,157,205,161
PITPNB,7624,8208,6555,7884,5904,9361,6310
TCEAL8,907,957,852,1102,248,685,496
OR52E4,0,0,0,0,0,0,0
LRRC57,1041,1036,1235,1375,1739,1335,1242
OR52N2,0,0,0,2,0,8,0
MRPL14,2400,2661,2604,2070,1929,3115,2283
GPR137C,53,64,22,102,124,148,54
C1orf105,44,25,32,57,2,28,26
OR52N1,0,0,0,0,0,0,0
BBS12,118,161,113,261,304,253,121
ZFP82,289,310,305,332,168,465,274
OR52N5,0,0,0,0,0,0,0
LSMEM1,66,96,67,68,73,105,65
NQO1,7242,8386,6806,17323,4292,8547,4934
OR56B1,0,0,0,0,0,0,0
AEN,5967,4332,5164,4978,5199,4515,6150
FKRP,1152,1160,1249,983,970,1743,1144
TRAPPC5,872,868,900,722,948,1216,785
RPH3AL,655,960,961,1519,759,1112,687
SLC25A42,139,155,112,236,167,182,238
FCRL6,0,2,0,1,0,3,0
METTL23,1697,2024,2089,2186,1464,2315,1811
SLC26A11,484,515,492,428,176,346,602
HIGD1A,9436,10635,9529,9014,8196,11811,5343
CHRM2,0,1,0,11,0,0,3
OR52N4,0,0,0,0,0,0,0
MAPK15,0,0,0,0,0,0,0
EHMT1,3443,3073,3199,5311,4000,5348,3053
ADIPOQ,1,1,1,2,4,6,3
F2R,2293,2383,2149,3279,4564,10077,1208
OR52P1P,0,0,0,0,0,0,0
LOC107985579,0,0,0,0,0,0,0
HLA-V,7,4,14,27,12,10,10
MUC16,51,66,301,25,1,6,0
NPM1,153052,168366,144668,146227,112719,177878,77359
FER1L6-AS1,0,0,0,0,0,0,0
PJA1,2186,2991,2489,1305,871,1659,1276
DHTKD1,1692,2106,2183,2365,1326,2048,1298
PENK,0,0,0,0,0,0,0
HECW1-IT1,0,0,0,0,0,0,0
OR8G2P,0,0,0,0,0,0,0
C4orf50,0,0,0,3,0,0,0
H2AW,55,68,95,111,129,154,84
ZNF746,1271,1455,1357,1318,738,1659,1447
POLR2A,10886,9474,9268,13881,12761,12556,12866
TMEM132C,0,0,0,3,0,0,0
SLC25A41,0,0,0,1,2,0,0
MTHFD2P7,0,0,0,0,0,0,0
TLCD5,252,259,345,143,149,215,260
OR5AK2,0,0,0,0,0,0,0
FRAT2,589,689,725,513,384,561,278
OR5AK3P,0,0,0,0,0,0,0
TMEM102,447,561,577,575,529,717,423
TMEM132E,0,0,0,0,0,0,0
ZNF322,851,1056,976,1607,654,1678,731
NME9,0,0,0,0,4,0,2
SPEM1,0,0,0,0,0,0,0
OR9G3P,0,0,0,0,0,0,0
HEPHL1,0,0,0,0,0,0,0
LRRC75A,14,13,2,11,34,12,0
CTAGE10P,0,0,1,0,0,0,0
HSP90AA6P,5,8,4,6,10,8,1
OR5M8,0,0,0,0,0,0,0
CCL13,0,0,0,0,0,0,0
CFAP65,0,0,2,3,3,0,3
DDX60L,1418,1507,1433,2973,1396,1793,1130
SYNE4,42,53,58,86,10,17,31
OGFOD3,1764,1654,1846,3263,1985,3152,1678
WASHC1,919,969,1239,1277,1174,1371,687
UTS2R,0,0,0,0,0,0,2
AATK,7,7,14,36,17,23,18
DDN,279,307,225,126,155,205,491
SAGE1,2,2,0,33,18,6,15
ZNF467,101,123,139,93,36,30,142
SOX2,1,3,0,1,0,5,5
ZNF678,458,614,572,680,246,602,317
TMEM45A,635,650,644,725,2254,1724,804
RAP2B,4766,4998,4937,4770,3092,6492,2302
ZBTB2,3416,3353,3062,3136,2352,3664,3015
RNF135,788,957,951,1603,770,1176,916
OR6T1,0,0,0,0,0,0,0
ACBD4,227,238,303,434,159,309,162
LOC643067,0,0,0,0,0,0,0
OR8D4,0,0,0,0,0,0,0
SGSH,2317,2306,2656,3056,1437,2473,2357
RPL24P4,0,0,2,0,0,2,2
MAB21L2,0,0,0,0,0,0,0
FANCB,566,611,401,635,285,685,310
EDDM3B,0,0,0,0,1,0,0
SETD2,5297,6019,5288,6879,6132,8107,3589
EDDM3A,0,0,0,0,0,0,0
C6orf223,3,6,3,6,5,16,6
TMIE,2,0,2,5,0,1,2
MEX3D,1013,1076,722,594,901,1028,641
OR52D1,0,0,0,0,0,0,0
MRPS23,5906,7371,6780,5505,4941,6165,4277
OR52H1,0,0,0,0,0,0,0
FDCSP,0,0,0,0,0,0,0
GPR135,84,92,115,116,109,144,134
SLX1B,256,592,828,936,210,8,151
ANKRD62,3,5,7,0,4,9,8
P2RY13,0,0,0,0,0,0,0
TNFSF15,77,129,188,283,43,367,131
ZFP41,400,441,414,718,377,920,364
ATG9B,29,51,48,40,4,68,111
GPR88,0,0,0,0,1,0,1
ZNF875,711,713,818,942,600,958,535
PLAG1,903,1162,1181,1431,1262,1932,569
OR8H1,0,0,0,0,0,0,0
OR5T1,0,0,0,0,0,0,0
YIPF6,8475,10236,10141,4538,4754,7368,5084
ZBTB20,366,594,684,712,799,953,361
OR2Z1,0,0,0,0,0,0,0
DIPK2A,649,589,498,556,546,644,529
MACIR,1548,1816,1584,994,941,1292,952
OR8K5,0,0,0,0,0,0,0
AMIGO1,69,66,76,429,129,254,39
OR8H3,0,0,0,0,0,0,0
OR8H2,0,0,0,0,0,0,0
GPR3,363,286,259,272,364,587,426
TMEM252,0,0,0,0,0,0,0
OR5J1P,0,0,0,0,0,0,0
ODF3L2,0,0,0,1,0,4,6
OR5AS1,0,0,0,0,0,0,0
ACTL9,0,0,0,0,0,0,0
SIAH2,1195,1805,1550,1616,1827,1733,1077
COPG1,17354,17982,17418,19454,11222,15982,9930
ADGRB1,80,50,127,9,52,112,67
LINC00471,23,26,21,36,23,40,24
CELF2-AS1,0,0,2,0,0,0,0
OR6S1,0,0,0,0,0,0,0
SLC9A9,16,56,13,13,187,106,31
LSM10,1925,2021,1991,1919,1649,2320,2169
RELL1,94,125,92,139,105,174,54
RFX7,1541,1658,1690,1755,1591,1858,1408
SLC35C1,3711,3741,3638,3426,3251,4226,2708
OR5D17P,0,0,0,0,0,0,0
TIGIT,0,0,0,7,1,1,0
RNF41,2863,4026,5123,3218,2269,3282,2988
SLC2A4,91,113,162,146,72,136,119
FTMT,0,0,0,0,0,0,0
IBA57,841,734,835,977,202,589,858
CLDN7,261,411,733,882,111,338,304
ZNF329,543,471,524,649,382,737,211
ZNF101,522,543,495,712,655,811,564
OR4C6,113,151,124,137,79,196,44
C5orf24,5369,6813,4954,5422,4755,7228,2525
LINC02724,2,1,4,1,0,0,1
ADO,3437,3832,3119,3206,2823,5115,2909
COA4,4042,4504,4151,3683,2974,3657,2843
OR4P4,0,0,0,0,0,0,0
PRKAG1,4286,4800,4903,3571,2496,4017,2500
GINS3,2160,2254,2003,2063,1510,1836,1649
OR4C15,0,0,0,0,0,0,0
OR4A21P,0,0,0,0,0,0,0
OR4A13P,2,0,1,1,0,3,0
OR4A15,0,0,0,0,0,0,0
OR4A16,0,0,0,0,0,0,0
OR52K2,0,0,0,0,0,0,0
NEUROG1,0,0,0,0,0,0,0
CCDC149,1,2,0,3,2,5,25
GOLGA8CP,0,0,0,0,0,0,0
MRPS11,2054,2097,1923,2231,2004,2394,1623
LINC00301,0,0,0,0,0,0,0
SNRPE,7915,9353,7971,8090,3311,7530,5371
RTKN2,546,677,458,210,516,560,313
PNMA8A,109,175,152,721,96,1111,125
LOC100996643,5,5,8,32,52,59,4
CHST15,2004,2911,3053,1951,894,2806,1015
ADIG,0,0,0,0,0,0,0
USH1G,0,0,0,0,0,0,0
TRPC2,0,0,1,2,0,0,0
TRIM49B,0,0,0,0,0,0,0
IDH2,1483,1532,1663,3304,587,1703,1160
OR52A1,0,0,0,3,0,3,0
OR6B2,0,0,0,0,0,0,0
TMEM259,8025,7724,8660,8808,13454,10713,8065
GET1,1540,1835,1757,2003,990,1722,1434
TNRC18,7977,8746,10407,9273,7675,12144,6842
FAM181B,0,0,0,0,0,4,0
TMEM30B,0,0,0,0,0,0,0
DEXI,1073,1277,1192,1479,656,1260,1003
ZNF716,5,11,12,6,4,12,6
NOP10,4689,4998,4555,4257,3806,4226,3790
FAM89A,671,804,780,1075,134,228,899
KCNIP1,0,0,0,4,0,0,0
TDRKH,1193,1627,1735,1261,1082,2136,509
ZNF708,363,301,269,391,282,329,222
IST1,8621,9150,8748,11895,7414,11488,6984
ERCC6L2,885,1170,1003,1712,1130,1355,852
MRPL41,2186,2302,1817,1435,2342,2626,1542
ENPP7,1,0,0,3,0,0,0
CREB3L2,10492,12166,12405,11248,3390,8077,7441
P2RY8,2,3,6,18,11,29,2
UNC5C,1,0,0,4,192,3,1
MRGPRG,0,0,0,0,0,0,0
TSEN54,1518,1942,1626,2687,1348,2105,1507
RGMA,9,13,17,13,15,10,11
ASB18,8,3,2,6,0,3,3
UBA7,657,625,798,1635,494,881,389
MRPS16,6317,7297,7141,6278,4564,5876,4008
SHISAL2A,7,8,15,13,2,2,3
RAD51B,509,720,551,695,565,660,477
CRYGB,0,0,0,0,0,0,0
LDOC1,204,216,233,765,2465,2251,1644
ARL6IP4,6607,6729,6643,5005,4911,7124,3732
EXT1,9145,10209,9362,10233,6678,12455,7594
SHMT2,17873,23021,31479,14928,12914,17238,16135
MOB2,1167,1203,1331,1326,1483,1918,984
HHIPL1,0,6,9,3,18,16,10
ATP6AP2,5119,6910,6608,6728,3616,9430,2434
ZAR1,0,0,0,0,0,0,0
CYB5D1,1030,1216,1252,1503,853,1303,1052
FAM153B,3,0,5,24,15,12,14
BACE2,45,99,68,278,4411,83,145
UBE2E2,1972,2670,2585,1148,2186,2140,1175
SYNM,1654,1909,1577,2067,1171,2432,1438
KCNA4,0,0,0,0,0,0,0
GABRG3,9,12,13,4,10,16,6
FIGN,682,925,468,1067,523,401,690
IZUMO1,7,3,3,4,9,7,26
TMIGD1,1,2,2,25,0,0,0
B4GALNT4,57,36,37,10,7,15,6
AP1S2,1827,2197,1665,1094,1107,2854,540
C8orf33,7524,8318,8073,10126,7488,11972,5959
DCAF4L1,148,106,142,237,113,205,70
SPACA6,162,152,255,125,250,246,143
MBD3L3,0,0,0,0,0,0,0
ZSCAN22,446,408,389,410,384,592,405
KCNJ14,97,101,113,98,120,200,49
FBXL6,1232,1129,1197,972,1228,965,1322
C1S,1506,1991,2501,3735,249,1857,395
GLTPD2,0,1,0,2,0,0,0
KIAA2012,42,61,42,36,25,41,23
LIPF,7,0,0,1,0,3,0
OR5P3,0,0,0,0,0,0,0
DAOA,0,0,0,0,0,0,0
ZNF804B,0,2,0,9,0,0,7
C17orf77,0,5,1,3,3,0,0
KBTBD3,275,395,238,174,67,216,176
YBEY,356,430,385,373,170,338,190
OR5F2P,0,0,0,0,0,0,0
FAM87A,1,0,0,2,0,0,0
CLN8,476,403,425,522,457,398,301
LOC339059,0,2,1,2,1,4,1
PLCXD1,3439,3577,4221,3929,502,2032,491
NXPH4,226,244,315,88,113,113,180
RPL27AP5,1,1,0,0,0,0,0
CACNB4,16,21,15,21,173,20,31
IFNL1,1,0,1,5,0,1,1
DNM1P46,8,7,6,12,6,4,2
TRAPPC6B,1932,2045,1875,2824,1955,2912,1551
PGBD4,191,176,194,331,216,308,233
CDY2A,0,0,0,0,0,0,0
NPLOC4,10700,11285,9717,13812,11934,15300,10798
OTOL1,0,2,1,0,0,0,0
KCNK4,0,0,0,3,0,0,2
TEX19,24,36,42,58,16,54,44
TSHZ2,14,62,9,159,7,10,39
CAPN12,54,38,57,164,9,6,24
EXOC7,5898,5839,5557,7569,7236,8779,5250
OR2B8P,1,0,0,0,0,0,0
KPNA2,25643,26629,20574,25997,29729,36737,25356
WASH6P,2528,2388,2285,2557,2644,2940,1976
NCF1B,0,0,2,0,0,0,0
XKRX,1,0,0,2,4,2,1
BGN,662,788,908,451,11,207,154
CEP97,1296,1505,1399,1712,2108,2373,1139
LHFPL1,0,0,0,0,0,0,0
FES,42,43,75,30,18,45,64
GLRX5,3712,3895,3511,3178,3490,4586,2943
FAM104B,505,581,642,687,295,727,232
TBPL2,63,55,59,37,28,47,35
CAV3,3,2,0,30,0,2,3
MXRA7,7605,9165,8907,7245,11627,14359,6101
LIMK2,1140,1084,1064,958,1039,1167,953
MFSD5,1699,1934,1838,1718,814,2022,1287
RNASE10,84,122,107,115,87,92,85
ADI1,4179,4412,4314,2683,2500,4133,3790
RWDD4,2335,2517,2047,2602,2269,2665,2368
SPNS3,2,0,3,7,0,0,2
CLEC4G,0,0,0,0,1,0,0
SATB1,48,33,81,37,69,55,12
CSGALNACT2P1,0,0,0,0,0,0,0
NXPH3,0,2,3,3,2,3,0
CSF1R,7,5,5,48,15,17,25
EPHB3,40,80,21,317,14,126,50
VCX,0,0,0,0,0,0,0
ACTL10,44,35,33,30,22,40,51
EPGN,3,0,2,11,1,2,2
LINC00334,0,0,0,0,0,0,0
KRTAP11-1,0,0,0,0,0,0,0
SNORC,130,33,113,31,64,71,69
HS3ST4,0,0,0,0,0,0,0
TRAK1,2908,3037,2981,4077,3076,4145,1342
TSPAN10,59,107,122,178,53,104,83
OR2V2,0,0,0,0,0,0,0
PLCB1,4944,5416,5537,3082,1377,2458,2149
SKA2,3522,3888,3506,3341,4544,4510,1818
CCNYL2,15,25,25,8,173,9,4
OR10G7,0,0,0,0,0,0,0
NDN,0,0,0,0,0,0,0
CCDC172,0,0,0,0,0,0,0
LINC01006,424,553,563,419,134,701,441
OR4Q3,0,0,0,0,0,0,0
NTM,0,0,0,0,0,0,0
TTC3,7722,8994,9212,9559,5945,9588,6762
KCNB2,0,0,0,0,0,0,0
PPP1R27,0,2,0,0,2,0,5
BRICD5,88,47,70,66,68,113,87
