gene_name,A375_Control_1,A375_Control_2,A375_Control_3,A375_POLK_1,A375_POLK_2,A375_POLK_3
PCBP1-AS1,376,429,388,463,363,347
MYADM,2962,3898,3238,5119,4235,4349
MRGPRX3,25,29,23,57,37,36
MROH1,612,693,601,796,652,662
SERTAD2,2689,3103,2867,3222,2502,2534
PIK3CD-AS1,0,0,0,0,0,0
AKAP5,83,78,60,118,115,102
NKPD1,6,4,3,0,3,0
GIPC3,0,2,0,140,120,144
RNF227,124,136,100,183,135,147
CITED4,1929,2351,1678,1468,1301,1565
ABCA13,14,11,16,8,15,32
NLRP11,16,32,18,155,116,92
TIGD5,856,1062,987,1156,1014,1120
PDXDC1,1525,2028,2013,2747,1982,2382
C1orf194,1,0,6,0,4,1
ZNF154,5,8,12,15,13,5
R3HDM2,1264,1180,1143,3238,2503,2605
B3GNT3,1,0,2,0,2,0
ITLN1,0,0,0,0,0,0
NRXN1,9,15,21,14,20,48
SEPHS2,6698,8458,7748,8663,6818,7112
OR10A7,0,0,0,0,0,0
GPBAR1,2,1,1,4,8,3
ZNF784,278,320,315,435,391,419
ZNF648,30,42,36,125,103,125
C14orf119,1190,1440,1421,1739,1508,1420
CCR8,0,0,0,0,0,0
LINC00652,23,63,22,93,55,78
GOLGA8J,4,2,4,7,10,8
BBS10,440,549,469,989,772,806
FIZ1,930,1198,894,1196,974,994
PUF60,6088,8019,7073,10182,8403,8761
SSC5D,100,108,86,256,254,281
DCTPP1,2879,3714,3358,3674,2863,3068
ZNF771,399,498,292,404,402,376
TSHZ1,1938,2477,1955,2979,2557,2725
PSTK,127,126,110,140,103,155
SPDYE7P,0,1,2,0,2,1
SOCS4,1145,1694,1307,1455,1394,1163
ZADH2,1986,2587,2503,3305,2570,3034
OR1E1,0,0,0,0,0,0
ZNF48,482,633,522,608,484,547
OR1R1P,0,0,0,0,0,1
FAM71E2,1,2,0,0,0,0
C3orf80,87,95,91,136,102,120
NKX2-6,0,0,0,0,0,0
TMEM150B,2,0,0,0,0,1
OR3A4P,0,0,0,0,0,0
ANKRD18A,370,253,221,178,309,280
WFDC11,0,0,0,0,0,0
TMEM86B,70,88,88,102,72,74
OR3A1,0,0,0,1,0,1
SEPTIN1,67,61,65,76,94,71
TRNAU1AP,569,757,745,963,834,849
EXOC3,2763,3534,3216,3988,3352,3548
TDRD6,5,9,7,14,13,7
C12orf40,0,0,0,0,0,0
CSNK1A1L,0,0,0,0,1,0
ACTA2-AS1,0,0,6,4,1,4
XIAPP3,0,0,1,2,3,0
LYNX1,85,130,91,94,65,75
TH,0,2,0,0,3,1
MED14,3177,4400,3485,5400,4752,5102
FAHD1,930,1144,1091,1297,1041,1149
TDRP,38,42,38,35,45,42
RCC1,6641,8743,7737,9439,7868,8294
WFDC9,0,0,0,0,0,0
MYLPF,0,8,7,7,3,4
F2,0,0,1,1,2,0
RPL23P6,0,0,0,1,0,0
FAM71C,0,0,0,0,0,0
PRKRA,914,1003,991,1066,959,948
HERC2P3,1518,1459,1430,1783,1412,1419
NACAP2,7,6,3,1,1,2
ZNRF2,308,381,345,414,327,365
RRH,2,5,4,3,2,3
SLC9A4,25,28,31,50,41,38
ZNF816,106,163,173,177,217,254
PRNT,0,0,0,0,0,0
FGD6,236,235,215,366,374,332
ADGRD2,1,0,2,4,0,3
GPR139,0,0,0,0,0,0
LINC01869,5,3,6,8,2,2
CNEP1R1P1,0,0,0,0,0,0
PLD5,0,0,1,0,0,5
OAZ2,3765,4870,4256,5053,4187,4179
WFDC10A,0,0,0,0,0,0
PNPLA1,1,0,1,0,0,1
ALX1,254,331,351,553,450,470
CCDC43,1732,2168,2030,2494,1767,1963
KCTD4,0,0,0,0,0,0
MEIOC,18,34,27,29,18,20
FZD2,1060,1315,1030,1168,1088,1214
TIGD2,325,437,402,394,337,331
ITPRID1,1,0,0,0,1,0
HCLS1,1,0,3,1,0,1
MTURN,827,1004,858,709,696,716
ZNF609,5935,7324,6482,7727,6422,6493
PAK2,5147,7069,6264,5577,4548,4604
CCDC66,507,635,599,742,427,530
DEFB124,1,0,0,5,1,4
MCFD2,6008,7425,6988,6962,5634,5749
OR10AA1P,0,0,0,0,0,0
LINC00304,0,1,1,0,0,0
HARBI1,272,300,249,324,208,313
DEFB123,0,0,0,0,0,0
C11orf71,226,383,335,396,297,315
CYP8B1,1,0,1,2,0,0
OR6K6,0,0,0,0,0,0
OR6K4P,0,0,0,0,0,0
TPRXL,6,0,1,7,4,10
SERTM1,17,5,19,21,31,11
GAS1,267,320,256,401,353,390
ARHGAP45,646,731,635,670,531,505
OR10Q1,0,0,0,0,0,0
ZNF571,37,37,42,92,51,59
GLIPR1L2,21,18,19,15,20,22
DEFB119,0,0,0,0,0,0
MIGA1,1064,1506,1192,1663,1299,1362
KCNE1,4,5,4,6,17,8
DIP2C-AS1,0,3,1,3,0,2
NRIP1,3505,4356,4332,5008,4077,4113
ZSCAN4,0,0,0,0,2,1
BHLHA15,1,0,0,0,0,0
RNF182,468,526,418,766,630,691
C9orf139,0,47,9,3,5,15
TSPYL5,2,0,0,0,0,1
FUT7,0,2,0,0,0,0
H2AC6,121,163,128,163,127,124
EIF2S3B,10,1,6,6,8,6
SKIDA1,143,172,158,97,118,129
H2BC4,32,34,32,29,29,34
MB21D2,332,383,304,316,215,213
GSX2,0,0,0,0,0,0
SSTR2,21,32,23,23,19,12
ZNF594,230,314,294,294,240,232
PCGF5,850,1135,1061,1651,1284,1272
SLC47A2,1,5,7,5,5,3
PRF1,0,2,2,4,0,0
OR2A4,0,0,0,0,0,0
MAB21L1,126,139,111,247,174,220
VN1R3,0,0,0,0,0,0
YOD1,895,1009,888,1147,951,1015
EXOC5P1,1,0,1,2,1,2
TMEM64,547,637,551,755,548,708
C3orf22,0,0,0,0,0,0
OR10K2,0,0,0,0,0,0
LINC02363,5,0,1,4,0,1
OR5AZ1P,0,0,0,0,0,0
CHRM4,6,13,11,9,8,17
OR51A9P,0,0,0,0,0,0
SHISA2,1455,1681,1531,1260,925,997
S1PR5,491,703,554,693,627,699
CLRN3,0,0,1,0,0,0
SMG1P3,567,768,617,767,565,517
GPR157,805,323,282,404,392,537
PIPSL,5,10,11,13,3,9
CHST13,2,5,6,3,0,1
WDFY3-AS2,31,45,37,75,62,46
OR7E129P,0,0,0,0,0,0
AGTR2,0,0,0,0,0,0
SLC36A4,1091,1196,1293,1163,920,1086
ZDHHC20,5977,7475,6678,8534,6701,6990
ANKRD30B,3,2,27,8,16,17
OR51E1,0,0,0,0,0,0
ZFP3,0,1,0,0,0,0
ARSJ,1099,1327,1280,1277,974,923
HOXC9,348,435,349,511,400,419
MAP3K15,14,11,7,13,5,6
PPA1,3624,4343,4004,5133,4012,4080
HOXC10,1477,1944,1830,2357,2051,1985
PSMG4,701,769,811,913,771,756
BHLHE22,3,3,4,1,0,1
MAP6D1,211,231,184,207,152,176
CSNK1G2-AS1,1,1,1,3,1,1
ZNF443,126,153,137,173,135,140
LINC01559,0,0,0,0,0,0
LINC01555,0,4,0,0,0,0
CXCR2,4,1,4,3,2,1
DEFB112,0,0,0,0,0,0
GREM2,3,0,1,2,0,0
C11orf42,0,1,1,3,2,1
SSR4,3011,3635,3503,3407,2771,3000
CAPS2,24,24,14,65,49,72
ZNF792,175,212,171,288,216,251
CUEDC1,1817,3021,2568,3227,2594,2831
SCRIB,0,0,0,0,0,0
KCTD2,1260,1565,1343,1579,1350,1417
D2HGDH,647,847,761,1215,1004,1043
OR52B1P,0,0,0,0,0,0
TTTY11,0,0,0,0,0,0
OR56B3P,0,0,0,0,0,0
OXTR,49,47,38,74,36,95
CMTR2,694,580,638,614,515,593
OR56B4,1,1,2,0,0,0
OR7E18P,0,0,0,0,0,0
GPR62,24,21,10,25,15,17
OR56A1,0,0,0,0,0,0
ZNF572,50,49,50,99,71,68
ST20,122,138,134,168,147,147
PITPNB,3424,4358,3939,4493,3193,3508
TCEAL8,1158,1439,1319,1447,1148,1179
OR52E4,0,0,0,0,0,0
LRRC57,710,910,780,854,770,797
OR52N2,0,0,0,1,0,2
MRPL14,1522,1885,1751,2318,1789,1874
GPR137C,24,38,23,47,42,51
C1orf105,0,1,0,1,0,1
OR52N1,0,0,0,0,0,0
BBS12,160,199,198,247,207,179
ZFP82,274,350,316,469,436,458
OR52N5,0,0,0,0,0,0
LSMEM1,9,3,4,13,16,10
NQO1,34153,42454,39031,43518,33419,35664
OR56B1,0,0,0,0,0,0
AEN,7829,9533,8343,6470,5210,5186
FKRP,1274,1494,1391,1954,1509,1467
TRAPPC5,1877,2163,2071,2011,1701,1759
RPH3AL,14,28,0,10,15,16
SLC25A42,454,439,449,541,452,462
FCRL6,2,2,3,1,0,0
METTL23,507,604,591,1290,974,1036
SLC26A11,565,752,646,782,635,760
HIGD1A,3629,4675,4095,3691,2668,2876
CHRM2,2,0,1,1,2,0
OR52N4,0,0,0,0,0,0
MAPK15,0,0,0,0,0,0
EHMT1,3343,4253,3601,4330,3725,3874
ADIPOQ,3,3,1,2,0,1
F2R,4343,5573,5124,4443,3705,3939
OR52P1P,0,0,0,0,0,0
LOC107985579,2,0,0,0,0,1
HLA-V,5,6,13,15,12,11
MUC16,0,0,0,0,0,2
NPM1,92684,117159,106106,128641,105498,104089
FER1L6-AS1,0,0,0,0,0,0
PJA1,805,1128,855,1200,959,1116
DHTKD1,2493,3066,2942,3203,2759,2693
PENK,0,0,0,0,0,0
HECW1-IT1,0,0,0,0,0,0
OR8G2P,1,0,0,0,1,0
C4orf50,0,0,0,0,0,0
H2AW,443,577,557,471,362,366
ZNF746,1322,1600,1345,1639,1367,1429
POLR2A,11152,14490,12862,17144,13264,13417
TMEM132C,0,0,0,0,0,0
SLC25A41,0,1,2,4,5,6
MTHFD2P7,0,0,0,0,0,1
TLCD5,566,796,645,704,489,581
OR5AK2,0,0,0,0,0,0
FRAT2,1114,1433,1214,1506,1131,1325
OR5AK3P,0,0,0,0,0,0
TMEM102,422,489,443,626,533,524
TMEM132E,0,1,2,0,0,0
ZNF322,594,996,807,690,990,884
NME9,5,0,8,12,8,15
SPEM1,3,2,2,0,0,2
OR9G3P,0,0,0,0,0,0
HEPHL1,0,0,0,0,0,0
LRRC75A,49,46,40,60,45,35
CTAGE10P,0,0,0,0,0,0
HSP90AA6P,0,0,0,1,1,0
OR5M8,0,0,0,0,0,0
CCL13,0,0,0,0,0,0
CFAP65,6,1,10,9,1,5
DDX60L,157,161,240,185,198,253
SYNE4,12,16,7,18,5,8
OGFOD3,1559,1746,1520,2429,1827,2036
WASHC1,183,265,228,469,385,414
UTS2R,3,2,0,0,0,0
AATK,248,335,238,239,188,185
DDN,61,82,69,119,92,106
SAGE1,367,470,417,640,491,520
ZNF467,34,49,49,49,27,48
SOX2,1014,1258,1011,1194,985,898
ZNF678,422,517,599,451,378,424
TMEM45A,812,794,828,887,803,776
RAP2B,1520,1840,1684,1918,1631,1705
ZBTB2,614,734,701,757,632,679
RNF135,687,888,729,1073,1000,1098
OR6T1,0,0,0,0,0,0
ACBD4,199,226,203,308,259,314
LOC643067,0,0,0,0,0,0
OR8D4,0,0,0,0,0,0
SGSH,936,1062,1090,1410,1176,1115
RPL24P4,7,14,41,6,4,14
MAB21L2,0,0,0,0,0,0
FANCB,671,809,571,858,680,771
EDDM3B,0,0,0,0,0,0
SETD2,3379,3929,3546,3928,3158,3350
EDDM3A,0,0,0,0,0,0
C6orf223,4,6,2,3,6,2
TMIE,6,6,4,7,3,2
MEX3D,956,1109,742,874,764,962
OR52D1,0,0,0,8,3,8
MRPS23,3806,4885,4543,5476,4229,4611
OR52H1,0,0,0,0,0,0
FDCSP,2,2,0,424,306,386
GPR135,149,190,139,331,308,241
SLX1B,4610,5724,5107,7598,6515,6790
ANKRD62,1,5,1,4,1,2
P2RY13,0,1,0,0,0,0
TNFSF15,7,6,10,12,14,13
ZFP41,400,511,523,611,529,502
ATG9B,0,1,0,5,1,1
GPR88,0,0,0,0,1,1
ZNF875,665,696,609,1062,981,877
PLAG1,420,553,492,662,508,578
OR8H1,0,0,0,0,0,0
OR5T1,0,0,0,0,0,0
YIPF6,1953,2312,1936,2439,2133,2009
ZBTB20,324,156,317,227,286,138
OR2Z1,0,0,0,0,0,0
DIPK2A,604,988,868,844,630,857
MACIR,1044,1333,1102,1660,1286,1290
OR8K5,0,0,0,0,0,0
AMIGO1,350,453,385,618,505,549
OR8H3,0,0,0,0,0,0
OR8H2,0,0,0,0,0,0
GPR3,761,961,875,600,475,484
TMEM252,0,0,0,0,0,0
OR5J1P,0,0,0,0,0,0
ODF3L2,5,6,7,6,5,4
OR5AS1,0,0,0,0,0,0
ACTL9,0,0,0,0,0,0
SIAH2,1218,1400,1000,1766,1536,1487
COPG1,8765,11025,9683,10277,8778,9457
ADGRB1,8,20,18,4,5,19
LINC00471,24,27,28,21,20,21
CELF2-AS1,0,0,0,0,0,0
OR6S1,1,0,0,0,0,0
SLC9A9,51,46,64,53,59,51
LSM10,1379,1670,1641,1883,1524,1550
RELL1,601,771,696,733,573,565
RFX7,2336,2831,2554,2549,2120,2113
SLC35C1,1582,1901,1601,2012,1691,1713
OR5D17P,0,0,0,0,0,0
TIGIT,1,2,4,3,1,6
RNF41,2184,2622,2536,4738,3843,3949
SLC2A4,27,21,26,17,11,24
FTMT,0,0,0,0,0,0
IBA57,592,782,566,995,751,768
CLDN7,3,5,5,42,59,30
ZNF329,141,183,147,250,243,196
ZNF101,428,593,503,753,593,535
OR4C6,0,0,0,0,0,0
C5orf24,3068,4047,3640,4613,3448,3698
LINC02724,1,1,3,1,3,2
ADO,1268,1621,1345,1875,1511,1598
COA4,3087,3772,3378,4774,3882,4011
OR4P4,0,0,0,0,0,0
PRKAG1,2403,2956,2600,6225,4650,5170
GINS3,1006,1290,1188,1178,852,871
OR4C15,0,0,0,0,0,0
OR4A21P,0,0,0,0,0,0
OR4A13P,0,0,0,0,0,0
OR4A15,0,0,0,0,0,0
OR4A16,0,0,0,0,0,0
OR52K2,0,0,0,0,0,0
NEUROG1,0,0,0,0,0,0
CCDC149,573,619,595,637,555,479
GOLGA8CP,0,0,0,0,0,0
MRPS11,2429,2884,2691,3423,2695,2776
LINC00301,0,0,0,0,0,0
SNRPE,5992,7285,6378,9088,6733,7278
RTKN2,298,425,364,497,395,487
PNMA8A,3457,4557,4465,4715,3740,4095
LOC100996643,32,33,23,19,33,27
CHST15,55,123,118,9,20,9
ADIG,0,0,4,3,0,3
USH1G,4,19,5,0,2,0
TRPC2,0,0,0,0,0,0
TRIM49B,0,0,0,1,0,0
IDH2,1647,2077,1860,1673,1400,1637
OR52A1,0,0,0,0,0,0
OR6B2,0,0,0,0,0,0
TMEM259,3772,4216,3644,4668,3860,4119
GET1,897,1157,982,985,902,836
TNRC18,8301,10475,9821,11648,9305,9343
FAM181B,22,26,18,44,32,53
TMEM30B,13,10,12,9,9,6
DEXI,682,821,645,900,631,791
ZNF716,1,2,4,9,11,6
NOP10,2895,3578,3240,3845,3073,3165
FAM89A,1211,1445,1291,1460,1247,1383
KCNIP1,3,12,4,5,8,6
TDRKH,695,926,1011,1383,1335,1212
ZNF708,317,343,293,346,332,325
IST1,5359,6064,5420,5041,4277,4149
ERCC6L2,1454,1656,1457,1552,1279,1361
MRPL41,3750,4718,4508,5219,4254,4454
ENPP7,0,0,1,0,0,0
CREB3L2,2744,3375,3053,3907,3297,3154
P2RY8,0,3,3,0,0,2
UNC5C,12,24,27,24,20,21
MRGPRG,0,0,0,0,0,0
TSEN54,776,1015,836,1026,856,826
RGMA,248,276,269,80,117,86
ASB18,7,6,5,1,0,3
UBA7,20,17,11,407,253,314
MRPS16,3467,4169,3909,4213,3627,3726
SHISAL2A,0,1,0,0,0,0
RAD51B,113,198,112,139,137,147
CRYGB,0,0,0,0,0,0
LDOC1,958,1355,1034,1163,908,997
ARL6IP4,3512,4589,4271,7732,6251,6561
EXT1,2855,3209,2915,1893,1947,1973
SHMT2,8557,10132,9226,19593,15557,16705
MOB2,600,871,831,994,813,878
HHIPL1,3,0,2,3,1,5
ATP6AP2,3559,4474,4041,5376,4556,4862
ZAR1,11,13,11,8,13,13
CYB5D1,822,1107,900,1264,984,926
FAM153B,11,0,10,27,19,10
BACE2,3668,4873,4208,6796,4883,5499
UBE2E2,879,1193,1023,814,699,750
SYNM,3491,4646,4139,4512,3697,3752
KCNA4,52,77,58,142,124,109
GABRG3,3,23,3,6,31,3
FIGN,247,431,242,375,270,252
IZUMO1,4,6,7,0,0,1
TMIGD1,0,0,1,0,0,0
B4GALNT4,1658,2077,1943,2176,2119,2110
AP1S2,2401,2666,2222,3903,3036,3097
C8orf33,2970,3664,3375,3866,3049,3349
DCAF4L1,23,28,22,23,15,18
SPACA6,251,296,295,223,236,252
MBD3L3,0,0,0,0,0,0
ZSCAN22,327,394,329,482,371,360
KCNJ14,46,53,76,63,61,57
FBXL6,1284,1570,1456,1585,1480,1657
C1S,26,36,64,34,35,33
GLTPD2,27,17,22,21,14,16
KIAA2012,12,12,9,10,17,13
LIPF,0,1,0,0,0,0
OR5P3,0,0,0,0,0,0
DAOA,0,0,0,0,0,0
ZNF804B,0,0,1,0,0,0
C17orf77,2,1,0,0,0,0
KBTBD3,161,169,126,183,237,236
YBEY,334,408,348,456,351,340
OR5F2P,0,0,0,0,0,0
FAM87A,1,4,20,2,0,2
CLN8,455,667,545,961,480,645
LOC339059,3,2,1,2,1,1
PLCXD1,1865,2357,2371,3305,3550,3438
NXPH4,197,217,186,135,118,144
RPL27AP5,0,0,0,0,0,0
CACNB4,39,52,53,79,36,78
IFNL1,0,0,0,0,0,0
DNM1P46,24,40,38,34,17,18
TRAPPC6B,590,762,645,799,806,780
PGBD4,335,400,343,441,364,385
CDY2A,0,0,0,0,0,0
NPLOC4,8160,10320,8563,10773,8523,9277
OTOL1,0,1,0,0,1,1
KCNK4,2,2,0,0,0,0
TEX19,26,23,24,14,7,4
TSHZ2,234,263,277,223,287,292
CAPN12,11,25,21,14,18,19
EXOC7,5272,6085,5701,6669,5425,5477
OR2B8P,0,0,0,0,0,0
KPNA2,16673,21332,18904,19400,15353,16392
WASH6P,1045,1273,1155,1656,1369,1548
NCF1B,0,0,0,1,0,0
XKRX,0,0,1,4,1,0
BGN,1590,2053,1798,687,581,688
CEP97,1160,1319,1122,1599,1350,1337
LHFPL1,1,0,3,1,1,0
FES,9,7,2,7,6,25
GLRX5,2380,2728,2469,2484,2059,2388
FAM104B,288,336,274,391,352,343
TBPL2,8,1,3,6,5,5
CAV3,2,0,0,1,0,2
MXRA7,2343,3147,3020,2868,2296,2195
LIMK2,605,673,684,837,749,824
MFSD5,711,810,872,1363,1067,1007
RNASE10,45,35,39,55,60,50
ADI1,4090,5162,4838,5718,4370,4353
RWDD4,1630,1931,1591,2088,1647,1674
SPNS3,0,1,0,1,0,0
CLEC4G,0,0,0,0,0,0
SATB1,888,1123,1198,802,822,762
CSGALNACT2P1,0,0,0,0,0,0
NXPH3,2,6,5,6,7,6
CSF1R,10,14,8,2,4,7
EPHB3,1770,2327,1952,891,711,746
VCX,31,39,22,71,75,74
ACTL10,117,153,135,364,289,284
EPGN,1,0,0,0,0,0
LINC00334,1,1,1,0,0,1
KRTAP11-1,0,0,0,0,0,0
SNORC,16,11,22,34,37,34
HS3ST4,0,0,0,1,0,0
TRAK1,1720,1911,1790,2252,1944,1795
TSPAN10,74,91,73,113,89,102
OR2V2,0,0,0,0,0,0
PLCB1,461,525,591,972,895,805
SKA2,3126,3685,3423,3664,2711,2745
CCNYL2,48,85,97,170,87,129
OR10G7,0,0,0,0,0,0
NDN,0,3,2,665,574,623
CCDC172,0,0,0,0,3,1
LINC01006,49,65,49,78,139,130
OR4Q3,0,0,0,0,0,0
NTM,387,439,332,243,121,231
TTC3,3384,4503,3642,4727,4164,4494
KCNB2,0,0,0,0,0,0
PPP1R27,6,4,1,5,8,8
BRICD5,111,61,85,91,45,49
GALR2,9,13,14,5,8,6
RESP18,0,0,0,0,0,0
IGIP,52,55,62,78,67,70
TSKU,1252,1638,1427,1547,1240,1287
CMC4,389,490,433,483,424,437
ANXA2,20769,26418,23532,20149,16042,16515
RGS6,1,0,0,0,1,1
HOXB4,1543,1972,1655,1764,1450,1619
SLC35D3,3,6,8,3,4,2
PAQR7,768,963,857,1337,1057,1077
PAPPA,65,67,63,48,37,41
MAFA,22,26,23,15,8,12
NGRN,4758,6068,5243,5446,4264,4570
GRID1,194,271,214,13,25,10
RPS17,35,34,42,71,33,52
LOC401589,0,0,0,0,0,0
HCAR2,0,0,0,0,0,2
OR2T29,0,0,0,0,0,0
CCDC87,11,22,17,23,24,12
GSTA5,0,0,0,0,0,0
C1orf116,6,6,4,0,3,4
TMEM198B,342,462,352,638,643,627
MAGEB17,0,0,0,0,0,0
CRIP2,4186,5198,4476,4327,3362,3728
DDX28,1057,1347,1208,1170,955,1065
KRTAP13-2,0,0,0,0,0,0
FAM230E,78,75,66,67,59,55
ACBD3,4279,5549,4666,5498,4449,4926
C16orf72,4008,4659,4140,4882,3788,3934
PLCXD3,4,12,4,1,0,0
RRP7BP,414,429,410,526,416,478
VMO1,6,8,8,6,4,5
OR4F15,0,0,0,0,1,0
ALG12,780,1006,760,812,702,672
LCK,0,1,0,1,1,1
GALNT9,0,1,1,1,0,0
COL18A1,1564,1957,1748,2320,1859,1853
RBM10,5152,6259,5448,7260,6048,6150
PRKCZ-AS1,25,27,29,29,28,14
ADGRG3,3,1,1,0,2,0
RPS27AP20,0,0,0,0,0,0
GLUD2,114,171,133,194,141,163
TMEM95,0,0,0,0,0,0
TCHHL1,0,1,0,0,0,0
RPL35A,18028,22841,21833,20098,16204,16496
RGS7,80,94,91,64,40,48
SLC25A18,17,16,15,17,14,17
ZNF721,814,891,828,1089,1116,1058
TCEAL7,0,0,0,0,0,0
C11orf54,576,701,782,735,535,536
CEP63,909,1379,1062,1290,1250,1275
WFDC10B,1,0,0,0,0,0
SRPRA,12916,16711,13973,19684,16098,16557
OTOP3,0,0,0,0,0,0
EWSR1,13425,16739,15944,17945,14613,15107
ODF3L1,4,5,7,0,3,6
HMGN4,949,1168,1063,1572,1215,1285
SPATA13,2815,3195,3019,4035,2984,3418
GJC1,2299,2899,2385,3168,2572,2480
SOX1,0,0,0,0,0,0
CNOT10,2072,2475,2196,2620,2085,2127
MTA1,4044,4967,4094,4956,4143,4281
ZNF662,3,0,2,0,0,4
CADM1,2484,3232,2686,3594,2896,2940
ZNF320,339,436,374,997,614,708
C12orf60,61,108,101,85,55,55
PYCR1,3277,3956,3372,4949,4027,3982
NAA38,2133,2634,2378,3247,2758,2923
SPNS2,160,154,155,206,133,133
MCEMP1,4,1,0,0,0,0
AP2A2,2804,3667,2985,2918,2301,2474
SLC8A1,155,133,102,246,250,145
OR1G1,0,0,0,0,0,0
SLC25A21,56,52,60,72,66,76
OTOP2,0,0,0,0,0,0
CYLC1,0,0,0,0,0,0
PCP4,0,0,0,3,1,3
ABAT,386,545,477,852,611,691
SLC25A10,2124,2578,2266,3810,3205,3161
CAMK1D,36,48,42,57,48,55
RGPD6,107,5,14,38,96,23
LYSMD4,261,313,323,334,298,300
WBP2NL,5,6,13,2,4,3
IGSF5,2,11,3,6,3,1
NKX2-5,1500,1734,1674,1780,1494,1523
AFMID,722,854,737,719,581,590
GAS6,664,834,736,765,637,759
FREM3,0,0,0,0,0,0
NEB,130,100,82,61,89,66
BEGAIN,171,154,186,150,136,121
GPC6,2167,2690,2426,1743,1426,1272
ARHGEF37,129,126,63,157,159,174
FAM43B,0,0,1,2,0,0
CSMD1,108,139,98,232,199,213
CALHM3,10,21,29,35,22,24
PTGDR2,16,25,19,32,37,30
CEP57L1,253,263,235,317,274,312
RIPPLY3,1,0,2,0,0,0
PRORY,0,0,0,0,0,0
ANKRD20A2P,4,34,2,47,66,196
GPR19,123,182,111,127,119,146
GJD3,73,67,76,75,66,126
LOC102723701,1,4,5,0,2,0
RABIF,619,780,672,901,760,716
TMEM119,3,3,0,0,3,0
FANCF,546,717,693,866,673,721
CALN1,0,0,0,0,0,9
LOC643015,2,0,1,0,0,0
GABRR3,1,0,1,0,0,0
C2CD4C,46,54,36,8,6,6
CHST6,1037,1337,1065,1803,1530,1685
HSP90AB3P,31,30,41,44,39,34
POTEC,87,116,118,106,108,114
RUVBL2,12922,16804,15093,18451,15333,16291
GDPGP1,140,172,152,181,170,180
MICA,191,242,189,232,175,164
CTNNA3,40,0,5,0,0,20
WT1-AS,121,173,124,226,152,149
RIMBP3C,0,28,0,0,9,0
PRR36,20,29,22,16,14,17
LINC01547,231,305,264,180,178,168
OR51B4,10,9,7,195,190,178
PTTG1IP,5502,6254,5939,5729,4443,5022
DDX41,2701,3309,2813,3624,2936,2968
ABHD16B,0,0,0,0,0,0
OR52E8,0,0,0,0,0,0
CCDC60,0,0,0,1,0,1
PLGLB1,30,29,30,23,22,31
DAZAP2,2729,3499,2823,6357,4845,4942
CCBE1,76,61,70,132,154,167
SELENOF,3949,5037,4520,4658,3775,3950
PRSS40A,10,18,8,9,12,18
RPSAP19,6,4,2,7,9,1
FAM9A,0,0,0,0,0,0
MAGEA2B,3135,4105,3945,4743,3497,3059
TMEM121B,3,2,1,2,1,5
ZNF623,515,722,620,864,633,676
OR2T34,0,0,0,0,0,0
TUBB,95,110,54,72,106,149
OR52L1,0,0,0,0,0,0
EPHA10,13,21,18,31,14,20
SPDYE4,0,0,0,0,0,0
CCDC125,474,388,350,485,395,409
REC114,1,0,0,1,0,0
BOLA2,3068,3914,3693,6066,5142,5048
BCOR,3845,4783,4142,4873,3645,3796
JRKL,798,983,815,1127,866,916
CABCOCO1,0,0,0,0,0,0
GBP6,1,4,0,5,1,1
KIAA2026,927,1164,976,1296,1090,1108
OVCH2,0,0,0,0,0,0
SYNDIG1L,0,0,0,0,0,0
FHL3,639,842,683,906,714,773
OR56A4,0,0,0,0,0,0
PMCH,0,2,0,1,2,2
TMEM89,0,2,1,1,0,0
C19orf71,158,168,174,68,51,59
CCDC159,63,76,79,115,112,122
RIPK4,666,786,732,1393,1125,1067
LRIT3,4,0,2,3,2,3
NPIPA1,443,506,494,762,614,564
SF3A3,10463,12562,11900,14075,11217,10894
TFDP3,0,1,0,0,0,0
TRIM61,9,8,4,6,11,9
OR7E38P,405,454,422,556,408,432
GRIN2A,0,0,0,0,1,6
PKD1P3,479,553,496,693,760,711
URAD,0,0,0,0,0,0
FLJ40288,0,0,0,0,0,0
GTF2H2C,463,426,448,467,361,485
ASB7,841,1106,880,1227,801,983
SH2D7,5,3,6,3,3,3
TREX2,29,57,23,37,14,32
GPR132,9,17,37,4,8,8
MX2,2170,2759,2379,3327,2521,2750
EP400,3730,4616,4057,7580,6263,5374
MEX3B,408,543,429,235,200,235
PI4KAP2,874,539,281,498,424,730
TENT5C,61,106,92,49,50,50
COA5,1013,1300,1302,1058,936,944
UTP11,3510,4574,3893,5059,3828,4237
PSMG1,1683,2124,1935,2411,1771,1964
PRR14L,1220,1440,1326,1866,1365,1192
COL18A1-AS1,0,1,0,0,0,2
KLRC4,0,0,0,0,0,0
ACSM5,0,0,0,5,0,0
C10orf120,0,0,0,0,0,0
IZUMO1R,0,2,1,2,0,0
BPIFA4P,0,0,0,0,0,0
SERHL2,160,239,197,178,153,142
PCBP3,15,4,4,4,3,3
PGPEP1L,1,0,1,7,0,0
SETD3,2002,2621,2288,2608,2021,2191
TNFAIP8L3,2,3,1,1,1,2
ZNRF3,485,620,435,840,700,586
FBXL7,63,61,59,32,40,37
TANGO2,425,506,523,540,491,494
H3C13,31,20,21,30,26,26
SMG1P5,571,595,656,695,684,563
SFXN4,942,1220,1095,1291,988,1019
GKN2,0,0,0,0,0,0
FAM167B,11,7,8,17,8,20
MRPL54,1155,1479,1267,1807,1407,1458
