gene_name,Jurkat_ctrl_repl.1,Jurkat_ctrl_repl.2,Jurkat_ctrl_repl.3,Jurkat_SIX6_KO_repl.1,Jurkat_SIX6_KO_repl.2,Jurkat_SIX6_KO_repl.3
SNORD14D,0,0,0,0,0,0
RNU6-1230P,0,0,0,0,0,0
RNU6-591P,0,0,0,0,0,0
RNU6-163P,0,0,0,0,0,0
RNU6-729P,0,0,0,0,0,0
RNA5SP187,0,0,0,0,0,0
RNU6-106P,0,0,0,0,0,0
RNU6-769P,0,0,0,0,0,0
SNORD116-13,0,0,0,0,0,0
RNU6-869P,0,0,0,0,0,0
RNU6-1297P,0,0,0,0,0,0
SNORA18,0,0,0,0,0,0
RNU6-185P,0,0,0,0,0,0
RNU6-933P,0,0,0,0,0,0
RNU1-46P,0,0,0,0,0,0
RNY1P14,0,0,0,0,0,0
RNU6-505P,0,0,0,0,0,0
RNY3P4,0,0,0,0,0,0
RNU6-929P,0,0,0,0,0,0
RNU6-1289P,0,0,0,0,0,0
RNU6-549P,0,0,0,0,0,0
RNU6-905P,0,0,0,0,0,0
SNORA70,0,0,0,0,0,0
SNORA68,0,0,0,0,0,0
RNU6-1340P,0,0,0,0,0,0
SNORA15,0,1,0,0,2,4
RNU6-24P,0,0,0,0,0,0
RNU6-1215P,0,0,0,0,0,0
RNU6-1162P,0,0,0,0,0,0
SNORD116-15,0,0,0,0,0,0
RNU1-67P,0,0,0,0,0,2
RNU6-1122P,0,0,0,0,0,0
RNU6-411P,0,0,0,0,0,0
SNORA14B,2,0,0,0,0,2
RNU1-44P,0,0,0,0,0,0
RNU6-843P,0,0,0,0,0,0
RNU6-1157P,0,0,0,0,0,0
RNA5SP122,0,0,0,0,0,0
SNORA10B,0,0,0,0,0,0
RNU6-809P,0,0,0,0,0,0
SNORD116-5,0,0,0,0,0,0
RNU6-649P,0,0,0,0,0,0
RNU6-1026P,0,0,0,0,0,0
SNORD116-12,0,0,0,0,0,0
RNU6-1195P,0,0,0,0,0,0
SNORD38D,0,0,0,0,0,0
RNU6-45P,0,0,0,0,0,0
RNU1-148P,0,0,0,0,0,0
RNU6-800P,0,0,0,0,0,0
RNU6-71P,0,0,0,0,0,0
RNU6-393P,0,0,0,0,0,0
RNVU1-15,0,0,0,0,0,0
RNU6-1035P,0,0,0,0,0,0
RNU6-790P,0,0,0,0,0,0
RNU6-102P,0,0,0,0,0,0
SNORD3H,0,0,0,0,0,0
SNORA80D,0,0,0,0,0,0
RNU1-57P,0,0,0,0,0,0
SNORA70E,0,0,0,0,0,0
RNU6-456P,0,0,0,0,0,0
RNU6-692P,0,0,0,0,0,0
RNU6-900P,0,0,0,0,0,0
SNORA37,0,0,0,0,0,0
RNU6-125P,0,0,0,0,0,0
RNU6-110P,0,0,0,0,0,0
SNORD45A,0,0,0,0,0,0
RNU6-1065P,0,0,0,0,0,0
SNORD116-29,0,0,0,0,0,0
RNU6-1005P,0,0,0,0,0,0
RNU6-342P,0,0,0,0,0,0
RNU6-1117P,0,0,0,0,0,0
RNU6-880P,0,0,0,0,0,0
RNU6-35P,0,0,0,0,0,0
RNU6-738P,0,0,0,0,0,0
SNORD116-16,0,0,0,0,0,0
RNU6-15P,0,0,0,0,0,0
RNU6-1241P,0,0,0,0,0,0
RNU6-1081P,0,0,0,0,0,0
SNORA70C,0,0,0,0,0,0
RN7SKP62,0,0,0,0,0,0
RNU6-601P,0,0,0,0,0,0
SNORA70I,0,0,0,0,0,0
RNU6-441P,0,0,0,0,0,0
RNU6-1160P,0,0,0,0,0,0
RNA5SP284,0,0,0,0,0,0
RNU6-831P,0,0,0,0,0,0
SNORD116-24,0,0,0,0,0,0
SNORD20,0,0,0,0,0,0
RNU6-1274P,0,0,0,0,0,0
RNU6-1235P,0,0,0,0,0,0
RNU6-30P,0,0,0,0,0,0
RNU6-851P,0,0,0,0,0,0
SNORD7,0,0,0,0,0,0
RNU6-83P,0,0,0,0,0,0
SNORA8,0,0,0,0,0,0
RNU6-1152P,0,0,0,0,0,0
RNU6-145P,0,0,0,0,0,0
RNU6-878P,0,0,0,0,0,0
RNU4-70P,0,0,0,0,0,0
RNU6-1127P,0,0,0,0,0,0
RNU6-429P,0,0,0,0,0,0
SNORA2B,0,0,0,1,0,0
RNU6-1184P,0,0,0,0,0,0
RNU6-160P,0,0,0,0,0,0
RNU1-89P,0,0,0,0,0,0
RNU6-901P,0,0,0,0,0,0
RNY1P4,0,0,0,0,0,0
RNU6-883P,0,0,0,0,0,0
RNU6-636P,0,0,0,0,0,0
RNU6-73P,0,0,0,0,0,0
RNU6-1263P,0,0,0,0,0,0
RNU6-146P,0,0,0,0,0,0
RNU6-680P,0,0,0,0,0,0
RNU6-12P,0,0,0,0,0,0
RNU6-658P,0,0,0,0,0,0
RNU6-296P,0,0,0,0,0,0
RNVU1-1,1,0,0,0,1,0
RNA5SP64,0,0,0,0,0,0
RNU6-225P,0,0,0,0,0,0
SNORA22C,0,0,0,0,0,0
RNU6-1222P,0,0,0,0,0,0
RNU6-306P,0,0,0,0,0,0
RNVU1-17,0,0,0,0,0,0
RNU6-540P,0,0,0,0,0,0
RNU6-1257P,0,0,0,0,0,0
RNU6-925P,0,0,0,0,0,0
RNU6-14P,0,0,0,0,0,0
RNU6-178P,0,0,0,0,0,0
RNU6-422P,0,0,0,0,0,0
RNU6-939P,0,0,0,0,0,0
RNU6-297P,0,0,0,0,0,0
RNU6-29P,0,0,0,0,0,0
RNU6-665P,0,0,0,0,0,0
SNORD116-23,0,0,0,0,0,0
RNU6-748P,0,0,0,0,0,0
RNU6-950P,0,0,0,0,0,0
RNU6-310P,0,0,0,0,0,0
SNORA20,0,0,0,0,12,0
RNU6-136P,0,0,0,0,0,0
RNU6-1060P,0,0,0,0,0,0
RNU6-1179P,0,0,0,0,0,0
RNU6-1011P,0,0,0,0,0,0
RNU6-959P,0,0,0,0,0,0
SNORA64,0,0,0,0,0,0
RNU6-455P,0,0,0,0,0,0
RNU6-768P,0,0,0,0,0,0
RNU6-1151P,0,0,0,0,0,0
RNU6-813P,0,0,0,0,0,0
RNU6-95P,0,0,0,0,0,0
RNU6-246P,0,0,0,0,0,0
RNU6-114P,0,0,0,0,0,0
RNU6-541P,0,0,0,0,0,0
RNU6-21P,0,0,0,0,0,0
SNORD116-6,0,0,0,0,0,0
RNU6-417P,0,0,0,0,0,0
SNORD56B,0,0,0,0,0,0
SNORD15B,1,1,2,3,2,0
RNU6-520P,0,0,0,0,0,0
RNU6-19P,0,0,0,0,0,0
RNU6-291P,0,0,0,0,0,0
RNU6-606P,0,0,0,0,0,0
RNU6-535P,0,0,0,0,0,0
RNU6-1104P,0,0,0,0,0,0
RNU6-331P,0,0,0,0,0,0
RNU6-997P,0,0,0,0,0,0
RNU6-476P,0,0,0,0,0,0
RNY3P9,0,0,0,0,0,0
RNU6-1311P,0,0,0,0,0,0
SNORD116-19,0,0,0,0,0,0
RNU6-253P,0,0,0,0,0,0
RNU6-376P,0,0,0,0,0,0
SNORA19,0,0,0,0,0,0
RNU6-41P,0,0,0,0,0,0
RNY1P7,0,0,0,0,0,0
SNORA80E,0,0,2,0,1,0
RNU6-1067P,0,0,0,0,0,0
RNU6-1044P,0,0,0,0,0,0
RNU6-987P,0,0,0,0,0,0
RNU6-713P,0,0,0,0,0,0
SNORA46,0,0,0,0,0,0
RNY3P10,0,0,0,0,0,0
SNORA7A,0,0,0,0,0,0
SNORD102,0,0,0,0,0,0
RNVU1-14,0,0,0,0,0,0
RNU6-1031P,0,0,0,0,0,0
RNU6-1105P,0,0,0,0,0,0
RNU6-1237P,0,0,0,0,0,0
RNU6-555P,0,0,0,0,0,0
SNORA41B,0,0,0,0,0,0
RNU6-59P,0,0,0,0,0,0
SNORA66,0,0,0,5,2,2
RNU6-33P,0,0,0,0,0,0
MIR548C,0,0,0,0,0,0
MIR25,0,0,0,0,0,0
MIR217,0,0,0,0,0,0
MIR521-2,0,0,0,0,0,0
MIR99B,0,0,0,0,0,0
MIR608,0,0,0,0,0,0
MIR633,0,0,0,0,0,0
MIR647,0,0,0,0,0,0
MIR578,0,0,0,0,0,0
MIR635,0,0,0,0,0,0
MIR34C,0,0,0,0,0,0
MIR23B,0,0,0,0,0,0
MIR203A,0,0,0,0,0,0
MIR433,0,0,0,0,0,0
MIR615,0,0,0,0,0,0
MIR550A2,0,0,0,0,0,0
MIR661,0,0,0,0,0,0
MIR649,0,0,0,0,0,0
MIR587,0,0,0,0,0,0
MIR583,0,0,0,0,0,0
MIR662,0,0,0,0,0,0
MIR526B,0,0,0,0,0,0
MIR199B,0,0,0,0,0,0
MIR30B,0,0,0,0,0,0
MIR606,0,0,0,0,0,0
MIR181D,0,0,0,0,0,0
MIR135A2,0,0,0,0,0,0
MIR544A,0,0,0,0,0,0
MIR593,0,0,0,0,0,0
MIR508,0,0,0,0,0,0
MIR215,0,0,0,0,0,0
MIR520A,0,0,0,0,0,0
MIR181A2,0,0,0,0,0,0
MIR490,0,0,0,0,0,0
MIR124-3,0,0,0,0,0,0
MIR520E,0,0,0,0,0,0
MIR598,0,0,0,0,0,0
MIR206,0,0,0,0,0,0
MIR191,0,0,0,0,0,0
MIR554,0,0,0,0,0,0
MIR200A,0,0,0,0,0,0
MIR127,0,0,0,0,0,0
MIR491,0,0,0,0,0,0
MIR149,0,0,0,0,0,0
MIR604,0,0,0,0,0,0
MIR181C,0,0,0,0,0,0
MIR193A,0,0,0,0,0,0
MIR515-2,0,0,0,0,0,0
MIR3074,0,0,0,0,0,0
MIR585,0,0,0,0,0,0
MIR516A2,0,0,0,0,0,0
MIR619,0,0,0,0,0,0
MIR194-1,0,0,0,0,0,0
MIR128-2,0,0,0,0,0,0
MIR562,0,0,0,0,0,0
MIR581,0,0,0,0,0,0
MIR651,0,0,0,0,0,0
MIR526A1,0,0,0,0,0,0
MIR7-3,0,0,0,0,0,0
MIR641,0,0,0,0,0,0
MIR588,0,0,0,0,0,0
MIR505,0,0,0,0,0,0
MIR521-1,0,0,0,0,0,0
MIR499A,0,0,0,0,0,0
MIR595,0,0,0,0,0,0
MIR99A,0,0,0,0,0,0
MIR193B,0,0,0,0,0,0
MIR510,0,0,0,0,0,0
MIR571,0,0,0,0,0,0
MIR512-2,0,0,0,0,0,0
MIR512-1,0,0,0,0,0,0
MIR655,0,0,0,0,0,0
MIR153-1,0,0,0,0,0,0
MIR138-2,0,0,0,0,0,0
MIR570,0,0,0,0,0,0
MIR28,0,0,0,0,0,0
MIR621,0,0,0,0,0,0
MIR558,0,0,0,0,0,0
MIR128-1,0,0,0,0,0,0
MIR489,0,0,0,0,0,0
MIR548AA2,0,0,0,0,0,0
MIR548A2,0,0,0,0,0,0
MIR183,0,0,0,0,0,0
MIR592,0,0,0,0,0,0
MIR602,0,0,0,0,0,0
MIR184,0,0,0,0,0,0
MIR659,0,0,0,0,0,0
MIR573,0,0,0,0,0,0
MIR32,0,0,0,0,0,0
MIR518A2,0,0,0,0,0,0
MIR597,0,0,0,0,0,0
MIR211,0,0,0,0,0,0
MIR7-2,0,0,0,0,0,0
MIR548AA1,0,0,0,0,0,0
MIR129-1,0,0,0,0,0,0
MIR518F,0,0,0,0,0,0
MIR141,0,0,0,0,0,0
MIR525,0,0,0,0,0,0
MIR627,0,0,0,0,0,0
MIR200C,0,0,0,0,0,0
MIR584,0,0,0,0,0,0
MIR572,0,0,0,0,0,0
MIR551B,0,0,0,0,0,0
MIR623,0,0,0,0,0,0
MIR186,0,0,0,0,0,0
MIR520B,0,0,0,0,0,0
MIR222,0,0,0,0,0,0
MIR455,0,0,0,0,0,0
MIR449B,0,0,0,0,0,0
MIR556,0,0,0,0,0,0
MIR200B,0,0,0,0,0,0
MIR506,0,0,0,0,0,0
MIR218-1,0,0,0,0,0,0
MIR517A,0,0,0,0,0,0
MIR520D,0,0,0,0,0,0
MIR657,0,0,0,0,0,0
MIR181B2,0,0,0,0,0,0
MIR520C,0,0,0,0,0,0
MIR218-2,0,0,0,0,0,0
MIR590,0,0,0,0,0,0
MIR487A,0,0,0,0,0,0
MIR495,0,0,0,0,0,0
MIR10B,0,0,0,0,0,0
MIR575,0,0,0,0,0,0
MIR299,0,0,0,0,0,0
MIR553,0,0,0,0,0,0
MIR199A1,0,0,0,0,0,0
MIR487B,0,0,0,0,0,0
MIR450A2,0,0,0,0,0,0
MIR580,0,0,0,0,0,0
MIR93,0,0,0,0,0,0
MIR532,0,0,0,0,0,0
MIR181A1,0,0,0,0,0,0
MIR329-1,0,0,0,0,0,0
MIR329-2,0,0,0,0,0,0
MIR617,0,0,0,0,0,0
MIR626,0,0,0,0,0,0
MIR516A1,0,0,0,0,0,0
MIR188,0,0,0,0,0,0
MIR586,0,0,0,0,0,0
MIR550A1,0,0,0,0,0,0
MIR642A,0,0,0,0,0,0
MIR548A1,0,0,0,0,0,0
MIR551A,0,0,0,0,0,0
MIR3591,0,0,0,0,0,0
MIR15B,0,0,0,0,0,0
MIR648,0,0,0,0,0,0
MIR625,0,0,0,0,0,0
MIR150,0,0,0,0,0,0
MIR542,0,0,0,0,0,0
MIR500A,0,0,0,0,0,0
MIR519C,0,0,0,0,0,0
MIR26A2,0,0,0,0,0,0
MIR187,0,0,0,0,0,0
MIR216A,0,0,0,0,0,0
MIR520G,0,0,0,0,0,0
MIR504,0,0,0,0,0,0
MIR646,0,0,0,0,0,0
MIR518A1,0,0,0,0,0,0
MIR599,0,0,0,0,0,0
MIR483,0,0,0,0,0,0
MIR95,0,0,0,0,0,0
MIR27A,0,0,0,0,0,0
MIR519E,0,0,0,0,0,0
MIR34B,0,0,0,0,0,0
MIR605,0,0,0,0,0,0
MIR147A,0,0,0,0,0,0
MIR563,0,0,0,0,0,0
MIR124-2,0,0,0,0,0,0
MIR105-2,0,0,0,0,0,0
MIR545,0,0,0,0,0,0
MIR640,0,0,0,0,0,0
MIR519B,0,0,0,0,0,0
MIR596,0,0,0,0,0,0
MIR30A,0,0,0,0,0,0
MIR517B,0,0,0,0,0,0
MIR517C,0,0,0,0,0,0
MIR33B,0,0,0,0,0,0
MIR520H,0,0,0,0,0,0
MIR518B,0,0,0,0,0,0
MIR125B2,0,0,0,0,0,0
MIR27B,0,0,0,0,0,0
MIR514A2,0,0,0,0,0,0
MIR514A1,0,0,0,0,0,0
MIR498,0,0,0,0,0,0
MIR221,0,0,0,0,0,0
MIR513B,0,0,0,0,0,0
MIR513A1,0,0,0,0,0,0
MIR610,0,0,0,0,0,0
MIR559,0,0,0,0,0,0
MIR196A2,0,0,0,0,0,0
MIR516B2,0,0,0,0,0,0
MIR135A1,0,0,0,0,0,0
MIR302A,0,0,0,0,0,0
MIR603,0,0,0,0,0,0
MIR577,0,0,0,0,0,0
MIR33A,0,0,0,0,0,0
MIR9-1,0,0,0,0,0,0
MIR654,0,0,0,0,0,0
MIR204,0,0,0,0,0,0
MIR511,0,0,0,0,0,0
MIR567,0,0,0,0,0,0
MIR552,0,0,0,0,0,0
MIR136,0,0,0,0,0,0
MIR634,0,0,0,0,0,0
MIR574,0,0,0,0,0,0
MIR516B1,0,0,0,0,0,0
MIR152,0,0,0,0,0,0
MIR328,0,0,0,0,0,0
MIR561,0,0,0,0,0,0
MIR624,0,0,0,0,0,0
MIR138-1,0,0,0,0,0,0
MIR579,0,0,0,0,0,0
MIR105-1,0,0,0,0,0,0
MIR656,0,0,0,0,0,0
MIR153-2,0,0,0,0,0,0
MIR496,0,0,0,0,0,0
MIR30C1,0,0,0,0,0,0
MIR569,0,0,0,0,0,0
MIR629,0,0,0,0,0,0
MIR620,0,0,0,0,0,0
MIR507,0,0,0,0,0,0
MIR660,0,0,0,0,0,0
MIR125B1,0,0,0,0,0,0
MIR638,0,0,0,0,0,0
MIR589,0,0,0,0,0,0
MIR557,0,0,0,0,0,0
MIR181B1,0,0,0,0,0,0
MIR607,0,0,0,0,0,0
MIR154,0,0,0,0,0,0
MIR527,0,0,0,0,0,0
MIR23A,0,0,0,0,0,0
MIR519D,0,0,0,0,0,0
MIR548B,0,0,0,0,0,0
MIR613,0,0,0,0,0,0
MIR513A2,0,0,0,0,0,0
MIR518E,0,0,0,0,0,0
MIR576,0,0,0,0,0,0
MIR493,0,0,0,0,0,0
MIR182,0,0,0,0,0,0
MIR601,0,0,0,0,0,0
MIR519A1,0,0,0,0,0,0
MIR134,0,0,0,0,0,0
MIR100,0,0,0,0,0,0
MIR325,0,0,0,0,0,0
MIR301A,0,0,0,0,0,0
MIR644A,0,0,0,0,0,0
MIR509-1,0,0,0,0,0,0
MIR431,0,0,0,0,0,0
MIR643,0,0,0,0,0,0
MIR549A,0,0,0,0,0,0
MIR323B,0,0,0,0,0,0
MIR503,0,0,0,0,0,0
MIR16-1,0,0,0,0,0,0
MIR125A,0,0,0,0,0,0
MIR130A,0,0,0,0,0,0
MIRLET7F2,0,0,0,0,0,0
MIR652,0,0,0,0,0,0
MIR653,0,0,0,0,0,0
MIR362,0,0,0,0,0,0
MIR140,0,0,0,0,0,0
MIR645,0,0,0,0,0,0
MIR618,0,0,0,0,0,0
MIR185,0,0,0,0,0,0
MIR199A2,0,0,0,0,0,0
MIR591,0,0,0,0,0,0
MIR485,0,0,0,0,0,0
MIR616,0,0,0,0,0,0
MIR548A3,0,0,0,0,0,0
MIR609,0,0,0,0,0,0
MIR106B,0,0,0,0,0,0
MIR320A,0,0,0,0,0,0
SNORA40B,0,0,0,0,0,0
SNORD94,1,1,8,3,4,3
SNORD73A,0,0,0,0,0,0
SNORA35,0,0,0,0,0,0
SNORD96B,0,0,0,0,0,0
SNORA49,0,0,0,0,0,0
SNORD12C,0,0,0,0,0,0
SNORD83B,0,0,0,0,0,0
SNORD83A,0,0,0,0,0,0
SNORA48,0,0,0,0,0,0
SNORD105,0,0,0,0,0,0
SNORD41,0,0,0,0,0,0
MIR12136,0,0,0,0,0,0
RNU6ATAC4P,0,0,0,0,0,0
RNU6ATAC2P,0,0,0,0,0,0
RNU6ATAC3P,0,0,0,0,0,0
MIR196A1,0,0,0,0,0,0
SNORA40,0,0,0,0,0,0
RNU6ATAC5P,0,0,0,0,0,0
RNU6ATAC26P,0,0,0,0,0,0
MIR190A,0,0,0,0,0,0
GPX3,9,12,4,28,10,29
DIO2,0,1,0,2,2,3
SELENOH,3558,3315,3339,5573,4048,3776
GNRHR2,60,95,74,106,100,103
DIO1,2,3,1,8,1,0
AKR7L,16,18,28,49,19,30
STK38L,2657,2521,2816,4183,3410,3055
SACM1L,3531,3403,3490,5825,5140,4297
TSN,6950,6691,7647,8755,7561,6768
MIR454,0,0,0,0,0,0
MIR216B,0,0,0,0,0,0
MIR526A2,0,0,0,0,0,0
MIR501,0,0,0,0,0,0
MIR320B1,0,0,0,0,0,0
MIR3065,0,0,0,0,0,0
MIR670,0,0,0,0,0,0
MIR770,0,0,0,0,0,0
MIR760,0,0,0,0,0,0
MIR766,0,0,0,0,0,0
MIR759,0,0,0,0,0,0
MIR769,0,0,0,0,0,0
MIR765,0,0,0,0,0,0
MIR758,0,0,0,0,0,0
MIR767,0,0,0,0,0,0
SLC48A1,1019,1152,1224,1995,1572,1214
MIR802,0,0,0,0,0,0
MIR762,0,0,0,0,0,0
IGKC,0,0,0,0,0,0
IGKJ5,0,0,0,0,0,0
IGKJ4,0,0,0,0,0,0
IGKJ3,0,0,0,0,0,0
IGKJ2,0,0,0,0,0,0
IGKJ1,0,0,0,0,0,0
IGKV4-1,0,0,0,0,0,0
IGKV2D-26,0,0,0,0,0,0
IGKV3D-20,0,0,0,0,0,0
IGKV6D-41,0,0,0,0,0,0
IGKV3D-11,0,0,0,0,0,0
IGKV1D-42,0,0,0,0,0,0
IGLV4-69,0,0,0,0,0,0
IGLV8-61,0,0,0,0,0,0
IGLV4-60,4,1,1,1,3,1
IGLV6-57,0,2,0,2,1,0
IGLV11-55,0,0,0,0,0,0
IGLV10-54,0,0,0,0,0,0
IGLV1-51,2,2,0,0,2,2
IGLV1-50,0,0,0,0,0,0
IGLV5-48,0,0,0,0,0,0
IGLV1-47,0,0,0,0,0,0
IGLV7-46,0,0,0,0,0,0
IGLV5-45,0,0,0,0,0,0
IGLV1-44,0,0,0,0,0,0
IGLV7-43,0,0,0,0,0,0
IGLV1-40,0,0,0,0,0,0
IGLV1-36,0,0,0,0,0,0
IGLV2-33,0,0,0,0,0,0
IGLV3-27,0,0,0,0,0,0
IGLV3-25,0,0,0,0,0,0
IGLV2-23,0,0,0,0,0,0
IGLV3-22,0,0,0,0,0,0
IGLV3-21,0,0,0,0,0,0
IGLV3-19,0,0,0,0,0,0
IGLV2-18,0,0,0,0,0,0
IGLV3-16,0,0,0,0,0,0
IGLV2-14,0,0,0,0,0,0
IGLV3-12,0,0,0,0,0,0
IGLV2-11,0,0,0,0,0,0
IGLV3-10,0,0,0,0,0,0
IGLV3-9,0,0,0,0,0,1
IGLV4-3,0,0,0,0,2,0
IGLC1,0,0,0,0,0,0
IGLC2,0,0,0,0,0,0
IGLC3,0,0,0,0,0,0
IGLJ4,0,0,0,0,0,0
IGLJ7,0,0,0,0,0,0
IGLC7,0,0,0,0,0,0
TRGJ2,0,0,0,0,0,0
TRGJP2,0,0,0,0,0,0
TRGC1,19,36,28,16,10,12
TRGJP,0,0,0,0,0,0
TRGJP1,0,0,0,0,0,0
TRGV9,85,105,80,16,24,22
TRGV8,133,118,146,91,94,83
TRGV5,20,27,39,40,32,27
TRGV4,42,32,32,60,53,35
TRGV3,40,55,40,92,105,89
TRGV1,0,1,2,3,2,3
TRBV6-1,0,0,0,0,0,0
TRBV7-1,6,0,0,0,1,0
TRBV4-1,0,0,0,0,0,0
TRBV6-4,0,0,0,0,0,0
TRBV7-3,1,0,0,0,0,0
TRBV5-3,0,1,0,0,0,0
TRBV9,0,0,0,0,0,0
TRBV10-1,0,0,0,0,0,0
TRBV11-1,0,0,0,2,0,0
TRBV6-6,0,0,1,0,0,0
TRBV5-5,0,0,0,0,0,0
TRBV7-6,1,0,0,0,0,0
TRBV5-1,0,0,1,2,2,2
TRBV12-2,0,0,0,0,0,0
TRBV19,0,0,0,0,1,0
TRBV20-1,0,1,0,0,0,0
TRBV24-1,0,0,0,0,0,0
TRBC1,10143,9721,9065,35565,32317,21805
TRBV27,5,4,2,23,27,16
TRBJ2-1,0,0,0,0,0,0
TRBJ2-2,0,0,0,0,0,0
TRBJ2-4,0,0,0,0,0,0
TRBJ2-5,0,0,0,0,0,0
TRBJ2-7,0,0,0,0,0,0
TRBC2,65,14,14,35,101,26
TRAV2,0,0,0,0,0,0
TRAV3,0,0,0,0,0,0
TRAV4,0,0,0,0,0,0
TRAV5,0,0,0,0,0,0
TRAV6,0,0,0,0,0,0
TRAV7,0,0,0,0,0,0
TRAV8-1,0,0,0,0,0,0
TRAV9-1,0,0,0,0,0,0
TRAV10,0,0,0,0,0,0
TRAV12-1,0,0,0,0,0,0
TRAV8-2,6,7,14,66,43,40
TRAV8-3,0,2,2,13,12,11
TRAV13-1,0,1,0,1,2,3
TRAV12-2,0,0,2,0,0,0
TRAV8-4,787,686,894,2901,2404,1720
TRAV13-2,4,7,3,16,9,4
TRAV14DV4,3,0,0,5,2,0
TRAV9-2,2,0,0,1,0,1
TRAV12-3,2,4,8,13,22,10
TRAV8-6,9,6,10,18,33,16
TRAV16,0,3,5,27,33,15
TRAV17,19,31,25,85,101,67
TRAV18,51,49,48,187,173,103
TRAV19,25,12,16,55,54,36
TRAV20,0,0,0,0,0,0
TRAV21,0,0,0,0,0,0
TRAV22,0,0,0,0,0,0
TRAV23DV6,0,0,0,0,0,0
TRDV1,0,0,0,0,0,0
TRAV24,0,0,0,0,0,0
TRAV25,0,0,0,0,0,0
TRAV26-1,0,0,0,0,0,0
TRAV27,0,0,0,0,0,0
TRAV29DV5,0,0,0,0,0,0
TRAV26-2,0,0,0,0,0,0
TRAV34,0,0,0,0,0,0
TRAV35,0,0,0,0,0,0
TRAV36DV7,0,0,0,0,0,0
TRAV38-1,0,0,0,0,0,0
TRAV38-2DV8,0,0,0,0,0,0
TRAV39,0,0,0,0,0,0
TRAV40,0,0,0,0,0,0
TRAV41,0,0,0,0,0,0
TRDV2,0,0,0,0,0,0
TRDJ1,0,0,0,0,0,0
TRDJ4,0,0,0,0,0,0
TRDJ2,0,0,0,0,0,0
TRDJ3,0,0,0,0,0,0
TRAJ61,0,0,0,0,0,0
TRAJ59,0,0,0,0,0,0
TRAJ58,0,0,0,0,0,0
TRAJ57,0,0,0,0,0,0
TRAJ56,0,0,0,0,0,0
TRAJ54,0,0,0,0,0,0
TRAJ53,0,0,0,0,0,0
TRAJ52,0,0,0,0,0,0
TRAJ50,0,0,0,0,0,0
TRAJ49,0,0,0,0,0,0
TRAJ48,0,0,0,0,0,0
TRAJ47,0,0,0,0,0,0
TRAJ46,0,0,0,0,0,0
TRAJ45,0,0,0,0,0,0
TRAJ44,0,0,0,0,0,0
TRAJ43,0,0,0,0,0,0
TRAJ42,0,0,0,0,0,0
TRAJ41,0,0,0,0,0,0
TRAJ40,0,0,0,0,0,0
TRAJ39,0,0,0,0,0,0
TRAJ38,0,0,0,0,0,0
TRAJ35,0,0,0,0,0,0
TRAJ34,0,0,0,0,0,0
TRAJ33,0,0,0,0,0,0
TRAJ32,0,0,0,0,0,0
TRAJ31,0,0,0,0,0,0
TRAJ30,0,0,0,0,0,0
TRAJ29,0,0,0,0,0,0
TRAJ28,0,0,0,0,0,0
TRAJ27,0,0,0,0,0,0
TRAJ26,0,0,0,0,0,0
TRAJ25,0,0,0,0,0,0
TRAJ24,0,0,0,0,0,0
TRAJ23,0,0,0,0,0,0
TRAJ22,0,0,0,0,0,0
TRAJ21,0,0,0,0,0,0
TRAJ20,0,0,0,0,0,0
TRAJ19,0,0,0,0,0,0
TRAJ18,0,0,0,0,0,0
TRAJ17,0,0,0,0,0,0
TRAJ16,0,0,0,0,0,0
TRAJ14,0,0,0,0,0,0
TRAJ13,0,0,0,0,0,0
TRAJ12,0,0,0,0,0,0
TRAJ11,0,0,0,0,0,0
TRAJ10,0,0,0,0,0,0
TRAJ9,0,0,0,0,0,0
TRAJ8,0,0,0,0,0,0
TRAJ7,0,0,0,0,0,0
TRAJ6,0,0,0,0,0,0
TRAJ5,0,0,0,0,0,0
TRAJ4,0,0,0,0,0,0
TRAJ3,0,0,0,0,0,0
TRAJ2,0,0,0,0,0,0
TRAJ1,0,0,0,0,0,0
IGHA2,0,0,0,0,0,0
IGHE,0,0,0,0,0,0
IGHG4,0,0,0,0,0,0
IGHG2,0,0,0,0,0,0
IGHA1,0,0,0,0,0,0
IGHG3,0,0,0,0,0,0
IGHD,0,0,0,3,3,1
IGHM,0,0,0,0,0,0
IGHJ6,0,0,0,0,0,0
IGHJ2,0,0,0,0,0,0
IGHD5-24,0,0,0,0,0,0
IGHD2-21,0,0,0,0,0,0
IGHD3-16,0,0,0,0,0,0
IGHD6-13,0,0,0,0,0,0
IGHD5-12,0,0,0,0,0,0
IGHV6-1,0,0,0,0,0,0
IGHV1-2,6,2,1,19,13,3
IGHV1-3,20,11,13,129,131,69
IGHV2-5,0,0,0,0,0,0
IGHV3-7,0,3,0,1,1,0
IGHV3-13,2,1,1,15,8,0
IGHV3-15,0,0,0,0,0,0
IGHV3-16,0,0,1,1,3,2
IGHV1-18,0,0,0,0,0,0
IGHV3-20,0,1,0,1,0,1
IGHV3-21,0,0,0,0,0,0
IGHV1-24,4,2,7,2,6,4
IGHV2-26,0,0,0,0,0,0
IGHV3-33,19,15,20,14,7,14
IGHV4-34,0,0,0,0,0,0
IGHV3-35,0,0,0,0,0,0
IGHV3-38,0,0,0,0,0,0
IGHV4-39,0,5,8,0,0,20
IGHV1-46,0,0,0,0,2,0
IGHV3-48,0,1,0,3,1,2
IGHV3-49,0,0,0,0,0,0
