gene_name,293T-1,293T-2,293T-3,YTHDF2_crispr-1,YTHDF2_crispr-2,YTHDF2_crispr-3
RNU6-1327P,0,0,0,0,0,0
RNA5-8SP5,0,0,0,0,0,0
RNA5SP128,0,0,0,0,0,0
RNU6-1283P,0,0,0,0,0,0
RNU6-497P,0,0,0,0,0,0
SNORD115-31,0,0,0,0,0,0
SNORA30B,0,0,0,0,0,0
SNORD113-1,0,0,0,0,0,0
RNA5SP427,0,0,0,0,0,0
RN7SK,0,0,0,0,0,0
RNU1-115P,0,0,0,0,0,0
RNU6-1034P,0,0,0,0,0,0
RNU6-169P,0,0,0,0,0,0
RNA5SP240,0,0,0,0,0,0
RNU6-282P,0,0,0,0,0,0
RNU6-1138P,0,0,0,0,0,0
RNU6-53P,0,0,0,0,0,0
RNU6-396P,0,0,0,0,0,0
RNU6-737P,0,0,0,0,0,0
RN7SKP186,0,0,0,0,0,0
RNU6-1276P,0,0,0,0,0,0
RNU6-728P,0,0,0,0,0,0
SNORD14C,0,0,0,0,0,0
RNU6-1318P,0,0,0,0,0,0
SNORD115-44,0,0,0,0,0,0
RNA5SP22,0,0,0,0,0,0
RNA5SP77,0,0,0,0,0,0
SNORD114-12,0,0,0,0,0,0
RNA5SP235,0,0,0,0,0,0
RNU6-117P,0,0,0,0,0,0
RNA5SP37,0,0,0,0,0,0
SNORD114-22,0,0,0,0,0,0
RNU6-1335P,0,0,0,0,0,0
RNY3P12,0,0,0,0,0,0
RNU6-487P,0,0,0,0,0,0
RNU6-1130P,0,0,0,0,0,0
RNU6-996P,0,0,0,0,0,0
RNU1-64P,0,0,0,0,0,0
SNORD6,0,0,0,0,0,0
RNU1-84P,0,0,0,0,0,0
RNA5SP131,0,0,0,0,0,0
RNA5SP366,0,0,0,0,0,0
RNU6-609P,0,0,0,0,0,0
RNA5SP167,0,0,0,0,0,0
RNA5SP238,0,0,0,0,0,0
RNU6-359P,0,0,0,0,0,0
RNU6-1051P,0,0,0,0,0,0
RNU1-16P,0,0,0,0,0,0
RNU6-326P,0,0,0,0,0,0
RN7SKP204,0,0,0,0,0,0
RNY3,0,0,0,0,0,0
RNA5SP277,0,0,0,0,0,0
RNU6-652P,0,0,0,0,0,0
SNORA62,0,0,0,0,0,0
SNORA25B,0,0,0,0,0,0
RNU1-55P,0,0,0,0,0,0
RNA5SP279,0,0,0,0,0,0
RNA5SP211,0,0,0,0,0,0
RN7SKP292,0,0,0,0,0,0
RN7SKP1,0,0,0,0,0,0
RNU6-61P,0,0,0,0,0,0
SNORD82,0,0,0,0,0,0
RN7SKP187,0,0,0,0,0,0
RNVU1-21,0,0,0,0,0,0
RNA5SP259,0,0,0,0,0,0
RNY3P13,0,0,0,0,0,0
RNA5SP30,0,0,0,0,0,0
RNU6-827P,0,0,0,0,0,0
RNU6-744P,0,0,0,0,0,0
RNU6-108P,0,0,0,0,0,0
RNU4-48P,0,0,0,0,0,0
RNA5SP88,0,0,0,0,0,0
RNU6-438P,0,0,0,0,0,0
RNY4P10,0,0,0,0,0,0
RNU5E-6P,2,5,2,9,9,4
RNU6-669P,0,0,0,0,0,0
RNU4-17P,0,0,0,0,0,0
RNU4-20P,0,0,0,0,0,0
RNA5SP248,0,0,0,0,0,0
RN7SKP81,0,0,0,0,0,0
RNA5SP283,0,0,0,0,0,0
RNU6-81P,0,0,0,0,0,0
RNU6-499P,0,0,0,0,0,0
RNU6-597P,0,0,0,0,0,0
RNU6-716P,0,0,0,0,0,0
RNU6-898P,0,0,0,0,0,0
SNORD115-36,0,0,0,0,0,0
RNA5SP151,0,0,0,0,0,0
SNORD34,0,0,0,0,0,0
RNU6-805P,0,0,0,0,0,0
VTRNA1-3,0,0,0,0,0,0
RNU6-650P,0,0,0,0,0,0
SNORD18B,0,0,0,0,0,0
RNU6-395P,0,0,0,0,0,0
RNU6-1329P,0,0,0,0,0,0
RNU4-2,1,0,0,0,0,0
MIR539,0,0,0,0,0,0
MIR421,0,0,0,0,0,0
MIR146B,0,0,0,0,0,0
MIR582,0,0,0,0,0,0
MIR488,0,0,0,0,0,0
KIAA1671-AS1,0,0,0,0,0,0
TDRKH-AS1,1,0,0,1,0,0
ZNF525,0,3,1,6,2,5
LINC01562,0,0,0,0,0,0
LOC100128906,2,2,2,4,4,4
LOC100422622,0,0,0,0,0,0
LINC00449,0,0,0,0,0,0
SLC44A4,0,0,0,0,0,0
INF2,0,0,0,0,0,0
HMGB1P39,0,0,0,0,0,0
IQANK1,0,0,0,0,0,0
TAS2R2P,0,0,0,0,0,0
SCUBE1-AS1,0,0,0,0,0,0
OR52J1P,0,0,0,0,0,0
OR1F2P,0,0,0,0,0,0
LINC02408,0,0,0,0,0,0
LINC00970,0,0,0,0,0,0
GP1BB,0,0,0,0,0,0
C6orf47,0,0,0,4,1,1
LINC00501,0,0,0,0,0,0
LINC01285,0,0,0,2,0,1
OR2T5,0,0,0,0,0,0
OR2L2,0,0,0,0,0,0
OR2W5P,0,0,0,0,0,0
EFCAB2,0,0,0,4,3,2
COX20,14,4,18,44,35,23
CHML,48,198,194,224,186,197
IBA57-DT,0,0,0,0,0,0
STUM,0,0,0,0,1,1
LINC02487,0,0,0,0,0,0
TCP10L3,0,0,0,0,0,0
CAPN8,0,0,0,0,0,0
TATDN3,18,37,35,82,28,47
CR1,0,0,0,0,0,0
C6orf99,0,0,0,0,0,2
LINC00862,1,0,0,0,0,0
RAET1G,0,0,0,2,0,0
C1orf53,0,0,0,0,0,0
SAMD5,16,37,35,96,48,63
LINC00272,0,0,0,0,0,0
TEDDM1,0,0,0,0,0,0
GJE1,0,0,0,0,0,0
ECT2L,0,0,0,0,0,1
GPR52,0,0,0,0,0,0
PRDX6-AS1,0,0,0,0,1,1
METTL11B,0,0,0,0,0,0
FCGR3A,0,0,0,0,0,0
TMEM244,0,0,0,0,0,0
OR6K3,0,0,0,0,0,0
OR10T1P,0,0,0,0,0,0
CENPW,6,1,2,4,2,1
SPRN,0,0,0,0,0,0
FAM229B,3,2,2,3,2,3
FANK1,0,0,4,2,0,1
S100A7P1,0,0,0,0,0,0
LORICRIN,0,0,0,0,0,0
PRR9,0,0,0,0,0,0
LELP1,0,0,0,0,0,0
SPRR2E,0,0,0,0,0,0
KPRP,0,0,0,0,0,0
EEF1AKMT2,51,80,81,88,62,52
FAM24A,0,0,0,0,0,0
DDO,0,0,0,0,0,0
CCDC162P,6,10,4,4,8,2
LINC00222,0,1,0,0,0,0
ADAMTSL4-AS1,0,2,1,0,1,2
PLPP4,0,0,0,1,2,0
BVES-AS1,3,0,0,0,3,1
LIN28B-AS1,0,0,0,0,0,0
H2AC18,0,0,0,0,0,0
H2BC18,0,1,0,0,0,0
PNLIPRP3,0,0,0,0,0,0
H3C15,0,0,0,0,0,0
HSD3B1,0,0,0,0,0,0
HSD3B2,0,0,0,0,0,0
LINC02868,0,0,0,0,0,0
ATP1A1-AS1,0,0,0,0,0,0
RBM20,12,16,5,14,21,13
SMIM9,0,0,0,0,0,0
C6orf163,0,0,0,0,1,0
SNHG5,24,40,43,54,22,31
ADD3-AS1,0,1,0,0,0,0
RIPPLY2,0,0,0,0,0,0
CHIAP2,0,0,0,0,0,0
GDI1,17,15,27,21,13,21
PCMTD2,49,108,96,166,153,118
SOX18,0,0,0,0,0,0
LIME1,0,0,0,0,0,0
SPATA42,0,0,0,0,0,0
LOC100130587,0,0,0,0,0,0
OOEP,0,0,0,0,0,0
KHDC3L,0,0,0,0,0,0
DPPA5,0,0,0,0,0,0
C1orf146,0,0,0,0,0,0
HSP90B3P,69,97,83,76,71,61
SPANXN1,0,0,0,0,0,0
SPANXA2,0,0,0,0,0,0
LINC00632,1,5,3,2,4,0
CXorf66,0,0,0,0,0,0
C10orf62,0,0,0,0,0,0
SAMD13,3,3,2,11,13,13
RTL8A,0,0,0,0,0,0
CCDC160,0,2,0,5,1,3
C1orf141,0,0,0,0,0,0
EFCAB7,12,48,13,75,53,52
DEFB110,0,0,0,0,0,0
GLYATL3,0,0,0,0,0,0
LDLRAD1,0,0,0,0,0,0
LOC100133077,0,0,0,0,0,0
RHOXF2B,0,0,0,0,0,0
ARRDC1-AS1,0,0,0,0,0,0
ZYG11A,10,19,20,41,18,22
LINC01270,0,0,0,0,0,0
LCN8,0,0,0,0,0,0
C1orf185,0,0,0,0,0,0
GLT6D1,0,0,0,0,0,0
IFIT1B,0,0,0,0,0,0
CT83,0,0,0,0,0,0
LIPN,0,0,0,0,0,0
LIPK,0,0,0,0,0,0
LIPJ,0,0,0,0,0,0
TRPC5OS,1,0,0,0,0,0
LRIT2,0,0,0,0,0,0
SLC12A5-AS1,0,0,0,0,0,0
LRRC73,0,0,0,0,0,0
FOXO6,0,0,0,0,0,0
TCEAL5,0,0,0,0,0,0
SYS1,7,17,15,21,17,12
TCEAL6,0,0,0,0,0,0
INPP5B,1,4,4,7,3,10
RPA4,0,0,0,0,0,0
TDRG1,0,0,0,0,0,0
MAFB,2,8,1,9,1,3
TRAF3IP1,6,5,18,35,19,19
BMP2KL,0,0,0,0,0,0
CHIC1,7,21,17,52,37,30
LOC100287792,0,0,0,0,0,0
NAP1L6P,0,0,0,0,0,0
GIGYF2,57,22,19,66,53,44
C2orf72,3,4,1,5,0,3
RUFY2,13,33,18,28,15,24
NHSL2,18,6,0,5,6,8
GGTA1,0,1,0,0,0,0
PHACTR4,18,41,28,34,35,27
CLPSL1,0,0,0,0,0,0
ASAH2B,18,16,17,33,39,20
LINC00474,0,0,0,0,0,0
AGAP6,0,0,0,0,0,0
TIMM23B,14,18,13,16,10,11
ZDHHC18,4,13,4,8,4,6
TMEM273,0,0,0,0,0,0
CXorf65,0,0,0,0,0,0
AGAP9,0,0,0,0,0,0
LRRC37A5P,0,0,0,0,0,0
NPY4R,0,0,0,0,0,0
GPRIN2,0,0,0,0,0,0
SYT15,5,13,7,21,14,4
BMS1P1,10,13,6,34,12,13
MACO1,12,10,47,33,30,10
PTPN20,0,0,1,0,0,0
GGNBP1,0,0,0,0,0,0
TXNDC8,0,0,0,0,0,0
AWAT1,0,0,0,0,0,0
KIFC1,0,2,0,0,0,0
DAXX,0,0,11,5,5,9
BMPR2,38,40,33,93,68,64
PFDN6,3,0,0,0,0,0
WDR46,0,0,0,0,0,0
RING1,0,0,0,0,0,0
OXLD1,0,0,1,0,0,0
LINC02731,0,0,0,0,0,0
OR13C3,0,0,0,0,0,0
LINC00587,0,0,0,0,0,0
BRD2,13,56,29,62,37,38
HLA-DMA,0,0,0,0,0,0
PSMB8-AS1,0,0,0,0,0,0
COL5A2,0,2,0,0,1,1
TAP2,2,6,0,10,5,8
SPIN3,9,20,8,54,26,33
NBDY,47,38,27,25,32,22
LINC01993,0,6,8,12,4,7
TMEM235,0,0,0,0,0,0
PAGE3,0,0,0,0,0,0
LINC01973,0,0,0,0,0,0
HLA-DRA,0,0,0,0,0,0
BTNL2,0,0,0,0,0,0
COL15A1,0,0,0,0,0,1
TSBP1,0,0,0,0,0,0
TMEM225,0,0,0,0,0,0
NOTCH4,0,0,0,0,0,0
PBX2,0,0,0,0,0,0
AGER,0,0,0,0,0,0
AGPAT1,5,2,3,5,3,6
PJVK,1,0,3,6,2,4
PRRT1,0,0,6,1,3,1
FKBPL,0,0,0,0,0,0
MRPL38,8,1,2,10,10,5
SMIM5,0,0,0,0,0,0
ERICH2,13,6,0,2,2,5
SP5,0,0,0,0,0,0
CYP21A1P,0,0,0,0,0,0
STK19,0,0,3,0,0,0
CD300LD,0,0,0,0,0,0
BTBD17,0,0,0,0,0,0
DXO,0,0,0,0,0,0
SKIV2L,0,0,1,15,0,1
C9orf129,0,0,0,0,0,0
NELFE,0,0,0,0,0,0
CFB,0,0,0,0,0,0
NXPE2,0,0,0,0,0,0
SPANXN5,0,0,0,0,0,0
C2,0,0,0,0,0,2
ZBTB12,0,0,0,0,4,1
SDHD,39,45,38,82,26,66
EHMT2,0,0,0,0,0,0
XAGE1A,0,0,0,0,0,0
PKP4-AS1,0,0,0,0,0,0
LAYN,4,6,8,52,19,15
XAGE1B,0,0,0,0,0,0
SLC44A4,0,0,0,0,0,0
SNHG32,0,0,0,0,0,0
HSPA1B,0,29,0,0,11,0
HSPA1A,0,0,0,0,0,0
LSM2,67,34,32,109,55,74
NOL4L-DT,0,0,0,0,0,0
CARD16,0,0,0,0,0,0
CASP12,0,0,0,0,0,0
MBD5,7,134,29,30,25,26
MSH5,0,1,0,3,0,0
CSHL1,0,0,0,0,0,0
MPIG6B,0,0,0,0,0,0
ABHD16A,0,0,0,0,0,2
LY6G5C,0,0,0,0,0,0
CSNK2B,0,0,0,0,0,0
GPANK1,0,0,0,0,0,0
C6orf47,0,0,0,4,1,1
FAM155A,0,0,0,1,0,0
APOM,0,0,0,0,0,0
LINC02872,0,0,0,0,0,0
TRIM49C,0,0,0,0,0,0
TRIM64,0,0,0,0,0,0
TRIM51BP,0,0,0,0,0,0
LINC01854,0,0,0,0,0,0
BAG6,3,13,6,13,20,14
PRRC2A,1,0,6,5,0,1
TBC1D3P4,0,0,0,0,0,0
AIF1,0,0,0,0,0,0
PRAMEF20,0,0,0,0,0,0
PRAMEF17,0,0,0,0,0,0
PRAMEF19,0,0,0,0,0,0
PRAMEF14,0,0,0,0,0,0
LST1,0,0,0,0,0,0
NFKBIL1,1,1,0,0,1,0
ZNF814,1,4,2,3,3,5
AADACL4,0,0,0,0,0,0
ZNF551,6,3,3,13,18,9
MICA,0,0,0,0,0,0
ZNF805,1,0,4,1,1,1
HLA-C,21,32,34,99,48,53
POU5F1,0,0,0,0,0,0
ZSCAN5C,0,0,0,0,0,0
CCHCR1,0,0,0,0,0,0
PSORS1C2,0,0,0,0,0,0
CDSN,0,0,0,0,0,0
PSORS1C1,0,0,0,0,0,0
MUC21,0,0,0,0,0,0
DEFB122,0,0,0,0,0,0
DEFB121,0,0,0,0,0,0
CFTRP3,0,0,0,0,0,0
DHX16,0,0,0,0,0,0
C6orf136,1,1,0,0,1,0
KRTAP5-11,0,0,0,0,0,0
KRTAP5-10,0,0,0,0,0,0
ABCF1,3,7,3,13,1,2
PRR3,0,0,0,0,0,0
LILRB3,0,0,0,0,0,0
DDR1,0,0,0,0,0,0
ACOXL-AS1,0,0,0,0,0,0
LRCOL1,0,0,0,0,0,0
LINC01123,0,0,0,4,0,10
GNL1,0,0,6,1,2,4
DPRX,0,0,0,0,0,0
LINC01257,0,0,0,0,0,0
ZNF468,1,1,1,14,8,7
TRIM15,0,0,0,0,0,0
ZNF616,0,0,1,18,5,7
FOXB2,0,0,0,0,0,0
TRIM10,0,0,0,0,0,0
TRIM40,0,0,0,0,0,0
TRIM31,0,0,0,0,0,0
PPP1R11,0,1,1,1,0,0
HLA-J,0,0,0,0,0,0
ZNRD1ASP,0,0,3,9,10,3
DISP3,0,0,0,0,0,0
HCG9,0,0,0,0,0,0
RACK1,399,486,414,746,498,483
HLA-G,0,0,0,0,0,0
TBC1D8,0,2,3,8,2,21
NMS,0,0,0,0,0,0
HLA-F,0,0,0,0,0,0
SSX9P,0,0,0,0,0,0
LINC02210,0,0,4,4,0,0
ASPDH,0,0,0,0,0,0
MOG,0,0,0,0,0,0
OR2H2,0,0,0,0,0,0
CST9LP2,0,0,0,0,0,0
CBY3,0,0,0,0,0,0
C5orf60,0,0,0,0,0,0
CST13P,0,0,0,0,0,0
LOC400710,0,1,0,0,0,0
C9orf57,0,0,0,0,0,0
IL31,0,0,0,0,0,0
AKT1S1,3,0,1,4,2,1
FAM153CP,0,0,0,0,0,0
GABBR1,0,0,0,0,0,1
MIR1915HG,0,1,2,4,5,3
LOC284788,0,0,0,0,0,0
MAS1L,0,0,0,0,0,0
OR2H1,0,0,0,0,0,0
OR12D3,0,0,0,0,0,0
OR11A1,0,0,0,0,0,0
UBTFL3,0,0,0,0,0,0
OR2J2,0,0,0,0,0,0
OR2J3,0,0,0,0,0,0
OR2J1,0,0,0,0,0,0
OR2B3,0,0,0,0,0,0
UBTFL5,0,0,0,0,0,0
MAMDC2-AS1,0,0,0,0,0,4
SPDYC,0,0,0,0,0,0
C9orf135,0,0,0,0,0,0
TRIM27,0,0,0,0,0,0
CNN2P12,0,0,0,0,0,0
MALRD1,0,0,0,0,0,0
LINC01951,0,0,0,0,0,0
LOC100268168,0,0,0,1,0,0
RANBP17,3,15,15,16,2,15
INSYN2B,0,0,0,0,0,0
FOXD4L5,1,0,0,0,0,0
LOC728877,0,0,0,0,0,0
LINC01291,0,0,0,0,0,0
LOC102724238,0,0,0,0,0,0
TTC25,2,3,1,3,3,2
MRPL53,0,0,0,0,0,0
ST8SIA6-AS1,0,0,0,0,0,0
ATXN2,23,68,55,48,39,33
DCTN1,3,16,5,15,17,23
SPATA31A1,0,0,0,0,0,0
PNMA8B,0,0,0,0,0,0
TCTN1,11,15,13,61,17,23
FAM216A,121,163,142,221,172,176
ZBTB48,2,0,0,0,1,1
IGFL2,0,0,0,0,0,0
IGFL4,3,0,0,5,2,1
NAT8B,0,0,0,0,0,0
KRTAP9-3,0,0,0,0,0,0
LOC389602,0,0,0,0,0,0
KRTAP4-8,0,0,0,0,0,0
GPR20,0,0,0,0,0,0
KRT25,0,0,0,0,0,0
MZT1,236,341,264,532,400,394
LINC01545,0,0,0,0,0,0
SPINK9,0,0,0,0,0,0
LRRC3C,0,0,0,0,0,0
PRR20A,0,0,0,0,0,0
ZNF155,0,1,0,4,4,1
UQCC3,0,0,0,0,0,0
FBXO48,4,15,3,19,10,10
GRXCR2,0,0,0,0,0,0
LOC101927533,0,0,0,0,0,0
FAM221B,0,0,0,0,0,0
ATP6V0E2-AS1,0,0,0,0,1,0
CD177,0,0,0,0,0,0
PSG5,0,0,0,0,0,0
ZNF783,0,6,0,3,3,2
ZNF425,0,0,0,0,0,0
FAM83A-AS1,0,0,0,0,0,0
LRRC10B,0,0,0,0,0,0
FBXO47,0,0,0,0,0,0
C12orf73,5,15,12,16,15,16
PCDHGA1,0,0,0,1,0,0
BLACE,0,0,0,0,0,0
PCDHA9,0,1,0,0,0,0
PCDHA8,0,0,0,0,0,0
PCDHA7,0,0,0,0,0,0
PCDHA5,0,0,0,0,0,0
PCDHA4,0,1,1,0,0,0
PCDHA2,0,0,0,0,0,0
PCDHA1,0,0,0,0,0,0
TRIM13,24,42,14,47,35,23
ERICH4,0,0,0,0,0,0
MS4A13,0,0,0,0,0,0
PRSS3P4,0,0,0,0,0,0
PRSS1,0,0,0,0,0,0
OR4D8P,0,0,0,0,0,0
SPIRE2,0,5,2,8,1,1
CRTC1P1,0,0,0,0,0,0
AARD,2,1,5,8,1,4
LINC02138,0,0,0,0,0,0
LOC100129697,0,0,0,0,0,0
PABPN1L,0,0,0,0,0,0
OR5D16,0,0,0,0,0,0
OR5L2,0,0,0,0,0,0
LOC440040,0,0,0,0,0,0
LOC400553,0,0,0,0,0,0
PKHD1L1,0,0,0,0,0,0
SLFN12L,0,3,1,6,1,0
LINC01121,0,0,1,1,0,0
CLLU1-AS1,0,0,0,0,0,0
SLC35B4,33,68,70,104,54,70
LGALS7,0,0,0,0,0,0
SYCE1L,0,0,0,0,0,0
TMEM231,0,12,4,7,5,12
FAM71F2,0,0,0,0,0,0
C2orf91,1,0,0,0,0,0
CCNI2,0,0,0,4,0,0
TMEM240,0,0,0,0,0,0
LINC02716,0,0,0,0,0,0
FAM205A,0,0,0,0,0,0
CDKL4,0,0,0,0,0,0
TMEM88B,0,0,0,0,0,0
ACCSL,0,0,0,0,0,0
C4orf47,1,0,0,2,2,4
TRIQK,35,53,71,82,55,71
SDHAF1,0,0,0,0,0,0
ARID3C,0,0,0,1,0,0
PSENEN,0,1,0,2,2,1
C7orf66,0,0,0,0,0,0
C11orf91,0,0,0,0,0,0
LINC00654,0,0,0,0,0,0
SLC10A5P1,0,0,0,0,0,0
FABP9,0,0,0,0,0,0
ZBTB10,132,186,173,364,251,287
C4orf46,23,35,33,86,53,68
SCGB2B2,0,0,0,0,0,0
CCDC144NL,0,0,1,0,0,0
LGR4,19,57,64,96,68,75
PSMB10,2,0,1,1,1,0
VIT,0,0,0,0,0,0
TTLL10-AS1,0,0,0,0,0,0
SPDYE2,0,0,0,0,0,0
OR7E36P,0,0,0,0,0,0
E2F4,29,32,21,39,26,32
DGAT2L7P,0,0,0,0,0,0
PDE7A,17,21,20,64,29,35
TMEM170B,12,35,41,70,42,62
TRBV20OR9-2,0,0,0,0,0,0
MUC12,0,0,0,0,0,0
CTXN3,0,0,0,0,0,1
LINC01602,9,9,7,9,19,7
MGAT4D,0,0,0,0,0,0
SNX2,37,76,38,130,73,89
SAP25,0,0,0,0,0,0
NT5M,0,0,0,0,0,0
GCNT2P1,0,0,0,0,0,0
SARNP,46,47,32,102,72,72
OR6C68,0,0,0,0,0,0
OR6C65,0,0,0,0,0,0
OR6C3,0,0,0,0,0,0
OR6C1,0,0,0,0,0,0
OR6C72P,0,0,0,0,0,0
LINC01460,0,0,0,0,0,0
ADGRG1,0,0,0,0,0,0
IPO7,115,243,195,433,362,346
PRR13,35,33,32,136,90,107
TECPR1,0,0,0,24,6,1
MT1H,0,0,0,0,0,0
SLCO6A1,0,1,0,12,2,5
MT1A,0,0,0,0,0,0
INSYN1,3,0,1,1,3,1
MT1M,0,0,0,0,0,0
LINC00661,0,0,0,0,0,0
CFI,0,0,0,2,1,2
OR52E6,0,0,0,0,0,0
SAMD9,0,1,0,6,7,8
KRT6A,0,0,0,0,0,0
CNEP1R1,20,33,33,28,18,20
KRT81,0,0,0,0,0,0
EXOC3L4,0,0,0,0,0,0
KRTAP12-3,0,0,0,0,0,0
IZUMO3,0,0,0,0,0,0
KU-MEL-3,0,0,0,0,0,0
KRTAP10-2,0,0,0,0,0,0
TP53TG3D,0,0,0,1,0,0
TP53TG3C,0,0,0,0,0,0
ATP6AP1L,11,18,19,11,0,8
CCDC85C,24,34,24,56,32,46
LOC100133091,0,4,0,1,0,0
OR52J3,0,0,0,0,0,0
OR51A2,0,0,0,0,0,0
OR51A4,0,0,0,0,0,0
MAPRE3-AS1,0,1,1,0,0,0
C2CD4B,0,0,0,0,0,0
RGL3,0,0,0,0,0,0
NAP1L4,12,13,10,7,0,24
TMSB4X,0,1,0,0,0,0
TMEM256,12,20,5,46,15,5
C9orf92,0,0,0,0,0,0
CHKB-DT,0,0,0,0,0,0
CPT1B,0,2,0,6,1,4
SMN1,12,17,61,237,100,65
SERF1A,1,3,0,3,1,1
HMGN1,412,715,506,1268,853,1016
MUC19,1,1,1,0,0,0
DENND6B,0,0,0,0,0,0
EIF3CL,0,0,0,0,0,0
LOC107985433,0,2,7,0,2,3
LINC01446,0,0,0,0,0,0
LCMT1,1,0,5,0,0,0
LINC01310,0,0,0,0,0,0
LINC00898,0,0,0,0,0,0
LINC00583,0,0,0,0,0,0
MFSD2B,0,0,0,0,0,0
VCX3B,0,0,0,0,0,0
CDPF1,4,1,4,13,12,8
RPS2P23,0,0,0,1,0,1
LIN52,19,48,50,60,41,39
ARSH,0,0,0,0,0,0
ACOT6,0,0,0,0,0,0
SMIM11A,0,0,0,0,1,34
TECRL,0,0,0,0,0,0
DPF3,14,1,2,5,4,1
MANSC4,0,0,0,0,0,0
LOC100129554,0,0,0,0,0,0
ADARB2-AS1,0,0,0,0,0,0
CYP2D7,0,0,0,0,0,0
LINC00634,8,7,6,7,6,8
ETFRF1,25,15,9,42,14,71
C17orf107,0,0,0,0,0,0
MBD3L4,0,0,0,0,0,0
ITSN1,14,20,16,72,32,42
ITPRIPL2,15,11,12,24,18,18
LOC107984285,0,0,0,0,0,0
DENND1C,0,0,0,0,0,0
PKD1P4,0,0,0,0,0,0
SLCO1B7,0,0,0,0,0,0
CRLF2,0,0,0,0,0,0
CRYZL1,58,94,48,114,77,71
RP9P,23,10,0,53,22,21
C5orf51,14,23,17,64,43,56
RPL31P5,0,0,0,0,0,0
CATSPER2P1,0,0,1,0,0,0
GAGE1,0,0,0,0,0,0
ARRDC5,0,0,0,0,0,0
LINC01531,0,4,0,0,0,0
DPP9-AS1,0,0,0,0,0,0
LOC344967,0,0,0,1,0,0
CYS1,4,1,5,9,5,6
PLPP6,2,6,3,15,11,14
KLRC2,0,0,0,0,0,0
KLRC3,0,0,0,0,0,0
C16orf96,0,0,0,0,0,0
GMNC,3,0,0,0,0,0
LINC00487,0,0,0,0,0,0
TTC23L,1,0,0,1,0,0
CLEC6A,0,0,0,0,0,0
OR7E91P,0,0,0,0,0,0
RFPL3S,0,0,0,0,0,0
C22orf42,0,0,0,0,0,0
NANOGNB,0,0,0,0,0,0
LRRC72,0,0,0,0,0,0
PCOTH,0,0,0,0,0,0
C1QTNF9B,0,0,0,0,0,0
FAM99A,0,0,0,0,0,0
RPS3AP47,4,0,1,2,0,0
DEFB134,0,0,0,0,0,0
DEFB135,0,0,0,0,0,0
DEFB136,0,0,0,0,0,0
C1RL-AS1,0,0,0,0,0,0
LOC100128770,0,0,0,0,0,0
OR7E136P,0,0,0,0,0,0
LOC100420864,0,0,0,0,0,0
BHLHA9,0,0,0,0,0,0
ZNF316,5,5,0,9,1,5
SRRM2-AS1,0,0,2,0,2,0
DAZ4,0,0,0,0,0,0
PDPK2P,0,0,0,0,0,0
ONECUT3,0,0,0,0,0,0
CEMP1,0,0,0,0,0,0
OLIG2,11,9,4,15,5,6
C21orf62,0,0,0,0,0,0
PPP1R12BP2,0,0,0,0,0,0
RNPS1,19,75,64,147,119,104
HSP90AB2P,22,123,86,455,296,322
DAZ2,0,0,0,0,0,0
USP17L6P,0,0,0,0,0,0
NYNRIN,3,0,0,1,2,2
DNAJC19,82,61,63,102,98,58
IFITM5,0,0,0,0,0,0
SMIM21,0,0,0,0,0,0
DEFB109B,0,0,0,0,0,0
DEFA7P,0,0,0,0,0,0
C18orf63,0,0,0,0,0,0
DEFA1,0,0,0,0,0,0
DOK6,1,3,1,2,2,7
JPT2,12,22,28,71,50,47
TMEM211,0,0,0,0,0,0
SERPINB11,0,0,0,0,0,0
SERPINB4,0,0,0,0,0,0
SERPINB5,0,0,0,0,0,0
ZDHHC11B,1,0,0,1,0,0
KRTAP19-8,0,0,0,0,0,0
KRTAP20-3,0,0,0,0,0,0
KRTAP20-4,0,0,0,0,0,0
KRTAP22-2,0,0,0,0,0,0
KRTAP27-1,0,0,0,0,0,0
CFAP99,0,0,0,0,0,0
GOLGA8O,0,0,0,0,0,0
LOC642484,0,0,0,0,0,0
TMEM191C,0,0,0,0,0,0
FAM230H,0,0,2,2,2,0
RPL23AP57,2,4,4,5,4,1
HERC2P9,22,61,37,53,30,62
RNASE13,0,0,0,0,0,0
GYG2P1,0,0,0,0,0,0
HBA1,0,0,0,0,0,0
HBM,0,0,0,0,0,0
HBZP1,0,0,0,0,0,0
ELOA2,0,0,0,0,0,0
LINC02346,0,0,0,0,0,0
ATP10A,0,0,0,0,0,0
DUXAP8,14,34,19,77,56,27
ANKUB1,0,0,0,1,0,0
TSSK2,0,0,0,0,0,0
DAXX,2,0,8,1,28,6
TAPBP,0,0,0,0,5,0
TAP2,2,0,0,0,0,0
HLA-DRB1,0,0,0,0,0,0
TSBP1,0,0,0,0,0,0
PPT2,0,0,0,0,0,0
TNXB,1,0,0,0,0,0
PRR23A,0,0,0,0,0,0
FOXL2NB,0,0,0,0,0,4
NELFE,0,1,0,0,0,0
DAXX,10,13,0,5,0,0
ZBTB22,0,0,0,0,0,0
TAPBP,0,0,0,0,0,0
RGL2,0,1,8,3,8,8
PFDN6,0,0,0,0,0,0
WDR46,0,1,0,3,0,0
B3GALT4,0,0,0,0,0,0
VPS52,0,0,0,0,0,0
RING1,0,0,0,1,0,0
RXRB,0,0,0,0,0,0
COL11A2,1,1,0,0,0,0
HLA-DPA1,0,0,0,0,0,0
HLA-DOA,0,0,0,0,0,0
