gene_name,5377-sg_Control,5377-sg_PAK4,5391-sg_Control,5391-sg_PAK4,5465-sg_Control,5465-sg_PAK4
RNU4-28P,0,0,0,0,0,0
RNA5SP84,0,0,0,0,0,0
RN7SKP15,0,0,0,0,0,0
RNU6-200P,0,0,0,0,0,0
RNU1-91P,1,4,4,4,0,2
RNA5SP505,0,0,0,0,0,0
RNA5SP51,0,0,0,0,0,0
RNU6-621P,0,0,0,0,0,0
SNORD115-48,0,0,0,0,0,0
RNY4P16,0,0,0,0,0,0
RNU6-1187P,0,0,0,0,0,0
RNU6-865P,0,0,0,0,0,0
SNORA14A,2,3,0,0,2,0
RNU4-91P,0,0,0,0,0,0
RNY4P34,0,2,0,0,0,1
RNU6-7,0,1,2,0,0,0
RNU12-2P,0,0,0,0,0,0
RNU6-60P,0,0,0,1,2,0
RN7SKP6,0,0,0,0,0,0
RNA5SP90,0,0,0,0,0,0
SNORD113-4,0,0,0,0,0,0
SNORD32A,0,0,0,0,0,0
SNORD115-15,0,0,0,0,0,0
RN7SKP239,0,1,0,0,5,0
RNU6-1107P,0,0,0,0,0,0
SNORD114-29,0,0,0,0,0,0
RNY1P2,0,0,0,0,0,0
RNA5SP334,0,0,0,0,0,0
RNVU1-24,0,0,0,0,2,0
SNORD113-3,0,0,0,0,0,0
RNA5SP396,0,0,0,0,0,0
RNU6-818P,0,0,0,0,0,0
RNA5SP359,0,0,0,0,0,0
RNU6-686P,0,0,0,0,0,0
RNU6-1303P,0,0,0,0,0,0
RNA5SP125,0,0,0,0,0,0
RNU6-304P,0,0,0,0,0,0
RNA5SP173,0,0,0,0,0,0
RNA5SP479,0,0,0,0,0,0
RNA5SP160,0,0,0,0,0,0
RNU1-133P,0,0,0,0,0,0
RNU6-563P,0,0,0,0,0,0
RNU6-34P,0,0,0,0,0,0
RNU6-828P,0,0,0,0,0,0
RNU6-534P,0,0,0,0,0,0
RNU6-119P,0,0,0,0,0,0
RN7SKP55,0,0,0,0,0,0
RNU6-336P,0,0,0,0,0,0
RNA5SP267,0,0,0,0,0,0
RNA5SP302,0,0,0,0,0,0
RNU6-384P,0,0,0,0,0,0
SNORA5C,49,24,8,4,10,2
RNU6-1325P,0,0,0,0,0,0
RNU6-275P,0,0,0,0,0,0
RN7SKP226,0,0,0,0,0,0
RNA5SP189,0,0,0,0,0,0
RN7SKP9,4,15,9,2,6,3
RN7SKP130,0,0,0,0,0,0
RNU6-392P,0,0,0,0,0,0
RNU5E-4P,0,1,1,0,1,0
RNU6-1180P,0,0,0,0,0,0
RNA5SP488,0,0,0,0,0,0
RNU6-915P,0,0,0,0,0,0
RNU6-526P,0,0,0,0,0,0
RNY4P17,0,0,0,0,0,0
RNU4-9P,0,0,0,0,1,0
RNA5SP149,0,0,0,0,0,0
SNORD48,0,0,0,0,0,0
RNU6-1131P,0,0,0,0,0,0
RNU6-867P,0,0,0,0,0,0
SNORD115-1,0,0,0,0,0,0
SNORD114-3,0,0,0,0,0,0
RNA5SP166,0,0,0,0,0,0
SNORD31B,0,0,0,0,0,0
RNU6-702P,0,0,0,0,0,0
RNA5SP331,0,0,0,0,0,0
RNA5SP298,0,0,0,0,0,0
RNU6-294P,0,0,0,0,0,0
RNA5SP97,0,0,0,0,0,0
RNU6-967P,0,0,0,0,0,0
RN7SKP153,0,0,0,0,0,0
SNORD114-24,0,0,0,0,0,0
RNY1P13,0,0,0,0,0,0
RN7SKP48,0,0,2,1,0,0
SNORD115-38,0,0,0,0,0,0
RNU6-590P,0,0,0,0,0,0
RNU1-140P,0,0,0,0,0,0
RNU6-1022P,0,0,0,0,0,0
RNA5SP442,0,0,0,0,0,0
RNU1-43P,0,0,0,0,0,0
RNA5SP485,0,0,0,0,0,0
RNA5SP224,0,0,0,0,0,0
RNA5SP363,0,0,0,0,0,0
SNORD115-10,0,0,0,0,0,0
SNORD113-9,0,0,0,0,0,0
RNU6-673P,0,0,0,0,0,0
RNY3P1,13,6,0,0,2,3
RNA5SP126,0,0,0,0,0,0
RNA5-8SP4,0,0,0,0,0,0
RN7SKP22,0,0,0,0,0,0
RNA5SP138,0,0,0,0,0,0
SNORD115-20,0,0,0,0,0,0
SNORD115-35,0,0,0,0,0,0
SNORA23,74,61,86,80,65,20
RNA5SP428,0,0,0,0,0,0
RNU1-36P,0,0,0,0,0,0
RNU6-619P,0,0,0,0,0,0
RNU6-806P,0,0,0,0,0,0
RNU6-934P,0,0,0,0,0,0
RNU6-1240P,0,0,0,0,0,0
RNU6-1134P,0,0,0,0,0,0
RNU6-580P,0,0,0,0,0,0
SNORD38A,0,0,0,0,0,0
RNU6-399P,0,0,0,0,0,0
RNU6-215P,0,0,0,0,0,0
RNA5SP223,0,0,0,0,0,0
RNA5SP324,0,0,0,0,0,0
SNORD114-20,0,0,0,0,0,0
RNU6-391P,0,0,0,0,0,0
RNU6-382P,0,0,0,0,0,0
RNA5SP152,0,0,0,0,0,0
RNA5SP19,0,0,0,0,0,0
RN7SKP80,34,9,0,0,2,3
RNA5SP455,0,0,0,0,0,0
RNA5SP79,0,0,0,0,0,0
RNU4-66P,0,0,0,0,0,0
RNU6-1175P,0,0,0,0,0,0
RNU6-715P,0,0,0,0,0,0
RNU6-1280P,0,0,0,0,0,0
RNU6-1306P,0,0,0,0,0,0
RNA5SP190,0,0,0,0,0,0
RNU6-1172P,0,0,0,0,0,0
RNU4-12P,0,0,0,0,0,0
VTRNA1-2,0,0,0,0,0,0
RNU6-690P,0,0,0,0,0,0
RNU6-302P,0,1,0,1,1,0
RNY4P3,0,0,0,0,0,0
RNU1-100P,0,1,1,0,1,0
SNORD114-18,0,0,0,0,0,0
RNA5SP329,0,0,0,0,0,0
RNU6-407P,0,0,0,2,0,0
RNY4P28,0,0,0,0,0,0
RNU4-11P,0,0,0,0,0,0
RNU6-742P,0,0,0,0,0,0
RNU5E-7P,0,0,0,0,0,0
RNA5SP117,0,0,0,0,0,0
RNU1-114P,0,0,0,0,0,0
RNU6-1327P,0,0,0,0,0,0
RNA5-8SP5,0,0,0,0,0,0
RNA5SP128,0,0,0,0,0,0
RNU6-1283P,0,0,0,0,0,2
RNU6-497P,0,0,0,0,0,0
SNORD115-31,0,0,0,0,0,0
SNORA30B,0,0,1,0,0,0
SNORD113-1,0,0,0,0,0,0
RNA5SP427,0,0,0,0,0,0
RN7SK,39,0,0,0,946,820
RNU1-115P,0,0,0,0,0,0
RNU6-1034P,0,0,0,0,0,0
RNU6-169P,0,0,0,0,0,0
RNA5SP240,0,0,0,0,0,0
RNU6-282P,0,0,0,0,0,0
RNU6-1138P,0,0,0,0,0,0
RNU6-53P,0,0,0,0,0,0
RNU6-396P,0,0,0,0,0,0
RNU6-737P,0,0,0,0,0,0
RN7SKP186,0,0,0,0,0,0
RNU6-1276P,0,0,0,0,0,0
RNU6-728P,0,0,0,0,0,0
SNORD14C,0,0,0,0,0,0
RNU6-1318P,0,0,0,0,0,0
SNORD115-44,0,0,0,0,0,0
RNA5SP22,0,0,0,0,0,0
RNA5SP77,0,0,0,0,0,0
SNORD114-12,0,0,0,0,0,0
RNA5SP235,0,0,0,0,0,0
RNU6-117P,0,0,0,0,0,0
RNA5SP37,0,0,0,0,0,0
SNORD114-22,0,0,0,0,0,0
RNU6-1335P,0,0,0,0,0,0
RNY3P12,0,0,0,0,0,0
RNU6-487P,0,0,0,0,0,0
RNU6-1130P,0,0,0,0,0,0
RNU6-996P,0,0,0,0,0,0
RNU1-64P,0,0,0,0,0,0
SNORD6,0,0,0,0,0,0
RNU1-84P,0,0,0,0,0,0
RNA5SP131,0,0,0,0,0,0
RNA5SP366,0,0,0,0,0,0
RNU6-609P,0,0,0,0,0,0
RNA5SP167,0,0,0,0,0,0
RNA5SP238,0,0,0,0,0,0
RNU6-359P,0,0,0,0,0,0
RNU6-1051P,0,0,0,0,0,0
RNU1-16P,2,5,4,0,3,0
RNU6-326P,0,0,0,0,0,0
RN7SKP204,0,0,0,0,0,0
RNY3,980,386,17,8,126,163
RNA5SP277,0,0,0,0,0,0
RNU6-652P,0,1,0,0,0,0
SNORA62,0,0,0,0,0,1
SNORA25B,0,0,0,0,0,0
RNU1-55P,0,0,0,0,0,0
RNA5SP279,0,0,0,0,0,0
RNA5SP211,0,0,0,0,0,0
RN7SKP292,4,2,0,0,1,0
RN7SKP1,0,0,0,0,0,0
RNU6-61P,0,0,0,0,0,0
SNORD82,0,0,0,0,0,0
RN7SKP187,0,0,0,0,0,0
RNVU1-21,1,1,0,0,0,2
RNA5SP259,0,0,0,0,0,0
RNY3P13,0,0,0,0,0,0
RNA5SP30,0,0,0,0,0,0
RNU6-827P,0,0,0,0,0,0
RNU6-744P,0,0,0,0,0,0
RNU6-108P,0,0,0,0,0,0
RNU4-48P,0,0,0,0,0,0
RNA5SP88,0,0,0,0,0,0
RNU6-438P,0,0,0,0,0,0
RNY4P10,0,0,0,0,0,0
RNU5E-6P,1,1,1,0,4,1
RNU6-669P,0,0,0,0,0,0
RNU4-17P,0,0,0,0,0,0
RNU4-20P,0,0,0,0,0,0
RNA5SP248,0,0,0,0,0,0
RN7SKP81,0,0,0,0,0,0
RNA5SP283,0,0,0,0,0,0
RNU6-81P,0,0,0,0,0,0
RNU6-499P,0,0,0,0,0,0
RNU6-597P,0,0,0,0,0,0
RNU6-716P,0,0,0,0,0,0
RNU6-898P,0,0,0,0,0,0
SNORD115-36,0,0,0,0,0,0
RNA5SP151,0,0,0,0,0,0
SNORD34,0,0,0,0,0,0
RNU6-805P,0,0,0,0,0,0
VTRNA1-3,0,0,0,0,0,0
RNU6-650P,0,0,0,0,0,0
SNORD18B,0,0,0,0,0,0
RNU6-395P,0,0,0,0,0,0
RNU6-1329P,0,0,0,0,0,0
RNU4-2,569,488,417,511,573,565
MIR539,0,0,0,0,0,0
MIR421,0,0,0,0,0,0
MIR146B,0,0,0,0,0,0
MIR582,0,0,0,0,0,0
MIR488,0,0,0,0,0,0
KIAA1671-AS1,12,6,2,4,8,1
TDRKH-AS1,15,32,28,30,27,12
ZNF525,474,384,271,357,184,82
LINC01562,63,34,38,20,36,6
LOC100128906,0,0,0,0,0,0
LOC100422622,11,1,1,6,1,3
LINC00449,3,6,6,6,14,4
SLC44A4,15,7,16,14,11,5
INF2,2449,1600,2853,3283,1022,556
HMGB1P39,16,16,13,10,14,5
IQANK1,32,35,22,27,32,11
TAS2R2P,0,0,0,0,0,0
SCUBE1-AS1,45,15,24,13,24,12
OR52J1P,0,0,0,0,0,0
OR1F2P,1,0,0,1,0,0
LINC02408,12,4,5,4,7,2
LINC00970,51,67,38,26,82,41
GP1BB,0,0,0,0,0,0
C6orf47,286,345,165,58,393,63
LINC00501,14,20,17,15,15,12
LINC01285,51,28,38,33,37,13
OR2T5,0,0,0,0,0,0
OR2L2,0,0,0,0,0,0
OR2W5P,0,0,0,0,0,0
EFCAB2,126,132,224,216,115,57
COX20,670,438,534,568,307,172
CHML,2352,1310,1297,1268,400,147
IBA57-DT,2,1,0,2,1,0
STUM,0,1,0,0,1,0
LINC02487,0,0,0,0,0,0
TCP10L3,1,0,0,0,0,0
CAPN8,0,0,2,1,0,0
TATDN3,377,298,272,338,408,103
CR1,10,4,11,13,8,0
C6orf99,2,3,6,12,0,0
LINC00862,2,11,12,13,13,7
RAET1G,28,19,3,5,18,1
C1orf53,17,27,12,22,5,2
SAMD5,21,17,23,142,84,18
LINC00272,0,0,0,0,0,0
TEDDM1,4,1,0,2,0,0
GJE1,0,0,0,0,0,0
ECT2L,3,4,5,9,5,2
GPR52,7,6,22,7,20,4
PRDX6-AS1,42,32,19,14,77,24
METTL11B,0,0,0,0,0,0
FCGR3A,0,1,1,0,2,0
TMEM244,10,1,0,0,0,0
OR6K3,0,0,0,0,0,0
OR10T1P,0,0,0,0,0,0
CENPW,520,457,122,121,31,36
SPRN,0,0,33,59,6,1
FAM229B,221,121,109,113,327,116
FANK1,29,20,15,18,51,16
S100A7P1,0,0,0,0,0,0
LORICRIN,0,0,0,0,0,0
PRR9,0,0,0,0,0,0
LELP1,0,0,0,0,0,0
SPRR2E,26,14,0,0,9,12
KPRP,1,1,0,0,0,0
EEF1AKMT2,410,268,390,423,333,105
FAM24A,0,0,0,0,0,0
DDO,212,143,8,10,0,0
CCDC162P,1,0,19,7,12,3
LINC00222,18,1,2,4,11,1
ADAMTSL4-AS1,74,55,45,39,98,63
PLPP4,106,57,287,335,26,4
BVES-AS1,5,22,2,10,0,0
LIN28B-AS1,0,0,0,0,0,1
H2AC18,1649,1258,583,957,280,457
H2BC18,1224,1662,640,808,250,179
PNLIPRP3,6,5,4,1,0,3
H3C15,3443,3151,842,820,55,298
HSD3B1,1,0,0,0,0,0
HSD3B2,1,0,0,0,0,0
LINC02868,0,0,0,0,0,0
ATP1A1-AS1,40,48,37,33,21,11
RBM20,192,263,253,250,196,139
SMIM9,0,0,1,2,0,0
C6orf163,22,17,33,42,75,19
SNHG5,2390,2188,734,912,1778,352
ADD3-AS1,12,5,14,34,37,26
RIPPLY2,0,1,4,5,0,0
CHIAP2,3,2,1,0,3,0
GDI1,1708,1674,2586,2967,1120,754
PCMTD2,349,484,459,480,823,190
SOX18,6,11,15,7,0,0
LIME1,135,140,93,102,58,15
SPATA42,1,2,0,0,0,0
LOC100130587,0,0,0,0,0,0
OOEP,0,0,6,12,1,0
KHDC3L,0,0,0,0,1,0
DPPA5,0,0,0,0,0,0
C1orf146,0,0,0,0,0,0
HSP90B3P,0,0,0,0,0,0
SPANXN1,0,0,0,0,0,0
SPANXA2,101,35,0,3,0,0
LINC00632,61,43,16,19,67,26
CXorf66,0,0,0,0,0,0
C10orf62,0,0,0,2,0,0
SAMD13,9,13,12,14,12,0
RTL8A,146,85,243,212,103,49
CCDC160,1,0,5,11,17,6
C1orf141,0,0,0,0,0,0
EFCAB7,119,155,96,76,180,75
DEFB110,0,0,0,0,0,0
GLYATL3,0,0,0,0,0,0
LDLRAD1,0,0,0,0,0,0
LOC100133077,0,0,0,0,0,0
RHOXF2B,0,0,0,0,0,0
ARRDC1-AS1,245,217,186,166,83,37
ZYG11A,39,29,111,147,59,30
LINC01270,20,29,35,21,31,8
LCN8,0,0,0,0,0,0
C1orf185,1,2,0,0,0,0
GLT6D1,0,0,0,0,0,0
IFIT1B,1,0,0,0,0,1
CT83,0,0,0,0,0,0
LIPN,0,0,0,0,0,0
LIPK,1,0,0,0,0,0
LIPJ,1,3,0,1,0,0
TRPC5OS,0,0,0,0,0,0
LRIT2,0,0,0,0,0,0
SLC12A5-AS1,4,23,1,0,1,1
LRRC73,18,7,18,12,6,5
FOXO6,0,0,5,3,0,0
TCEAL5,0,0,0,0,0,0
SYS1,787,755,563,665,364,141
TCEAL6,0,0,0,1,1,0
INPP5B,428,314,466,491,592,247
RPA4,24,30,42,42,9,5
TDRG1,0,0,0,0,0,0
MAFB,32,131,57,64,62,22
TRAF3IP1,409,398,390,526,305,107
BMP2KL,0,0,0,0,0,0
CHIC1,579,598,1159,1346,682,189
LOC100287792,16,30,20,11,8,7
NAP1L6P,7,7,6,7,7,6
GIGYF2,2250,2088,1666,1605,1581,430
C2orf72,2,0,5,29,0,17
RUFY2,493,333,515,623,588,216
NHSL2,6,6,539,699,11,19
GGTA1,0,0,5,4,4,0
PHACTR4,1002,789,688,722,735,284
CLPSL1,0,0,0,0,0,0
ASAH2B,221,207,261,389,112,50
LINC00474,0,0,0,0,0,0
AGAP6,152,119,279,320,327,76
TIMM23B,439,406,553,449,631,171
ZDHHC18,649,531,506,502,319,227
TMEM273,8,6,8,1,0,0
CXorf65,0,0,0,0,0,0
AGAP9,84,64,140,183,275,91
LRRC37A5P,2,1,1,0,9,2
NPY4R,0,0,20,17,0,35
GPRIN2,0,0,0,1,0,0
SYT15,8,6,115,183,165,153
BMS1P1,300,255,581,626,626,303
MACO1,397,378,549,776,732,198
PTPN20,10,3,134,115,0,1
GGNBP1,0,0,3,0,0,0
TXNDC8,0,0,0,0,0,0
AWAT1,0,0,0,0,0,0
KIFC1,0,0,136,6,12,14
DAXX,0,67,24,223,264,137
BMPR2,3855,2586,2819,2985,3579,1306
PFDN6,247,318,362,320,111,73
WDR46,690,586,582,657,0,31
RING1,0,0,264,0,0,0
OXLD1,265,178,294,320,235,77
LINC02731,56,48,45,42,48,21
OR13C3,0,0,0,1,0,0
LINC00587,0,0,0,0,0,0
BRD2,966,946,634,581,583,135
HLA-DMA,0,4,0,0,0,16
PSMB8-AS1,80,162,46,45,28,9
COL5A2,5985,9746,14043,11627,46047,16208
TAP2,994,1777,1723,1160,0,148
SPIN3,335,345,831,937,240,79
NBDY,238,163,491,610,263,140
LINC01993,22,28,37,27,23,6
TMEM235,0,0,0,0,0,0
PAGE3,0,1,0,0,0,0
LINC01973,0,0,0,0,0,0
HLA-DRA,2,0,0,0,0,0
BTNL2,0,0,0,0,0,0
COL15A1,47,175,472,413,4603,1113
TSBP1,0,0,0,0,0,0
TMEM225,0,0,0,0,0,0
NOTCH4,164,60,0,0,0,2
PBX2,312,451,0,0,63,0
AGER,0,12,1,0,7,4
AGPAT1,373,250,351,308,415,240
PJVK,23,10,21,16,57,4
PRRT1,0,0,1,0,0,0
FKBPL,54,88,4,86,19,0
MRPL38,401,440,503,667,338,142
SMIM5,7,6,2,9,3,1
ERICH2,16,18,0,1,0,0
SP5,13,7,0,0,0,0
CYP21A1P,0,0,0,0,0,0
STK19,0,27,40,30,18,0
CD300LD,0,0,0,0,0,0
BTBD17,0,1,0,0,0,0
DXO,64,32,12,9,5,5
SKIV2L,21,219,36,64,36,0
C9orf129,4,0,4,4,0,0
NELFE,871,763,1139,1140,383,131
CFB,0,14,7,5,0,0
NXPE2,1,1,0,1,0,0
SPANXN5,0,0,0,0,0,0
C2,17,22,8,22,17,6
ZBTB12,19,0,9,9,3,4
SDHD,1052,932,1107,1048,1052,282
EHMT2,82,0,0,0,0,0
XAGE1A,0,0,0,0,0,0
PKP4-AS1,0,1,0,0,0,0
LAYN,680,505,425,531,769,379
XAGE1B,0,0,0,0,0,0
SLC44A4,1,0,1,4,1,0
SNHG32,0,0,72,83,75,0
HSPA1B,0,0,0,0,0,0
HSPA1A,419,616,0,0,0,0
LSM2,454,347,288,264,103,48
NOL4L-DT,0,0,0,0,0,0
CARD16,64,72,51,47,97,68
CASP12,0,0,0,0,20,2
MBD5,812,977,441,408,1121,475
MSH5,201,187,95,152,86,66
CSHL1,0,0,0,0,0,0
MPIG6B,0,0,0,0,0,0
ABHD16A,4,25,4,3,12,5
LY6G5C,0,12,4,0,0,3
CSNK2B,0,0,0,0,0,0
GPANK1,0,48,7,26,61,10
C6orf47,321,359,0,0,0,0
FAM155A,2,3,81,130,125,28
APOM,2,3,4,0,0,0
LINC02872,8,4,6,9,5,4
TRIM49C,0,0,0,0,0,0
TRIM64,0,0,0,1,0,0
TRIM51BP,0,0,0,0,0,0
LINC01854,0,0,0,0,0,0
BAG6,1323,1476,1582,1649,991,391
PRRC2A,1202,1108,112,147,7,0
TBC1D3P4,0,0,0,0,0,0
AIF1,0,0,0,0,0,0
PRAMEF20,0,0,0,0,0,0
PRAMEF17,0,0,0,0,0,0
PRAMEF19,0,0,0,0,0,0
PRAMEF14,0,0,0,0,0,0
LST1,0,9,1,0,0,0
NFKBIL1,0,0,0,0,0,0
ZNF814,413,251,491,504,404,158
AADACL4,0,0,0,0,3,0
ZNF551,440,307,315,329,169,68
MICA,3,0,14,6,10,2
ZNF805,233,249,561,638,309,125
HLA-C,1,11,0,0,0,0
POU5F1,166,109,138,156,163,70
ZSCAN5C,0,0,0,0,0,0
CCHCR1,119,131,123,167,70,20
PSORS1C2,0,0,0,0,0,0
CDSN,0,0,0,0,0,0
PSORS1C1,36,6,7,5,0,0
MUC21,0,1,0,0,0,0
DEFB122,0,0,0,0,0,1
DEFB121,0,0,0,0,0,0
CFTRP3,0,0,0,0,0,0
DHX16,0,0,0,0,0,2
C6orf136,53,36,25,17,36,2
KRTAP5-11,2,7,6,19,4,3
KRTAP5-10,0,0,0,0,0,0
ABCF1,90,106,115,179,111,97
PRR3,38,0,0,34,60,0
LILRB3,0,0,0,0,0,0
DDR1,313,250,215,210,195,74
ACOXL-AS1,0,0,4,0,1,0
LRCOL1,0,5,0,1,3,0
LINC01123,11,3,144,96,79,17
GNL1,0,196,0,0,97,26
DPRX,0,0,0,0,1,0
LINC01257,0,0,0,0,0,0
ZNF468,400,577,1001,1517,237,156
TRIM15,0,0,0,0,0,0
ZNF616,371,321,335,296,346,147
FOXB2,0,0,0,0,0,0
TRIM10,0,0,0,0,0,0
TRIM40,0,0,0,0,0,0
TRIM31,0,0,0,0,0,1
PPP1R11,0,0,0,0,196,90
HLA-J,0,3,10,15,2,2
ZNRD1ASP,0,0,0,0,65,3
DISP3,0,0,0,0,0,0
HCG9,0,0,0,0,0,0
RACK1,14576,13671,15006,16246,14910,3754
HLA-G,0,1,0,0,0,0
TBC1D8,401,260,124,104,602,202
NMS,0,0,0,0,0,0
HLA-F,1,8,0,0,148,231
SSX9P,0,0,0,0,0,0
LINC02210,22,19,12,13,37,22
ASPDH,0,0,0,0,0,1
MOG,10,6,1,13,0,0
OR2H2,0,0,0,0,0,0
CST9LP2,0,0,0,0,0,0
CBY3,0,0,0,1,0,0
C5orf60,0,1,0,2,2,1
CST13P,0,0,0,0,0,0
LOC400710,0,0,0,0,4,5
C9orf57,0,0,0,0,0,0
IL31,0,0,0,0,0,0
AKT1S1,226,183,217,395,256,102
FAM153CP,32,22,15,26,27,13
GABBR1,126,30,142,57,325,130
MIR1915HG,98,58,75,72,22,28
LOC284788,0,0,0,0,0,0
MAS1L,0,0,0,0,0,0
OR2H1,0,0,0,0,0,0
OR12D3,0,0,0,0,0,0
OR11A1,6,2,5,4,4,2
UBTFL3,0,0,0,0,0,0
OR2J2,0,0,0,0,0,0
OR2J3,0,0,0,0,0,0
OR2J1,0,0,0,0,0,0
OR2B3,0,0,0,0,0,0
UBTFL5,0,0,0,0,0,0
MAMDC2-AS1,20,7,6,7,20,6
SPDYC,0,0,0,0,0,0
C9orf135,0,0,0,0,4,0
TRIM27,20,42,0,12,46,14
CNN2P12,0,0,0,0,0,0
MALRD1,1,0,1,0,0,0
LINC01951,6,4,5,11,4,6
LOC100268168,50,50,78,101,59,28
RANBP17,9,0,171,155,407,169
INSYN2B,388,86,266,269,23,18
FOXD4L5,10,9,12,4,20,7
LOC728877,0,0,0,0,0,0
LINC01291,3,0,29,36,0,0
LOC102724238,121,76,44,66,85,29
TTC25,45,35,2,4,38,6
MRPL53,479,362,244,270,404,76
ST8SIA6-AS1,6,7,4,6,68,12
ATXN2,1857,1560,1162,1382,1491,353
DCTN1,3661,3007,3365,3706,2706,1002
SPATA31A1,0,0,0,0,0,0
PNMA8B,0,0,7,5,6,5
TCTN1,857,784,483,644,645,211
FAM216A,374,299,351,719,174,58
ZBTB48,170,156,226,287,221,71
IGFL2,4,3,1,4,6,1
IGFL4,5,3,5,9,6,1
NAT8B,0,0,0,0,0,0
KRTAP9-3,0,0,0,0,0,0
LOC389602,35,58,0,4,0,0
KRTAP4-8,0,0,0,1,0,0
GPR20,0,1,0,0,0,0
KRT25,0,0,0,0,0,0
MZT1,871,678,520,457,262,137
LINC01545,0,0,1,0,0,1
SPINK9,93,75,43,57,82,30
LRRC3C,0,0,1,0,0,0
PRR20A,0,0,0,0,0,0
ZNF155,102,112,109,127,161,36
UQCC3,208,149,195,191,176,67
FBXO48,155,158,102,200,140,53
GRXCR2,0,0,0,0,0,0
LOC101927533,11,21,6,8,4,2
FAM221B,7,5,5,5,3,3
ATP6V0E2-AS1,147,124,96,102,17,8
CD177,2,1,11,10,0,0
PSG5,31,3,34,53,2,3
ZNF783,722,554,445,485,335,94
ZNF425,53,76,208,307,69,13
FAM83A-AS1,0,0,0,0,0,0
LRRC10B,32,24,11,9,2,0
FBXO47,0,0,1,8,0,0
C12orf73,136,93,49,69,59,17
PCDHGA1,13,24,20,17,28,6
BLACE,0,1,0,1,3,0
PCDHA9,34,25,25,19,35,13
PCDHA8,0,1,2,7,0,0
PCDHA7,1,7,2,2,7,2
PCDHA5,0,1,0,3,1,1
PCDHA4,318,345,267,245,436,152
PCDHA2,0,0,7,3,4,0
PCDHA1,2,0,0,2,0,2
TRIM13,583,482,714,676,705,158
ERICH4,0,1,0,0,0,0
MS4A13,0,0,0,0,0,0
PRSS3P4,0,0,0,0,0,0
PRSS1,1,0,0,0,0,0
OR4D8P,0,0,0,0,0,0
SPIRE2,176,155,93,109,160,99
CRTC1P1,0,0,0,2,0,0
AARD,4,7,3,16,7,2
LINC02138,0,0,0,0,0,0
LOC100129697,0,0,0,1,0,0
PABPN1L,0,0,1,0,0,0
OR5D16,0,0,0,0,0,0
OR5L2,0,0,0,0,0,0
LOC440040,0,0,0,0,0,0
LOC400553,0,0,0,0,1,0
PKHD1L1,1,0,1,0,0,1
SLFN12L,25,34,11,20,13,10
LINC01121,7,3,7,10,23,5
CLLU1-AS1,0,0,0,0,0,0
SLC35B4,2703,1991,1012,1136,780,205
LGALS7,0,0,0,0,0,0
SYCE1L,1,2,31,17,10,0
TMEM231,236,172,342,416,170,57
FAM71F2,6,13,21,29,6,16
C2orf91,21,14,37,23,33,9
CCNI2,1,1,1,15,1,0
TMEM240,16,20,13,26,15,15
LINC02716,0,0,0,0,0,0
FAM205A,0,0,0,0,0,0
CDKL4,5,13,1,8,29,20
TMEM88B,0,0,0,0,0,0
ACCSL,0,0,2,6,3,0
C4orf47,1,3,18,8,4,30
TRIQK,596,391,311,196,597,262
SDHAF1,112,78,153,134,111,30
ARID3C,0,2,3,2,0,0
PSENEN,156,149,286,314,215,56
C7orf66,0,0,0,0,0,0
C11orf91,0,2,7,6,0,0
LINC00654,123,80,32,30,63,51
SLC10A5P1,2,1,3,0,5,0
FABP9,0,0,0,0,0,0
ZBTB10,792,1055,1976,2146,734,239
C4orf46,763,611,349,373,100,46
SCGB2B2,19,1,1,4,6,0
CCDC144NL,1,6,15,8,1,0
LGR4,51,192,451,382,1947,335
PSMB10,529,944,483,413,407,125
VIT,43,23,1,0,14,2
TTLL10-AS1,15,11,14,8,9,1
SPDYE2,0,0,0,0,0,0
OR7E36P,0,0,0,0,0,0
E2F4,1319,994,647,670,451,232
DGAT2L7P,0,0,0,0,0,0
PDE7A,567,636,227,185,899,289
TMEM170B,48,62,28,47,89,25
TRBV20OR9-2,0,0,0,0,3,0
MUC12,44,19,1,3,0,0
CTXN3,0,0,0,0,0,0
LINC01602,15,10,3,6,3,0
MGAT4D,0,0,0,3,0,0
SNX2,859,879,962,1006,958,341
SAP25,5,6,0,0,0,0
NT5M,17,12,37,43,7,2
GCNT2P1,0,1,4,1,3,1
SARNP,1129,1007,640,625,781,260
OR6C68,0,0,0,0,0,0
OR6C65,0,0,0,0,0,0
OR6C3,0,0,0,0,0,0
OR6C1,0,0,0,0,0,0
OR6C72P,0,0,0,0,0,0
LINC01460,28,42,15,18,31,13
ADGRG1,867,380,313,432,77,18
IPO7,6196,6967,9319,8640,3083,1135
PRR13,1210,1034,979,943,755,290
TECPR1,1208,1231,660,776,499,180
MT1H,0,0,0,0,0,0
SLCO6A1,4,4,0,1,0,0
MT1A,67,27,11,14,12,10
INSYN1,34,19,30,40,20,9
MT1M,649,357,79,90,18,20
LINC00661,0,0,0,1,0,0
CFI,1566,1898,31,45,1107,156
OR52E6,0,0,0,0,0,0
SAMD9,3327,1716,2951,3313,1614,3219
KRT6A,1619,1008,0,7,395,509
CNEP1R1,428,403,488,546,321,127
KRT81,46,18,1,1,1,0
EXOC3L4,2,26,11,5,3,0
KRTAP12-3,0,0,0,0,0,0
IZUMO3,0,0,0,0,0,0
KU-MEL-3,2,1,0,0,0,0
KRTAP10-2,0,0,0,0,0,0
